ACTION QUERY 10000 10 Airport Security
ACTION SNIPPET 10000 887 SNIPPET_NOT_RELEVANT b'7a66cc7b35e2eb04a661b544a0851fd6'
ACTION SNIPPET 10000 890 SNIPPET_RELEVANT b'e2be316c2538762567d18a6bbb5b88a4'
ACTION DOC 10000 910 EXAMINING_DOCUMENT b'e2be316c2538762567d18a6bbb5b88a4'
ACTION SNIPPET 10000 913 SEEN_PREVIOUSLY b'a3394dc4-807a-11e2-b99e-6baf4ebe42df'
ACTION SNIPPET 10000 916 SNIPPET_NOT_RELEVANT b'83b0fd3a-2364-11e2-ac85-e669876c6a24'
ACTION SNIPPET 10000 919 SNIPPET_NOT_RELEVANT b'2f4afbb2e54faefc9172a2d843a68dce'
ACTION SNIPPET 10000 922 SNIPPET_NOT_RELEVANT b'd9f66c24-9629-11e2-894a-b984cbdff2e6'
ACTION SNIPPET 10000 925 SNIPPET_RELEVANT b'e8b396d2774dff51cf163539e235176e'
ACTION DOC 10000 945 EXAMINING_DOCUMENT b'e8b396d2774dff51cf163539e235176e'
ACTION QUERY 10000 955 How do airports ensure safety on international flights?
ACTION SERP 10000 960 EXAMINE_SERP
ACTION SNIPPET 10000 963 SEEN_PREVIOUSLY b'1c2a1c388c3b6aa0171217d615dfe163'
ACTION SNIPPET 10000 966 SNIPPET_RELEVANT b'55060b1b9b7ab3583dd919815c773d72'
ACTION DOC 10000 986 EXAMINING_DOCUMENT b'55060b1b9b7ab3583dd919815c773d72'
ACTION SNIPPET 10000 989 SNIPPET_NOT_RELEVANT b'732377a868677df9d7b7783a1964467e'
ACTION SNIPPET 10000 992 SNIPPET_NOT_RELEVANT b'fa0a3be73201dc507ecbf79a4509347b'
ACTION SNIPPET 10000 995 SNIPPET_NOT_RELEVANT b'ae438ccfd953046ce743985007ce6818'
ACTION SNIPPET 10000 998 SNIPPET_NOT_RELEVANT b'08774984cc77f5c7a9d33618e75149c7'
ACTION SNIPPET 10000 1001 SNIPPET_RELEVANT b'6309f3b2-94f0-11e3-83b9-1f024193bb84'
ACTION DOC 10000 1021 EXAMINING_DOCUMENT b'6309f3b2-94f0-11e3-83b9-1f024193bb84'
ACTION QUERY 10000 1031 What is the state of airport security in different regions?
ACTION SERP 10000 1036 EXAMINE_SERP
ACTION SNIPPET 10000 1039 SNIPPET_RELEVANT b'd9f66c24-9629-11e2-894a-b984cbdff2e6'
ACTION DOC 10000 1059 EXAMINING_DOCUMENT b'd9f66c24-9629-11e2-894a-b984cbdff2e6'
ACTION SNIPPET 10000 1062 SEEN_PREVIOUSLY b'2a15d291261ae0673ef92e9c4a4c0298'
ACTION SNIPPET 10000 1065 SEEN_PREVIOUSLY b'2861aed4b4d9e4cc8787f27467359594'
ACTION SNIPPET 10000 1068 SEEN_PREVIOUSLY b'e8b396d2774dff51cf163539e235176e'
ACTION SNIPPET 10000 1071 SNIPPET_NOT_RELEVANT b'712b7dff7088acba6dfa6f452da42fac'
ACTION SNIPPET 10000 1074 SEEN_PREVIOUSLY b'a4450c72-3e0d-11e6-a66f-aa6c1883b6b1'
ACTION SNIPPET 10000 1077 SNIPPET_RELEVANT b'1632bcd73f19976002e9dcc61fc1aa04'
ACTION DOC 10000 1097 EXAMINING_DOCUMENT b'1632bcd73f19976002e9dcc61fc1aa04'
ACTION MARK 10000 1100 CONSIDERED_RELEVANT b'1632bcd73f19976002e9dcc61fc1aa04'
ACTION SNIPPET 10000 1103 SNIPPET_NOT_RELEVANT b'09093f9b3efb7c94dbef0df0fb8ce27b'
ACTION SNIPPET 10000 1106 SNIPPET_RELEVANT b'0b1f473d0cf9d46c3d9668a28e79e0fe'
ACTION DOC 10000 1126 EXAMINING_DOCUMENT b'0b1f473d0cf9d46c3d9668a28e79e0fe'
ACTION SNIPPET 10000 1129 SNIPPET_NOT_RELEVANT b'c9ae56c6-7569-11e4-bd1b-03009bd3e984'
ACTION SNIPPET 10000 1132 SNIPPET_NOT_RELEVANT b'b42df0e2a1e1759b538f3e3a8b5819c5'
ACTION SNIPPET 10000 1135 SNIPPET_NOT_RELEVANT b'7ef8ce1720bf2f6b2065a97506ee89b4'
ACTION SNIPPET 10000 1138 SNIPPET_NOT_RELEVANT b'0c5d88a2cf78c8cd303b907ef1b1638c'
ACTION SNIPPET 10000 1141 SNIPPET_NOT_RELEVANT b'276d5d0c-1572-11e7-ada0-1489b735b3a3'
ACTION SNIPPET 10000 1144 SNIPPET_NOT_RELEVANT b'ee9be896-c067-11e5-9443-7074c3645405'
ACTION SNIPPET 10000 1147 SNIPPET_RELEVANT b'7133cf85fccba219372204659c744892'
ACTION DOC 10000 1167 EXAMINING_DOCUMENT b'7133cf85fccba219372204659c744892'
ACTION QUERY 10000 1177 What is the role of airport officials in ensuring security?
ACTION SERP 10000 1182 EXAMINE_SERP
ACTION SNIPPET 10000 1185 SNIPPET_NOT_RELEVANT b'e2f512caca38a327f59733036026ef27'
ACTION SNIPPET 10000 1188 SEEN_PREVIOUSLY b'55060b1b9b7ab3583dd919815c773d72'
ACTION SNIPPET 10000 1191 SEEN_PREVIOUSLY b'1c2a1c388c3b6aa0171217d615dfe163'
ACTION SNIPPET 10000 1194 SNIPPET_RELEVANT b'b42df0e2a1e1759b538f3e3a8b5819c5'
ACTION DOC 10000 1214 EXAMINING_DOCUMENT b'b42df0e2a1e1759b538f3e3a8b5819c5'
ACTION SNIPPET 10000 1217 SNIPPET_RELEVANT b'876c1466-88cb-11e6-875e-2c1bfe943b66'
ACTION DOC 10000 1237 EXAMINING_DOCUMENT b'876c1466-88cb-11e6-875e-2c1bfe943b66'
ACTION QUERY 10000 1247 How do airport security measures differ from one region to another?
ACTION SERP 10000 1252 EXAMINE_SERP
ACTION SNIPPET 10000 1255 SNIPPET_RELEVANT b'4dfab6ac-725d-11e2-8b8d-e0b59a1b8e2a'
ACTION DOC 10000 1275 EXAMINING_DOCUMENT b'4dfab6ac-725d-11e2-8b8d-e0b59a1b8e2a'
ACTION SNIPPET 10000 1278 SNIPPET_RELEVANT b'bc83a2fa-fc1c-11e4-9030-b4732caefe81'
ACTION DOC 10000 1298 EXAMINING_DOCUMENT b'bc83a2fa-fc1c-11e4-9030-b4732caefe81'
ACTION QUERY 10000 1308 How safe are travelers from terrorism in airports?
ACTION SERP 10000 1313 EXAMINE_SERP
ACTION SNIPPET 10000 1316 SNIPPET_RELEVANT b'e4a02d08e7b9c4e459dc7d070188ea89'
ACTION DOC 10000 1336 EXAMINING_DOCUMENT b'e4a02d08e7b9c4e459dc7d070188ea89'
ACTION SNIPPET 10000 1339 SNIPPET_NOT_RELEVANT b'4aa4b22a-3fc6-11e6-80bc-d06711fd2125'
ACTION SNIPPET 10000 1342 SEEN_PREVIOUSLY b'd9439bb1b235ce43080e0d03ad793319'
ACTION SNIPPET 10000 1345 SEEN_PREVIOUSLY b'8c188cc8f2e57da79daaaf82dc321148'
ACTION SNIPPET 10000 1348 SNIPPET_RELEVANT b'7ef8ce1720bf2f6b2065a97506ee89b4'
ACTION DOC 10000 1368 EXAMINING_DOCUMENT b'7ef8ce1720bf2f6b2065a97506ee89b4'
ACTION QUERY 10000 1378 How do airports detect dangerous items in luggage?
ACTION SERP 10000 1383 EXAMINE_SERP
ACTION SNIPPET 10000 1386 SNIPPET_NOT_RELEVANT b'412af2d6-0988-11e2-a10c-fa5a255a9258'
ACTION SNIPPET 10000 1389 SNIPPET_RELEVANT b'78aaa6694cc11739bd2e96ea84cbaaca'
ACTION DOC 10000 1409 EXAMINING_DOCUMENT b'78aaa6694cc11739bd2e96ea84cbaaca'
ACTION SNIPPET 10000 1412 SNIPPET_RELEVANT b'909ed70a4f7c81bc9196f1c842970706'
ACTION DOC 10000 1432 EXAMINING_DOCUMENT b'909ed70a4f7c81bc9196f1c842970706'
ACTION MARK 10000 1435 CONSIDERED_RELEVANT b'909ed70a4f7c81bc9196f1c842970706'
ACTION SNIPPET 10000 1438 SNIPPET_NOT_RELEVANT b'59ad3ef6208079088e492887d180c3de'
ACTION SNIPPET 10000 1441 SNIPPET_RELEVANT b'd9f8284c-f17d-11e3-9ebc-2ee6f81ed217'
ACTION DOC 10000 1461 EXAMINING_DOCUMENT b'd9f8284c-f17d-11e3-9ebc-2ee6f81ed217'
ACTION SNIPPET 10000 1464 SNIPPET_NOT_RELEVANT b'698680e5d7ccc567f41769abd6464b5a'
ACTION SNIPPET 10000 1467 SNIPPET_RELEVANT b'7371809c-f129-11e6-a9b0-ecee7ce475fc'
ACTION DOC 10000 1487 EXAMINING_DOCUMENT b'7371809c-f129-11e6-a9b0-ecee7ce475fc'
ACTION QUERY 10000 1497 What is the impact of airport security on travelers?
ACTION SERP 10000 1502 EXAMINE_SERP
ACTION SNIPPET 10000 1505 SNIPPET_RELEVANT b'ce85eacca345ada5ac9c1bfb63f832b4'
ACTION DOC 10000 1525 EXAMINING_DOCUMENT b'ce85eacca345ada5ac9c1bfb63f832b4'
ACTION SNIPPET 10000 1528 SNIPPET_NOT_RELEVANT b'e372966e-8518-11e2-9d71-f0feafdd1394'
ACTION SNIPPET 10000 1531 SNIPPET_RELEVANT b'0c1e27c9b9ea2924311e764a198341f3'
ACTION DOC 10000 1551 EXAMINING_DOCUMENT b'0c1e27c9b9ea2924311e764a198341f3'
ACTION QUERY 10000 1561 What are the latest airport security technology methods?
ACTION SERP 10000 1566 EXAMINE_SERP
ACTION SNIPPET 10000 1569 SNIPPET_RELEVANT b'e6b1f52823a64bef434245fa058fbfec'
ACTION DOC 10000 1589 EXAMINING_DOCUMENT b'e6b1f52823a64bef434245fa058fbfec'
ACTION SNIPPET 10000 1592 SNIPPET_NOT_RELEVANT b'bf52c568-a5ea-11e2-8302-3c7e0ea97057'
ACTION SNIPPET 10000 1595 SNIPPET_NOT_RELEVANT b'2eca61a4-6f86-11e1-9118-82b72e1e284a'
ACTION SNIPPET 10000 1598 SNIPPET_NOT_RELEVANT b'63fe8644-0292-11e7-b9fa-ed727b644a0b'
ACTION SNIPPET 10000 1601 SNIPPET_NOT_RELEVANT b'b075a6cfb672362010192e5c2b33cc4f'
ACTION SNIPPET 10000 1604 SNIPPET_RELEVANT b'df02e9825714bcaae23f1fc41a21573a'
ACTION DOC 10000 1624 EXAMINING_DOCUMENT b'df02e9825714bcaae23f1fc41a21573a'
ACTION QUERY 10000 1634 How sophisticated are the security processes in airports?
ACTION SERP 10000 1639 EXAMINE_SERP
ACTION SNIPPET 10000 1642 SNIPPET_RELEVANT b'1b7d5d22-6198-11e2-9940-6fc488f3fecd'
ACTION DOC 10000 1662 EXAMINING_DOCUMENT b'1b7d5d22-6198-11e2-9940-6fc488f3fecd'
ACTION MARK 10000 1665 CONSIDERED_RELEVANT b'1b7d5d22-6198-11e2-9940-6fc488f3fecd'
ACTION SNIPPET 10000 1668 SNIPPET_RELEVANT b'd50271a2-66da-11e5-9ef3-fde182507eac'
ACTION DOC 10000 1688 EXAMINING_DOCUMENT b'd50271a2-66da-11e5-9ef3-fde182507eac'
ACTION SNIPPET 10000 1691 SEEN_PREVIOUSLY b'b42df0e2a1e1759b538f3e3a8b5819c5'
ACTION SNIPPET 10000 1694 SEEN_PREVIOUSLY b'ed408c80-1d3c-11e2-b647-bb1668e64058'
ACTION SNIPPET 10000 1697 SNIPPET_RELEVANT b'29a3cf00-f11c-11e5-a61f-e9c95c06edca'
ACTION DOC 10000 1717 EXAMINING_DOCUMENT b'29a3cf00-f11c-11e5-a61f-e9c95c06edca'
ACTION QUERY 10000 1727 How do airport personnel maintain security?
ACTION SERP 10000 1732 EXAMINE_SERP
ACTION SNIPPET 10000 1735 SNIPPET_RELEVANT b'4d694e6e-1215-11e6-8967-7ac733c56f12'
ACTION DOC 10000 1755 EXAMINING_DOCUMENT b'4d694e6e-1215-11e6-8967-7ac733c56f12'
ACTION MARK 10000 1758 CONSIDERED_RELEVANT b'4d694e6e-1215-11e6-8967-7ac733c56f12'
ACTION SNIPPET 10000 1761 SEEN_PREVIOUSLY b'c79b3da6-6f1a-11e2-8b8d-e0b59a1b8e2a'
ACTION SNIPPET 10000 1764 SNIPPET_RELEVANT b'ed60fe5366481fdf69bef10b71c2ba09'
ACTION DOC 10000 1784 EXAMINING_DOCUMENT b'ed60fe5366481fdf69bef10b71c2ba09'
ACTION SNIPPET 10000 1787 SNIPPET_NOT_RELEVANT b'91e5b42b9e7d5f3cc78d3cff439ff877'
ACTION SNIPPET 10000 1790 SNIPPET_NOT_RELEVANT b'd33fef738b1a90037ffdc8eb8df82491'
ACTION SNIPPET 10000 1793 SNIPPET_NOT_RELEVANT b'8933203610df65783ac2422eebdce394'
ACTION SNIPPET 10000 1796 SNIPPET_NOT_RELEVANT b'ca1630d4031c24604ef5ada04489929b'
ACTION SNIPPET 10000 1799 SEEN_PREVIOUSLY b'e6b1f52823a64bef434245fa058fbfec'
ACTION SNIPPET 10000 1802 SEEN_PREVIOUSLY b'4d0dc5d1d779de995afbfc34ba0d984e'
ACTION SNIPPET 10000 1805 SNIPPET_RELEVANT b'aba4fc8c24fc4f75fb541f9f70893bd6'
ACTION DOC 10000 1825 EXAMINING_DOCUMENT b'aba4fc8c24fc4f75fb541f9f70893bd6'
ACTION QUERY 10000 1835 What are the major threats to airport security?
ACTION SERP 10000 1840 EXAMINE_SERP
ACTION SNIPPET 10000 1843 SEEN_PREVIOUSLY b'a3394dc4-807a-11e2-b99e-6baf4ebe42df'
ACTION SNIPPET 10000 1846 SEEN_PREVIOUSLY b'd4efd080-0dcb-11e7-9d5a-a83e627dc120'
ACTION SNIPPET 10000 1849 SNIPPET_NOT_RELEVANT b'4120d4ea1b766740ef0fbb9dc20b9e10'
ACTION SNIPPET 10000 1852 SEEN_PREVIOUSLY b'07a71cda-2a58-11e5-bd33-395c05608059'
ACTION SNIPPET 10000 1855 SEEN_PREVIOUSLY b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 1858 SNIPPET_RELEVANT b'1d646e0c-efca-11e3-bf76-447a5df6411f'
ACTION DOC 10000 1878 EXAMINING_DOCUMENT b'1d646e0c-efca-11e3-bf76-447a5df6411f'
ACTION SNIPPET 10000 1881 SNIPPET_RELEVANT b'd34bd455a672fffb043e6f9cc111d767'
ACTION DOC 10000 1901 EXAMINING_DOCUMENT b'd34bd455a672fffb043e6f9cc111d767'
ACTION QUERY 10000 1911 What measures can airports take to prevent terrorism?
ACTION SERP 10000 1916 EXAMINE_SERP
ACTION SNIPPET 10000 1919 SEEN_PREVIOUSLY b'960a655e37a62111439e35f268d4952a'
ACTION SNIPPET 10000 1922 SEEN_PREVIOUSLY b'a4450c72-3e0d-11e6-a66f-aa6c1883b6b1'
ACTION SNIPPET 10000 1925 SNIPPET_NOT_RELEVANT b'9929ab666defb838774e0abd18ecf410'
ACTION SNIPPET 10000 1928 SNIPPET_NOT_RELEVANT b'4ba9f1a8-4bdb-11e3-9890-a1e0997fb0c0'
ACTION SNIPPET 10000 1931 SNIPPET_NOT_RELEVANT b'27362d1420658078bba2bcdad8a5fe65'
ACTION SNIPPET 10000 1934 SEEN_PREVIOUSLY b'2861aed4b4d9e4cc8787f27467359594'
ACTION SNIPPET 10000 1937 SNIPPET_NOT_RELEVANT b'd6f53d5ad2ac5fdd36bffdef733b3ea8'
ACTION SNIPPET 10000 1940 SNIPPET_NOT_RELEVANT b'426b48d8-09ad-11e7-93dc-00f9bdd74ed1'
ACTION SNIPPET 10000 1943 SNIPPET_NOT_RELEVANT b'edee66ab112a1c693a5aa7728f8b9f40'
ACTION SNIPPET 10000 1946 SEEN_PREVIOUSLY b'0814a51a-6260-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 1949 SNIPPET_RELEVANT b'806be4be-55eb-11e7-ba90-f5875b7d1876'
