ACTION QUERY 10000 10 human stampede
ACTION DOC 10000 1264 EXAMINING_DOCUMENT b'423877'
ACTION SNIPPET 10000 1267 SNIPPET_RELEVANT b'1285941'
ACTION DOC 10000 1287 EXAMINING_DOCUMENT b'1285941'
ACTION MARK 10000 1290 CONSIDERED_RELEVANT b'1285941'
ACTION SNIPPET 10000 1293 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 1296 SNIPPET_NOT_RELEVANT b'127053'
ACTION SNIPPET 10000 1299 SNIPPET_NOT_RELEVANT b'1673910'
ACTION SNIPPET 10000 1302 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 1305 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 1308 SNIPPET_RELEVANT b'1732683'
ACTION DOC 10000 1328 EXAMINING_DOCUMENT b'1732683'
ACTION MARK 10000 1331 CONSIDERED_RELEVANT b'1732683'
ACTION SNIPPET 10000 1334 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 1337 SNIPPET_NOT_RELEVANT b'1061863'
ACTION SNIPPET 10000 1340 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 1343 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 1346 SNIPPET_NOT_RELEVANT b'362838'
ACTION SNIPPET 10000 1349 SNIPPET_RELEVANT b'79150'
ACTION DOC 10000 1369 EXAMINING_DOCUMENT b'79150'
ACTION MARK 10000 1372 CONSIDERED_RELEVANT b'79150'
ACTION SNIPPET 10000 1375 SNIPPET_NOT_RELEVANT b'983408'
ACTION SNIPPET 10000 1378 SNIPPET_RELEVANT b'1466168'
ACTION DOC 10000 1398 EXAMINING_DOCUMENT b'1466168'
ACTION SNIPPET 10000 1401 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 1404 SEEN_PREVIOUSLY b'1292328'
ACTION SNIPPET 10000 1407 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 1410 SNIPPET_RELEVANT b'1698889'
ACTION DOC 10000 1430 EXAMINING_DOCUMENT b'1698889'
ACTION MARK 10000 1433 CONSIDERED_RELEVANT b'1698889'
ACTION SNIPPET 10000 1436 SNIPPET_RELEVANT b'1004585'
ACTION DOC 10000 1456 EXAMINING_DOCUMENT b'1004585'
ACTION MARK 10000 1459 CONSIDERED_RELEVANT b'1004585'
ACTION SNIPPET 10000 1462 SNIPPET_RELEVANT b'1511264'
ACTION DOC 10000 1482 EXAMINING_DOCUMENT b'1511264'
ACTION SNIPPET 10000 1485 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 1488 SNIPPET_RELEVANT b'1547010'
ACTION DOC 10000 1508 EXAMINING_DOCUMENT b'1547010'
ACTION SNIPPET 10000 1511 SNIPPET_RELEVANT b'1699542'
ACTION DOC 10000 1531 EXAMINING_DOCUMENT b'1699542'
ACTION MARK 10000 1534 CONSIDERED_RELEVANT b'1699542'
ACTION SNIPPET 10000 1537 SNIPPET_RELEVANT b'147204'
ACTION DOC 10000 1557 EXAMINING_DOCUMENT b'147204'
ACTION SNIPPET 10000 1560 SNIPPET_NOT_RELEVANT b'497598'
ACTION SNIPPET 10000 1563 SNIPPET_RELEVANT b'943322'
ACTION DOC 10000 1583 EXAMINING_DOCUMENT b'943322'
ACTION SNIPPET 10000 1586 SNIPPET_RELEVANT b'748718'
ACTION DOC 10000 1606 EXAMINING_DOCUMENT b'748718'
ACTION MARK 10000 1609 CONSIDERED_RELEVANT b'748718'
ACTION SNIPPET 10000 1612 SNIPPET_NOT_RELEVANT b'101759'
ACTION SNIPPET 10000 1615 SNIPPET_RELEVANT b'331736'
ACTION DOC 10000 1635 EXAMINING_DOCUMENT b'331736'
ACTION SNIPPET 10000 1638 SNIPPET_NOT_RELEVANT b'516501'
ACTION SNIPPET 10000 1641 SEEN_PREVIOUSLY b'276863'
ACTION SNIPPET 10000 1644 SEEN_PREVIOUSLY b'1293154'
ACTION SNIPPET 10000 1647 SNIPPET_RELEVANT b'1285268'
ACTION DOC 10000 1667 EXAMINING_DOCUMENT b'1285268'
ACTION MARK 10000 1670 CONSIDERED_RELEVANT b'1285268'
ACTION SNIPPET 10000 1673 SNIPPET_RELEVANT b'1555757'
ACTION DOC 10000 1693 EXAMINING_DOCUMENT b'1555757'
ACTION SNIPPET 10000 1696 SNIPPET_NOT_RELEVANT b'1547011'
ACTION SNIPPET 10000 1699 SNIPPET_RELEVANT b'673048'
ACTION DOC 10000 1719 EXAMINING_DOCUMENT b'673048'
ACTION SNIPPET 10000 1722 SNIPPET_RELEVANT b'1738401'
ACTION DOC 10000 1742 EXAMINING_DOCUMENT b'1738401'
ACTION MARK 10000 1745 CONSIDERED_RELEVANT b'1738401'
ACTION SNIPPET 10000 1748 SNIPPET_NOT_RELEVANT b'506670'
ACTION SNIPPET 10000 1751 SNIPPET_RELEVANT b'731502'
ACTION DOC 10000 1771 EXAMINING_DOCUMENT b'731502'
ACTION MARK 10000 1774 CONSIDERED_RELEVANT b'731502'
ACTION SNIPPET 10000 1777 SNIPPET_NOT_RELEVANT b'36337'
ACTION SNIPPET 10000 1780 SEEN_PREVIOUSLY b'121675'
ACTION SNIPPET 10000 1783 SNIPPET_NOT_RELEVANT b'1426186'
ACTION SNIPPET 10000 1786 SEEN_PREVIOUSLY b'328697'
ACTION SNIPPET 10000 1789 SNIPPET_RELEVANT b'369520'
ACTION DOC 10000 1809 EXAMINING_DOCUMENT b'369520'
ACTION MARK 10000 1812 CONSIDERED_RELEVANT b'369520'
ACTION SNIPPET 10000 1815 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 1818 SNIPPET_NOT_RELEVANT b'1019081'
ACTION SNIPPET 10000 1821 SNIPPET_RELEVANT b'729106'
ACTION DOC 10000 1841 EXAMINING_DOCUMENT b'729106'
ACTION MARK 10000 1844 CONSIDERED_RELEVANT b'729106'
ACTION SNIPPET 10000 1847 SNIPPET_RELEVANT b'174054'
ACTION DOC 10000 1867 EXAMINING_DOCUMENT b'174054'
ACTION MARK 10000 1870 CONSIDERED_RELEVANT b'174054'
ACTION SNIPPET 10000 1873 SNIPPET_RELEVANT b'694303'
ACTION DOC 10000 1893 EXAMINING_DOCUMENT b'694303'
ACTION SNIPPET 10000 1896 SNIPPET_RELEVANT b'1627493'
ACTION DOC 10000 1916 EXAMINING_DOCUMENT b'1627493'
ACTION SNIPPET 10000 1919 SNIPPET_NOT_RELEVANT b'375728'
ACTION SNIPPET 10000 1922 SNIPPET_NOT_RELEVANT b'403810'
ACTION QUERY 10000 1932 Examples of human stampedes
ACTION SERP 10000 1937 EXAMINE_SERP
ACTION SNIPPET 10000 1940 SNIPPET_NOT_RELEVANT b'1061863'
ACTION SNIPPET 10000 1943 SNIPPET_NOT_RELEVANT b'36337'
ACTION SNIPPET 10000 1946 SNIPPET_RELEVANT b'1148102'
ACTION DOC 10000 1966 EXAMINING_DOCUMENT b'1148102'
ACTION SNIPPET 10000 1969 SEEN_PREVIOUSLY b'1315825'
ACTION SNIPPET 10000 1972 SEEN_PREVIOUSLY b'1450252'
ACTION SNIPPET 10000 1975 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 1978 SNIPPET_NOT_RELEVANT b'1009032'
ACTION SNIPPET 10000 1981 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 1984 SEEN_PREVIOUSLY b'492316'
ACTION QUERY 10000 1994 How to avoid a human stampede?
ACTION SERP 10000 1999 EXAMINE_SERP
ACTION SNIPPET 10000 2002 SNIPPET_RELEVANT b'36337'
ACTION DOC 10000 2022 EXAMINING_DOCUMENT b'36337'
ACTION SNIPPET 10000 2025 SNIPPET_RELEVANT b'252935'
ACTION DOC 10000 2045 EXAMINING_DOCUMENT b'252935'
ACTION QUERY 10000 2055 Characteristics of human stampedes
ACTION SERP 10000 2060 EXAMINE_SERP
ACTION SNIPPET 10000 2063 SEEN_PREVIOUSLY b'1315825'
ACTION SNIPPET 10000 2066 SEEN_PREVIOUSLY b'1450252'
ACTION SNIPPET 10000 2069 SNIPPET_NOT_RELEVANT b'1670111'
ACTION SNIPPET 10000 2072 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 2075 SEEN_PREVIOUSLY b'492316'
ACTION SNIPPET 10000 2078 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 2081 SEEN_PREVIOUSLY b'363729'
ACTION SNIPPET 10000 2084 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 2087 SNIPPET_NOT_RELEVANT b'456244'
ACTION SNIPPET 10000 2090 SNIPPET_NOT_RELEVANT b'1249611'
ACTION SNIPPET 10000 2093 SEEN_PREVIOUSLY b'423877'
ACTION SNIPPET 10000 2096 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 2099 SNIPPET_NOT_RELEVANT b'386658'
ACTION SNIPPET 10000 2102 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 2105 SNIPPET_RELEVANT b'127053'
ACTION DOC 10000 2125 EXAMINING_DOCUMENT b'127053'
ACTION MARK 10000 2128 CONSIDERED_RELEVANT b'127053'
ACTION SNIPPET 10000 2131 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 2134 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 2137 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 2140 SNIPPET_NOT_RELEVANT b'1061863'
ACTION SNIPPET 10000 2143 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 2146 SNIPPET_RELEVANT b'714313'
ACTION DOC 10000 2166 EXAMINING_DOCUMENT b'714313'
ACTION SNIPPET 10000 2169 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 2172 SNIPPET_NOT_RELEVANT b'1671573'
ACTION SNIPPET 10000 2175 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 2178 SNIPPET_RELEVANT b'1837163'
ACTION DOC 10000 2198 EXAMINING_DOCUMENT b'1837163'
ACTION QUERY 10000 2208 Causes of stampede-like behavior in humans
ACTION SERP 10000 2213 EXAMINE_SERP
ACTION SNIPPET 10000 2216 SNIPPET_NOT_RELEVANT b'1050124'
ACTION SNIPPET 10000 2219 SNIPPET_RELEVANT b'246232'
ACTION DOC 10000 2239 EXAMINING_DOCUMENT b'246232'
ACTION SNIPPET 10000 2242 SNIPPET_NOT_RELEVANT b'818482'
ACTION SNIPPET 10000 2245 SNIPPET_NOT_RELEVANT b'47065'
ACTION SNIPPET 10000 2248 SNIPPET_RELEVANT b'703677'
ACTION DOC 10000 2268 EXAMINING_DOCUMENT b'703677'
ACTION QUERY 10000 2278 Fainting in crowds and human stampedes
ACTION SERP 10000 2283 EXAMINE_SERP
ACTION SNIPPET 10000 2286 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 2289 SNIPPET_RELEVANT b'502323'
ACTION DOC 10000 2309 EXAMINING_DOCUMENT b'502323'
ACTION MARK 10000 2312 CONSIDERED_RELEVANT b'502323'
ACTION SNIPPET 10000 2315 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 2318 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 2321 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 2324 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 2327 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 2330 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 2333 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 2336 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 2339 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 2342 SNIPPET_RELEVANT b'1182694'
ACTION DOC 10000 2362 EXAMINING_DOCUMENT b'1182694'
ACTION QUERY 10000 2372 Psychology of human stampedes
ACTION SERP 10000 2377 EXAMINE_SERP
ACTION SNIPPET 10000 2380 SNIPPET_RELEVANT b'1037461'
ACTION DOC 10000 2400 EXAMINING_DOCUMENT b'1037461'
ACTION SNIPPET 10000 2403 SEEN_PREVIOUSLY b'1315825'
ACTION SNIPPET 10000 2406 SEEN_PREVIOUSLY b'1450252'
ACTION SNIPPET 10000 2409 SNIPPET_NOT_RELEVANT b'1825569'
ACTION SNIPPET 10000 2412 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 2415 SEEN_PREVIOUSLY b'492316'
ACTION SNIPPET 10000 2418 SNIPPET_NOT_RELEVANT b'85528'
ACTION SNIPPET 10000 2421 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 2424 SNIPPET_RELEVANT b'781552'
ACTION DOC 10000 2444 EXAMINING_DOCUMENT b'781552'
ACTION QUERY 10000 2454 Warning signs of human stampedes
ACTION SERP 10000 2459 EXAMINE_SERP
ACTION SNIPPET 10000 2462 SNIPPET_NOT_RELEVANT b'459087'
ACTION SNIPPET 10000 2465 SNIPPET_RELEVANT b'516501'
ACTION DOC 10000 2485 EXAMINING_DOCUMENT b'516501'
ACTION SNIPPET 10000 2488 SNIPPET_NOT_RELEVANT b'1393201'
ACTION SNIPPET 10000 2491 SNIPPET_RELEVANT b'1546904'
ACTION DOC 10000 2511 EXAMINING_DOCUMENT b'1546904'
ACTION QUERY 10000 2521 Numerical simulations of human stampedes
ACTION SERP 10000 2526 EXAMINE_SERP
ACTION SNIPPET 10000 2529 SNIPPET_NOT_RELEVANT b'1061863'
ACTION SNIPPET 10000 2532 SEEN_PREVIOUSLY b'943322'
ACTION SNIPPET 10000 2535 SNIPPET_RELEVANT b'378924'
ACTION DOC 10000 2555 EXAMINING_DOCUMENT b'378924'
ACTION SNIPPET 10000 2558 SNIPPET_RELEVANT b'21054'
ACTION DOC 10000 2578 EXAMINING_DOCUMENT b'21054'
ACTION QUERY 10000 2588 Worst human stampede disasters
ACTION SERP 10000 2593 EXAMINE_SERP
ACTION SNIPPET 10000 2596 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 2599 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 2602 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 2605 SEEN_PREVIOUSLY b'369520'
ACTION SNIPPET 10000 2608 SEEN_PREVIOUSLY b'1292328'
ACTION SNIPPET 10000 2611 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 2614 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 2617 SEEN_PREVIOUSLY b'1699542'
ACTION SNIPPET 10000 2620 SNIPPET_RELEVANT b'1699122'
ACTION DOC 10000 2640 EXAMINING_DOCUMENT b'1699122'
ACTION MARK 10000 2643 CONSIDERED_RELEVANT b'1699122'
ACTION SNIPPET 10000 2646 SNIPPET_RELEVANT b'459227'
ACTION DOC 10000 2666 EXAMINING_DOCUMENT b'459227'
ACTION SNIPPET 10000 2669 SNIPPET_RELEVANT b'923509'
ACTION DOC 10000 2689 EXAMINING_DOCUMENT b'923509'
ACTION MARK 10000 2692 CONSIDERED_RELEVANT b'923509'
ACTION SNIPPET 10000 2695 SNIPPET_RELEVANT b'1199011'
ACTION DOC 10000 2715 EXAMINING_DOCUMENT b'1199011'
ACTION SNIPPET 10000 2718 SNIPPET_NOT_RELEVANT b'1716819'
ACTION SNIPPET 10000 2721 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 2724 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 2727 SNIPPET_RELEVANT b'557309'
ACTION DOC 10000 2747 EXAMINING_DOCUMENT b'557309'
ACTION QUERY 10000 2757 How to prevent human stampedes at concerts?
ACTION SERP 10000 2762 EXAMINE_SERP
ACTION SNIPPET 10000 2765 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 2768 SEEN_PREVIOUSLY b'497300'
ACTION SNIPPET 10000 2771 SEEN_PREVIOUSLY b'498021'
