ACTION QUERY 10000 10 railway accidents
ACTION MARK 10000 718 CONSIDERED_RELEVANT b'1668151'
ACTION SNIPPET 10000 721 SNIPPET_NOT_RELEVANT b'717098'
ACTION SNIPPET 10000 724 SNIPPET_RELEVANT b'445653'
ACTION DOC 10000 744 EXAMINING_DOCUMENT b'445653'
ACTION MARK 10000 747 CONSIDERED_RELEVANT b'445653'
ACTION SNIPPET 10000 750 SNIPPET_NOT_RELEVANT b'199517'
ACTION SNIPPET 10000 753 SNIPPET_NOT_RELEVANT b'199826'
ACTION SNIPPET 10000 756 SNIPPET_NOT_RELEVANT b'1552973'
ACTION SNIPPET 10000 759 SNIPPET_RELEVANT b'2175'
ACTION DOC 10000 779 EXAMINING_DOCUMENT b'2175'
ACTION SNIPPET 10000 782 SEEN_PREVIOUSLY b'2175'
ACTION SNIPPET 10000 785 SNIPPET_RELEVANT b'1369590'
ACTION DOC 10000 805 EXAMINING_DOCUMENT b'1369590'
ACTION SNIPPET 10000 808 SNIPPET_NOT_RELEVANT b'157393'
ACTION SNIPPET 10000 811 SNIPPET_RELEVANT b'1648105'
ACTION DOC 10000 831 EXAMINING_DOCUMENT b'1648105'
ACTION SNIPPET 10000 834 SNIPPET_RELEVANT b'784177'
ACTION DOC 10000 854 EXAMINING_DOCUMENT b'784177'
ACTION MARK 10000 857 CONSIDERED_RELEVANT b'784177'
ACTION SNIPPET 10000 860 SNIPPET_RELEVANT b'956488'
ACTION DOC 10000 880 EXAMINING_DOCUMENT b'956488'
ACTION MARK 10000 883 CONSIDERED_RELEVANT b'956488'
ACTION SNIPPET 10000 886 SNIPPET_NOT_RELEVANT b'1563631'
ACTION SNIPPET 10000 889 SNIPPET_NOT_RELEVANT b'121309'
ACTION SNIPPET 10000 892 SNIPPET_NOT_RELEVANT b'274716'
ACTION SNIPPET 10000 895 SNIPPET_RELEVANT b'1391259'
ACTION DOC 10000 915 EXAMINING_DOCUMENT b'1391259'
ACTION MARK 10000 918 CONSIDERED_RELEVANT b'1391259'
ACTION SNIPPET 10000 921 SNIPPET_RELEVANT b'1561575'
ACTION DOC 10000 941 EXAMINING_DOCUMENT b'1561575'
ACTION MARK 10000 944 CONSIDERED_RELEVANT b'1561575'
ACTION SNIPPET 10000 947 SNIPPET_NOT_RELEVANT b'115516'
ACTION SNIPPET 10000 950 SNIPPET_NOT_RELEVANT b'1750087'
ACTION SNIPPET 10000 953 SNIPPET_RELEVANT b'1239717'
ACTION DOC 10000 973 EXAMINING_DOCUMENT b'1239717'
ACTION MARK 10000 976 CONSIDERED_RELEVANT b'1239717'
ACTION SNIPPET 10000 979 SNIPPET_RELEVANT b'159923'
ACTION DOC 10000 999 EXAMINING_DOCUMENT b'159923'
ACTION MARK 10000 1002 CONSIDERED_RELEVANT b'159923'
ACTION SNIPPET 10000 1005 SNIPPET_RELEVANT b'612217'
ACTION DOC 10000 1025 EXAMINING_DOCUMENT b'612217'
ACTION MARK 10000 1028 CONSIDERED_RELEVANT b'612217'
ACTION SNIPPET 10000 1031 SNIPPET_RELEVANT b'969493'
ACTION DOC 10000 1051 EXAMINING_DOCUMENT b'969493'
ACTION MARK 10000 1054 CONSIDERED_RELEVANT b'969493'
ACTION SNIPPET 10000 1057 SNIPPET_RELEVANT b'488247'
ACTION DOC 10000 1077 EXAMINING_DOCUMENT b'488247'
ACTION MARK 10000 1080 CONSIDERED_RELEVANT b'488247'
ACTION SNIPPET 10000 1083 SNIPPET_RELEVANT b'484750'
ACTION DOC 10000 1103 EXAMINING_DOCUMENT b'484750'
ACTION SNIPPET 10000 1106 SNIPPET_NOT_RELEVANT b'112631'
ACTION SNIPPET 10000 1109 SNIPPET_RELEVANT b'1824801'
ACTION DOC 10000 1129 EXAMINING_DOCUMENT b'1824801'
ACTION SNIPPET 10000 1132 SNIPPET_NOT_RELEVANT b'343656'
ACTION SNIPPET 10000 1135 SNIPPET_NOT_RELEVANT b'1754294'
ACTION SNIPPET 10000 1138 SNIPPET_NOT_RELEVANT b'1246797'
ACTION SNIPPET 10000 1141 SNIPPET_NOT_RELEVANT b'322672'
ACTION SNIPPET 10000 1144 SNIPPET_NOT_RELEVANT b'828985'
ACTION SNIPPET 10000 1147 SNIPPET_NOT_RELEVANT b'1630853'
ACTION SNIPPET 10000 1150 SNIPPET_RELEVANT b'2534'
ACTION DOC 10000 1170 EXAMINING_DOCUMENT b'2534'
ACTION MARK 10000 1173 CONSIDERED_RELEVANT b'2534'
ACTION SNIPPET 10000 1176 SEEN_PREVIOUSLY b'2534'
ACTION SNIPPET 10000 1179 SNIPPET_NOT_RELEVANT b'1143211'
ACTION SNIPPET 10000 1182 SNIPPET_RELEVANT b'1301462'
ACTION DOC 10000 1202 EXAMINING_DOCUMENT b'1301462'
ACTION SNIPPET 10000 1205 SNIPPET_RELEVANT b'1100986'
ACTION DOC 10000 1225 EXAMINING_DOCUMENT b'1100986'
ACTION MARK 10000 1228 CONSIDERED_RELEVANT b'1100986'
ACTION SNIPPET 10000 1231 SNIPPET_RELEVANT b'131647'
ACTION DOC 10000 1251 EXAMINING_DOCUMENT b'131647'
ACTION SNIPPET 10000 1254 SNIPPET_RELEVANT b'314218'
ACTION DOC 10000 1274 EXAMINING_DOCUMENT b'314218'
ACTION MARK 10000 1277 CONSIDERED_RELEVANT b'314218'
ACTION SNIPPET 10000 1280 SNIPPET_RELEVANT b'156175'
ACTION DOC 10000 1300 EXAMINING_DOCUMENT b'156175'
ACTION SNIPPET 10000 1303 SNIPPET_NOT_RELEVANT b'1432852'
ACTION SNIPPET 10000 1306 SNIPPET_RELEVANT b'192722'
ACTION DOC 10000 1326 EXAMINING_DOCUMENT b'192722'
ACTION SNIPPET 10000 1329 SNIPPET_NOT_RELEVANT b'1720521'
ACTION SNIPPET 10000 1332 SNIPPET_RELEVANT b'331050'
ACTION DOC 10000 1352 EXAMINING_DOCUMENT b'331050'
ACTION SNIPPET 10000 1355 SNIPPET_NOT_RELEVANT b'256295'
ACTION SNIPPET 10000 1358 SNIPPET_NOT_RELEVANT b'1226414'
ACTION SNIPPET 10000 1361 SNIPPET_RELEVANT b'1188001'
ACTION DOC 10000 1381 EXAMINING_DOCUMENT b'1188001'
ACTION SNIPPET 10000 1384 SNIPPET_NOT_RELEVANT b'1260886'
ACTION SNIPPET 10000 1387 SNIPPET_RELEVANT b'1260887'
ACTION DOC 10000 1407 EXAMINING_DOCUMENT b'1260887'
ACTION QUERY 10000 1417 Train derailment
ACTION SERP 10000 1422 EXAMINE_SERP
ACTION SNIPPET 10000 1425 SNIPPET_RELEVANT b'958108'
ACTION DOC 10000 1445 EXAMINING_DOCUMENT b'958108'
ACTION MARK 10000 1448 CONSIDERED_RELEVANT b'958108'
ACTION SNIPPET 10000 1451 SNIPPET_RELEVANT b'1531691'
ACTION DOC 10000 1471 EXAMINING_DOCUMENT b'1531691'
ACTION MARK 10000 1474 CONSIDERED_RELEVANT b'1531691'
ACTION SNIPPET 10000 1477 SNIPPET_RELEVANT b'386490'
ACTION DOC 10000 1497 EXAMINING_DOCUMENT b'386490'
ACTION MARK 10000 1500 CONSIDERED_RELEVANT b'386490'
ACTION SNIPPET 10000 1503 SNIPPET_RELEVANT b'1379865'
ACTION DOC 10000 1523 EXAMINING_DOCUMENT b'1379865'
ACTION MARK 10000 1526 CONSIDERED_RELEVANT b'1379865'
ACTION SNIPPET 10000 1529 SNIPPET_NOT_RELEVANT b'176046'
ACTION SNIPPET 10000 1532 SNIPPET_RELEVANT b'1209786'
ACTION DOC 10000 1552 EXAMINING_DOCUMENT b'1209786'
ACTION MARK 10000 1555 CONSIDERED_RELEVANT b'1209786'
ACTION SNIPPET 10000 1558 SNIPPET_NOT_RELEVANT b'871359'
ACTION SNIPPET 10000 1561 SNIPPET_NOT_RELEVANT b'63507'
ACTION SNIPPET 10000 1564 SNIPPET_RELEVANT b'347067'
ACTION DOC 10000 1584 EXAMINING_DOCUMENT b'347067'
ACTION MARK 10000 1587 CONSIDERED_RELEVANT b'347067'
ACTION SNIPPET 10000 1590 SNIPPET_RELEVANT b'1623076'
ACTION DOC 10000 1610 EXAMINING_DOCUMENT b'1623076'
ACTION MARK 10000 1613 CONSIDERED_RELEVANT b'1623076'
ACTION SNIPPET 10000 1616 SNIPPET_RELEVANT b'1412422'
ACTION DOC 10000 1636 EXAMINING_DOCUMENT b'1412422'
ACTION SNIPPET 10000 1639 SNIPPET_RELEVANT b'181527'
ACTION DOC 10000 1659 EXAMINING_DOCUMENT b'181527'
ACTION SNIPPET 10000 1662 SEEN_PREVIOUSLY b'1239717'
ACTION SNIPPET 10000 1665 SNIPPET_RELEVANT b'238124'
ACTION DOC 10000 1685 EXAMINING_DOCUMENT b'238124'
ACTION MARK 10000 1688 CONSIDERED_RELEVANT b'238124'
ACTION SNIPPET 10000 1691 SNIPPET_RELEVANT b'1223273'
ACTION DOC 10000 1711 EXAMINING_DOCUMENT b'1223273'
ACTION SNIPPET 10000 1714 SNIPPET_NOT_RELEVANT b'114987'
ACTION SNIPPET 10000 1717 SNIPPET_NOT_RELEVANT b'1191796'
ACTION SNIPPET 10000 1720 SNIPPET_NOT_RELEVANT b'270926'
ACTION SNIPPET 10000 1723 SNIPPET_NOT_RELEVANT b'168476'
ACTION SNIPPET 10000 1726 SNIPPET_RELEVANT b'1191619'
ACTION DOC 10000 1746 EXAMINING_DOCUMENT b'1191619'
ACTION MARK 10000 1749 CONSIDERED_RELEVANT b'1191619'
ACTION SNIPPET 10000 1752 SNIPPET_RELEVANT b'29646'
ACTION DOC 10000 1772 EXAMINING_DOCUMENT b'29646'
ACTION MARK 10000 1775 CONSIDERED_RELEVANT b'29646'
ACTION SNIPPET 10000 1778 SNIPPET_RELEVANT b'147522'
ACTION DOC 10000 1798 EXAMINING_DOCUMENT b'147522'
ACTION MARK 10000 1801 CONSIDERED_RELEVANT b'147522'
ACTION SNIPPET 10000 1804 SNIPPET_RELEVANT b'268648'
ACTION DOC 10000 1824 EXAMINING_DOCUMENT b'268648'
ACTION SNIPPET 10000 1827 SNIPPET_NOT_RELEVANT b'1398527'
ACTION SNIPPET 10000 1830 SNIPPET_RELEVANT b'704234'
ACTION DOC 10000 1850 EXAMINING_DOCUMENT b'704234'
ACTION MARK 10000 1853 CONSIDERED_RELEVANT b'704234'
ACTION SNIPPET 10000 1856 SNIPPET_NOT_RELEVANT b'296978'
ACTION SNIPPET 10000 1859 SNIPPET_NOT_RELEVANT b'105357'
ACTION SNIPPET 10000 1862 SNIPPET_NOT_RELEVANT b'872325'
ACTION SNIPPET 10000 1865 SNIPPET_RELEVANT b'878534'
ACTION DOC 10000 1885 EXAMINING_DOCUMENT b'878534'
ACTION MARK 10000 1888 CONSIDERED_RELEVANT b'878534'
ACTION SNIPPET 10000 1891 SNIPPET_RELEVANT b'173848'
ACTION DOC 10000 1911 EXAMINING_DOCUMENT b'173848'
ACTION SNIPPET 10000 1914 SNIPPET_RELEVANT b'1526069'
ACTION DOC 10000 1934 EXAMINING_DOCUMENT b'1526069'
ACTION MARK 10000 1937 CONSIDERED_RELEVANT b'1526069'
ACTION SNIPPET 10000 1940 SNIPPET_RELEVANT b'346655'
ACTION DOC 10000 1960 EXAMINING_DOCUMENT b'346655'
ACTION MARK 10000 1963 CONSIDERED_RELEVANT b'346655'
ACTION SNIPPET 10000 1966 SNIPPET_NOT_RELEVANT b'932581'
ACTION SNIPPET 10000 1969 SNIPPET_RELEVANT b'1284779'
ACTION DOC 10000 1989 EXAMINING_DOCUMENT b'1284779'
ACTION MARK 10000 1992 CONSIDERED_RELEVANT b'1284779'
ACTION SNIPPET 10000 1995 SNIPPET_RELEVANT b'704898'
ACTION DOC 10000 2015 EXAMINING_DOCUMENT b'704898'
ACTION MARK 10000 2018 CONSIDERED_RELEVANT b'704898'
ACTION SNIPPET 10000 2021 SNIPPET_RELEVANT b'831760'
ACTION DOC 10000 2041 EXAMINING_DOCUMENT b'831760'
ACTION MARK 10000 2044 CONSIDERED_RELEVANT b'831760'
ACTION SNIPPET 10000 2047 SNIPPET_RELEVANT b'878496'
ACTION DOC 10000 2067 EXAMINING_DOCUMENT b'878496'
ACTION SNIPPET 10000 2070 SNIPPET_NOT_RELEVANT b'168624'
ACTION SNIPPET 10000 2073 SNIPPET_RELEVANT b'9260'
ACTION DOC 10000 2093 EXAMINING_DOCUMENT b'9260'
ACTION SNIPPET 10000 2096 SNIPPET_RELEVANT b'471397'
ACTION DOC 10000 2116 EXAMINING_DOCUMENT b'471397'
ACTION SNIPPET 10000 2119 SNIPPET_NOT_RELEVANT b'834855'
ACTION SNIPPET 10000 2122 SEEN_PREVIOUSLY b'112888'
ACTION SNIPPET 10000 2125 SNIPPET_NOT_RELEVANT b'1610371'
ACTION SNIPPET 10000 2128 SNIPPET_RELEVANT b'469735'
ACTION DOC 10000 2148 EXAMINING_DOCUMENT b'469735'
ACTION MARK 10000 2151 CONSIDERED_RELEVANT b'469735'
ACTION SNIPPET 10000 2154 SNIPPET_NOT_RELEVANT b'1575455'
ACTION SNIPPET 10000 2157 SNIPPET_RELEVANT b'1504695'
ACTION DOC 10000 2177 EXAMINING_DOCUMENT b'1504695'
ACTION MARK 10000 2180 CONSIDERED_RELEVANT b'1504695'
ACTION SNIPPET 10000 2183 SNIPPET_NOT_RELEVANT b'661831'
ACTION SNIPPET 10000 2186 SNIPPET_RELEVANT b'933639'
ACTION DOC 10000 2206 EXAMINING_DOCUMENT b'933639'
ACTION MARK 10000 2209 CONSIDERED_RELEVANT b'933639'
ACTION SNIPPET 10000 2212 SNIPPET_RELEVANT b'1765670'
ACTION DOC 10000 2232 EXAMINING_DOCUMENT b'1765670'
ACTION MARK 10000 2235 CONSIDERED_RELEVANT b'1765670'
ACTION SNIPPET 10000 2238 SNIPPET_RELEVANT b'1556033'
ACTION DOC 10000 2258 EXAMINING_DOCUMENT b'1556033'
ACTION MARK 10000 2261 CONSIDERED_RELEVANT b'1556033'
ACTION SNIPPET 10000 2264 SNIPPET_RELEVANT b'463913'
ACTION DOC 10000 2284 EXAMINING_DOCUMENT b'463913'
ACTION SNIPPET 10000 2287 SNIPPET_RELEVANT b'113794'
ACTION DOC 10000 2307 EXAMINING_DOCUMENT b'113794'
ACTION MARK 10000 2310 CONSIDERED_RELEVANT b'113794'
ACTION SNIPPET 10000 2313 SNIPPET_RELEVANT b'893532'
ACTION DOC 10000 2333 EXAMINING_DOCUMENT b'893532'
ACTION SNIPPET 10000 2336 SNIPPET_RELEVANT b'371050'
ACTION DOC 10000 2356 EXAMINING_DOCUMENT b'371050'
ACTION SNIPPET 10000 2359 SNIPPET_RELEVANT b'1631559'
ACTION DOC 10000 2379 EXAMINING_DOCUMENT b'1631559'
ACTION SNIPPET 10000 2382 SNIPPET_NOT_RELEVANT b'1676899'
ACTION SNIPPET 10000 2385 SNIPPET_RELEVANT b'168623'
ACTION DOC 10000 2405 EXAMINING_DOCUMENT b'168623'
ACTION SNIPPET 10000 2408 SNIPPET_RELEVANT b'1832982'
ACTION DOC 10000 2428 EXAMINING_DOCUMENT b'1832982'
ACTION QUERY 10000 2438 Railway collision
ACTION SERP 10000 2443 EXAMINE_SERP
ACTION SNIPPET 10000 2446 SNIPPET_NOT_RELEVANT b'204240'
ACTION SNIPPET 10000 2449 SNIPPET_RELEVANT b'1128219'
ACTION DOC 10000 2469 EXAMINING_DOCUMENT b'1128219'
ACTION MARK 10000 2472 CONSIDERED_RELEVANT b'1128219'
ACTION SNIPPET 10000 2475 SNIPPET_NOT_RELEVANT b'317296'
ACTION SNIPPET 10000 2478 SEEN_PREVIOUSLY b'214578'
ACTION SNIPPET 10000 2481 SEEN_PREVIOUSLY b'1403609'
ACTION SNIPPET 10000 2484 SEEN_PREVIOUSLY b'46187'
ACTION SNIPPET 10000 2487 SEEN_PREVIOUSLY b'1275509'
ACTION SNIPPET 10000 2490 SNIPPET_NOT_RELEVANT b'1260886'
ACTION SNIPPET 10000 2493 SEEN_PREVIOUSLY b'1260887'
ACTION SNIPPET 10000 2496 SNIPPET_RELEVANT b'112631'
ACTION DOC 10000 2516 EXAMINING_DOCUMENT b'112631'
ACTION MARK 10000 2519 CONSIDERED_RELEVANT b'112631'
ACTION SNIPPET 10000 2522 SNIPPET_NOT_RELEVANT b'1260737'
ACTION SNIPPET 10000 2525 SNIPPET_NOT_RELEVANT b'314984'
ACTION SNIPPET 10000 2528 SEEN_PREVIOUSLY b'2175'
ACTION SNIPPET 10000 2531 SEEN_PREVIOUSLY b'2175'
ACTION SNIPPET 10000 2534 SEEN_PREVIOUSLY b'784019'
ACTION SNIPPET 10000 2537 SNIPPET_NOT_RELEVANT b'48678'
ACTION SNIPPET 10000 2540 SEEN_PREVIOUSLY b'445653'
ACTION SNIPPET 10000 2543 SEEN_PREVIOUSLY b'42499'
ACTION SNIPPET 10000 2546 SNIPPET_RELEVANT b'1271383'
ACTION DOC 10000 2566 EXAMINING_DOCUMENT b'1271383'
ACTION SNIPPET 10000 2569 SNIPPET_RELEVANT b'146094'
ACTION DOC 10000 2589 EXAMINING_DOCUMENT b'146094'
ACTION SNIPPET 10000 2592 SEEN_PREVIOUSLY b'784177'
ACTION SNIPPET 10000 2595 SNIPPET_NOT_RELEVANT b'312917'
ACTION SNIPPET 10000 2598 SNIPPET_NOT_RELEVANT b'5971'
ACTION SNIPPET 10000 2601 SNIPPET_RELEVANT b'5971'
ACTION DOC 10000 2621 EXAMINING_DOCUMENT b'5971'
ACTION SNIPPET 10000 2624 SEEN_PREVIOUSLY b'1127996'
ACTION SNIPPET 10000 2627 SNIPPET_RELEVANT b'1251998'
ACTION DOC 10000 2647 EXAMINING_DOCUMENT b'1251998'
ACTION QUERY 10000 2657 Level crossing accident
ACTION SERP 10000 2662 EXAMINE_SERP
ACTION SNIPPET 10000 2665 SNIPPET_RELEVANT b'810453'
ACTION DOC 10000 2685 EXAMINING_DOCUMENT b'810453'
ACTION SNIPPET 10000 2688 SNIPPET_RELEVANT b'1093298'
ACTION DOC 10000 2708 EXAMINING_DOCUMENT b'1093298'
ACTION SNIPPET 10000 2711 SNIPPET_NOT_RELEVANT b'1706075'
ACTION SNIPPET 10000 2714 SNIPPET_RELEVANT b'537417'
ACTION DOC 10000 2734 EXAMINING_DOCUMENT b'537417'
ACTION SNIPPET 10000 2737 SNIPPET_RELEVANT b'1200973'
ACTION DOC 10000 2757 EXAMINING_DOCUMENT b'1200973'
ACTION SNIPPET 10000 2760 SNIPPET_RELEVANT b'1656808'
ACTION DOC 10000 2780 EXAMINING_DOCUMENT b'1656808'
ACTION QUERY 10000 2790 Train crash
ACTION SERP 10000 2795 EXAMINE_SERP
ACTION SNIPPET 10000 2798 SNIPPET_RELEVANT b'93796'
ACTION DOC 10000 2818 EXAMINING_DOCUMENT b'93796'
ACTION MARK 10000 2821 CONSIDERED_RELEVANT b'93796'
ACTION SNIPPET 10000 2824 SNIPPET_RELEVANT b'169092'
ACTION DOC 10000 2844 EXAMINING_DOCUMENT b'169092'
ACTION MARK 10000 2847 CONSIDERED_RELEVANT b'169092'
ACTION SNIPPET 10000 2850 SNIPPET_RELEVANT b'151382'
ACTION DOC 10000 2870 EXAMINING_DOCUMENT b'151382'
ACTION MARK 10000 2873 CONSIDERED_RELEVANT b'151382'
ACTION SNIPPET 10000 2876 SEEN_PREVIOUSLY b'1687116'
ACTION SNIPPET 10000 2879 SNIPPET_NOT_RELEVANT b'246824'
ACTION SNIPPET 10000 2882 SNIPPET_RELEVANT b'134017'
ACTION DOC 10000 2902 EXAMINING_DOCUMENT b'134017'
ACTION MARK 10000 2905 CONSIDERED_RELEVANT b'134017'
ACTION SNIPPET 10000 2908 SNIPPET_RELEVANT b'992920'
ACTION DOC 10000 2928 EXAMINING_DOCUMENT b'992920'
ACTION MARK 10000 2931 CONSIDERED_RELEVANT b'992920'
ACTION SNIPPET 10000 2934 SNIPPET_RELEVANT b'935893'
ACTION DOC 10000 2954 EXAMINING_DOCUMENT b'935893'
ACTION MARK 10000 2957 CONSIDERED_RELEVANT b'935893'
ACTION SNIPPET 10000 2960 SNIPPET_RELEVANT b'974838'
ACTION DOC 10000 2980 EXAMINING_DOCUMENT b'974838'
ACTION MARK 10000 2983 CONSIDERED_RELEVANT b'974838'
ACTION SNIPPET 10000 2986 SNIPPET_NOT_RELEVANT b'1640169'
ACTION SNIPPET 10000 2989 SNIPPET_RELEVANT b'413970'
ACTION DOC 10000 3009 EXAMINING_DOCUMENT b'413970'
ACTION MARK 10000 3012 CONSIDERED_RELEVANT b'413970'
ACTION SNIPPET 10000 3015 SNIPPET_RELEVANT b'14580'
ACTION DOC 10000 3035 EXAMINING_DOCUMENT b'14580'
ACTION MARK 10000 3038 CONSIDERED_RELEVANT b'14580'
ACTION SNIPPET 10000 3041 SNIPPET_RELEVANT b'768075'
ACTION DOC 10000 3061 EXAMINING_DOCUMENT b'768075'
ACTION MARK 10000 3064 CONSIDERED_RELEVANT b'768075'
ACTION SNIPPET 10000 3067 SNIPPET_NOT_RELEVANT b'796472'
ACTION SNIPPET 10000 3070 SNIPPET_RELEVANT b'168614'
ACTION DOC 10000 3090 EXAMINING_DOCUMENT b'168614'
ACTION MARK 10000 3093 CONSIDERED_RELEVANT b'168614'
ACTION SNIPPET 10000 3096 SNIPPET_NOT_RELEVANT b'268519'
ACTION SNIPPET 10000 3099 SNIPPET_NOT_RELEVANT b'470393'
ACTION SNIPPET 10000 3102 SNIPPET_NOT_RELEVANT b'146782'
ACTION SNIPPET 10000 3105 SNIPPET_NOT_RELEVANT b'51425'
ACTION SNIPPET 10000 3108 SNIPPET_NOT_RELEVANT b'784455'
ACTION SNIPPET 10000 3111 SNIPPET_NOT_RELEVANT b'10971'
