ACTION QUERY 10000 10 human stampede
ACTION SNIPPET 10000 353 SNIPPET_RELEVANT b'365725'
ACTION DOC 10000 373 EXAMINING_DOCUMENT b'365725'
ACTION MARK 10000 376 CONSIDERED_RELEVANT b'365725'
ACTION SNIPPET 10000 379 SNIPPET_RELEVANT b'1699122'
ACTION DOC 10000 399 EXAMINING_DOCUMENT b'1699122'
ACTION MARK 10000 402 CONSIDERED_RELEVANT b'1699122'
ACTION SNIPPET 10000 405 SNIPPET_RELEVANT b'1522020'
ACTION DOC 10000 425 EXAMINING_DOCUMENT b'1522020'
ACTION MARK 10000 428 CONSIDERED_RELEVANT b'1522020'
ACTION SNIPPET 10000 431 SNIPPET_RELEVANT b'100763'
ACTION DOC 10000 451 EXAMINING_DOCUMENT b'100763'
ACTION MARK 10000 454 CONSIDERED_RELEVANT b'100763'
ACTION SNIPPET 10000 457 SNIPPET_NOT_RELEVANT b'127053'
ACTION SNIPPET 10000 460 SNIPPET_NOT_RELEVANT b'1555757'
ACTION SNIPPET 10000 463 SNIPPET_RELEVANT b'808151'
ACTION DOC 10000 483 EXAMINING_DOCUMENT b'808151'
ACTION MARK 10000 486 CONSIDERED_RELEVANT b'808151'
ACTION QUERY 10000 496 What causes a human stampede?
ACTION SERP 10000 501 EXAMINE_SERP
ACTION SNIPPET 10000 504 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 507 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 510 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 513 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 516 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 519 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 522 SNIPPET_RELEVANT b'1556632'
ACTION DOC 10000 542 EXAMINING_DOCUMENT b'1556632'
ACTION MARK 10000 545 CONSIDERED_RELEVANT b'1556632'
ACTION SNIPPET 10000 548 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 551 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 554 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 557 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 560 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 563 SNIPPET_RELEVANT b'204418'
ACTION DOC 10000 583 EXAMINING_DOCUMENT b'204418'
ACTION MARK 10000 586 CONSIDERED_RELEVANT b'204418'
ACTION SNIPPET 10000 589 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 592 SNIPPET_RELEVANT b'868795'
ACTION DOC 10000 612 EXAMINING_DOCUMENT b'868795'
ACTION MARK 10000 615 CONSIDERED_RELEVANT b'868795'
ACTION SNIPPET 10000 618 SNIPPET_RELEVANT b'1467225'
ACTION DOC 10000 638 EXAMINING_DOCUMENT b'1467225'
ACTION MARK 10000 641 CONSIDERED_RELEVANT b'1467225'
ACTION SNIPPET 10000 644 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 647 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 650 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 653 SNIPPET_RELEVANT b'1076546'
ACTION DOC 10000 673 EXAMINING_DOCUMENT b'1076546'
ACTION MARK 10000 676 CONSIDERED_RELEVANT b'1076546'
ACTION QUERY 10000 686 Prevention of human stampedes
ACTION SERP 10000 691 EXAMINE_SERP
ACTION SNIPPET 10000 694 SNIPPET_RELEVANT b'1731810'
ACTION DOC 10000 714 EXAMINING_DOCUMENT b'1731810'
ACTION MARK 10000 717 CONSIDERED_RELEVANT b'1731810'
ACTION SNIPPET 10000 720 SNIPPET_RELEVANT b'1475110'
ACTION DOC 10000 740 EXAMINING_DOCUMENT b'1475110'
ACTION MARK 10000 743 CONSIDERED_RELEVANT b'1475110'
ACTION SNIPPET 10000 746 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 749 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 752 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 755 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 758 SEEN_PREVIOUSLY b'868795'
ACTION SNIPPET 10000 761 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 764 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 767 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 770 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 773 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 776 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 779 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 782 SNIPPET_RELEVANT b'1467232'
ACTION DOC 10000 802 EXAMINING_DOCUMENT b'1467232'
ACTION MARK 10000 805 CONSIDERED_RELEVANT b'1467232'
ACTION SNIPPET 10000 808 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 811 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 814 SNIPPET_RELEVANT b'1467342'
ACTION DOC 10000 834 EXAMINING_DOCUMENT b'1467342'
ACTION MARK 10000 837 CONSIDERED_RELEVANT b'1467342'
ACTION SNIPPET 10000 840 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 843 SEEN_PREVIOUSLY b'1522020'
ACTION QUERY 10000 853 How to survive a human stampede?
ACTION SERP 10000 858 EXAMINE_SERP
ACTION SNIPPET 10000 861 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 864 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 867 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 870 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 873 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 876 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 879 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 882 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 885 SNIPPET_NOT_RELEVANT b'729106'
ACTION SNIPPET 10000 888 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 891 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 894 SNIPPET_RELEVANT b'1477242'
ACTION DOC 10000 914 EXAMINING_DOCUMENT b'1477242'
ACTION MARK 10000 917 CONSIDERED_RELEVANT b'1477242'
ACTION SNIPPET 10000 920 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 923 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 926 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 929 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 932 SNIPPET_NOT_RELEVANT b'1511264'
ACTION SNIPPET 10000 935 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 938 SNIPPET_NOT_RELEVANT b'1183597'
ACTION SNIPPET 10000 941 SEEN_PREVIOUSLY b'808151'
ACTION QUERY 10000 951 Deadliest human stampedes
ACTION SERP 10000 956 EXAMINE_SERP
ACTION SNIPPET 10000 959 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 962 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 965 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 968 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 971 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 974 SNIPPET_NOT_RELEVANT b'1467690'
ACTION SNIPPET 10000 977 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 980 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 983 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 986 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 989 SNIPPET_RELEVANT b'1293154'
ACTION DOC 10000 1009 EXAMINING_DOCUMENT b'1293154'
ACTION MARK 10000 1012 CONSIDERED_RELEVANT b'1293154'
ACTION SNIPPET 10000 1015 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 1018 SNIPPET_RELEVANT b'1555757'
ACTION DOC 10000 1038 EXAMINING_DOCUMENT b'1555757'
ACTION SNIPPET 10000 1041 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 1044 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 1047 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 1050 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 1053 SNIPPET_RELEVANT b'127053'
ACTION DOC 10000 1073 EXAMINING_DOCUMENT b'127053'
ACTION MARK 10000 1076 CONSIDERED_RELEVANT b'127053'
ACTION SNIPPET 10000 1079 SNIPPET_NOT_RELEVANT b'780531'
ACTION SNIPPET 10000 1082 SNIPPET_NOT_RELEVANT b'1731620'
ACTION QUERY 10000 1092 How do human stampedes happen?
ACTION SERP 10000 1097 EXAMINE_SERP
ACTION SNIPPET 10000 1100 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 1103 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 1106 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 1109 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 1112 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 1115 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 1118 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 1121 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 1124 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 1127 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 1130 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 1133 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 1136 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 1139 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 1142 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 1145 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 1148 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 1151 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 1154 SNIPPET_RELEVANT b'729106'
ACTION DOC 10000 1174 EXAMINING_DOCUMENT b'729106'
ACTION MARK 10000 1177 CONSIDERED_RELEVANT b'729106'
ACTION SNIPPET 10000 1180 SEEN_PREVIOUSLY b'1475110'
ACTION QUERY 10000 1190 Examples of human stampedes
ACTION SERP 10000 1195 EXAMINE_SERP
ACTION SNIPPET 10000 1198 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 1201 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 1204 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 1207 SNIPPET_NOT_RELEVANT b'497300'
ACTION SNIPPET 10000 1210 SNIPPET_NOT_RELEVANT b'50965'
ACTION SNIPPET 10000 1213 SNIPPET_NOT_RELEVANT b'1019081'
ACTION SNIPPET 10000 1216 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 1219 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 1222 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 1225 SNIPPET_RELEVANT b'1061863'
ACTION DOC 10000 1245 EXAMINING_DOCUMENT b'1061863'
ACTION SNIPPET 10000 1248 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 1251 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 1254 SNIPPET_RELEVANT b'1783796'
ACTION DOC 10000 1274 EXAMINING_DOCUMENT b'1783796'
ACTION MARK 10000 1277 CONSIDERED_RELEVANT b'1783796'
ACTION SNIPPET 10000 1280 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 1283 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 1286 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 1289 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 1292 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 1295 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 1298 SNIPPET_NOT_RELEVANT b'490975'
ACTION QUERY 10000 1308 How to avoid a human stampede?
ACTION SERP 10000 1313 EXAMINE_SERP
ACTION SNIPPET 10000 1316 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 1319 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 1322 SNIPPET_RELEVANT b'1658536'
ACTION DOC 10000 1342 EXAMINING_DOCUMENT b'1658536'
ACTION SNIPPET 10000 1345 SNIPPET_RELEVANT b'498327'
ACTION DOC 10000 1365 EXAMINING_DOCUMENT b'498327'
ACTION MARK 10000 1368 CONSIDERED_RELEVANT b'498327'
ACTION SNIPPET 10000 1371 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 1374 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 1377 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 1380 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 1383 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 1386 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 1389 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 1392 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 1395 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 1398 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 1401 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 1404 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 1407 SNIPPET_RELEVANT b'248193'
ACTION DOC 10000 1427 EXAMINING_DOCUMENT b'248193'
ACTION MARK 10000 1430 CONSIDERED_RELEVANT b'248193'
ACTION SNIPPET 10000 1433 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 1436 SNIPPET_NOT_RELEVANT b'1784420'
ACTION SNIPPET 10000 1439 SEEN_PREVIOUSLY b'365725'
ACTION QUERY 10000 1449 Characteristics of human stampedes
ACTION SERP 10000 1454 EXAMINE_SERP
ACTION SNIPPET 10000 1457 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 1460 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 1463 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 1466 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 1469 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 1472 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 1475 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 1478 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 1481 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 1484 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 1487 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 1490 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 1493 SNIPPET_NOT_RELEVANT b'1511264'
ACTION SNIPPET 10000 1496 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 1499 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 1502 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 1505 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 1508 SNIPPET_NOT_RELEVANT b'423877'
ACTION SNIPPET 10000 1511 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 1514 SNIPPET_RELEVANT b'122234'
ACTION DOC 10000 1534 EXAMINING_DOCUMENT b'122234'
ACTION QUERY 10000 1544 Causes of stampede-like behavior in humans
ACTION SERP 10000 1549 EXAMINE_SERP
ACTION SNIPPET 10000 1552 SNIPPET_RELEVANT b'643941'
ACTION DOC 10000 1572 EXAMINING_DOCUMENT b'643941'
ACTION SNIPPET 10000 1575 SNIPPET_NOT_RELEVANT b'810891'
ACTION SNIPPET 10000 1578 SNIPPET_NOT_RELEVANT b'818482'
ACTION SNIPPET 10000 1581 SNIPPET_NOT_RELEVANT b'771556'
ACTION SNIPPET 10000 1584 SNIPPET_NOT_RELEVANT b'1554844'
ACTION SNIPPET 10000 1587 SNIPPET_RELEVANT b'560231'
ACTION DOC 10000 1607 EXAMINING_DOCUMENT b'560231'
ACTION SNIPPET 10000 1610 SNIPPET_RELEVANT b'666564'
ACTION DOC 10000 1630 EXAMINING_DOCUMENT b'666564'
ACTION SNIPPET 10000 1633 SNIPPET_NOT_RELEVANT b'561784'
ACTION SNIPPET 10000 1636 SNIPPET_RELEVANT b'1083300'
ACTION DOC 10000 1656 EXAMINING_DOCUMENT b'1083300'
ACTION SNIPPET 10000 1659 SNIPPET_NOT_RELEVANT b'984013'
ACTION SNIPPET 10000 1662 SNIPPET_RELEVANT b'812175'
ACTION DOC 10000 1682 EXAMINING_DOCUMENT b'812175'
ACTION SNIPPET 10000 1685 SNIPPET_NOT_RELEVANT b'570003'
ACTION SNIPPET 10000 1688 SNIPPET_NOT_RELEVANT b'47065'
ACTION SNIPPET 10000 1691 SNIPPET_NOT_RELEVANT b'1833905'
ACTION SNIPPET 10000 1694 SNIPPET_NOT_RELEVANT b'1769269'
ACTION SNIPPET 10000 1697 SNIPPET_NOT_RELEVANT b'885927'
ACTION SNIPPET 10000 1700 SNIPPET_NOT_RELEVANT b'744114'
ACTION SNIPPET 10000 1703 SNIPPET_RELEVANT b'1424320'
ACTION DOC 10000 1723 EXAMINING_DOCUMENT b'1424320'
ACTION SNIPPET 10000 1726 SNIPPET_NOT_RELEVANT b'1703155'
ACTION SNIPPET 10000 1729 SNIPPET_RELEVANT b'1199446'
ACTION DOC 10000 1749 EXAMINING_DOCUMENT b'1199446'
ACTION QUERY 10000 1759 Fainting in crowds and human stampedes
ACTION SERP 10000 1764 EXAMINE_SERP
ACTION SNIPPET 10000 1767 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 1770 SEEN_PREVIOUSLY b'1556632'
ACTION SNIPPET 10000 1773 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 1776 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 1779 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 1782 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 1785 SNIPPET_RELEVANT b'502323'
ACTION DOC 10000 1805 EXAMINING_DOCUMENT b'502323'
ACTION MARK 10000 1808 CONSIDERED_RELEVANT b'502323'
ACTION SNIPPET 10000 1811 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 1814 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 1817 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 1820 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 1823 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 1826 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 1829 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 1832 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 1835 SNIPPET_RELEVANT b'1405180'
ACTION DOC 10000 1855 EXAMINING_DOCUMENT b'1405180'
ACTION SNIPPET 10000 1858 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 1861 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 1864 SNIPPET_RELEVANT b'498789'
ACTION DOC 10000 1884 EXAMINING_DOCUMENT b'498789'
ACTION SNIPPET 10000 1887 SEEN_PREVIOUSLY b'100763'
ACTION QUERY 10000 1897 Psychology of human stampedes
ACTION SERP 10000 1902 EXAMINE_SERP
ACTION SNIPPET 10000 1905 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 1908 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 1911 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 1914 SNIPPET_RELEVANT b'492316'
ACTION DOC 10000 1934 EXAMINING_DOCUMENT b'492316'
ACTION SNIPPET 10000 1937 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 1940 SNIPPET_NOT_RELEVANT b'1225758'
ACTION SNIPPET 10000 1943 SNIPPET_RELEVANT b'1511264'
ACTION DOC 10000 1963 EXAMINING_DOCUMENT b'1511264'
ACTION SNIPPET 10000 1966 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 1969 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 1972 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 1975 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 1978 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 1981 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 1984 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 1987 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 1990 SNIPPET_NOT_RELEVANT b'631681'
ACTION SNIPPET 10000 1993 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 1996 SNIPPET_RELEVANT b'1096271'
ACTION DOC 10000 2016 EXAMINING_DOCUMENT b'1096271'
ACTION SNIPPET 10000 2019 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 2022 SEEN_PREVIOUSLY b'729106'
ACTION QUERY 10000 2032 Warning signs of human stampedes
ACTION SERP 10000 2037 EXAMINE_SERP
ACTION SNIPPET 10000 2040 SNIPPET_NOT_RELEVANT b'1191812'
ACTION SNIPPET 10000 2043 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 2046 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 2049 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 2052 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 2055 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 2058 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 2061 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 2064 SNIPPET_NOT_RELEVANT b'1380645'
ACTION SNIPPET 10000 2067 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 2070 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 2073 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 2076 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 2079 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 2082 SNIPPET_RELEVANT b'1183597'
ACTION DOC 10000 2102 EXAMINING_DOCUMENT b'1183597'
ACTION SNIPPET 10000 2105 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 2108 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 2111 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 2114 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 2117 SNIPPET_NOT_RELEVANT b'403810'
ACTION QUERY 10000 2127 Numerical simulations of human stampedes
ACTION SERP 10000 2132 EXAMINE_SERP
ACTION SNIPPET 10000 2135 SNIPPET_RELEVANT b'151903'
ACTION DOC 10000 2155 EXAMINING_DOCUMENT b'151903'
ACTION SNIPPET 10000 2158 SNIPPET_RELEVANT b'20358'
ACTION DOC 10000 2178 EXAMINING_DOCUMENT b'20358'
ACTION SNIPPET 10000 2181 SNIPPET_NOT_RELEVANT b'986080'
ACTION SNIPPET 10000 2184 SNIPPET_RELEVANT b'1714265'
ACTION DOC 10000 2204 EXAMINING_DOCUMENT b'1714265'
ACTION SNIPPET 10000 2207 SNIPPET_RELEVANT b'1462956'
ACTION DOC 10000 2227 EXAMINING_DOCUMENT b'1462956'
ACTION SNIPPET 10000 2230 SNIPPET_NOT_RELEVANT b'1303304'
ACTION SNIPPET 10000 2233 SNIPPET_NOT_RELEVANT b'1607975'
ACTION SNIPPET 10000 2236 SNIPPET_NOT_RELEVANT b'21054'
ACTION SNIPPET 10000 2239 SNIPPET_NOT_RELEVANT b'1186148'
ACTION SNIPPET 10000 2242 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 2245 SNIPPET_RELEVANT b'1633310'
ACTION DOC 10000 2265 EXAMINING_DOCUMENT b'1633310'
ACTION SNIPPET 10000 2268 SNIPPET_NOT_RELEVANT b'1716819'
