ACTION QUERY 10000 10 journalist risks
ACTION DOC 10000 1190 EXAMINING_DOCUMENT b'1043689'
ACTION SNIPPET 10000 1193 SNIPPET_NOT_RELEVANT b'1438557'
ACTION SNIPPET 10000 1196 SNIPPET_RELEVANT b'702529'
ACTION DOC 10000 1216 EXAMINING_DOCUMENT b'702529'
ACTION QUERY 10000 1226 Media abuse
ACTION SERP 10000 1231 EXAMINE_SERP
ACTION SNIPPET 10000 1234 SNIPPET_RELEVANT b'945613'
ACTION DOC 10000 1254 EXAMINING_DOCUMENT b'945613'
ACTION SNIPPET 10000 1257 SNIPPET_RELEVANT b'1561620'
ACTION DOC 10000 1277 EXAMINING_DOCUMENT b'1561620'
ACTION QUERY 10000 1287 War correspondent risks
ACTION SERP 10000 1292 EXAMINE_SERP
ACTION SNIPPET 10000 1295 SNIPPET_RELEVANT b'1370068'
ACTION DOC 10000 1315 EXAMINING_DOCUMENT b'1370068'
ACTION SNIPPET 10000 1318 SEEN_PREVIOUSLY b'1547678'
ACTION SNIPPET 10000 1321 SEEN_PREVIOUSLY b'1369835'
ACTION SNIPPET 10000 1324 SNIPPET_RELEVANT b'1401994'
ACTION DOC 10000 1344 EXAMINING_DOCUMENT b'1401994'
ACTION QUERY 10000 1354 Journalist kidnapped
ACTION SERP 10000 1359 EXAMINE_SERP
ACTION SNIPPET 10000 1362 SNIPPET_NOT_RELEVANT b'50338'
ACTION SNIPPET 10000 1365 SNIPPET_RELEVANT b'118258'
ACTION DOC 10000 1385 EXAMINING_DOCUMENT b'118258'
ACTION SNIPPET 10000 1388 SNIPPET_NOT_RELEVANT b'3471'
ACTION SNIPPET 10000 1391 SNIPPET_RELEVANT b'3471'
ACTION DOC 10000 1411 EXAMINING_DOCUMENT b'3471'
ACTION QUERY 10000 1421 Journalist killed
ACTION SERP 10000 1426 EXAMINE_SERP
ACTION SNIPPET 10000 1429 SNIPPET_RELEVANT b'1346643'
ACTION DOC 10000 1449 EXAMINING_DOCUMENT b'1346643'
ACTION MARK 10000 1452 CONSIDERED_RELEVANT b'1346643'
ACTION SNIPPET 10000 1455 SNIPPET_NOT_RELEVANT b'1478199'
ACTION SNIPPET 10000 1458 SNIPPET_RELEVANT b'684535'
ACTION DOC 10000 1478 EXAMINING_DOCUMENT b'684535'
ACTION MARK 10000 1481 CONSIDERED_RELEVANT b'684535'
ACTION SNIPPET 10000 1484 SNIPPET_NOT_RELEVANT b'262426'
ACTION SNIPPET 10000 1487 SNIPPET_RELEVANT b'719544'
ACTION DOC 10000 1507 EXAMINING_DOCUMENT b'719544'
ACTION MARK 10000 1510 CONSIDERED_RELEVANT b'719544'
ACTION SNIPPET 10000 1513 SNIPPET_RELEVANT b'302083'
ACTION DOC 10000 1533 EXAMINING_DOCUMENT b'302083'
ACTION MARK 10000 1536 CONSIDERED_RELEVANT b'302083'
ACTION SNIPPET 10000 1539 SNIPPET_RELEVANT b'1346024'
ACTION DOC 10000 1559 EXAMINING_DOCUMENT b'1346024'
ACTION MARK 10000 1562 CONSIDERED_RELEVANT b'1346024'
ACTION SNIPPET 10000 1565 SNIPPET_RELEVANT b'312176'
ACTION DOC 10000 1585 EXAMINING_DOCUMENT b'312176'
ACTION MARK 10000 1588 CONSIDERED_RELEVANT b'312176'
ACTION SNIPPET 10000 1591 SNIPPET_RELEVANT b'1839705'
ACTION DOC 10000 1611 EXAMINING_DOCUMENT b'1839705'
ACTION MARK 10000 1614 CONSIDERED_RELEVANT b'1839705'
ACTION SNIPPET 10000 1617 SNIPPET_RELEVANT b'23945'
ACTION DOC 10000 1637 EXAMINING_DOCUMENT b'23945'
ACTION MARK 10000 1640 CONSIDERED_RELEVANT b'23945'
ACTION SNIPPET 10000 1643 SNIPPET_RELEVANT b'765922'
ACTION DOC 10000 1663 EXAMINING_DOCUMENT b'765922'
ACTION MARK 10000 1666 CONSIDERED_RELEVANT b'765922'
ACTION SNIPPET 10000 1669 SNIPPET_RELEVANT b'741939'
ACTION DOC 10000 1689 EXAMINING_DOCUMENT b'741939'
ACTION MARK 10000 1692 CONSIDERED_RELEVANT b'741939'
ACTION SNIPPET 10000 1695 SNIPPET_NOT_RELEVANT b'1821305'
ACTION SNIPPET 10000 1698 SNIPPET_RELEVANT b'1513183'
ACTION DOC 10000 1718 EXAMINING_DOCUMENT b'1513183'
ACTION MARK 10000 1721 CONSIDERED_RELEVANT b'1513183'
ACTION SNIPPET 10000 1724 SNIPPET_RELEVANT b'734878'
ACTION DOC 10000 1744 EXAMINING_DOCUMENT b'734878'
ACTION MARK 10000 1747 CONSIDERED_RELEVANT b'734878'
ACTION SNIPPET 10000 1750 SNIPPET_RELEVANT b'1477141'
ACTION DOC 10000 1770 EXAMINING_DOCUMENT b'1477141'
ACTION MARK 10000 1773 CONSIDERED_RELEVANT b'1477141'
ACTION SNIPPET 10000 1776 SNIPPET_RELEVANT b'1852701'
ACTION DOC 10000 1796 EXAMINING_DOCUMENT b'1852701'
ACTION MARK 10000 1799 CONSIDERED_RELEVANT b'1852701'
ACTION SNIPPET 10000 1802 SNIPPET_RELEVANT b'252995'
ACTION DOC 10000 1822 EXAMINING_DOCUMENT b'252995'
ACTION MARK 10000 1825 CONSIDERED_RELEVANT b'252995'
ACTION SNIPPET 10000 1828 SNIPPET_RELEVANT b'1479424'
ACTION DOC 10000 1848 EXAMINING_DOCUMENT b'1479424'
ACTION MARK 10000 1851 CONSIDERED_RELEVANT b'1479424'
ACTION SNIPPET 10000 1854 SEEN_PREVIOUSLY b'1547678'
ACTION SNIPPET 10000 1857 SNIPPET_RELEVANT b'1631045'
ACTION DOC 10000 1877 EXAMINING_DOCUMENT b'1631045'
ACTION MARK 10000 1880 CONSIDERED_RELEVANT b'1631045'
ACTION SNIPPET 10000 1883 SNIPPET_RELEVANT b'1342549'
ACTION DOC 10000 1903 EXAMINING_DOCUMENT b'1342549'
ACTION MARK 10000 1906 CONSIDERED_RELEVANT b'1342549'
ACTION SNIPPET 10000 1909 SNIPPET_NOT_RELEVANT b'420516'
ACTION SNIPPET 10000 1912 SNIPPET_RELEVANT b'916239'
ACTION DOC 10000 1932 EXAMINING_DOCUMENT b'916239'
ACTION MARK 10000 1935 CONSIDERED_RELEVANT b'916239'
ACTION SNIPPET 10000 1938 SNIPPET_RELEVANT b'1139719'
ACTION DOC 10000 1958 EXAMINING_DOCUMENT b'1139719'
ACTION MARK 10000 1961 CONSIDERED_RELEVANT b'1139719'
ACTION SNIPPET 10000 1964 SNIPPET_RELEVANT b'1516028'
ACTION DOC 10000 1984 EXAMINING_DOCUMENT b'1516028'
ACTION MARK 10000 1987 CONSIDERED_RELEVANT b'1516028'
ACTION SNIPPET 10000 1990 SNIPPET_RELEVANT b'670860'
ACTION DOC 10000 2010 EXAMINING_DOCUMENT b'670860'
ACTION MARK 10000 2013 CONSIDERED_RELEVANT b'670860'
ACTION SNIPPET 10000 2016 SEEN_PREVIOUSLY b'346960'
ACTION SNIPPET 10000 2019 SEEN_PREVIOUSLY b'1831146'
ACTION SNIPPET 10000 2022 SNIPPET_RELEVANT b'1570427'
ACTION DOC 10000 2042 EXAMINING_DOCUMENT b'1570427'
ACTION MARK 10000 2045 CONSIDERED_RELEVANT b'1570427'
ACTION SNIPPET 10000 2048 SNIPPET_NOT_RELEVANT b'608821'
ACTION SNIPPET 10000 2051 SNIPPET_RELEVANT b'1308651'
ACTION DOC 10000 2071 EXAMINING_DOCUMENT b'1308651'
ACTION MARK 10000 2074 CONSIDERED_RELEVANT b'1308651'
ACTION SNIPPET 10000 2077 SNIPPET_NOT_RELEVANT b'1738553'
ACTION SNIPPET 10000 2080 SNIPPET_NOT_RELEVANT b'1615042'
ACTION SNIPPET 10000 2083 SNIPPET_NOT_RELEVANT b'514703'
ACTION SNIPPET 10000 2086 SEEN_PREVIOUSLY b'1279275'
ACTION SNIPPET 10000 2089 SNIPPET_RELEVANT b'1186050'
ACTION DOC 10000 2109 EXAMINING_DOCUMENT b'1186050'
ACTION MARK 10000 2112 CONSIDERED_RELEVANT b'1186050'
ACTION SNIPPET 10000 2115 SNIPPET_RELEVANT b'1822858'
ACTION DOC 10000 2135 EXAMINING_DOCUMENT b'1822858'
ACTION MARK 10000 2138 CONSIDERED_RELEVANT b'1822858'
ACTION SNIPPET 10000 2141 SNIPPET_RELEVANT b'1739588'
ACTION DOC 10000 2161 EXAMINING_DOCUMENT b'1739588'
ACTION MARK 10000 2164 CONSIDERED_RELEVANT b'1739588'
ACTION SNIPPET 10000 2167 SNIPPET_RELEVANT b'1403875'
ACTION DOC 10000 2187 EXAMINING_DOCUMENT b'1403875'
ACTION MARK 10000 2190 CONSIDERED_RELEVANT b'1403875'
ACTION SNIPPET 10000 2193 SNIPPET_NOT_RELEVANT b'1821168'
ACTION SNIPPET 10000 2196 SNIPPET_RELEVANT b'728599'
ACTION DOC 10000 2216 EXAMINING_DOCUMENT b'728599'
ACTION MARK 10000 2219 CONSIDERED_RELEVANT b'728599'
ACTION SNIPPET 10000 2222 SNIPPET_RELEVANT b'1529387'
ACTION DOC 10000 2242 EXAMINING_DOCUMENT b'1529387'
ACTION MARK 10000 2245 CONSIDERED_RELEVANT b'1529387'
ACTION SNIPPET 10000 2248 SNIPPET_RELEVANT b'1680805'
ACTION DOC 10000 2268 EXAMINING_DOCUMENT b'1680805'
ACTION MARK 10000 2271 CONSIDERED_RELEVANT b'1680805'
ACTION SNIPPET 10000 2274 SNIPPET_RELEVANT b'1806087'
ACTION DOC 10000 2294 EXAMINING_DOCUMENT b'1806087'
ACTION MARK 10000 2297 CONSIDERED_RELEVANT b'1806087'
ACTION SNIPPET 10000 2300 SNIPPET_RELEVANT b'1629092'
ACTION DOC 10000 2320 EXAMINING_DOCUMENT b'1629092'
ACTION MARK 10000 2323 CONSIDERED_RELEVANT b'1629092'
ACTION SNIPPET 10000 2326 SNIPPET_RELEVANT b'1765476'
ACTION DOC 10000 2346 EXAMINING_DOCUMENT b'1765476'
ACTION MARK 10000 2349 CONSIDERED_RELEVANT b'1765476'
ACTION SNIPPET 10000 2352 SNIPPET_RELEVANT b'1795874'
ACTION DOC 10000 2372 EXAMINING_DOCUMENT b'1795874'
ACTION MARK 10000 2375 CONSIDERED_RELEVANT b'1795874'
ACTION SNIPPET 10000 2378 SNIPPET_NOT_RELEVANT b'886769'
ACTION SNIPPET 10000 2381 SNIPPET_NOT_RELEVANT b'1392654'
ACTION SNIPPET 10000 2384 SNIPPET_RELEVANT b'1294352'
ACTION DOC 10000 2404 EXAMINING_DOCUMENT b'1294352'
ACTION MARK 10000 2407 CONSIDERED_RELEVANT b'1294352'
ACTION SNIPPET 10000 2410 SNIPPET_RELEVANT b'1389260'
ACTION DOC 10000 2430 EXAMINING_DOCUMENT b'1389260'
ACTION MARK 10000 2433 CONSIDERED_RELEVANT b'1389260'
ACTION SNIPPET 10000 2436 SNIPPET_RELEVANT b'1379100'
ACTION DOC 10000 2456 EXAMINING_DOCUMENT b'1379100'
ACTION MARK 10000 2459 CONSIDERED_RELEVANT b'1379100'
ACTION SNIPPET 10000 2462 SNIPPET_RELEVANT b'1588544'
ACTION DOC 10000 2482 EXAMINING_DOCUMENT b'1588544'
ACTION MARK 10000 2485 CONSIDERED_RELEVANT b'1588544'
ACTION SNIPPET 10000 2488 SNIPPET_RELEVANT b'799257'
ACTION DOC 10000 2508 EXAMINING_DOCUMENT b'799257'
ACTION MARK 10000 2511 CONSIDERED_RELEVANT b'799257'
ACTION SNIPPET 10000 2514 SNIPPET_RELEVANT b'1507096'
ACTION DOC 10000 2534 EXAMINING_DOCUMENT b'1507096'
ACTION MARK 10000 2537 CONSIDERED_RELEVANT b'1507096'
ACTION SNIPPET 10000 2540 SEEN_PREVIOUSLY b'344024'
ACTION SNIPPET 10000 2543 SNIPPET_RELEVANT b'1344605'
ACTION DOC 10000 2563 EXAMINING_DOCUMENT b'1344605'
ACTION SNIPPET 10000 2566 SNIPPET_RELEVANT b'1006072'
ACTION DOC 10000 2586 EXAMINING_DOCUMENT b'1006072'
ACTION MARK 10000 2589 CONSIDERED_RELEVANT b'1006072'
ACTION SNIPPET 10000 2592 SNIPPET_NOT_RELEVANT b'87331'
ACTION SNIPPET 10000 2595 SNIPPET_RELEVANT b'144396'
ACTION DOC 10000 2615 EXAMINING_DOCUMENT b'144396'
ACTION SNIPPET 10000 2618 SEEN_PREVIOUSLY b'1492430'
ACTION SNIPPET 10000 2621 SNIPPET_RELEVANT b'1851058'
ACTION DOC 10000 2641 EXAMINING_DOCUMENT b'1851058'
ACTION MARK 10000 2644 CONSIDERED_RELEVANT b'1851058'
ACTION SNIPPET 10000 2647 SNIPPET_RELEVANT b'1798220'
ACTION DOC 10000 2667 EXAMINING_DOCUMENT b'1798220'
ACTION MARK 10000 2670 CONSIDERED_RELEVANT b'1798220'
ACTION SNIPPET 10000 2673 SNIPPET_RELEVANT b'1537238'
ACTION DOC 10000 2693 EXAMINING_DOCUMENT b'1537238'
ACTION MARK 10000 2696 CONSIDERED_RELEVANT b'1537238'
ACTION SNIPPET 10000 2699 SNIPPET_RELEVANT b'1649276'
ACTION DOC 10000 2719 EXAMINING_DOCUMENT b'1649276'
ACTION SNIPPET 10000 2722 SNIPPET_RELEVANT b'1796357'
ACTION DOC 10000 2742 EXAMINING_DOCUMENT b'1796357'
ACTION MARK 10000 2745 CONSIDERED_RELEVANT b'1796357'
ACTION SNIPPET 10000 2748 SNIPPET_NOT_RELEVANT b'335862'
ACTION SNIPPET 10000 2751 SNIPPET_RELEVANT b'1488047'
ACTION DOC 10000 2771 EXAMINING_DOCUMENT b'1488047'
ACTION MARK 10000 2774 CONSIDERED_RELEVANT b'1488047'
ACTION SNIPPET 10000 2777 SNIPPET_RELEVANT b'1793446'
ACTION DOC 10000 2797 EXAMINING_DOCUMENT b'1793446'
ACTION MARK 10000 2800 CONSIDERED_RELEVANT b'1793446'
ACTION SNIPPET 10000 2803 SNIPPET_NOT_RELEVANT b'1292422'
ACTION SNIPPET 10000 2806 SNIPPET_NOT_RELEVANT b'376072'
ACTION SNIPPET 10000 2809 SNIPPET_RELEVANT b'1483680'
ACTION DOC 10000 2829 EXAMINING_DOCUMENT b'1483680'
ACTION MARK 10000 2832 CONSIDERED_RELEVANT b'1483680'
ACTION SNIPPET 10000 2835 SNIPPET_NOT_RELEVANT b'573754'
ACTION SNIPPET 10000 2838 SNIPPET_NOT_RELEVANT b'1788497'
ACTION SNIPPET 10000 2841 SNIPPET_RELEVANT b'1442276'
ACTION DOC 10000 2861 EXAMINING_DOCUMENT b'1442276'
ACTION MARK 10000 2864 CONSIDERED_RELEVANT b'1442276'
ACTION SNIPPET 10000 2867 SEEN_PREVIOUSLY b'1541157'
ACTION SNIPPET 10000 2870 SEEN_PREVIOUSLY b'1096101'
ACTION SNIPPET 10000 2873 SNIPPET_RELEVANT b'1344903'
ACTION DOC 10000 2893 EXAMINING_DOCUMENT b'1344903'
ACTION MARK 10000 2896 CONSIDERED_RELEVANT b'1344903'
ACTION SNIPPET 10000 2899 SNIPPET_RELEVANT b'674851'
ACTION DOC 10000 2919 EXAMINING_DOCUMENT b'674851'
ACTION MARK 10000 2922 CONSIDERED_RELEVANT b'674851'
ACTION SNIPPET 10000 2925 SNIPPET_NOT_RELEVANT b'87548'
ACTION SNIPPET 10000 2928 SNIPPET_RELEVANT b'1479579'
ACTION DOC 10000 2948 EXAMINING_DOCUMENT b'1479579'
ACTION MARK 10000 2951 CONSIDERED_RELEVANT b'1479579'
ACTION SNIPPET 10000 2954 SNIPPET_RELEVANT b'1796257'
ACTION DOC 10000 2974 EXAMINING_DOCUMENT b'1796257'
ACTION SNIPPET 10000 2977 SNIPPET_RELEVANT b'836700'
ACTION DOC 10000 2997 EXAMINING_DOCUMENT b'836700'
ACTION MARK 10000 3000 CONSIDERED_RELEVANT b'836700'
ACTION SNIPPET 10000 3003 SEEN_PREVIOUSLY b'679801'
ACTION SNIPPET 10000 3006 SNIPPET_RELEVANT b'1606976'
ACTION DOC 10000 3026 EXAMINING_DOCUMENT b'1606976'
ACTION MARK 10000 3029 CONSIDERED_RELEVANT b'1606976'
ACTION SNIPPET 10000 3032 SNIPPET_RELEVANT b'1480094'
ACTION DOC 10000 3052 EXAMINING_DOCUMENT b'1480094'
ACTION MARK 10000 3055 CONSIDERED_RELEVANT b'1480094'
ACTION SNIPPET 10000 3058 SNIPPET_RELEVANT b'1630593'
ACTION DOC 10000 3078 EXAMINING_DOCUMENT b'1630593'
ACTION MARK 10000 3081 CONSIDERED_RELEVANT b'1630593'
ACTION SNIPPET 10000 3084 SNIPPET_RELEVANT b'1796821'
ACTION DOC 10000 3104 EXAMINING_DOCUMENT b'1796821'
ACTION MARK 10000 3107 CONSIDERED_RELEVANT b'1796821'
ACTION SNIPPET 10000 3110 SNIPPET_RELEVANT b'654022'
ACTION DOC 10000 3130 EXAMINING_DOCUMENT b'654022'
ACTION SNIPPET 10000 3133 SNIPPET_NOT_RELEVANT b'1649918'
ACTION SNIPPET 10000 3136 SNIPPET_NOT_RELEVANT b'1419427'
ACTION SNIPPET 10000 3139 SNIPPET_RELEVANT b'1590477'
ACTION DOC 10000 3159 EXAMINING_DOCUMENT b'1590477'
ACTION QUERY 10000 3169 Media killed
ACTION SERP 10000 3174 EXAMINE_SERP
ACTION SNIPPET 10000 3177 SEEN_PREVIOUSLY b'728599'
