ACTION QUERY 10000 10 oceanographic vessels
ACTION MARK 10000 556 CONSIDERED_RELEVANT b'1725332'
ACTION SNIPPET 10000 559 SNIPPET_NOT_RELEVANT b'1785304'
ACTION SNIPPET 10000 562 SNIPPET_NOT_RELEVANT b'1193304'
ACTION SNIPPET 10000 565 SNIPPET_RELEVANT b'1324421'
ACTION DOC 10000 585 EXAMINING_DOCUMENT b'1324421'
ACTION MARK 10000 588 CONSIDERED_RELEVANT b'1324421'
ACTION SNIPPET 10000 591 SNIPPET_RELEVANT b'1127471'
ACTION DOC 10000 611 EXAMINING_DOCUMENT b'1127471'
ACTION MARK 10000 614 CONSIDERED_RELEVANT b'1127471'
ACTION SNIPPET 10000 617 SNIPPET_RELEVANT b'66945'
ACTION DOC 10000 637 EXAMINING_DOCUMENT b'66945'
ACTION MARK 10000 640 CONSIDERED_RELEVANT b'66945'
ACTION SNIPPET 10000 643 SNIPPET_NOT_RELEVANT b'23463'
ACTION SNIPPET 10000 646 SNIPPET_NOT_RELEVANT b'1574510'
ACTION SNIPPET 10000 649 SNIPPET_RELEVANT b'947404'
ACTION DOC 10000 669 EXAMINING_DOCUMENT b'947404'
ACTION MARK 10000 672 CONSIDERED_RELEVANT b'947404'
ACTION SNIPPET 10000 675 SNIPPET_RELEVANT b'843759'
ACTION DOC 10000 695 EXAMINING_DOCUMENT b'843759'
ACTION MARK 10000 698 CONSIDERED_RELEVANT b'843759'
ACTION SNIPPET 10000 701 SNIPPET_RELEVANT b'260759'
ACTION DOC 10000 721 EXAMINING_DOCUMENT b'260759'
ACTION MARK 10000 724 CONSIDERED_RELEVANT b'260759'
ACTION SNIPPET 10000 727 SNIPPET_NOT_RELEVANT b'610519'
ACTION SNIPPET 10000 730 SNIPPET_RELEVANT b'1349153'
ACTION DOC 10000 750 EXAMINING_DOCUMENT b'1349153'
ACTION MARK 10000 753 CONSIDERED_RELEVANT b'1349153'
ACTION SNIPPET 10000 756 SNIPPET_RELEVANT b'59228'
ACTION DOC 10000 776 EXAMINING_DOCUMENT b'59228'
ACTION MARK 10000 779 CONSIDERED_RELEVANT b'59228'
ACTION SNIPPET 10000 782 SNIPPET_RELEVANT b'285488'
ACTION DOC 10000 802 EXAMINING_DOCUMENT b'285488'
ACTION MARK 10000 805 CONSIDERED_RELEVANT b'285488'
ACTION SNIPPET 10000 808 SNIPPET_RELEVANT b'263223'
ACTION DOC 10000 828 EXAMINING_DOCUMENT b'263223'
ACTION MARK 10000 831 CONSIDERED_RELEVANT b'263223'
ACTION SNIPPET 10000 834 SNIPPET_NOT_RELEVANT b'492257'
ACTION SNIPPET 10000 837 SNIPPET_NOT_RELEVANT b'72488'
ACTION SNIPPET 10000 840 SNIPPET_NOT_RELEVANT b'331242'
ACTION SNIPPET 10000 843 SNIPPET_NOT_RELEVANT b'318097'
ACTION SNIPPET 10000 846 SNIPPET_RELEVANT b'59321'
ACTION DOC 10000 866 EXAMINING_DOCUMENT b'59321'
ACTION MARK 10000 869 CONSIDERED_RELEVANT b'59321'
ACTION SNIPPET 10000 872 SNIPPET_RELEVANT b'241193'
ACTION DOC 10000 892 EXAMINING_DOCUMENT b'241193'
ACTION MARK 10000 895 CONSIDERED_RELEVANT b'241193'
ACTION SNIPPET 10000 898 SNIPPET_NOT_RELEVANT b'319231'
ACTION SNIPPET 10000 901 SNIPPET_NOT_RELEVANT b'319551'
INFO SERP_END_REACHED 
ACTION QUERY 10000 911 Oceanographic vessel activity
ACTION SERP 10000 916 EXAMINE_SERP
ACTION SNIPPET 10000 919 SNIPPET_NOT_RELEVANT b'1426960'
ACTION SNIPPET 10000 922 SEEN_PREVIOUSLY b'382324'
ACTION SNIPPET 10000 925 SEEN_PREVIOUSLY b'660630'
ACTION SNIPPET 10000 928 SEEN_PREVIOUSLY b'89039'
ACTION SNIPPET 10000 931 SEEN_PREVIOUSLY b'171292'
ACTION SNIPPET 10000 934 SEEN_PREVIOUSLY b'1490050'
ACTION SNIPPET 10000 937 SEEN_PREVIOUSLY b'24141'
ACTION SNIPPET 10000 940 SEEN_PREVIOUSLY b'1725332'
ACTION SNIPPET 10000 943 SEEN_PREVIOUSLY b'529662'
ACTION SNIPPET 10000 946 SEEN_PREVIOUSLY b'219569'
ACTION SNIPPET 10000 949 SNIPPET_NOT_RELEVANT b'1564015'
ACTION SNIPPET 10000 952 SEEN_PREVIOUSLY b'779635'
ACTION SNIPPET 10000 955 SEEN_PREVIOUSLY b'822258'
ACTION SNIPPET 10000 958 SNIPPET_NOT_RELEVANT b'1193304'
ACTION SNIPPET 10000 961 SEEN_PREVIOUSLY b'1127471'
ACTION QUERY 10000 971 Undersea mapping vessels
ACTION SERP 10000 976 EXAMINE_SERP
ACTION SNIPPET 10000 979 SNIPPET_RELEVANT b'1642140'
ACTION DOC 10000 999 EXAMINING_DOCUMENT b'1642140'
ACTION MARK 10000 1002 CONSIDERED_RELEVANT b'1642140'
ACTION SNIPPET 10000 1005 SNIPPET_NOT_RELEVANT b'1645565'
ACTION SNIPPET 10000 1008 SNIPPET_RELEVANT b'1692674'
ACTION DOC 10000 1028 EXAMINING_DOCUMENT b'1692674'
ACTION MARK 10000 1031 CONSIDERED_RELEVANT b'1692674'
ACTION SNIPPET 10000 1034 SNIPPET_RELEVANT b'1644425'
ACTION DOC 10000 1054 EXAMINING_DOCUMENT b'1644425'
ACTION MARK 10000 1057 CONSIDERED_RELEVANT b'1644425'
ACTION SNIPPET 10000 1060 SEEN_PREVIOUSLY b'89039'
ACTION SNIPPET 10000 1063 SNIPPET_NOT_RELEVANT b'1641115'
ACTION SNIPPET 10000 1066 SNIPPET_NOT_RELEVANT b'405926'
ACTION SNIPPET 10000 1069 SNIPPET_NOT_RELEVANT b'1649325'
ACTION SNIPPET 10000 1072 SEEN_PREVIOUSLY b'241193'
ACTION SNIPPET 10000 1075 SNIPPET_NOT_RELEVANT b'1656950'
ACTION SNIPPET 10000 1078 SNIPPET_NOT_RELEVANT b'1693194'
ACTION SNIPPET 10000 1081 SNIPPET_NOT_RELEVANT b'1641417'
ACTION SNIPPET 10000 1084 SNIPPET_NOT_RELEVANT b'1670982'
ACTION SNIPPET 10000 1087 SNIPPET_RELEVANT b'98091'
ACTION DOC 10000 1107 EXAMINING_DOCUMENT b'98091'
ACTION MARK 10000 1110 CONSIDERED_RELEVANT b'98091'
ACTION SNIPPET 10000 1113 SNIPPET_NOT_RELEVANT b'1693558'
ACTION SNIPPET 10000 1116 SNIPPET_RELEVANT b'671873'
ACTION DOC 10000 1136 EXAMINING_DOCUMENT b'671873'
ACTION MARK 10000 1139 CONSIDERED_RELEVANT b'671873'
ACTION SNIPPET 10000 1142 SNIPPET_RELEVANT b'82625'
ACTION DOC 10000 1162 EXAMINING_DOCUMENT b'82625'
ACTION MARK 10000 1165 CONSIDERED_RELEVANT b'82625'
ACTION SNIPPET 10000 1168 SNIPPET_NOT_RELEVANT b'96837'
ACTION SNIPPET 10000 1171 SNIPPET_NOT_RELEVANT b'1189158'
ACTION SNIPPET 10000 1174 SNIPPET_NOT_RELEVANT b'419528'
ACTION SNIPPET 10000 1177 SNIPPET_RELEVANT b'693223'
ACTION DOC 10000 1197 EXAMINING_DOCUMENT b'693223'
ACTION MARK 10000 1200 CONSIDERED_RELEVANT b'693223'
ACTION SNIPPET 10000 1203 SEEN_PREVIOUSLY b'632244'
ACTION SNIPPET 10000 1206 SNIPPET_NOT_RELEVANT b'1812939'
ACTION SNIPPET 10000 1209 SNIPPET_RELEVANT b'1507974'
ACTION DOC 10000 1229 EXAMINING_DOCUMENT b'1507974'
ACTION MARK 10000 1232 CONSIDERED_RELEVANT b'1507974'
ACTION SNIPPET 10000 1235 SNIPPET_NOT_RELEVANT b'1785304'
ACTION SNIPPET 10000 1238 SEEN_PREVIOUSLY b'1849886'
ACTION SNIPPET 10000 1241 SNIPPET_RELEVANT b'1272225'
ACTION DOC 10000 1261 EXAMINING_DOCUMENT b'1272225'
ACTION MARK 10000 1264 CONSIDERED_RELEVANT b'1272225'
ACTION SNIPPET 10000 1267 SNIPPET_RELEVANT b'400334'
ACTION DOC 10000 1287 EXAMINING_DOCUMENT b'400334'
ACTION MARK 10000 1290 CONSIDERED_RELEVANT b'400334'
ACTION SNIPPET 10000 1293 SNIPPET_NOT_RELEVANT b'769446'
ACTION SNIPPET 10000 1296 SNIPPET_NOT_RELEVANT b'239495'
ACTION SNIPPET 10000 1299 SNIPPET_NOT_RELEVANT b'867528'
ACTION SNIPPET 10000 1302 SNIPPET_NOT_RELEVANT b'828088'
ACTION SNIPPET 10000 1305 SNIPPET_NOT_RELEVANT b'1007534'
ACTION SNIPPET 10000 1308 SNIPPET_NOT_RELEVANT b'1043126'
ACTION SNIPPET 10000 1311 SNIPPET_NOT_RELEVANT b'507377'
ACTION SNIPPET 10000 1314 SNIPPET_RELEVANT b'1507659'
ACTION DOC 10000 1334 EXAMINING_DOCUMENT b'1507659'
ACTION MARK 10000 1337 CONSIDERED_RELEVANT b'1507659'
ACTION SNIPPET 10000 1340 SNIPPET_RELEVANT b'66881'
ACTION DOC 10000 1360 EXAMINING_DOCUMENT b'66881'
ACTION MARK 10000 1363 CONSIDERED_RELEVANT b'66881'
ACTION SNIPPET 10000 1366 SNIPPET_NOT_RELEVANT b'548814'
ACTION SNIPPET 10000 1369 SNIPPET_NOT_RELEVANT b'1849105'
ACTION SNIPPET 10000 1372 SNIPPET_NOT_RELEVANT b'134881'
ACTION SNIPPET 10000 1375 SNIPPET_NOT_RELEVANT b'238790'
ACTION SNIPPET 10000 1378 SNIPPET_NOT_RELEVANT b'1374845'
ACTION SNIPPET 10000 1381 SNIPPET_NOT_RELEVANT b'54645'
ACTION SNIPPET 10000 1384 SNIPPET_RELEVANT b'1419716'
ACTION DOC 10000 1404 EXAMINING_DOCUMENT b'1419716'
ACTION MARK 10000 1407 CONSIDERED_RELEVANT b'1419716'
ACTION SNIPPET 10000 1410 SNIPPET_NOT_RELEVANT b'1506826'
ACTION SNIPPET 10000 1413 SNIPPET_NOT_RELEVANT b'376240'
ACTION SNIPPET 10000 1416 SNIPPET_NOT_RELEVANT b'326315'
ACTION SNIPPET 10000 1419 SNIPPET_NOT_RELEVANT b'1351731'
ACTION SNIPPET 10000 1422 SNIPPET_NOT_RELEVANT b'361602'
ACTION SNIPPET 10000 1425 SNIPPET_NOT_RELEVANT b'22858'
INFO SERP_END_REACHED 
ACTION QUERY 10000 1435 Global warming monitoring ships
ACTION SERP 10000 1440 EXAMINE_SERP
ACTION SNIPPET 10000 1443 SNIPPET_RELEVANT b'1231777'
ACTION DOC 10000 1463 EXAMINING_DOCUMENT b'1231777'
ACTION MARK 10000 1466 CONSIDERED_RELEVANT b'1231777'
ACTION SNIPPET 10000 1469 SNIPPET_NOT_RELEVANT b'1732234'
ACTION SNIPPET 10000 1472 SNIPPET_NOT_RELEVANT b'182388'
ACTION SNIPPET 10000 1475 SNIPPET_RELEVANT b'1240634'
ACTION DOC 10000 1495 EXAMINING_DOCUMENT b'1240634'
ACTION MARK 10000 1498 CONSIDERED_RELEVANT b'1240634'
ACTION SNIPPET 10000 1501 SNIPPET_RELEVANT b'1057319'
ACTION DOC 10000 1521 EXAMINING_DOCUMENT b'1057319'
ACTION MARK 10000 1524 CONSIDERED_RELEVANT b'1057319'
ACTION SNIPPET 10000 1527 SNIPPET_RELEVANT b'117471'
ACTION DOC 10000 1547 EXAMINING_DOCUMENT b'117471'
ACTION MARK 10000 1550 CONSIDERED_RELEVANT b'117471'
ACTION SNIPPET 10000 1553 SNIPPET_NOT_RELEVANT b'983475'
ACTION SNIPPET 10000 1556 SNIPPET_RELEVANT b'630566'
ACTION DOC 10000 1576 EXAMINING_DOCUMENT b'630566'
ACTION MARK 10000 1579 CONSIDERED_RELEVANT b'630566'
ACTION SNIPPET 10000 1582 SNIPPET_NOT_RELEVANT b'220371'
ACTION SNIPPET 10000 1585 SNIPPET_NOT_RELEVANT b'1243251'
ACTION SNIPPET 10000 1588 SNIPPET_NOT_RELEVANT b'1508698'
ACTION SNIPPET 10000 1591 SNIPPET_NOT_RELEVANT b'1740979'
ACTION SNIPPET 10000 1594 SNIPPET_NOT_RELEVANT b'817126'
ACTION SNIPPET 10000 1597 SNIPPET_RELEVANT b'1811283'
ACTION DOC 10000 1617 EXAMINING_DOCUMENT b'1811283'
ACTION MARK 10000 1620 CONSIDERED_RELEVANT b'1811283'
ACTION SNIPPET 10000 1623 SNIPPET_RELEVANT b'1523523'
ACTION DOC 10000 1643 EXAMINING_DOCUMENT b'1523523'
ACTION MARK 10000 1646 CONSIDERED_RELEVANT b'1523523'
ACTION SNIPPET 10000 1649 SNIPPET_NOT_RELEVANT b'309112'
ACTION SNIPPET 10000 1652 SNIPPET_NOT_RELEVANT b'443639'
ACTION SNIPPET 10000 1655 SNIPPET_NOT_RELEVANT b'243638'
ACTION SNIPPET 10000 1658 SNIPPET_NOT_RELEVANT b'1187366'
ACTION SNIPPET 10000 1661 SNIPPET_NOT_RELEVANT b'864963'
ACTION SNIPPET 10000 1664 SNIPPET_RELEVANT b'678673'
ACTION DOC 10000 1684 EXAMINING_DOCUMENT b'678673'
ACTION MARK 10000 1687 CONSIDERED_RELEVANT b'678673'
ACTION SNIPPET 10000 1690 SNIPPET_NOT_RELEVANT b'1269697'
ACTION SNIPPET 10000 1693 SNIPPET_NOT_RELEVANT b'1723885'
ACTION SNIPPET 10000 1696 SNIPPET_RELEVANT b'1055537'
ACTION DOC 10000 1716 EXAMINING_DOCUMENT b'1055537'
ACTION MARK 10000 1719 CONSIDERED_RELEVANT b'1055537'
ACTION SNIPPET 10000 1722 SNIPPET_RELEVANT b'460279'
ACTION DOC 10000 1742 EXAMINING_DOCUMENT b'460279'
ACTION MARK 10000 1745 CONSIDERED_RELEVANT b'460279'
ACTION SNIPPET 10000 1748 SNIPPET_NOT_RELEVANT b'279808'
ACTION SNIPPET 10000 1751 SNIPPET_NOT_RELEVANT b'860028'
ACTION SNIPPET 10000 1754 SNIPPET_NOT_RELEVANT b'605332'
ACTION SNIPPET 10000 1757 SNIPPET_NOT_RELEVANT b'1803029'
ACTION SNIPPET 10000 1760 SNIPPET_NOT_RELEVANT b'960352'
ACTION SNIPPET 10000 1763 SNIPPET_NOT_RELEVANT b'753640'
ACTION SNIPPET 10000 1766 SNIPPET_RELEVANT b'1303368'
ACTION DOC 10000 1786 EXAMINING_DOCUMENT b'1303368'
ACTION MARK 10000 1789 CONSIDERED_RELEVANT b'1303368'
ACTION SNIPPET 10000 1792 SNIPPET_NOT_RELEVANT b'1568581'
ACTION SNIPPET 10000 1795 SNIPPET_RELEVANT b'1214011'
ACTION DOC 10000 1815 EXAMINING_DOCUMENT b'1214011'
ACTION MARK 10000 1818 CONSIDERED_RELEVANT b'1214011'
ACTION SNIPPET 10000 1821 SNIPPET_NOT_RELEVANT b'1826932'
ACTION SNIPPET 10000 1824 SNIPPET_NOT_RELEVANT b'1223602'
ACTION SNIPPET 10000 1827 SNIPPET_NOT_RELEVANT b'205913'
ACTION SNIPPET 10000 1830 SNIPPET_NOT_RELEVANT b'1314418'
ACTION SNIPPET 10000 1833 SNIPPET_NOT_RELEVANT b'647756'
ACTION SNIPPET 10000 1836 SNIPPET_RELEVANT b'629875'
ACTION DOC 10000 1856 EXAMINING_DOCUMENT b'629875'
ACTION MARK 10000 1859 CONSIDERED_RELEVANT b'629875'
ACTION SNIPPET 10000 1862 SNIPPET_NOT_RELEVANT b'294019'
ACTION SNIPPET 10000 1865 SNIPPET_RELEVANT b'916063'
ACTION DOC 10000 1885 EXAMINING_DOCUMENT b'916063'
ACTION MARK 10000 1888 CONSIDERED_RELEVANT b'916063'
ACTION SNIPPET 10000 1891 SNIPPET_NOT_RELEVANT b'1672230'
ACTION SNIPPET 10000 1894 SNIPPET_NOT_RELEVANT b'399615'
ACTION SNIPPET 10000 1897 SNIPPET_NOT_RELEVANT b'1756069'
ACTION SNIPPET 10000 1900 SNIPPET_NOT_RELEVANT b'1385034'
ACTION SNIPPET 10000 1903 SNIPPET_NOT_RELEVANT b'226845'
ACTION SNIPPET 10000 1906 SNIPPET_NOT_RELEVANT b'139534'
ACTION SNIPPET 10000 1909 SNIPPET_NOT_RELEVANT b'362356'
ACTION SNIPPET 10000 1912 SNIPPET_NOT_RELEVANT b'345085'
INFO SERP_END_REACHED 
ACTION QUERY 10000 1922 Deep sea robot usage on vessels
ACTION SERP 10000 1927 EXAMINE_SERP
ACTION SNIPPET 10000 1930 SNIPPET_RELEVANT b'1092802'
ACTION DOC 10000 1950 EXAMINING_DOCUMENT b'1092802'
ACTION MARK 10000 1953 CONSIDERED_RELEVANT b'1092802'
ACTION SNIPPET 10000 1956 SEEN_PREVIOUSLY b'59321'
ACTION SNIPPET 10000 1959 SEEN_PREVIOUSLY b'260759'
ACTION SNIPPET 10000 1962 SNIPPET_RELEVANT b'648006'
ACTION DOC 10000 1982 EXAMINING_DOCUMENT b'648006'
ACTION MARK 10000 1985 CONSIDERED_RELEVANT b'648006'
ACTION SNIPPET 10000 1988 SNIPPET_RELEVANT b'829703'
ACTION DOC 10000 2008 EXAMINING_DOCUMENT b'829703'
ACTION MARK 10000 2011 CONSIDERED_RELEVANT b'829703'
ACTION SNIPPET 10000 2014 SNIPPET_RELEVANT b'47678'
ACTION DOC 10000 2034 EXAMINING_DOCUMENT b'47678'
ACTION MARK 10000 2037 CONSIDERED_RELEVANT b'47678'
ACTION SNIPPET 10000 2040 SEEN_PREVIOUSLY b'947404'
ACTION SNIPPET 10000 2043 SNIPPET_NOT_RELEVANT b'100454'
ACTION SNIPPET 10000 2046 SNIPPET_NOT_RELEVANT b'616315'
ACTION SNIPPET 10000 2049 SEEN_PREVIOUSLY b'400334'
ACTION SNIPPET 10000 2052 SEEN_PREVIOUSLY b'1792658'
ACTION SNIPPET 10000 2055 SNIPPET_NOT_RELEVANT b'1693558'
ACTION SNIPPET 10000 2058 SNIPPET_RELEVANT b'1071669'
ACTION DOC 10000 2078 EXAMINING_DOCUMENT b'1071669'
ACTION MARK 10000 2081 CONSIDERED_RELEVANT b'1071669'
ACTION SNIPPET 10000 2084 SEEN_PREVIOUSLY b'671873'
ACTION SNIPPET 10000 2087 SNIPPET_RELEVANT b'750838'
ACTION DOC 10000 2107 EXAMINING_DOCUMENT b'750838'
ACTION MARK 10000 2110 CONSIDERED_RELEVANT b'750838'
ACTION SNIPPET 10000 2113 SNIPPET_RELEVANT b'587376'
ACTION DOC 10000 2133 EXAMINING_DOCUMENT b'587376'
ACTION MARK 10000 2136 CONSIDERED_RELEVANT b'587376'
ACTION SNIPPET 10000 2139 SNIPPET_NOT_RELEVANT b'702094'
ACTION SNIPPET 10000 2142 SNIPPET_RELEVANT b'587377'
ACTION DOC 10000 2162 EXAMINING_DOCUMENT b'587377'
ACTION MARK 10000 2165 CONSIDERED_RELEVANT b'587377'
ACTION SNIPPET 10000 2168 SNIPPET_NOT_RELEVANT b'1111665'
ACTION SNIPPET 10000 2171 SNIPPET_RELEVANT b'1151767'
ACTION DOC 10000 2191 EXAMINING_DOCUMENT b'1151767'
ACTION MARK 10000 2194 CONSIDERED_RELEVANT b'1151767'
ACTION SNIPPET 10000 2197 SNIPPET_NOT_RELEVANT b'867528'
ACTION SNIPPET 10000 2200 SNIPPET_RELEVANT b'1244235'
ACTION DOC 10000 2220 EXAMINING_DOCUMENT b'1244235'
ACTION MARK 10000 2223 CONSIDERED_RELEVANT b'1244235'
ACTION SNIPPET 10000 2226 SNIPPET_RELEVANT b'65863'
ACTION DOC 10000 2246 EXAMINING_DOCUMENT b'65863'
ACTION MARK 10000 2249 CONSIDERED_RELEVANT b'65863'
ACTION SNIPPET 10000 2252 SNIPPET_NOT_RELEVANT b'212506'
ACTION SNIPPET 10000 2255 SNIPPET_RELEVANT b'594981'
ACTION DOC 10000 2275 EXAMINING_DOCUMENT b'594981'
ACTION MARK 10000 2278 CONSIDERED_RELEVANT b'594981'
ACTION SNIPPET 10000 2281 SNIPPET_RELEVANT b'279254'
ACTION DOC 10000 2301 EXAMINING_DOCUMENT b'279254'
ACTION MARK 10000 2304 CONSIDERED_RELEVANT b'279254'
ACTION SNIPPET 10000 2307 SNIPPET_NOT_RELEVANT b'1312068'
ACTION SNIPPET 10000 2310 SNIPPET_NOT_RELEVANT b'997108'
ACTION SNIPPET 10000 2313 SNIPPET_NOT_RELEVANT b'781698'
ACTION SNIPPET 10000 2316 SNIPPET_RELEVANT b'1152213'
ACTION DOC 10000 2336 EXAMINING_DOCUMENT b'1152213'
ACTION MARK 10000 2339 CONSIDERED_RELEVANT b'1152213'
ACTION SNIPPET 10000 2342 SEEN_PREVIOUSLY b'629875'
ACTION SNIPPET 10000 2345 SNIPPET_RELEVANT b'1460071'
ACTION DOC 10000 2365 EXAMINING_DOCUMENT b'1460071'
ACTION MARK 10000 2368 CONSIDERED_RELEVANT b'1460071'
ACTION SNIPPET 10000 2371 SNIPPET_NOT_RELEVANT b'1102538'
ACTION SNIPPET 10000 2374 SNIPPET_NOT_RELEVANT b'461761'
ACTION SNIPPET 10000 2377 SNIPPET_NOT_RELEVANT b'461642'
ACTION SNIPPET 10000 2380 SNIPPET_RELEVANT b'1053549'
ACTION DOC 10000 2400 EXAMINING_DOCUMENT b'1053549'
ACTION MARK 10000 2403 CONSIDERED_RELEVANT b'1053549'
ACTION SNIPPET 10000 2406 SNIPPET_NOT_RELEVANT b'1007534'
ACTION SNIPPET 10000 2409 SNIPPET_NOT_RELEVANT b'709283'
ACTION SNIPPET 10000 2412 SNIPPET_NOT_RELEVANT b'1781203'
ACTION SNIPPET 10000 2415 SNIPPET_RELEVANT b'1534889'
ACTION DOC 10000 2435 EXAMINING_DOCUMENT b'1534889'
ACTION MARK 10000 2438 CONSIDERED_RELEVANT b'1534889'
ACTION SNIPPET 10000 2441 SNIPPET_NOT_RELEVANT b'983056'
ACTION SNIPPET 10000 2444 SNIPPET_RELEVANT b'708313'
ACTION DOC 10000 2464 EXAMINING_DOCUMENT b'708313'
ACTION MARK 10000 2467 CONSIDERED_RELEVANT b'708313'
ACTION SNIPPET 10000 2470 SNIPPET_NOT_RELEVANT b'699061'
ACTION SNIPPET 10000 2473 SNIPPET_NOT_RELEVANT b'233411'
ACTION SNIPPET 10000 2476 SNIPPET_NOT_RELEVANT b'505251'
ACTION SNIPPET 10000 2479 SNIPPET_RELEVANT b'1496241'
ACTION DOC 10000 2499 EXAMINING_DOCUMENT b'1496241'
ACTION MARK 10000 2502 CONSIDERED_RELEVANT b'1496241'
ACTION SNIPPET 10000 2505 SNIPPET_RELEVANT b'44694'
ACTION DOC 10000 2525 EXAMINING_DOCUMENT b'44694'
ACTION MARK 10000 2528 CONSIDERED_RELEVANT b'44694'
ACTION SNIPPET 10000 2531 SNIPPET_RELEVANT b'620002'
ACTION DOC 10000 2551 EXAMINING_DOCUMENT b'620002'
ACTION MARK 10000 2554 CONSIDERED_RELEVANT b'620002'
ACTION SNIPPET 10000 2557 SNIPPET_RELEVANT b'837644'
ACTION DOC 10000 2577 EXAMINING_DOCUMENT b'837644'
