ACTION QUERY 10000 10 human stampede
ACTION SNIPPET 10000 353 SNIPPET_RELEVANT b'365725'
ACTION DOC 10000 373 EXAMINING_DOCUMENT b'365725'
ACTION MARK 10000 376 CONSIDERED_RELEVANT b'365725'
ACTION SNIPPET 10000 379 SNIPPET_RELEVANT b'1699122'
ACTION DOC 10000 399 EXAMINING_DOCUMENT b'1699122'
ACTION MARK 10000 402 CONSIDERED_RELEVANT b'1699122'
ACTION SNIPPET 10000 405 SNIPPET_RELEVANT b'1522020'
ACTION DOC 10000 425 EXAMINING_DOCUMENT b'1522020'
ACTION MARK 10000 428 CONSIDERED_RELEVANT b'1522020'
ACTION SNIPPET 10000 431 SNIPPET_RELEVANT b'100763'
ACTION DOC 10000 451 EXAMINING_DOCUMENT b'100763'
ACTION MARK 10000 454 CONSIDERED_RELEVANT b'100763'
ACTION SNIPPET 10000 457 SNIPPET_NOT_RELEVANT b'127053'
ACTION SNIPPET 10000 460 SNIPPET_NOT_RELEVANT b'1555757'
ACTION SNIPPET 10000 463 SNIPPET_RELEVANT b'808151'
ACTION DOC 10000 483 EXAMINING_DOCUMENT b'808151'
ACTION MARK 10000 486 CONSIDERED_RELEVANT b'808151'
ACTION SNIPPET 10000 489 SNIPPET_RELEVANT b'1467225'
ACTION DOC 10000 509 EXAMINING_DOCUMENT b'1467225'
ACTION MARK 10000 512 CONSIDERED_RELEVANT b'1467225'
ACTION SNIPPET 10000 515 SNIPPET_NOT_RELEVANT b'1393201'
ACTION SNIPPET 10000 518 SNIPPET_RELEVANT b'1783796'
ACTION DOC 10000 538 EXAMINING_DOCUMENT b'1783796'
ACTION MARK 10000 541 CONSIDERED_RELEVANT b'1783796'
ACTION SNIPPET 10000 544 SNIPPET_RELEVANT b'1076546'
ACTION DOC 10000 564 EXAMINING_DOCUMENT b'1076546'
ACTION MARK 10000 567 CONSIDERED_RELEVANT b'1076546'
ACTION SNIPPET 10000 570 SNIPPET_RELEVANT b'1738401'
ACTION DOC 10000 590 EXAMINING_DOCUMENT b'1738401'
ACTION MARK 10000 593 CONSIDERED_RELEVANT b'1738401'
ACTION SNIPPET 10000 596 SNIPPET_RELEVANT b'1573812'
ACTION DOC 10000 616 EXAMINING_DOCUMENT b'1573812'
ACTION MARK 10000 619 CONSIDERED_RELEVANT b'1573812'
ACTION SNIPPET 10000 622 SNIPPET_RELEVANT b'746477'
ACTION DOC 10000 642 EXAMINING_DOCUMENT b'746477'
ACTION MARK 10000 645 CONSIDERED_RELEVANT b'746477'
ACTION SNIPPET 10000 648 SNIPPET_RELEVANT b'731502'
ACTION DOC 10000 668 EXAMINING_DOCUMENT b'731502'
ACTION MARK 10000 671 CONSIDERED_RELEVANT b'731502'
ACTION SNIPPET 10000 674 SNIPPET_RELEVANT b'730671'
ACTION DOC 10000 694 EXAMINING_DOCUMENT b'730671'
ACTION MARK 10000 697 CONSIDERED_RELEVANT b'730671'
ACTION SNIPPET 10000 700 SNIPPET_NOT_RELEVANT b'729106'
ACTION SNIPPET 10000 703 SNIPPET_RELEVANT b'1698852'
ACTION DOC 10000 723 EXAMINING_DOCUMENT b'1698852'
ACTION MARK 10000 726 CONSIDERED_RELEVANT b'1698852'
ACTION SNIPPET 10000 729 SNIPPET_NOT_RELEVANT b'369520'
ACTION SNIPPET 10000 732 SNIPPET_RELEVANT b'174054'
ACTION DOC 10000 752 EXAMINING_DOCUMENT b'174054'
ACTION MARK 10000 755 CONSIDERED_RELEVANT b'174054'
ACTION SNIPPET 10000 758 SNIPPET_NOT_RELEVANT b'1698784'
ACTION SNIPPET 10000 761 SNIPPET_RELEVANT b'1511264'
ACTION DOC 10000 781 EXAMINING_DOCUMENT b'1511264'
ACTION SNIPPET 10000 784 SNIPPET_RELEVANT b'1475110'
ACTION DOC 10000 804 EXAMINING_DOCUMENT b'1475110'
ACTION MARK 10000 807 CONSIDERED_RELEVANT b'1475110'
ACTION SNIPPET 10000 810 SNIPPET_NOT_RELEVANT b'1627493'
ACTION SNIPPET 10000 813 SNIPPET_RELEVANT b'1004585'
ACTION DOC 10000 833 EXAMINING_DOCUMENT b'1004585'
ACTION MARK 10000 836 CONSIDERED_RELEVANT b'1004585'
ACTION SNIPPET 10000 839 SNIPPET_NOT_RELEVANT b'1285941'
ACTION SNIPPET 10000 842 SNIPPET_RELEVANT b'748718'
ACTION DOC 10000 862 EXAMINING_DOCUMENT b'748718'
ACTION MARK 10000 865 CONSIDERED_RELEVANT b'748718'
ACTION SNIPPET 10000 868 SNIPPET_NOT_RELEVANT b'122234'
ACTION SNIPPET 10000 871 SNIPPET_NOT_RELEVANT b'1450252'
ACTION SNIPPET 10000 874 SNIPPET_RELEVANT b'1293154'
ACTION DOC 10000 894 EXAMINING_DOCUMENT b'1293154'
ACTION MARK 10000 897 CONSIDERED_RELEVANT b'1293154'
ACTION SNIPPET 10000 900 SNIPPET_RELEVANT b'818047'
ACTION DOC 10000 920 EXAMINING_DOCUMENT b'818047'
ACTION SNIPPET 10000 923 SNIPPET_RELEVANT b'367335'
ACTION DOC 10000 943 EXAMINING_DOCUMENT b'367335'
ACTION MARK 10000 946 CONSIDERED_RELEVANT b'367335'
ACTION SNIPPET 10000 949 SNIPPET_NOT_RELEVANT b'1426186'
ACTION SNIPPET 10000 952 SNIPPET_RELEVANT b'501130'
ACTION DOC 10000 972 EXAMINING_DOCUMENT b'501130'
ACTION MARK 10000 975 CONSIDERED_RELEVANT b'501130'
ACTION SNIPPET 10000 978 SNIPPET_NOT_RELEVANT b'1466168'
ACTION SNIPPET 10000 981 SNIPPET_RELEVANT b'459087'
ACTION DOC 10000 1001 EXAMINING_DOCUMENT b'459087'
ACTION SNIPPET 10000 1004 SNIPPET_NOT_RELEVANT b'497598'
ACTION SNIPPET 10000 1007 SNIPPET_NOT_RELEVANT b'363729'
ACTION SNIPPET 10000 1010 SNIPPET_NOT_RELEVANT b'968875'
ACTION SNIPPET 10000 1013 SNIPPET_RELEVANT b'1061863'
ACTION DOC 10000 1033 EXAMINING_DOCUMENT b'1061863'
ACTION QUERY 10000 1043 What causes a human stampede?
ACTION SERP 10000 1048 EXAMINE_SERP
ACTION SNIPPET 10000 1051 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 1054 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 1057 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 1060 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 1063 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 1066 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 1069 SNIPPET_RELEVANT b'1556632'
ACTION DOC 10000 1089 EXAMINING_DOCUMENT b'1556632'
ACTION MARK 10000 1092 CONSIDERED_RELEVANT b'1556632'
ACTION SNIPPET 10000 1095 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 1098 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 1101 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 1104 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 1107 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 1110 SNIPPET_RELEVANT b'204418'
ACTION DOC 10000 1130 EXAMINING_DOCUMENT b'204418'
ACTION MARK 10000 1133 CONSIDERED_RELEVANT b'204418'
ACTION SNIPPET 10000 1136 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 1139 SNIPPET_RELEVANT b'868795'
ACTION DOC 10000 1159 EXAMINING_DOCUMENT b'868795'
ACTION MARK 10000 1162 CONSIDERED_RELEVANT b'868795'
ACTION SNIPPET 10000 1165 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 1168 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 1171 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 1174 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 1177 SEEN_PREVIOUSLY b'1076546'
ACTION SNIPPET 10000 1180 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 1183 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 1186 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 1189 SNIPPET_RELEVANT b'127053'
ACTION DOC 10000 1209 EXAMINING_DOCUMENT b'127053'
ACTION MARK 10000 1212 CONSIDERED_RELEVANT b'127053'
ACTION SNIPPET 10000 1215 SNIPPET_RELEVANT b'864935'
ACTION DOC 10000 1235 EXAMINING_DOCUMENT b'864935'
ACTION MARK 10000 1238 CONSIDERED_RELEVANT b'864935'
ACTION SNIPPET 10000 1241 SEEN_PREVIOUSLY b'367335'
ACTION SNIPPET 10000 1244 SNIPPET_RELEVANT b'244381'
ACTION DOC 10000 1264 EXAMINING_DOCUMENT b'244381'
ACTION SNIPPET 10000 1267 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 1270 SNIPPET_RELEVANT b'1467518'
ACTION DOC 10000 1290 EXAMINING_DOCUMENT b'1467518'
ACTION MARK 10000 1293 CONSIDERED_RELEVANT b'1467518'
ACTION SNIPPET 10000 1296 SNIPPET_RELEVANT b'729106'
ACTION DOC 10000 1316 EXAMINING_DOCUMENT b'729106'
ACTION MARK 10000 1319 CONSIDERED_RELEVANT b'729106'
ACTION SNIPPET 10000 1322 SNIPPET_RELEVANT b'568876'
ACTION DOC 10000 1342 EXAMINING_DOCUMENT b'568876'
ACTION SNIPPET 10000 1345 SNIPPET_NOT_RELEVANT b'1555757'
ACTION SNIPPET 10000 1348 SNIPPET_RELEVANT b'1467690'
ACTION DOC 10000 1368 EXAMINING_DOCUMENT b'1467690'
ACTION MARK 10000 1371 CONSIDERED_RELEVANT b'1467690'
ACTION SNIPPET 10000 1374 SNIPPET_RELEVANT b'1638713'
ACTION DOC 10000 1394 EXAMINING_DOCUMENT b'1638713'
ACTION MARK 10000 1397 CONSIDERED_RELEVANT b'1638713'
ACTION SNIPPET 10000 1400 SEEN_PREVIOUSLY b'1738401'
ACTION SNIPPET 10000 1403 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 1406 SNIPPET_NOT_RELEVANT b'369520'
ACTION SNIPPET 10000 1409 SEEN_PREVIOUSLY b'459087'
ACTION SNIPPET 10000 1412 SNIPPET_NOT_RELEVANT b'368880'
ACTION SNIPPET 10000 1415 SNIPPET_NOT_RELEVANT b'673752'
ACTION SNIPPET 10000 1418 SNIPPET_NOT_RELEVANT b'494631'
ACTION SNIPPET 10000 1421 SNIPPET_RELEVANT b'1699542'
ACTION DOC 10000 1441 EXAMINING_DOCUMENT b'1699542'
ACTION MARK 10000 1444 CONSIDERED_RELEVANT b'1699542'
ACTION SNIPPET 10000 1447 SNIPPET_RELEVANT b'1292328'
ACTION DOC 10000 1467 EXAMINING_DOCUMENT b'1292328'
ACTION MARK 10000 1470 CONSIDERED_RELEVANT b'1292328'
ACTION SNIPPET 10000 1473 SEEN_PREVIOUSLY b'748718'
ACTION SNIPPET 10000 1476 SNIPPET_NOT_RELEVANT b'1466168'
ACTION SNIPPET 10000 1479 SEEN_PREVIOUSLY b'731502'
ACTION SNIPPET 10000 1482 SEEN_PREVIOUSLY b'174054'
ACTION SNIPPET 10000 1485 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 1488 SNIPPET_RELEVANT b'1199011'
ACTION DOC 10000 1508 EXAMINING_DOCUMENT b'1199011'
ACTION SNIPPET 10000 1511 SEEN_PREVIOUSLY b'1061863'
ACTION SNIPPET 10000 1514 SNIPPET_RELEVANT b'1285941'
ACTION DOC 10000 1534 EXAMINING_DOCUMENT b'1285941'
ACTION MARK 10000 1537 CONSIDERED_RELEVANT b'1285941'
ACTION SNIPPET 10000 1540 SNIPPET_RELEVANT b'1426186'
ACTION DOC 10000 1560 EXAMINING_DOCUMENT b'1426186'
ACTION SNIPPET 10000 1563 SNIPPET_RELEVANT b'1546904'
ACTION DOC 10000 1583 EXAMINING_DOCUMENT b'1546904'
ACTION SNIPPET 10000 1586 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 1589 SNIPPET_RELEVANT b'1450252'
ACTION DOC 10000 1609 EXAMINING_DOCUMENT b'1450252'
ACTION QUERY 10000 1619 Prevention of human stampedes
ACTION SERP 10000 1624 EXAMINE_SERP
ACTION SNIPPET 10000 1627 SNIPPET_RELEVANT b'1731810'
ACTION DOC 10000 1647 EXAMINING_DOCUMENT b'1731810'
ACTION MARK 10000 1650 CONSIDERED_RELEVANT b'1731810'
ACTION SNIPPET 10000 1653 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 1656 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 1659 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 1662 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 1665 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 1668 SEEN_PREVIOUSLY b'868795'
ACTION SNIPPET 10000 1671 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 1674 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 1677 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 1680 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 1683 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 1686 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 1689 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 1692 SNIPPET_RELEVANT b'1467232'
ACTION DOC 10000 1712 EXAMINING_DOCUMENT b'1467232'
ACTION MARK 10000 1715 CONSIDERED_RELEVANT b'1467232'
ACTION SNIPPET 10000 1718 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 1721 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 1724 SNIPPET_RELEVANT b'1467342'
ACTION DOC 10000 1744 EXAMINING_DOCUMENT b'1467342'
ACTION MARK 10000 1747 CONSIDERED_RELEVANT b'1467342'
ACTION SNIPPET 10000 1750 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 1753 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 1756 SNIPPET_RELEVANT b'931635'
ACTION DOC 10000 1776 EXAMINING_DOCUMENT b'931635'
ACTION SNIPPET 10000 1779 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 1782 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 1785 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 1788 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 1791 SEEN_PREVIOUSLY b'568876'
ACTION SNIPPET 10000 1794 SNIPPET_RELEVANT b'497300'
ACTION DOC 10000 1814 EXAMINING_DOCUMENT b'497300'
ACTION MARK 10000 1817 CONSIDERED_RELEVANT b'497300'
ACTION SNIPPET 10000 1820 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 1823 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 1826 SEEN_PREVIOUSLY b'174054'
ACTION SNIPPET 10000 1829 SEEN_PREVIOUSLY b'1292328'
ACTION SNIPPET 10000 1832 SNIPPET_NOT_RELEVANT b'369520'
ACTION SNIPPET 10000 1835 SNIPPET_RELEVANT b'1466129'
ACTION DOC 10000 1855 EXAMINING_DOCUMENT b'1466129'
ACTION MARK 10000 1858 CONSIDERED_RELEVANT b'1466129'
ACTION SNIPPET 10000 1861 SNIPPET_NOT_RELEVANT b'1555757'
ACTION SNIPPET 10000 1864 SEEN_PREVIOUSLY b'731502'
ACTION SNIPPET 10000 1867 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 1870 SEEN_PREVIOUSLY b'1061863'
ACTION SNIPPET 10000 1873 SNIPPET_RELEVANT b'1127188'
ACTION DOC 10000 1893 EXAMINING_DOCUMENT b'1127188'
ACTION SNIPPET 10000 1896 SEEN_PREVIOUSLY b'1738401'
ACTION SNIPPET 10000 1899 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 1902 SNIPPET_RELEVANT b'363729'
ACTION DOC 10000 1922 EXAMINING_DOCUMENT b'363729'
ACTION QUERY 10000 1932 How to survive a human stampede?
ACTION SERP 10000 1937 EXAMINE_SERP
ACTION SNIPPET 10000 1940 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 1943 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 1946 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 1949 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 1952 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 1955 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 1958 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 1961 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 1964 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 1967 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 1970 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 1973 SNIPPET_RELEVANT b'1477242'
ACTION DOC 10000 1993 EXAMINING_DOCUMENT b'1477242'
ACTION MARK 10000 1996 CONSIDERED_RELEVANT b'1477242'
ACTION SNIPPET 10000 1999 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 2002 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 2005 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 2008 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 2011 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 2014 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 2017 SNIPPET_RELEVANT b'1183597'
ACTION DOC 10000 2037 EXAMINING_DOCUMENT b'1183597'
ACTION SNIPPET 10000 2040 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 2043 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 2046 SNIPPET_RELEVANT b'1698784'
ACTION DOC 10000 2066 EXAMINING_DOCUMENT b'1698784'
ACTION MARK 10000 2069 CONSIDERED_RELEVANT b'1698784'
ACTION SNIPPET 10000 2072 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 2075 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 2078 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 2081 SEEN_PREVIOUSLY b'1573812'
ACTION SNIPPET 10000 2084 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 2087 SEEN_PREVIOUSLY b'174054'
ACTION SNIPPET 10000 2090 SNIPPET_NOT_RELEVANT b'809697'
ACTION SNIPPET 10000 2093 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 2096 SNIPPET_NOT_RELEVANT b'1555757'
ACTION SNIPPET 10000 2099 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 2102 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 2105 SEEN_PREVIOUSLY b'1467518'
ACTION SNIPPET 10000 2108 SEEN_PREVIOUSLY b'731502'
ACTION SNIPPET 10000 2111 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 2114 SEEN_PREVIOUSLY b'1061863'
ACTION SNIPPET 10000 2117 SNIPPET_NOT_RELEVANT b'1393201'
ACTION SNIPPET 10000 2120 SEEN_PREVIOUSLY b'1738401'
ACTION QUERY 10000 2130 Deadliest human stampedes
ACTION SERP 10000 2135 EXAMINE_SERP
ACTION SNIPPET 10000 2138 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 2141 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 2144 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 2147 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 2150 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 2153 SEEN_PREVIOUSLY b'1467690'
ACTION SNIPPET 10000 2156 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 2159 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 2162 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 2165 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 2168 SEEN_PREVIOUSLY b'1293154'
ACTION SNIPPET 10000 2171 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 2174 SNIPPET_NOT_RELEVANT b'1555757'
ACTION SNIPPET 10000 2177 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 2180 SEEN_PREVIOUSLY b'1465986'
ACTION QUERY 10000 2190 How do human stampedes happen?
ACTION SERP 10000 2195 EXAMINE_SERP
ACTION SNIPPET 10000 2198 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 2201 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 2204 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 2207 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 2210 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 2213 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 2216 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 2219 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 2222 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 2225 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 2228 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 2231 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 2234 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 2237 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 2240 SEEN_PREVIOUSLY b'79150'
ACTION QUERY 10000 2250 Examples of human stampedes
ACTION SERP 10000 2255 EXAMINE_SERP
ACTION SNIPPET 10000 2258 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 2261 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 2264 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 2267 SEEN_PREVIOUSLY b'497300'
ACTION SNIPPET 10000 2270 SNIPPET_RELEVANT b'50965'
ACTION DOC 10000 2290 EXAMINING_DOCUMENT b'50965'
ACTION SNIPPET 10000 2293 SNIPPET_NOT_RELEVANT b'1019081'
ACTION SNIPPET 10000 2296 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 2299 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 2302 SEEN_PREVIOUSLY b'1698889'
ACTION QUERY 10000 2312 How to avoid a human stampede?
ACTION SERP 10000 2317 EXAMINE_SERP
ACTION SNIPPET 10000 2320 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 2323 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 2326 SNIPPET_RELEVANT b'1658536'
ACTION DOC 10000 2346 EXAMINING_DOCUMENT b'1658536'
ACTION SNIPPET 10000 2349 SNIPPET_RELEVANT b'498327'
ACTION DOC 10000 2369 EXAMINING_DOCUMENT b'498327'
ACTION MARK 10000 2372 CONSIDERED_RELEVANT b'498327'
ACTION SNIPPET 10000 2375 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 2378 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 2381 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 2384 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 2387 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 2390 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 2393 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 2396 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 2399 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 2402 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 2405 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 2408 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 2411 SNIPPET_RELEVANT b'248193'
ACTION DOC 10000 2431 EXAMINING_DOCUMENT b'248193'
ACTION MARK 10000 2434 CONSIDERED_RELEVANT b'248193'
ACTION SNIPPET 10000 2437 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 2440 SNIPPET_RELEVANT b'1784420'
ACTION DOC 10000 2460 EXAMINING_DOCUMENT b'1784420'
ACTION SNIPPET 10000 2463 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 2466 SEEN_PREVIOUSLY b'1522020'
