ACTION QUERY 10000 10 oceanographic vessels
ACTION MARK 10000 556 CONSIDERED_RELEVANT b'1725332'
ACTION SNIPPET 10000 559 SNIPPET_NOT_RELEVANT b'1785304'
ACTION SNIPPET 10000 562 SNIPPET_NOT_RELEVANT b'1193304'
ACTION SNIPPET 10000 565 SNIPPET_RELEVANT b'1324421'
ACTION DOC 10000 585 EXAMINING_DOCUMENT b'1324421'
ACTION MARK 10000 588 CONSIDERED_RELEVANT b'1324421'
ACTION SNIPPET 10000 591 SNIPPET_RELEVANT b'1127471'
ACTION DOC 10000 611 EXAMINING_DOCUMENT b'1127471'
ACTION MARK 10000 614 CONSIDERED_RELEVANT b'1127471'
ACTION SNIPPET 10000 617 SNIPPET_RELEVANT b'66945'
ACTION DOC 10000 637 EXAMINING_DOCUMENT b'66945'
ACTION MARK 10000 640 CONSIDERED_RELEVANT b'66945'
ACTION SNIPPET 10000 643 SNIPPET_NOT_RELEVANT b'23463'
ACTION SNIPPET 10000 646 SNIPPET_NOT_RELEVANT b'1574510'
ACTION SNIPPET 10000 649 SNIPPET_RELEVANT b'947404'
ACTION DOC 10000 669 EXAMINING_DOCUMENT b'947404'
ACTION MARK 10000 672 CONSIDERED_RELEVANT b'947404'
ACTION SNIPPET 10000 675 SNIPPET_RELEVANT b'843759'
ACTION DOC 10000 695 EXAMINING_DOCUMENT b'843759'
ACTION MARK 10000 698 CONSIDERED_RELEVANT b'843759'
ACTION SNIPPET 10000 701 SNIPPET_RELEVANT b'260759'
ACTION DOC 10000 721 EXAMINING_DOCUMENT b'260759'
ACTION MARK 10000 724 CONSIDERED_RELEVANT b'260759'
ACTION SNIPPET 10000 727 SNIPPET_NOT_RELEVANT b'610519'
ACTION SNIPPET 10000 730 SNIPPET_RELEVANT b'1349153'
ACTION DOC 10000 750 EXAMINING_DOCUMENT b'1349153'
ACTION MARK 10000 753 CONSIDERED_RELEVANT b'1349153'
ACTION SNIPPET 10000 756 SNIPPET_RELEVANT b'59228'
ACTION DOC 10000 776 EXAMINING_DOCUMENT b'59228'
ACTION MARK 10000 779 CONSIDERED_RELEVANT b'59228'
ACTION SNIPPET 10000 782 SNIPPET_RELEVANT b'285488'
ACTION DOC 10000 802 EXAMINING_DOCUMENT b'285488'
ACTION MARK 10000 805 CONSIDERED_RELEVANT b'285488'
ACTION SNIPPET 10000 808 SNIPPET_RELEVANT b'263223'
ACTION DOC 10000 828 EXAMINING_DOCUMENT b'263223'
ACTION MARK 10000 831 CONSIDERED_RELEVANT b'263223'
ACTION SNIPPET 10000 834 SNIPPET_NOT_RELEVANT b'492257'
ACTION SNIPPET 10000 837 SNIPPET_NOT_RELEVANT b'72488'
ACTION SNIPPET 10000 840 SNIPPET_NOT_RELEVANT b'331242'
ACTION SNIPPET 10000 843 SNIPPET_NOT_RELEVANT b'318097'
ACTION SNIPPET 10000 846 SNIPPET_RELEVANT b'59321'
ACTION DOC 10000 866 EXAMINING_DOCUMENT b'59321'
ACTION MARK 10000 869 CONSIDERED_RELEVANT b'59321'
ACTION SNIPPET 10000 872 SNIPPET_RELEVANT b'241193'
ACTION DOC 10000 892 EXAMINING_DOCUMENT b'241193'
ACTION MARK 10000 895 CONSIDERED_RELEVANT b'241193'
ACTION SNIPPET 10000 898 SNIPPET_NOT_RELEVANT b'319231'
ACTION SNIPPET 10000 901 SNIPPET_NOT_RELEVANT b'319551'
INFO SERP_END_REACHED 
ACTION QUERY 10000 911 Oceanographic vessel activity
ACTION SERP 10000 916 EXAMINE_SERP
ACTION SNIPPET 10000 919 SNIPPET_NOT_RELEVANT b'1426960'
ACTION SNIPPET 10000 922 SEEN_PREVIOUSLY b'382324'
ACTION SNIPPET 10000 925 SEEN_PREVIOUSLY b'660630'
ACTION SNIPPET 10000 928 SEEN_PREVIOUSLY b'89039'
ACTION SNIPPET 10000 931 SEEN_PREVIOUSLY b'171292'
ACTION SNIPPET 10000 934 SEEN_PREVIOUSLY b'1490050'
ACTION SNIPPET 10000 937 SEEN_PREVIOUSLY b'24141'
ACTION SNIPPET 10000 940 SEEN_PREVIOUSLY b'1725332'
ACTION SNIPPET 10000 943 SEEN_PREVIOUSLY b'529662'
ACTION SNIPPET 10000 946 SEEN_PREVIOUSLY b'219569'
ACTION SNIPPET 10000 949 SNIPPET_NOT_RELEVANT b'1564015'
ACTION SNIPPET 10000 952 SEEN_PREVIOUSLY b'779635'
ACTION SNIPPET 10000 955 SEEN_PREVIOUSLY b'822258'
ACTION SNIPPET 10000 958 SNIPPET_NOT_RELEVANT b'1193304'
ACTION SNIPPET 10000 961 SEEN_PREVIOUSLY b'1127471'
ACTION SNIPPET 10000 964 SNIPPET_NOT_RELEVANT b'137558'
ACTION SNIPPET 10000 967 SEEN_PREVIOUSLY b'632244'
ACTION SNIPPET 10000 970 SNIPPET_NOT_RELEVANT b'610519'
ACTION SNIPPET 10000 973 SEEN_PREVIOUSLY b'1761722'
ACTION SNIPPET 10000 976 SEEN_PREVIOUSLY b'1849886'
ACTION SNIPPET 10000 979 SEEN_PREVIOUSLY b'220667'
ACTION SNIPPET 10000 982 SEEN_PREVIOUSLY b'708056'
ACTION SNIPPET 10000 985 SEEN_PREVIOUSLY b'167187'
ACTION SNIPPET 10000 988 SNIPPET_NOT_RELEVANT b'1705267'
ACTION SNIPPET 10000 991 SNIPPET_NOT_RELEVANT b'344608'
ACTION SNIPPET 10000 994 SEEN_PREVIOUSLY b'1792658'
ACTION SNIPPET 10000 997 SEEN_PREVIOUSLY b'500145'
ACTION SNIPPET 10000 1000 SEEN_PREVIOUSLY b'572636'
ACTION SNIPPET 10000 1003 SNIPPET_NOT_RELEVANT b'550328'
ACTION SNIPPET 10000 1006 SNIPPET_NOT_RELEVANT b'313524'
ACTION SNIPPET 10000 1009 SNIPPET_NOT_RELEVANT b'491348'
ACTION SNIPPET 10000 1012 SNIPPET_NOT_RELEVANT b'1785304'
ACTION SNIPPET 10000 1015 SNIPPET_RELEVANT b'82625'
ACTION DOC 10000 1035 EXAMINING_DOCUMENT b'82625'
ACTION MARK 10000 1038 CONSIDERED_RELEVANT b'82625'
ACTION SNIPPET 10000 1041 SEEN_PREVIOUSLY b'1324421'
ACTION SNIPPET 10000 1044 SEEN_PREVIOUSLY b'66945'
ACTION SNIPPET 10000 1047 SNIPPET_RELEVANT b'590277'
ACTION DOC 10000 1067 EXAMINING_DOCUMENT b'590277'
ACTION MARK 10000 1070 CONSIDERED_RELEVANT b'590277'
ACTION SNIPPET 10000 1073 SNIPPET_NOT_RELEVANT b'23463'
ACTION SNIPPET 10000 1076 SNIPPET_NOT_RELEVANT b'1840875'
ACTION SNIPPET 10000 1079 SNIPPET_RELEVANT b'594981'
ACTION DOC 10000 1099 EXAMINING_DOCUMENT b'594981'
ACTION MARK 10000 1102 CONSIDERED_RELEVANT b'594981'
ACTION SNIPPET 10000 1105 SNIPPET_NOT_RELEVANT b'1574510'
ACTION SNIPPET 10000 1108 SEEN_PREVIOUSLY b'947404'
ACTION SNIPPET 10000 1111 SEEN_PREVIOUSLY b'843759'
ACTION SNIPPET 10000 1114 SEEN_PREVIOUSLY b'260759'
ACTION SNIPPET 10000 1117 SEEN_PREVIOUSLY b'1349153'
ACTION SNIPPET 10000 1120 SEEN_PREVIOUSLY b'59228'
ACTION SNIPPET 10000 1123 SEEN_PREVIOUSLY b'285488'
ACTION SNIPPET 10000 1126 SEEN_PREVIOUSLY b'263223'
ACTION SNIPPET 10000 1129 SNIPPET_NOT_RELEVANT b'492257'
ACTION SNIPPET 10000 1132 SNIPPET_NOT_RELEVANT b'72488'
ACTION SNIPPET 10000 1135 SNIPPET_NOT_RELEVANT b'331242'
INFO SERP_END_REACHED 
ACTION QUERY 10000 1145 Undersea mapping vessels
ACTION SERP 10000 1150 EXAMINE_SERP
ACTION SNIPPET 10000 1153 SNIPPET_RELEVANT b'1642140'
ACTION DOC 10000 1173 EXAMINING_DOCUMENT b'1642140'
ACTION MARK 10000 1176 CONSIDERED_RELEVANT b'1642140'
ACTION SNIPPET 10000 1179 SNIPPET_NOT_RELEVANT b'1645565'
ACTION SNIPPET 10000 1182 SNIPPET_RELEVANT b'1692674'
ACTION DOC 10000 1202 EXAMINING_DOCUMENT b'1692674'
ACTION MARK 10000 1205 CONSIDERED_RELEVANT b'1692674'
ACTION SNIPPET 10000 1208 SNIPPET_RELEVANT b'1644425'
ACTION DOC 10000 1228 EXAMINING_DOCUMENT b'1644425'
ACTION MARK 10000 1231 CONSIDERED_RELEVANT b'1644425'
ACTION SNIPPET 10000 1234 SEEN_PREVIOUSLY b'89039'
ACTION SNIPPET 10000 1237 SNIPPET_NOT_RELEVANT b'1641115'
ACTION SNIPPET 10000 1240 SNIPPET_NOT_RELEVANT b'405926'
ACTION SNIPPET 10000 1243 SNIPPET_NOT_RELEVANT b'1649325'
ACTION SNIPPET 10000 1246 SEEN_PREVIOUSLY b'241193'
ACTION SNIPPET 10000 1249 SNIPPET_NOT_RELEVANT b'1656950'
ACTION SNIPPET 10000 1252 SNIPPET_NOT_RELEVANT b'1693194'
ACTION SNIPPET 10000 1255 SNIPPET_NOT_RELEVANT b'1641417'
ACTION SNIPPET 10000 1258 SNIPPET_NOT_RELEVANT b'1670982'
ACTION SNIPPET 10000 1261 SNIPPET_RELEVANT b'98091'
ACTION DOC 10000 1281 EXAMINING_DOCUMENT b'98091'
ACTION MARK 10000 1284 CONSIDERED_RELEVANT b'98091'
ACTION SNIPPET 10000 1287 SNIPPET_NOT_RELEVANT b'1693558'
ACTION SNIPPET 10000 1290 SNIPPET_RELEVANT b'671873'
ACTION DOC 10000 1310 EXAMINING_DOCUMENT b'671873'
ACTION MARK 10000 1313 CONSIDERED_RELEVANT b'671873'
ACTION SNIPPET 10000 1316 SEEN_PREVIOUSLY b'82625'
ACTION SNIPPET 10000 1319 SNIPPET_NOT_RELEVANT b'96837'
ACTION SNIPPET 10000 1322 SNIPPET_NOT_RELEVANT b'1189158'
ACTION SNIPPET 10000 1325 SNIPPET_NOT_RELEVANT b'419528'
ACTION SNIPPET 10000 1328 SNIPPET_RELEVANT b'693223'
ACTION DOC 10000 1348 EXAMINING_DOCUMENT b'693223'
ACTION MARK 10000 1351 CONSIDERED_RELEVANT b'693223'
ACTION SNIPPET 10000 1354 SEEN_PREVIOUSLY b'632244'
ACTION SNIPPET 10000 1357 SNIPPET_NOT_RELEVANT b'1812939'
ACTION SNIPPET 10000 1360 SNIPPET_RELEVANT b'1507974'
ACTION DOC 10000 1380 EXAMINING_DOCUMENT b'1507974'
ACTION MARK 10000 1383 CONSIDERED_RELEVANT b'1507974'
ACTION SNIPPET 10000 1386 SNIPPET_NOT_RELEVANT b'1785304'
ACTION SNIPPET 10000 1389 SEEN_PREVIOUSLY b'1849886'
ACTION SNIPPET 10000 1392 SNIPPET_RELEVANT b'1272225'
ACTION DOC 10000 1412 EXAMINING_DOCUMENT b'1272225'
ACTION MARK 10000 1415 CONSIDERED_RELEVANT b'1272225'
ACTION SNIPPET 10000 1418 SNIPPET_RELEVANT b'400334'
ACTION DOC 10000 1438 EXAMINING_DOCUMENT b'400334'
ACTION MARK 10000 1441 CONSIDERED_RELEVANT b'400334'
ACTION SNIPPET 10000 1444 SNIPPET_NOT_RELEVANT b'769446'
ACTION SNIPPET 10000 1447 SNIPPET_NOT_RELEVANT b'239495'
ACTION SNIPPET 10000 1450 SNIPPET_NOT_RELEVANT b'867528'
ACTION SNIPPET 10000 1453 SNIPPET_NOT_RELEVANT b'828088'
ACTION SNIPPET 10000 1456 SNIPPET_NOT_RELEVANT b'1007534'
ACTION SNIPPET 10000 1459 SNIPPET_NOT_RELEVANT b'1043126'
ACTION SNIPPET 10000 1462 SNIPPET_NOT_RELEVANT b'507377'
ACTION SNIPPET 10000 1465 SNIPPET_RELEVANT b'1507659'
ACTION DOC 10000 1485 EXAMINING_DOCUMENT b'1507659'
ACTION MARK 10000 1488 CONSIDERED_RELEVANT b'1507659'
ACTION SNIPPET 10000 1491 SNIPPET_RELEVANT b'66881'
ACTION DOC 10000 1511 EXAMINING_DOCUMENT b'66881'
ACTION MARK 10000 1514 CONSIDERED_RELEVANT b'66881'
ACTION SNIPPET 10000 1517 SNIPPET_NOT_RELEVANT b'548814'
ACTION SNIPPET 10000 1520 SNIPPET_NOT_RELEVANT b'1849105'
ACTION SNIPPET 10000 1523 SNIPPET_NOT_RELEVANT b'134881'
ACTION SNIPPET 10000 1526 SNIPPET_NOT_RELEVANT b'238790'
ACTION SNIPPET 10000 1529 SNIPPET_NOT_RELEVANT b'1374845'
ACTION SNIPPET 10000 1532 SNIPPET_NOT_RELEVANT b'54645'
ACTION SNIPPET 10000 1535 SNIPPET_RELEVANT b'1419716'
ACTION DOC 10000 1555 EXAMINING_DOCUMENT b'1419716'
ACTION MARK 10000 1558 CONSIDERED_RELEVANT b'1419716'
ACTION SNIPPET 10000 1561 SNIPPET_NOT_RELEVANT b'1506826'
ACTION SNIPPET 10000 1564 SNIPPET_NOT_RELEVANT b'376240'
ACTION SNIPPET 10000 1567 SNIPPET_NOT_RELEVANT b'326315'
ACTION SNIPPET 10000 1570 SNIPPET_NOT_RELEVANT b'1351731'
ACTION SNIPPET 10000 1573 SNIPPET_NOT_RELEVANT b'361602'
ACTION SNIPPET 10000 1576 SNIPPET_NOT_RELEVANT b'22858'
INFO SERP_END_REACHED 
ACTION QUERY 10000 1586 Global warming monitoring ships
ACTION SERP 10000 1591 EXAMINE_SERP
ACTION SNIPPET 10000 1594 SNIPPET_RELEVANT b'1231777'
ACTION DOC 10000 1614 EXAMINING_DOCUMENT b'1231777'
ACTION MARK 10000 1617 CONSIDERED_RELEVANT b'1231777'
ACTION SNIPPET 10000 1620 SNIPPET_NOT_RELEVANT b'1732234'
ACTION SNIPPET 10000 1623 SNIPPET_NOT_RELEVANT b'182388'
ACTION SNIPPET 10000 1626 SNIPPET_RELEVANT b'1240634'
ACTION DOC 10000 1646 EXAMINING_DOCUMENT b'1240634'
ACTION MARK 10000 1649 CONSIDERED_RELEVANT b'1240634'
ACTION SNIPPET 10000 1652 SNIPPET_RELEVANT b'1057319'
ACTION DOC 10000 1672 EXAMINING_DOCUMENT b'1057319'
ACTION MARK 10000 1675 CONSIDERED_RELEVANT b'1057319'
ACTION SNIPPET 10000 1678 SNIPPET_RELEVANT b'117471'
ACTION DOC 10000 1698 EXAMINING_DOCUMENT b'117471'
ACTION MARK 10000 1701 CONSIDERED_RELEVANT b'117471'
ACTION SNIPPET 10000 1704 SNIPPET_NOT_RELEVANT b'983475'
ACTION SNIPPET 10000 1707 SNIPPET_RELEVANT b'630566'
ACTION DOC 10000 1727 EXAMINING_DOCUMENT b'630566'
ACTION MARK 10000 1730 CONSIDERED_RELEVANT b'630566'
ACTION SNIPPET 10000 1733 SNIPPET_NOT_RELEVANT b'220371'
ACTION SNIPPET 10000 1736 SNIPPET_NOT_RELEVANT b'1243251'
ACTION SNIPPET 10000 1739 SNIPPET_NOT_RELEVANT b'1508698'
ACTION SNIPPET 10000 1742 SNIPPET_NOT_RELEVANT b'1740979'
ACTION SNIPPET 10000 1745 SNIPPET_NOT_RELEVANT b'817126'
ACTION SNIPPET 10000 1748 SNIPPET_RELEVANT b'1811283'
ACTION DOC 10000 1768 EXAMINING_DOCUMENT b'1811283'
ACTION MARK 10000 1771 CONSIDERED_RELEVANT b'1811283'
ACTION SNIPPET 10000 1774 SNIPPET_RELEVANT b'1523523'
ACTION DOC 10000 1794 EXAMINING_DOCUMENT b'1523523'
ACTION MARK 10000 1797 CONSIDERED_RELEVANT b'1523523'
ACTION SNIPPET 10000 1800 SNIPPET_NOT_RELEVANT b'309112'
ACTION SNIPPET 10000 1803 SNIPPET_NOT_RELEVANT b'443639'
ACTION SNIPPET 10000 1806 SNIPPET_NOT_RELEVANT b'243638'
ACTION SNIPPET 10000 1809 SNIPPET_NOT_RELEVANT b'1187366'
ACTION SNIPPET 10000 1812 SNIPPET_NOT_RELEVANT b'864963'
ACTION SNIPPET 10000 1815 SNIPPET_RELEVANT b'678673'
ACTION DOC 10000 1835 EXAMINING_DOCUMENT b'678673'
ACTION MARK 10000 1838 CONSIDERED_RELEVANT b'678673'
ACTION SNIPPET 10000 1841 SNIPPET_NOT_RELEVANT b'1269697'
ACTION SNIPPET 10000 1844 SNIPPET_NOT_RELEVANT b'1723885'
ACTION SNIPPET 10000 1847 SNIPPET_RELEVANT b'1055537'
ACTION DOC 10000 1867 EXAMINING_DOCUMENT b'1055537'
ACTION MARK 10000 1870 CONSIDERED_RELEVANT b'1055537'
ACTION SNIPPET 10000 1873 SNIPPET_RELEVANT b'460279'
ACTION DOC 10000 1893 EXAMINING_DOCUMENT b'460279'
ACTION MARK 10000 1896 CONSIDERED_RELEVANT b'460279'
ACTION SNIPPET 10000 1899 SNIPPET_NOT_RELEVANT b'279808'
ACTION SNIPPET 10000 1902 SNIPPET_NOT_RELEVANT b'860028'
ACTION SNIPPET 10000 1905 SNIPPET_NOT_RELEVANT b'605332'
ACTION SNIPPET 10000 1908 SNIPPET_NOT_RELEVANT b'1803029'
ACTION SNIPPET 10000 1911 SNIPPET_NOT_RELEVANT b'960352'
ACTION SNIPPET 10000 1914 SNIPPET_NOT_RELEVANT b'753640'
ACTION SNIPPET 10000 1917 SNIPPET_RELEVANT b'1303368'
ACTION DOC 10000 1937 EXAMINING_DOCUMENT b'1303368'
ACTION MARK 10000 1940 CONSIDERED_RELEVANT b'1303368'
ACTION SNIPPET 10000 1943 SNIPPET_NOT_RELEVANT b'1568581'
ACTION SNIPPET 10000 1946 SNIPPET_RELEVANT b'1214011'
ACTION DOC 10000 1966 EXAMINING_DOCUMENT b'1214011'
ACTION MARK 10000 1969 CONSIDERED_RELEVANT b'1214011'
ACTION SNIPPET 10000 1972 SNIPPET_NOT_RELEVANT b'1826932'
ACTION SNIPPET 10000 1975 SNIPPET_NOT_RELEVANT b'1223602'
ACTION SNIPPET 10000 1978 SNIPPET_NOT_RELEVANT b'205913'
ACTION SNIPPET 10000 1981 SNIPPET_NOT_RELEVANT b'1314418'
ACTION SNIPPET 10000 1984 SNIPPET_NOT_RELEVANT b'647756'
ACTION SNIPPET 10000 1987 SNIPPET_RELEVANT b'629875'
ACTION DOC 10000 2007 EXAMINING_DOCUMENT b'629875'
ACTION MARK 10000 2010 CONSIDERED_RELEVANT b'629875'
ACTION SNIPPET 10000 2013 SNIPPET_NOT_RELEVANT b'294019'
ACTION SNIPPET 10000 2016 SNIPPET_RELEVANT b'916063'
ACTION DOC 10000 2036 EXAMINING_DOCUMENT b'916063'
ACTION MARK 10000 2039 CONSIDERED_RELEVANT b'916063'
ACTION SNIPPET 10000 2042 SNIPPET_NOT_RELEVANT b'1672230'
ACTION SNIPPET 10000 2045 SNIPPET_NOT_RELEVANT b'399615'
ACTION SNIPPET 10000 2048 SNIPPET_NOT_RELEVANT b'1756069'
ACTION SNIPPET 10000 2051 SNIPPET_NOT_RELEVANT b'1385034'
ACTION SNIPPET 10000 2054 SNIPPET_NOT_RELEVANT b'226845'
ACTION SNIPPET 10000 2057 SNIPPET_NOT_RELEVANT b'139534'
ACTION SNIPPET 10000 2060 SNIPPET_NOT_RELEVANT b'362356'
ACTION SNIPPET 10000 2063 SNIPPET_NOT_RELEVANT b'345085'
INFO SERP_END_REACHED 
ACTION QUERY 10000 2073 Deep sea robot usage on vessels
ACTION SERP 10000 2078 EXAMINE_SERP
ACTION SNIPPET 10000 2081 SNIPPET_RELEVANT b'1092802'
ACTION DOC 10000 2101 EXAMINING_DOCUMENT b'1092802'
ACTION MARK 10000 2104 CONSIDERED_RELEVANT b'1092802'
ACTION SNIPPET 10000 2107 SEEN_PREVIOUSLY b'59321'
ACTION SNIPPET 10000 2110 SEEN_PREVIOUSLY b'260759'
ACTION SNIPPET 10000 2113 SNIPPET_RELEVANT b'648006'
ACTION DOC 10000 2133 EXAMINING_DOCUMENT b'648006'
ACTION MARK 10000 2136 CONSIDERED_RELEVANT b'648006'
ACTION SNIPPET 10000 2139 SNIPPET_RELEVANT b'829703'
ACTION DOC 10000 2159 EXAMINING_DOCUMENT b'829703'
ACTION MARK 10000 2162 CONSIDERED_RELEVANT b'829703'
ACTION SNIPPET 10000 2165 SNIPPET_RELEVANT b'47678'
ACTION DOC 10000 2185 EXAMINING_DOCUMENT b'47678'
ACTION MARK 10000 2188 CONSIDERED_RELEVANT b'47678'
ACTION SNIPPET 10000 2191 SEEN_PREVIOUSLY b'947404'
ACTION SNIPPET 10000 2194 SNIPPET_NOT_RELEVANT b'100454'
ACTION SNIPPET 10000 2197 SNIPPET_NOT_RELEVANT b'616315'
ACTION SNIPPET 10000 2200 SEEN_PREVIOUSLY b'400334'
ACTION SNIPPET 10000 2203 SEEN_PREVIOUSLY b'1792658'
ACTION SNIPPET 10000 2206 SNIPPET_NOT_RELEVANT b'1693558'
ACTION SNIPPET 10000 2209 SNIPPET_RELEVANT b'1071669'
ACTION DOC 10000 2229 EXAMINING_DOCUMENT b'1071669'
ACTION MARK 10000 2232 CONSIDERED_RELEVANT b'1071669'
ACTION SNIPPET 10000 2235 SEEN_PREVIOUSLY b'671873'
ACTION SNIPPET 10000 2238 SNIPPET_RELEVANT b'750838'
ACTION DOC 10000 2258 EXAMINING_DOCUMENT b'750838'
ACTION MARK 10000 2261 CONSIDERED_RELEVANT b'750838'
ACTION SNIPPET 10000 2264 SNIPPET_RELEVANT b'587376'
ACTION DOC 10000 2284 EXAMINING_DOCUMENT b'587376'
ACTION MARK 10000 2287 CONSIDERED_RELEVANT b'587376'
ACTION SNIPPET 10000 2290 SNIPPET_NOT_RELEVANT b'702094'
ACTION SNIPPET 10000 2293 SNIPPET_RELEVANT b'587377'
ACTION DOC 10000 2313 EXAMINING_DOCUMENT b'587377'
ACTION MARK 10000 2316 CONSIDERED_RELEVANT b'587377'
ACTION SNIPPET 10000 2319 SNIPPET_NOT_RELEVANT b'1111665'
ACTION SNIPPET 10000 2322 SNIPPET_RELEVANT b'1151767'
ACTION DOC 10000 2342 EXAMINING_DOCUMENT b'1151767'
ACTION MARK 10000 2345 CONSIDERED_RELEVANT b'1151767'
ACTION SNIPPET 10000 2348 SNIPPET_NOT_RELEVANT b'867528'
ACTION SNIPPET 10000 2351 SNIPPET_RELEVANT b'1244235'
ACTION DOC 10000 2371 EXAMINING_DOCUMENT b'1244235'
ACTION MARK 10000 2374 CONSIDERED_RELEVANT b'1244235'
ACTION SNIPPET 10000 2377 SNIPPET_RELEVANT b'65863'
ACTION DOC 10000 2397 EXAMINING_DOCUMENT b'65863'
ACTION MARK 10000 2400 CONSIDERED_RELEVANT b'65863'
ACTION SNIPPET 10000 2403 SNIPPET_NOT_RELEVANT b'212506'
ACTION SNIPPET 10000 2406 SEEN_PREVIOUSLY b'594981'
ACTION SNIPPET 10000 2409 SNIPPET_RELEVANT b'279254'
ACTION DOC 10000 2429 EXAMINING_DOCUMENT b'279254'
ACTION MARK 10000 2432 CONSIDERED_RELEVANT b'279254'
ACTION SNIPPET 10000 2435 SNIPPET_NOT_RELEVANT b'1312068'
ACTION SNIPPET 10000 2438 SNIPPET_NOT_RELEVANT b'997108'
