ACTION QUERY 10000 10 human stampede
ACTION MARK 10000 1397 CONSIDERED_RELEVANT b'730671'
ACTION SNIPPET 10000 1400 SNIPPET_NOT_RELEVANT b'1573812'
ACTION SNIPPET 10000 1403 SNIPPET_RELEVANT b'1076546'
ACTION DOC 10000 1423 EXAMINING_DOCUMENT b'1076546'
ACTION MARK 10000 1426 CONSIDERED_RELEVANT b'1076546'
ACTION SNIPPET 10000 1429 SNIPPET_NOT_RELEVANT b'1037461'
ACTION SNIPPET 10000 1432 SNIPPET_RELEVANT b'1238100'
ACTION DOC 10000 1452 EXAMINING_DOCUMENT b'1238100'
ACTION SNIPPET 10000 1455 SNIPPET_RELEVANT b'1197056'
ACTION DOC 10000 1475 EXAMINING_DOCUMENT b'1197056'
ACTION SNIPPET 10000 1478 SNIPPET_NOT_RELEVANT b'1031346'
ACTION SNIPPET 10000 1481 SNIPPET_RELEVANT b'501130'
ACTION DOC 10000 1501 EXAMINING_DOCUMENT b'501130'
ACTION MARK 10000 1504 CONSIDERED_RELEVANT b'501130'
ACTION SNIPPET 10000 1507 SNIPPET_RELEVANT b'1199011'
ACTION DOC 10000 1527 EXAMINING_DOCUMENT b'1199011'
ACTION SNIPPET 10000 1530 SNIPPET_NOT_RELEVANT b'1546904'
ACTION SNIPPET 10000 1533 SNIPPET_NOT_RELEVANT b'352090'
ACTION SNIPPET 10000 1536 SNIPPET_NOT_RELEVANT b'1218036'
ACTION SNIPPET 10000 1539 SNIPPET_NOT_RELEVANT b'1467796'
ACTION SNIPPET 10000 1542 SNIPPET_RELEVANT b'367335'
ACTION DOC 10000 1562 EXAMINING_DOCUMENT b'367335'
ACTION MARK 10000 1565 CONSIDERED_RELEVANT b'367335'
ACTION SNIPPET 10000 1568 SNIPPET_NOT_RELEVANT b'968875'
ACTION SNIPPET 10000 1571 SNIPPET_RELEVANT b'494631'
ACTION DOC 10000 1591 EXAMINING_DOCUMENT b'494631'
ACTION SNIPPET 10000 1594 SNIPPET_RELEVANT b'1731589'
ACTION DOC 10000 1614 EXAMINING_DOCUMENT b'1731589'
ACTION MARK 10000 1617 CONSIDERED_RELEVANT b'1731589'
ACTION SNIPPET 10000 1620 SNIPPET_RELEVANT b'695724'
ACTION DOC 10000 1640 EXAMINING_DOCUMENT b'695724'
ACTION SNIPPET 10000 1643 SNIPPET_RELEVANT b'923509'
ACTION DOC 10000 1663 EXAMINING_DOCUMENT b'923509'
ACTION MARK 10000 1666 CONSIDERED_RELEVANT b'923509'
INFO SERP_END_REACHED 
ACTION QUERY 10000 1676 What causes a human stampede?
ACTION SERP 10000 1681 EXAMINE_SERP
ACTION SNIPPET 10000 1684 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 1687 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 1690 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 1693 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 1696 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 1699 SNIPPET_NOT_RELEVANT b'328697'
ACTION SNIPPET 10000 1702 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 1705 SNIPPET_NOT_RELEVANT b'278899'
ACTION SNIPPET 10000 1708 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 1711 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 1714 SNIPPET_NOT_RELEVANT b'1315825'
ACTION SNIPPET 10000 1717 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 1720 SNIPPET_NOT_RELEVANT b'1450252'
ACTION SNIPPET 10000 1723 SEEN_PREVIOUSLY b'1199011'
ACTION SNIPPET 10000 1726 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 1729 SNIPPET_RELEVANT b'459087'
ACTION DOC 10000 1749 EXAMINING_DOCUMENT b'459087'
ACTION SNIPPET 10000 1752 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 1755 SEEN_PREVIOUSLY b'492316'
ACTION SNIPPET 10000 1758 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 1761 SNIPPET_RELEVANT b'1292328'
ACTION DOC 10000 1781 EXAMINING_DOCUMENT b'1292328'
ACTION MARK 10000 1784 CONSIDERED_RELEVANT b'1292328'
ACTION SNIPPET 10000 1787 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 1790 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 1793 SEEN_PREVIOUSLY b'363729'
ACTION SNIPPET 10000 1796 SNIPPET_RELEVANT b'175438'
ACTION DOC 10000 1816 EXAMINING_DOCUMENT b'175438'
ACTION SNIPPET 10000 1819 SEEN_PREVIOUSLY b'695724'
ACTION SNIPPET 10000 1822 SNIPPET_RELEVANT b'859504'
ACTION DOC 10000 1842 EXAMINING_DOCUMENT b'859504'
ACTION SNIPPET 10000 1845 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 1848 SEEN_PREVIOUSLY b'367335'
ACTION SNIPPET 10000 1851 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 1854 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 1857 SEEN_PREVIOUSLY b'423877'
ACTION SNIPPET 10000 1860 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 1863 SEEN_PREVIOUSLY b'1076546'
ACTION SNIPPET 10000 1866 SEEN_PREVIOUSLY b'494631'
ACTION SNIPPET 10000 1869 SNIPPET_NOT_RELEVANT b'1546904'
ACTION SNIPPET 10000 1872 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 1875 SNIPPET_NOT_RELEVANT b'789804'
ACTION SNIPPET 10000 1878 SNIPPET_NOT_RELEVANT b'368880'
ACTION SNIPPET 10000 1881 SNIPPET_NOT_RELEVANT b'1061863'
ACTION SNIPPET 10000 1884 SNIPPET_RELEVANT b'1515250'
ACTION DOC 10000 1904 EXAMINING_DOCUMENT b'1515250'
ACTION MARK 10000 1907 CONSIDERED_RELEVANT b'1515250'
ACTION SNIPPET 10000 1910 SNIPPET_RELEVANT b'868795'
ACTION DOC 10000 1930 EXAMINING_DOCUMENT b'868795'
ACTION MARK 10000 1933 CONSIDERED_RELEVANT b'868795'
ACTION SNIPPET 10000 1936 SNIPPET_RELEVANT b'204418'
ACTION DOC 10000 1956 EXAMINING_DOCUMENT b'204418'
ACTION MARK 10000 1959 CONSIDERED_RELEVANT b'204418'
ACTION SNIPPET 10000 1962 SNIPPET_RELEVANT b'79150'
ACTION DOC 10000 1982 EXAMINING_DOCUMENT b'79150'
ACTION MARK 10000 1985 CONSIDERED_RELEVANT b'79150'
ACTION SNIPPET 10000 1988 SNIPPET_RELEVANT b'1466168'
ACTION DOC 10000 2008 EXAMINING_DOCUMENT b'1466168'
ACTION SNIPPET 10000 2011 SNIPPET_NOT_RELEVANT b'1732683'
ACTION SNIPPET 10000 2014 SNIPPET_RELEVANT b'1393201'
ACTION DOC 10000 2034 EXAMINING_DOCUMENT b'1393201'
ACTION SNIPPET 10000 2037 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 2040 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 2043 SNIPPET_RELEVANT b'1467690'
ACTION DOC 10000 2063 EXAMINING_DOCUMENT b'1467690'
ACTION MARK 10000 2066 CONSIDERED_RELEVANT b'1467690'
ACTION SNIPPET 10000 2069 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 2072 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 2075 SNIPPET_NOT_RELEVANT b'1547010'
ACTION SNIPPET 10000 2078 SEEN_PREVIOUSLY b'147204'
ACTION SNIPPET 10000 2081 SNIPPET_RELEVANT b'497598'
ACTION DOC 10000 2101 EXAMINING_DOCUMENT b'497598'
ACTION SNIPPET 10000 2104 SEEN_PREVIOUSLY b'943322'
ACTION SNIPPET 10000 2107 SNIPPET_RELEVANT b'748718'
ACTION DOC 10000 2127 EXAMINING_DOCUMENT b'748718'
ACTION MARK 10000 2130 CONSIDERED_RELEVANT b'748718'
ACTION SNIPPET 10000 2133 SNIPPET_RELEVANT b'101759'
ACTION DOC 10000 2153 EXAMINING_DOCUMENT b'101759'
ACTION SNIPPET 10000 2156 SNIPPET_RELEVANT b'516501'
ACTION DOC 10000 2176 EXAMINING_DOCUMENT b'516501'
ACTION SNIPPET 10000 2179 SNIPPET_NOT_RELEVANT b'469523'
ACTION SNIPPET 10000 2182 SNIPPET_NOT_RELEVANT b'741776'
ACTION SNIPPET 10000 2185 SNIPPET_RELEVANT b'673752'
ACTION DOC 10000 2205 EXAMINING_DOCUMENT b'673752'
ACTION SNIPPET 10000 2208 SEEN_PREVIOUSLY b'1293154'
ACTION SNIPPET 10000 2211 SNIPPET_RELEVANT b'864935'
ACTION DOC 10000 2231 EXAMINING_DOCUMENT b'864935'
ACTION MARK 10000 2234 CONSIDERED_RELEVANT b'864935'
ACTION SNIPPET 10000 2237 SNIPPET_RELEVANT b'1555757'
ACTION DOC 10000 2257 EXAMINING_DOCUMENT b'1555757'
ACTION SNIPPET 10000 2260 SNIPPET_RELEVANT b'1638713'
ACTION DOC 10000 2280 EXAMINING_DOCUMENT b'1638713'
ACTION MARK 10000 2283 CONSIDERED_RELEVANT b'1638713'
ACTION SNIPPET 10000 2286 SNIPPET_RELEVANT b'1547011'
ACTION DOC 10000 2306 EXAMINING_DOCUMENT b'1547011'
ACTION SNIPPET 10000 2309 SNIPPET_NOT_RELEVANT b'673048'
ACTION SNIPPET 10000 2312 SEEN_PREVIOUSLY b'1738401'
ACTION SNIPPET 10000 2315 SNIPPET_RELEVANT b'244381'
ACTION DOC 10000 2335 EXAMINING_DOCUMENT b'244381'
ACTION SNIPPET 10000 2338 SNIPPET_RELEVANT b'731502'
ACTION DOC 10000 2358 EXAMINING_DOCUMENT b'731502'
ACTION MARK 10000 2361 CONSIDERED_RELEVANT b'731502'
ACTION SNIPPET 10000 2364 SNIPPET_NOT_RELEVANT b'568876'
ACTION SNIPPET 10000 2367 SNIPPET_RELEVANT b'36337'
ACTION DOC 10000 2387 EXAMINING_DOCUMENT b'36337'
ACTION SNIPPET 10000 2390 SNIPPET_RELEVANT b'1556632'
ACTION DOC 10000 2410 EXAMINING_DOCUMENT b'1556632'
ACTION MARK 10000 2413 CONSIDERED_RELEVANT b'1556632'
ACTION SNIPPET 10000 2416 SEEN_PREVIOUSLY b'121675'
ACTION SNIPPET 10000 2419 SNIPPET_RELEVANT b'442117'
ACTION DOC 10000 2439 EXAMINING_DOCUMENT b'442117'
ACTION SNIPPET 10000 2442 SEEN_PREVIOUSLY b'1426186'
ACTION SNIPPET 10000 2445 SEEN_PREVIOUSLY b'1156635'
ACTION SNIPPET 10000 2448 SNIPPET_RELEVANT b'1467518'
ACTION DOC 10000 2468 EXAMINING_DOCUMENT b'1467518'
ACTION MARK 10000 2471 CONSIDERED_RELEVANT b'1467518'
ACTION SNIPPET 10000 2474 SEEN_PREVIOUSLY b'369520'
ACTION SNIPPET 10000 2477 SNIPPET_RELEVANT b'1019081'
ACTION DOC 10000 2497 EXAMINING_DOCUMENT b'1019081'
ACTION SNIPPET 10000 2500 SNIPPET_RELEVANT b'729106'
ACTION DOC 10000 2520 EXAMINING_DOCUMENT b'729106'
ACTION MARK 10000 2523 CONSIDERED_RELEVANT b'729106'
ACTION SNIPPET 10000 2526 SEEN_PREVIOUSLY b'174054'
ACTION SNIPPET 10000 2529 SNIPPET_NOT_RELEVANT b'148483'
ACTION SNIPPET 10000 2532 SNIPPET_RELEVANT b'856210'
ACTION DOC 10000 2552 EXAMINING_DOCUMENT b'856210'
ACTION SNIPPET 10000 2555 SEEN_PREVIOUSLY b'1627493'
ACTION SNIPPET 10000 2558 SEEN_PREVIOUSLY b'375728'
ACTION SNIPPET 10000 2561 SNIPPET_NOT_RELEVANT b'485041'
ACTION SNIPPET 10000 2564 SNIPPET_NOT_RELEVANT b'1287615'
ACTION SNIPPET 10000 2567 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 2570 SNIPPET_NOT_RELEVANT b'958331'
ACTION SNIPPET 10000 2573 SEEN_PREVIOUSLY b'1345536'
ACTION SNIPPET 10000 2576 SNIPPET_NOT_RELEVANT b'1414592'
ACTION SNIPPET 10000 2579 SEEN_PREVIOUSLY b'122234'
ACTION SNIPPET 10000 2582 SEEN_PREVIOUSLY b'1315862'
ACTION SNIPPET 10000 2585 SEEN_PREVIOUSLY b'808800'
ACTION SNIPPET 10000 2588 SNIPPET_NOT_RELEVANT b'1699542'
ACTION SNIPPET 10000 2591 SNIPPET_NOT_RELEVANT b'827007'
ACTION SNIPPET 10000 2594 SNIPPET_RELEVANT b'1042170'
ACTION DOC 10000 2614 EXAMINING_DOCUMENT b'1042170'
ACTION SNIPPET 10000 2617 SEEN_PREVIOUSLY b'1731636'
ACTION SNIPPET 10000 2620 SNIPPET_RELEVANT b'1737053'
ACTION DOC 10000 2640 EXAMINING_DOCUMENT b'1737053'
ACTION MARK 10000 2643 CONSIDERED_RELEVANT b'1737053'
INFO SERP_END_REACHED 
ACTION QUERY 10000 2653 Prevention of human stampedes
ACTION SERP 10000 2658 EXAMINE_SERP
ACTION SNIPPET 10000 2661 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 2664 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 2667 SNIPPET_RELEVANT b'1731810'
ACTION DOC 10000 2687 EXAMINING_DOCUMENT b'1731810'
ACTION MARK 10000 2690 CONSIDERED_RELEVANT b'1731810'
ACTION SNIPPET 10000 2693 SNIPPET_NOT_RELEVANT b'1315825'
ACTION SNIPPET 10000 2696 SNIPPET_RELEVANT b'1450252'
ACTION DOC 10000 2716 EXAMINING_DOCUMENT b'1450252'
ACTION SNIPPET 10000 2719 SEEN_PREVIOUSLY b'1199011'
ACTION SNIPPET 10000 2722 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 2725 SEEN_PREVIOUSLY b'492316'
ACTION SNIPPET 10000 2728 SNIPPET_RELEVANT b'1467342'
ACTION DOC 10000 2748 EXAMINING_DOCUMENT b'1467342'
ACTION MARK 10000 2751 CONSIDERED_RELEVANT b'1467342'
ACTION SNIPPET 10000 2754 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 2757 SEEN_PREVIOUSLY b'363729'
ACTION SNIPPET 10000 2760 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 2763 SEEN_PREVIOUSLY b'868795'
ACTION SNIPPET 10000 2766 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 2769 SEEN_PREVIOUSLY b'423877'
ACTION SNIPPET 10000 2772 SNIPPET_RELEVANT b'50965'
ACTION DOC 10000 2792 EXAMINING_DOCUMENT b'50965'
ACTION SNIPPET 10000 2795 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 2798 SEEN_PREVIOUSLY b'1292328'
ACTION SNIPPET 10000 2801 SNIPPET_RELEVANT b'497300'
ACTION DOC 10000 2821 EXAMINING_DOCUMENT b'497300'
ACTION MARK 10000 2824 CONSIDERED_RELEVANT b'497300'
ACTION SNIPPET 10000 2827 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 2830 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 2833 SNIPPET_NOT_RELEVANT b'568876'
ACTION SNIPPET 10000 2836 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 2839 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 2842 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 2845 SNIPPET_RELEVANT b'1061863'
ACTION DOC 10000 2865 EXAMINING_DOCUMENT b'1061863'
ACTION SNIPPET 10000 2868 SNIPPET_RELEVANT b'498021'
ACTION DOC 10000 2888 EXAMINING_DOCUMENT b'498021'
