ACTION QUERY 10000 10 oceanographic vessels
ACTION MARK 10000 556 CONSIDERED_RELEVANT b'1725332'
ACTION SNIPPET 10000 559 SNIPPET_NOT_RELEVANT b'1785304'
ACTION SNIPPET 10000 562 SNIPPET_NOT_RELEVANT b'1193304'
ACTION SNIPPET 10000 565 SNIPPET_RELEVANT b'1324421'
ACTION DOC 10000 585 EXAMINING_DOCUMENT b'1324421'
ACTION MARK 10000 588 CONSIDERED_RELEVANT b'1324421'
ACTION SNIPPET 10000 591 SNIPPET_RELEVANT b'1127471'
ACTION DOC 10000 611 EXAMINING_DOCUMENT b'1127471'
ACTION MARK 10000 614 CONSIDERED_RELEVANT b'1127471'
ACTION SNIPPET 10000 617 SNIPPET_RELEVANT b'66945'
ACTION DOC 10000 637 EXAMINING_DOCUMENT b'66945'
ACTION MARK 10000 640 CONSIDERED_RELEVANT b'66945'
ACTION SNIPPET 10000 643 SNIPPET_NOT_RELEVANT b'23463'
ACTION SNIPPET 10000 646 SNIPPET_NOT_RELEVANT b'1574510'
ACTION SNIPPET 10000 649 SNIPPET_RELEVANT b'947404'
ACTION DOC 10000 669 EXAMINING_DOCUMENT b'947404'
ACTION MARK 10000 672 CONSIDERED_RELEVANT b'947404'
ACTION SNIPPET 10000 675 SNIPPET_RELEVANT b'843759'
ACTION DOC 10000 695 EXAMINING_DOCUMENT b'843759'
ACTION MARK 10000 698 CONSIDERED_RELEVANT b'843759'
ACTION SNIPPET 10000 701 SNIPPET_RELEVANT b'260759'
ACTION DOC 10000 721 EXAMINING_DOCUMENT b'260759'
ACTION MARK 10000 724 CONSIDERED_RELEVANT b'260759'
ACTION SNIPPET 10000 727 SNIPPET_NOT_RELEVANT b'610519'
ACTION SNIPPET 10000 730 SNIPPET_RELEVANT b'1349153'
ACTION DOC 10000 750 EXAMINING_DOCUMENT b'1349153'
ACTION MARK 10000 753 CONSIDERED_RELEVANT b'1349153'
ACTION SNIPPET 10000 756 SNIPPET_RELEVANT b'59228'
ACTION DOC 10000 776 EXAMINING_DOCUMENT b'59228'
ACTION MARK 10000 779 CONSIDERED_RELEVANT b'59228'
ACTION SNIPPET 10000 782 SNIPPET_RELEVANT b'285488'
ACTION DOC 10000 802 EXAMINING_DOCUMENT b'285488'
ACTION MARK 10000 805 CONSIDERED_RELEVANT b'285488'
ACTION SNIPPET 10000 808 SNIPPET_RELEVANT b'263223'
ACTION DOC 10000 828 EXAMINING_DOCUMENT b'263223'
ACTION MARK 10000 831 CONSIDERED_RELEVANT b'263223'
ACTION SNIPPET 10000 834 SNIPPET_NOT_RELEVANT b'492257'
ACTION SNIPPET 10000 837 SNIPPET_NOT_RELEVANT b'72488'
ACTION SNIPPET 10000 840 SNIPPET_NOT_RELEVANT b'331242'
ACTION SNIPPET 10000 843 SNIPPET_NOT_RELEVANT b'318097'
ACTION SNIPPET 10000 846 SNIPPET_RELEVANT b'59321'
ACTION DOC 10000 866 EXAMINING_DOCUMENT b'59321'
ACTION MARK 10000 869 CONSIDERED_RELEVANT b'59321'
ACTION SNIPPET 10000 872 SNIPPET_RELEVANT b'241193'
ACTION DOC 10000 892 EXAMINING_DOCUMENT b'241193'
ACTION MARK 10000 895 CONSIDERED_RELEVANT b'241193'
ACTION SNIPPET 10000 898 SNIPPET_NOT_RELEVANT b'319231'
ACTION SNIPPET 10000 901 SNIPPET_NOT_RELEVANT b'319551'
INFO SERP_END_REACHED 
ACTION QUERY 10000 911 Oceanographic vessel activity
ACTION SERP 10000 916 EXAMINE_SERP
ACTION SNIPPET 10000 919 SNIPPET_NOT_RELEVANT b'1426960'
ACTION SNIPPET 10000 922 SEEN_PREVIOUSLY b'382324'
ACTION SNIPPET 10000 925 SEEN_PREVIOUSLY b'660630'
ACTION SNIPPET 10000 928 SEEN_PREVIOUSLY b'89039'
ACTION SNIPPET 10000 931 SEEN_PREVIOUSLY b'171292'
ACTION SNIPPET 10000 934 SEEN_PREVIOUSLY b'1490050'
ACTION SNIPPET 10000 937 SEEN_PREVIOUSLY b'24141'
ACTION SNIPPET 10000 940 SEEN_PREVIOUSLY b'1725332'
ACTION SNIPPET 10000 943 SEEN_PREVIOUSLY b'529662'
ACTION SNIPPET 10000 946 SEEN_PREVIOUSLY b'219569'
ACTION SNIPPET 10000 949 SNIPPET_NOT_RELEVANT b'1564015'
ACTION SNIPPET 10000 952 SEEN_PREVIOUSLY b'779635'
ACTION SNIPPET 10000 955 SEEN_PREVIOUSLY b'822258'
ACTION SNIPPET 10000 958 SNIPPET_NOT_RELEVANT b'1193304'
ACTION SNIPPET 10000 961 SEEN_PREVIOUSLY b'1127471'
ACTION SNIPPET 10000 964 SNIPPET_NOT_RELEVANT b'137558'
ACTION SNIPPET 10000 967 SEEN_PREVIOUSLY b'632244'
ACTION SNIPPET 10000 970 SNIPPET_NOT_RELEVANT b'610519'
ACTION SNIPPET 10000 973 SEEN_PREVIOUSLY b'1761722'
ACTION SNIPPET 10000 976 SEEN_PREVIOUSLY b'1849886'
ACTION SNIPPET 10000 979 SEEN_PREVIOUSLY b'220667'
ACTION SNIPPET 10000 982 SEEN_PREVIOUSLY b'708056'
ACTION SNIPPET 10000 985 SEEN_PREVIOUSLY b'167187'
ACTION SNIPPET 10000 988 SNIPPET_NOT_RELEVANT b'1705267'
ACTION SNIPPET 10000 991 SNIPPET_NOT_RELEVANT b'344608'
ACTION SNIPPET 10000 994 SEEN_PREVIOUSLY b'1792658'
ACTION SNIPPET 10000 997 SEEN_PREVIOUSLY b'500145'
ACTION SNIPPET 10000 1000 SEEN_PREVIOUSLY b'572636'
ACTION SNIPPET 10000 1003 SNIPPET_NOT_RELEVANT b'550328'
ACTION SNIPPET 10000 1006 SNIPPET_NOT_RELEVANT b'313524'
ACTION SNIPPET 10000 1009 SNIPPET_NOT_RELEVANT b'491348'
ACTION SNIPPET 10000 1012 SNIPPET_NOT_RELEVANT b'1785304'
ACTION QUERY 10000 1022 Undersea mapping vessels
ACTION SERP 10000 1027 EXAMINE_SERP
ACTION SNIPPET 10000 1030 SNIPPET_RELEVANT b'1642140'
ACTION DOC 10000 1050 EXAMINING_DOCUMENT b'1642140'
ACTION MARK 10000 1053 CONSIDERED_RELEVANT b'1642140'
ACTION SNIPPET 10000 1056 SNIPPET_NOT_RELEVANT b'1645565'
ACTION SNIPPET 10000 1059 SNIPPET_RELEVANT b'1692674'
ACTION DOC 10000 1079 EXAMINING_DOCUMENT b'1692674'
ACTION MARK 10000 1082 CONSIDERED_RELEVANT b'1692674'
ACTION SNIPPET 10000 1085 SNIPPET_RELEVANT b'1644425'
ACTION DOC 10000 1105 EXAMINING_DOCUMENT b'1644425'
ACTION MARK 10000 1108 CONSIDERED_RELEVANT b'1644425'
ACTION SNIPPET 10000 1111 SEEN_PREVIOUSLY b'89039'
ACTION SNIPPET 10000 1114 SNIPPET_NOT_RELEVANT b'1641115'
ACTION SNIPPET 10000 1117 SNIPPET_NOT_RELEVANT b'405926'
ACTION SNIPPET 10000 1120 SNIPPET_NOT_RELEVANT b'1649325'
ACTION SNIPPET 10000 1123 SEEN_PREVIOUSLY b'241193'
ACTION SNIPPET 10000 1126 SNIPPET_NOT_RELEVANT b'1656950'
ACTION SNIPPET 10000 1129 SNIPPET_NOT_RELEVANT b'1693194'
ACTION SNIPPET 10000 1132 SNIPPET_NOT_RELEVANT b'1641417'
ACTION SNIPPET 10000 1135 SNIPPET_NOT_RELEVANT b'1670982'
ACTION SNIPPET 10000 1138 SNIPPET_RELEVANT b'98091'
ACTION DOC 10000 1158 EXAMINING_DOCUMENT b'98091'
ACTION MARK 10000 1161 CONSIDERED_RELEVANT b'98091'
ACTION SNIPPET 10000 1164 SNIPPET_NOT_RELEVANT b'1693558'
ACTION SNIPPET 10000 1167 SNIPPET_RELEVANT b'671873'
ACTION DOC 10000 1187 EXAMINING_DOCUMENT b'671873'
ACTION MARK 10000 1190 CONSIDERED_RELEVANT b'671873'
ACTION SNIPPET 10000 1193 SNIPPET_RELEVANT b'82625'
ACTION DOC 10000 1213 EXAMINING_DOCUMENT b'82625'
ACTION MARK 10000 1216 CONSIDERED_RELEVANT b'82625'
ACTION SNIPPET 10000 1219 SNIPPET_NOT_RELEVANT b'96837'
ACTION SNIPPET 10000 1222 SNIPPET_NOT_RELEVANT b'1189158'
ACTION SNIPPET 10000 1225 SNIPPET_NOT_RELEVANT b'419528'
ACTION SNIPPET 10000 1228 SNIPPET_RELEVANT b'693223'
ACTION DOC 10000 1248 EXAMINING_DOCUMENT b'693223'
ACTION MARK 10000 1251 CONSIDERED_RELEVANT b'693223'
ACTION SNIPPET 10000 1254 SEEN_PREVIOUSLY b'632244'
ACTION SNIPPET 10000 1257 SNIPPET_NOT_RELEVANT b'1812939'
ACTION SNIPPET 10000 1260 SNIPPET_RELEVANT b'1507974'
ACTION DOC 10000 1280 EXAMINING_DOCUMENT b'1507974'
ACTION MARK 10000 1283 CONSIDERED_RELEVANT b'1507974'
ACTION SNIPPET 10000 1286 SNIPPET_NOT_RELEVANT b'1785304'
ACTION SNIPPET 10000 1289 SEEN_PREVIOUSLY b'1849886'
ACTION SNIPPET 10000 1292 SNIPPET_RELEVANT b'1272225'
ACTION DOC 10000 1312 EXAMINING_DOCUMENT b'1272225'
ACTION MARK 10000 1315 CONSIDERED_RELEVANT b'1272225'
ACTION SNIPPET 10000 1318 SNIPPET_RELEVANT b'400334'
ACTION DOC 10000 1338 EXAMINING_DOCUMENT b'400334'
ACTION MARK 10000 1341 CONSIDERED_RELEVANT b'400334'
ACTION SNIPPET 10000 1344 SNIPPET_NOT_RELEVANT b'769446'
ACTION SNIPPET 10000 1347 SNIPPET_NOT_RELEVANT b'239495'
ACTION SNIPPET 10000 1350 SNIPPET_NOT_RELEVANT b'867528'
ACTION SNIPPET 10000 1353 SNIPPET_NOT_RELEVANT b'828088'
ACTION SNIPPET 10000 1356 SNIPPET_NOT_RELEVANT b'1007534'
ACTION SNIPPET 10000 1359 SNIPPET_NOT_RELEVANT b'1043126'
ACTION SNIPPET 10000 1362 SNIPPET_NOT_RELEVANT b'507377'
ACTION SNIPPET 10000 1365 SNIPPET_RELEVANT b'1507659'
ACTION DOC 10000 1385 EXAMINING_DOCUMENT b'1507659'
ACTION MARK 10000 1388 CONSIDERED_RELEVANT b'1507659'
ACTION SNIPPET 10000 1391 SNIPPET_RELEVANT b'66881'
ACTION DOC 10000 1411 EXAMINING_DOCUMENT b'66881'
ACTION MARK 10000 1414 CONSIDERED_RELEVANT b'66881'
ACTION SNIPPET 10000 1417 SNIPPET_NOT_RELEVANT b'548814'
ACTION SNIPPET 10000 1420 SNIPPET_NOT_RELEVANT b'1849105'
ACTION SNIPPET 10000 1423 SNIPPET_NOT_RELEVANT b'134881'
ACTION SNIPPET 10000 1426 SNIPPET_NOT_RELEVANT b'238790'
ACTION SNIPPET 10000 1429 SNIPPET_NOT_RELEVANT b'1374845'
ACTION SNIPPET 10000 1432 SNIPPET_NOT_RELEVANT b'54645'
ACTION SNIPPET 10000 1435 SNIPPET_RELEVANT b'1419716'
ACTION DOC 10000 1455 EXAMINING_DOCUMENT b'1419716'
ACTION MARK 10000 1458 CONSIDERED_RELEVANT b'1419716'
ACTION SNIPPET 10000 1461 SNIPPET_NOT_RELEVANT b'1506826'
ACTION SNIPPET 10000 1464 SNIPPET_NOT_RELEVANT b'376240'
ACTION SNIPPET 10000 1467 SNIPPET_NOT_RELEVANT b'326315'
ACTION SNIPPET 10000 1470 SNIPPET_NOT_RELEVANT b'1351731'
ACTION SNIPPET 10000 1473 SNIPPET_NOT_RELEVANT b'361602'
ACTION SNIPPET 10000 1476 SNIPPET_NOT_RELEVANT b'22858'
INFO SERP_END_REACHED 
ACTION QUERY 10000 1486 Global warming monitoring ships
ACTION SERP 10000 1491 EXAMINE_SERP
ACTION SNIPPET 10000 1494 SNIPPET_RELEVANT b'1231777'
ACTION DOC 10000 1514 EXAMINING_DOCUMENT b'1231777'
ACTION MARK 10000 1517 CONSIDERED_RELEVANT b'1231777'
ACTION SNIPPET 10000 1520 SNIPPET_NOT_RELEVANT b'1732234'
ACTION SNIPPET 10000 1523 SNIPPET_NOT_RELEVANT b'182388'
ACTION SNIPPET 10000 1526 SNIPPET_RELEVANT b'1240634'
ACTION DOC 10000 1546 EXAMINING_DOCUMENT b'1240634'
ACTION MARK 10000 1549 CONSIDERED_RELEVANT b'1240634'
ACTION SNIPPET 10000 1552 SNIPPET_RELEVANT b'1057319'
ACTION DOC 10000 1572 EXAMINING_DOCUMENT b'1057319'
ACTION MARK 10000 1575 CONSIDERED_RELEVANT b'1057319'
ACTION SNIPPET 10000 1578 SNIPPET_RELEVANT b'117471'
ACTION DOC 10000 1598 EXAMINING_DOCUMENT b'117471'
ACTION MARK 10000 1601 CONSIDERED_RELEVANT b'117471'
ACTION SNIPPET 10000 1604 SNIPPET_NOT_RELEVANT b'983475'
ACTION SNIPPET 10000 1607 SNIPPET_RELEVANT b'630566'
ACTION DOC 10000 1627 EXAMINING_DOCUMENT b'630566'
ACTION MARK 10000 1630 CONSIDERED_RELEVANT b'630566'
ACTION SNIPPET 10000 1633 SNIPPET_NOT_RELEVANT b'220371'
ACTION SNIPPET 10000 1636 SNIPPET_NOT_RELEVANT b'1243251'
ACTION SNIPPET 10000 1639 SNIPPET_NOT_RELEVANT b'1508698'
ACTION SNIPPET 10000 1642 SNIPPET_NOT_RELEVANT b'1740979'
ACTION SNIPPET 10000 1645 SNIPPET_NOT_RELEVANT b'817126'
ACTION SNIPPET 10000 1648 SNIPPET_RELEVANT b'1811283'
ACTION DOC 10000 1668 EXAMINING_DOCUMENT b'1811283'
ACTION MARK 10000 1671 CONSIDERED_RELEVANT b'1811283'
ACTION SNIPPET 10000 1674 SNIPPET_RELEVANT b'1523523'
ACTION DOC 10000 1694 EXAMINING_DOCUMENT b'1523523'
ACTION MARK 10000 1697 CONSIDERED_RELEVANT b'1523523'
ACTION SNIPPET 10000 1700 SNIPPET_NOT_RELEVANT b'309112'
ACTION SNIPPET 10000 1703 SNIPPET_NOT_RELEVANT b'443639'
ACTION SNIPPET 10000 1706 SNIPPET_NOT_RELEVANT b'243638'
ACTION SNIPPET 10000 1709 SNIPPET_NOT_RELEVANT b'1187366'
ACTION SNIPPET 10000 1712 SNIPPET_NOT_RELEVANT b'864963'
ACTION SNIPPET 10000 1715 SNIPPET_RELEVANT b'678673'
ACTION DOC 10000 1735 EXAMINING_DOCUMENT b'678673'
ACTION MARK 10000 1738 CONSIDERED_RELEVANT b'678673'
ACTION SNIPPET 10000 1741 SNIPPET_NOT_RELEVANT b'1269697'
ACTION SNIPPET 10000 1744 SNIPPET_NOT_RELEVANT b'1723885'
ACTION SNIPPET 10000 1747 SNIPPET_RELEVANT b'1055537'
ACTION DOC 10000 1767 EXAMINING_DOCUMENT b'1055537'
ACTION MARK 10000 1770 CONSIDERED_RELEVANT b'1055537'
ACTION SNIPPET 10000 1773 SNIPPET_RELEVANT b'460279'
ACTION DOC 10000 1793 EXAMINING_DOCUMENT b'460279'
ACTION MARK 10000 1796 CONSIDERED_RELEVANT b'460279'
ACTION SNIPPET 10000 1799 SNIPPET_NOT_RELEVANT b'279808'
ACTION SNIPPET 10000 1802 SNIPPET_NOT_RELEVANT b'860028'
ACTION SNIPPET 10000 1805 SNIPPET_NOT_RELEVANT b'605332'
ACTION SNIPPET 10000 1808 SNIPPET_NOT_RELEVANT b'1803029'
ACTION SNIPPET 10000 1811 SNIPPET_NOT_RELEVANT b'960352'
ACTION SNIPPET 10000 1814 SNIPPET_NOT_RELEVANT b'753640'
ACTION SNIPPET 10000 1817 SNIPPET_RELEVANT b'1303368'
ACTION DOC 10000 1837 EXAMINING_DOCUMENT b'1303368'
ACTION MARK 10000 1840 CONSIDERED_RELEVANT b'1303368'
ACTION SNIPPET 10000 1843 SNIPPET_NOT_RELEVANT b'1568581'
ACTION SNIPPET 10000 1846 SNIPPET_RELEVANT b'1214011'
ACTION DOC 10000 1866 EXAMINING_DOCUMENT b'1214011'
ACTION MARK 10000 1869 CONSIDERED_RELEVANT b'1214011'
ACTION SNIPPET 10000 1872 SNIPPET_NOT_RELEVANT b'1826932'
ACTION SNIPPET 10000 1875 SNIPPET_NOT_RELEVANT b'1223602'
ACTION SNIPPET 10000 1878 SNIPPET_NOT_RELEVANT b'205913'
ACTION SNIPPET 10000 1881 SNIPPET_NOT_RELEVANT b'1314418'
ACTION SNIPPET 10000 1884 SNIPPET_NOT_RELEVANT b'647756'
ACTION SNIPPET 10000 1887 SNIPPET_RELEVANT b'629875'
ACTION DOC 10000 1907 EXAMINING_DOCUMENT b'629875'
ACTION MARK 10000 1910 CONSIDERED_RELEVANT b'629875'
ACTION SNIPPET 10000 1913 SNIPPET_NOT_RELEVANT b'294019'
ACTION SNIPPET 10000 1916 SNIPPET_RELEVANT b'916063'
ACTION DOC 10000 1936 EXAMINING_DOCUMENT b'916063'
ACTION MARK 10000 1939 CONSIDERED_RELEVANT b'916063'
ACTION SNIPPET 10000 1942 SNIPPET_NOT_RELEVANT b'1672230'
ACTION SNIPPET 10000 1945 SNIPPET_NOT_RELEVANT b'399615'
ACTION SNIPPET 10000 1948 SNIPPET_NOT_RELEVANT b'1756069'
ACTION SNIPPET 10000 1951 SNIPPET_NOT_RELEVANT b'1385034'
ACTION SNIPPET 10000 1954 SNIPPET_NOT_RELEVANT b'226845'
ACTION SNIPPET 10000 1957 SNIPPET_NOT_RELEVANT b'139534'
ACTION SNIPPET 10000 1960 SNIPPET_NOT_RELEVANT b'362356'
ACTION SNIPPET 10000 1963 SNIPPET_NOT_RELEVANT b'345085'
INFO SERP_END_REACHED 
ACTION QUERY 10000 1973 Deep sea robot usage on vessels
ACTION SERP 10000 1978 EXAMINE_SERP
ACTION SNIPPET 10000 1981 SNIPPET_RELEVANT b'1092802'
ACTION DOC 10000 2001 EXAMINING_DOCUMENT b'1092802'
ACTION MARK 10000 2004 CONSIDERED_RELEVANT b'1092802'
ACTION SNIPPET 10000 2007 SEEN_PREVIOUSLY b'59321'
ACTION SNIPPET 10000 2010 SEEN_PREVIOUSLY b'260759'
ACTION SNIPPET 10000 2013 SNIPPET_RELEVANT b'648006'
ACTION DOC 10000 2033 EXAMINING_DOCUMENT b'648006'
ACTION MARK 10000 2036 CONSIDERED_RELEVANT b'648006'
ACTION SNIPPET 10000 2039 SNIPPET_RELEVANT b'829703'
ACTION DOC 10000 2059 EXAMINING_DOCUMENT b'829703'
ACTION MARK 10000 2062 CONSIDERED_RELEVANT b'829703'
ACTION SNIPPET 10000 2065 SNIPPET_RELEVANT b'47678'
ACTION DOC 10000 2085 EXAMINING_DOCUMENT b'47678'
ACTION MARK 10000 2088 CONSIDERED_RELEVANT b'47678'
ACTION SNIPPET 10000 2091 SEEN_PREVIOUSLY b'947404'
ACTION SNIPPET 10000 2094 SNIPPET_NOT_RELEVANT b'100454'
ACTION SNIPPET 10000 2097 SNIPPET_NOT_RELEVANT b'616315'
ACTION SNIPPET 10000 2100 SEEN_PREVIOUSLY b'400334'
ACTION SNIPPET 10000 2103 SEEN_PREVIOUSLY b'1792658'
ACTION SNIPPET 10000 2106 SNIPPET_NOT_RELEVANT b'1693558'
ACTION SNIPPET 10000 2109 SNIPPET_RELEVANT b'1071669'
ACTION DOC 10000 2129 EXAMINING_DOCUMENT b'1071669'
ACTION MARK 10000 2132 CONSIDERED_RELEVANT b'1071669'
ACTION SNIPPET 10000 2135 SEEN_PREVIOUSLY b'671873'
ACTION SNIPPET 10000 2138 SNIPPET_RELEVANT b'750838'
ACTION DOC 10000 2158 EXAMINING_DOCUMENT b'750838'
ACTION MARK 10000 2161 CONSIDERED_RELEVANT b'750838'
ACTION SNIPPET 10000 2164 SNIPPET_RELEVANT b'587376'
ACTION DOC 10000 2184 EXAMINING_DOCUMENT b'587376'
ACTION MARK 10000 2187 CONSIDERED_RELEVANT b'587376'
ACTION SNIPPET 10000 2190 SNIPPET_NOT_RELEVANT b'702094'
ACTION SNIPPET 10000 2193 SNIPPET_RELEVANT b'587377'
ACTION DOC 10000 2213 EXAMINING_DOCUMENT b'587377'
ACTION MARK 10000 2216 CONSIDERED_RELEVANT b'587377'
ACTION SNIPPET 10000 2219 SNIPPET_NOT_RELEVANT b'1111665'
ACTION SNIPPET 10000 2222 SNIPPET_RELEVANT b'1151767'
ACTION DOC 10000 2242 EXAMINING_DOCUMENT b'1151767'
ACTION MARK 10000 2245 CONSIDERED_RELEVANT b'1151767'
ACTION SNIPPET 10000 2248 SNIPPET_NOT_RELEVANT b'867528'
ACTION SNIPPET 10000 2251 SNIPPET_RELEVANT b'1244235'
ACTION DOC 10000 2271 EXAMINING_DOCUMENT b'1244235'
ACTION MARK 10000 2274 CONSIDERED_RELEVANT b'1244235'
ACTION SNIPPET 10000 2277 SNIPPET_RELEVANT b'65863'
ACTION DOC 10000 2297 EXAMINING_DOCUMENT b'65863'
ACTION MARK 10000 2300 CONSIDERED_RELEVANT b'65863'
ACTION SNIPPET 10000 2303 SNIPPET_NOT_RELEVANT b'212506'
ACTION SNIPPET 10000 2306 SNIPPET_RELEVANT b'594981'
ACTION DOC 10000 2326 EXAMINING_DOCUMENT b'594981'
ACTION MARK 10000 2329 CONSIDERED_RELEVANT b'594981'
ACTION SNIPPET 10000 2332 SNIPPET_RELEVANT b'279254'
ACTION DOC 10000 2352 EXAMINING_DOCUMENT b'279254'
ACTION MARK 10000 2355 CONSIDERED_RELEVANT b'279254'
ACTION SNIPPET 10000 2358 SNIPPET_NOT_RELEVANT b'1312068'
ACTION SNIPPET 10000 2361 SNIPPET_NOT_RELEVANT b'997108'
ACTION SNIPPET 10000 2364 SNIPPET_NOT_RELEVANT b'781698'
ACTION SNIPPET 10000 2367 SNIPPET_RELEVANT b'1152213'
ACTION DOC 10000 2387 EXAMINING_DOCUMENT b'1152213'
ACTION MARK 10000 2390 CONSIDERED_RELEVANT b'1152213'
ACTION SNIPPET 10000 2393 SEEN_PREVIOUSLY b'629875'
ACTION SNIPPET 10000 2396 SNIPPET_RELEVANT b'1460071'
ACTION DOC 10000 2416 EXAMINING_DOCUMENT b'1460071'
ACTION MARK 10000 2419 CONSIDERED_RELEVANT b'1460071'
ACTION SNIPPET 10000 2422 SNIPPET_NOT_RELEVANT b'1102538'
ACTION SNIPPET 10000 2425 SNIPPET_NOT_RELEVANT b'461761'
ACTION SNIPPET 10000 2428 SNIPPET_NOT_RELEVANT b'461642'
ACTION SNIPPET 10000 2431 SNIPPET_RELEVANT b'1053549'
ACTION DOC 10000 2451 EXAMINING_DOCUMENT b'1053549'
ACTION MARK 10000 2454 CONSIDERED_RELEVANT b'1053549'
ACTION SNIPPET 10000 2457 SNIPPET_NOT_RELEVANT b'1007534'
ACTION SNIPPET 10000 2460 SNIPPET_NOT_RELEVANT b'709283'
ACTION SNIPPET 10000 2463 SNIPPET_NOT_RELEVANT b'1781203'
ACTION SNIPPET 10000 2466 SNIPPET_RELEVANT b'1534889'
ACTION DOC 10000 2486 EXAMINING_DOCUMENT b'1534889'
ACTION MARK 10000 2489 CONSIDERED_RELEVANT b'1534889'
