ACTION QUERY 10000 10 oceanographic vessels
ACTION SNIPPET 10000 590 SNIPPET_RELEVANT b'1725332'
ACTION DOC 10000 610 EXAMINING_DOCUMENT b'1725332'
ACTION MARK 10000 613 CONSIDERED_RELEVANT b'1725332'
ACTION SNIPPET 10000 616 SNIPPET_NOT_RELEVANT b'1785304'
ACTION SNIPPET 10000 619 SNIPPET_RELEVANT b'1193304'
ACTION DOC 10000 639 EXAMINING_DOCUMENT b'1193304'
ACTION SNIPPET 10000 642 SNIPPET_NOT_RELEVANT b'1324421'
ACTION SNIPPET 10000 645 SNIPPET_RELEVANT b'1127471'
ACTION DOC 10000 665 EXAMINING_DOCUMENT b'1127471'
ACTION MARK 10000 668 CONSIDERED_RELEVANT b'1127471'
ACTION SNIPPET 10000 671 SNIPPET_NOT_RELEVANT b'66945'
ACTION SNIPPET 10000 674 SNIPPET_NOT_RELEVANT b'23463'
ACTION SNIPPET 10000 677 SNIPPET_NOT_RELEVANT b'1574510'
ACTION SNIPPET 10000 680 SNIPPET_RELEVANT b'947404'
ACTION DOC 10000 700 EXAMINING_DOCUMENT b'947404'
ACTION MARK 10000 703 CONSIDERED_RELEVANT b'947404'
ACTION SNIPPET 10000 706 SNIPPET_RELEVANT b'843759'
ACTION DOC 10000 726 EXAMINING_DOCUMENT b'843759'
ACTION MARK 10000 729 CONSIDERED_RELEVANT b'843759'
ACTION SNIPPET 10000 732 SNIPPET_RELEVANT b'260759'
ACTION DOC 10000 752 EXAMINING_DOCUMENT b'260759'
ACTION MARK 10000 755 CONSIDERED_RELEVANT b'260759'
ACTION SNIPPET 10000 758 SNIPPET_NOT_RELEVANT b'610519'
ACTION SNIPPET 10000 761 SNIPPET_NOT_RELEVANT b'1349153'
ACTION SNIPPET 10000 764 SNIPPET_RELEVANT b'59228'
ACTION DOC 10000 784 EXAMINING_DOCUMENT b'59228'
ACTION MARK 10000 787 CONSIDERED_RELEVANT b'59228'
ACTION SNIPPET 10000 790 SNIPPET_NOT_RELEVANT b'285488'
ACTION SNIPPET 10000 793 SNIPPET_RELEVANT b'263223'
ACTION DOC 10000 813 EXAMINING_DOCUMENT b'263223'
ACTION MARK 10000 816 CONSIDERED_RELEVANT b'263223'
ACTION SNIPPET 10000 819 SNIPPET_NOT_RELEVANT b'492257'
ACTION SNIPPET 10000 822 SNIPPET_RELEVANT b'72488'
ACTION DOC 10000 842 EXAMINING_DOCUMENT b'72488'
ACTION SNIPPET 10000 845 SNIPPET_RELEVANT b'331242'
ACTION DOC 10000 865 EXAMINING_DOCUMENT b'331242'
ACTION SNIPPET 10000 868 SNIPPET_NOT_RELEVANT b'318097'
ACTION QUERY 10000 878 Oceanographic vessel activity
ACTION SERP 10000 883 EXAMINE_SERP
ACTION SNIPPET 10000 886 SEEN_PREVIOUSLY b'1426960'
ACTION SNIPPET 10000 889 SEEN_PREVIOUSLY b'382324'
ACTION SNIPPET 10000 892 SEEN_PREVIOUSLY b'660630'
ACTION SNIPPET 10000 895 SEEN_PREVIOUSLY b'89039'
ACTION SNIPPET 10000 898 SEEN_PREVIOUSLY b'171292'
ACTION SNIPPET 10000 901 SEEN_PREVIOUSLY b'1490050'
ACTION SNIPPET 10000 904 SEEN_PREVIOUSLY b'24141'
ACTION SNIPPET 10000 907 SEEN_PREVIOUSLY b'1725332'
ACTION SNIPPET 10000 910 SEEN_PREVIOUSLY b'529662'
ACTION SNIPPET 10000 913 SEEN_PREVIOUSLY b'219569'
ACTION SNIPPET 10000 916 SNIPPET_RELEVANT b'1564015'
ACTION DOC 10000 936 EXAMINING_DOCUMENT b'1564015'
ACTION QUERY 10000 946 Undersea mapping vessels
ACTION SERP 10000 951 EXAMINE_SERP
ACTION SNIPPET 10000 954 SNIPPET_RELEVANT b'1642140'
ACTION DOC 10000 974 EXAMINING_DOCUMENT b'1642140'
ACTION MARK 10000 977 CONSIDERED_RELEVANT b'1642140'
ACTION SNIPPET 10000 980 SNIPPET_RELEVANT b'1645565'
ACTION DOC 10000 1000 EXAMINING_DOCUMENT b'1645565'
ACTION SNIPPET 10000 1003 SNIPPET_NOT_RELEVANT b'1692674'
ACTION SNIPPET 10000 1006 SNIPPET_NOT_RELEVANT b'1644425'
ACTION SNIPPET 10000 1009 SEEN_PREVIOUSLY b'89039'
ACTION SNIPPET 10000 1012 SNIPPET_NOT_RELEVANT b'1641115'
ACTION SNIPPET 10000 1015 SNIPPET_RELEVANT b'405926'
ACTION DOC 10000 1035 EXAMINING_DOCUMENT b'405926'
ACTION QUERY 10000 1045 Global warming monitoring ships
ACTION SERP 10000 1050 EXAMINE_SERP
ACTION SNIPPET 10000 1053 SNIPPET_RELEVANT b'1231777'
ACTION DOC 10000 1073 EXAMINING_DOCUMENT b'1231777'
ACTION MARK 10000 1076 CONSIDERED_RELEVANT b'1231777'
ACTION SNIPPET 10000 1079 SNIPPET_NOT_RELEVANT b'1732234'
ACTION SNIPPET 10000 1082 SNIPPET_NOT_RELEVANT b'182388'
ACTION SNIPPET 10000 1085 SNIPPET_RELEVANT b'1240634'
ACTION DOC 10000 1105 EXAMINING_DOCUMENT b'1240634'
ACTION MARK 10000 1108 CONSIDERED_RELEVANT b'1240634'
ACTION SNIPPET 10000 1111 SNIPPET_RELEVANT b'1057319'
ACTION DOC 10000 1131 EXAMINING_DOCUMENT b'1057319'
ACTION MARK 10000 1134 CONSIDERED_RELEVANT b'1057319'
ACTION SNIPPET 10000 1137 SNIPPET_RELEVANT b'117471'
ACTION DOC 10000 1157 EXAMINING_DOCUMENT b'117471'
ACTION MARK 10000 1160 CONSIDERED_RELEVANT b'117471'
ACTION SNIPPET 10000 1163 SNIPPET_RELEVANT b'983475'
ACTION DOC 10000 1183 EXAMINING_DOCUMENT b'983475'
ACTION SNIPPET 10000 1186 SNIPPET_RELEVANT b'630566'
ACTION DOC 10000 1206 EXAMINING_DOCUMENT b'630566'
ACTION MARK 10000 1209 CONSIDERED_RELEVANT b'630566'
ACTION SNIPPET 10000 1212 SNIPPET_RELEVANT b'220371'
ACTION DOC 10000 1232 EXAMINING_DOCUMENT b'220371'
ACTION SNIPPET 10000 1235 SNIPPET_NOT_RELEVANT b'1243251'
ACTION SNIPPET 10000 1238 SNIPPET_RELEVANT b'1508698'
ACTION DOC 10000 1258 EXAMINING_DOCUMENT b'1508698'
ACTION SNIPPET 10000 1261 SNIPPET_NOT_RELEVANT b'1740979'
ACTION QUERY 10000 1271 Deep sea robot usage on vessels
ACTION SERP 10000 1276 EXAMINE_SERP
ACTION SNIPPET 10000 1279 SNIPPET_NOT_RELEVANT b'1092802'
ACTION SNIPPET 10000 1282 SNIPPET_RELEVANT b'59321'
ACTION DOC 10000 1302 EXAMINING_DOCUMENT b'59321'
ACTION MARK 10000 1305 CONSIDERED_RELEVANT b'59321'
ACTION SNIPPET 10000 1308 SEEN_PREVIOUSLY b'260759'
ACTION SNIPPET 10000 1311 SNIPPET_RELEVANT b'648006'
ACTION DOC 10000 1331 EXAMINING_DOCUMENT b'648006'
ACTION MARK 10000 1334 CONSIDERED_RELEVANT b'648006'
ACTION SNIPPET 10000 1337 SNIPPET_NOT_RELEVANT b'829703'
ACTION SNIPPET 10000 1340 SNIPPET_RELEVANT b'47678'
ACTION DOC 10000 1360 EXAMINING_DOCUMENT b'47678'
ACTION MARK 10000 1363 CONSIDERED_RELEVANT b'47678'
ACTION SNIPPET 10000 1366 SEEN_PREVIOUSLY b'947404'
ACTION SNIPPET 10000 1369 SNIPPET_RELEVANT b'100454'
ACTION DOC 10000 1389 EXAMINING_DOCUMENT b'100454'
ACTION SNIPPET 10000 1392 SNIPPET_NOT_RELEVANT b'616315'
ACTION SNIPPET 10000 1395 SNIPPET_RELEVANT b'400334'
ACTION DOC 10000 1415 EXAMINING_DOCUMENT b'400334'
ACTION MARK 10000 1418 CONSIDERED_RELEVANT b'400334'
ACTION SNIPPET 10000 1421 SEEN_PREVIOUSLY b'1792658'
ACTION SNIPPET 10000 1424 SNIPPET_RELEVANT b'1693558'
ACTION DOC 10000 1444 EXAMINING_DOCUMENT b'1693558'
ACTION SNIPPET 10000 1447 SNIPPET_RELEVANT b'1071669'
ACTION DOC 10000 1467 EXAMINING_DOCUMENT b'1071669'
ACTION MARK 10000 1470 CONSIDERED_RELEVANT b'1071669'
ACTION SNIPPET 10000 1473 SNIPPET_RELEVANT b'671873'
ACTION DOC 10000 1493 EXAMINING_DOCUMENT b'671873'
ACTION MARK 10000 1496 CONSIDERED_RELEVANT b'671873'
ACTION SNIPPET 10000 1499 SNIPPET_RELEVANT b'750838'
ACTION DOC 10000 1519 EXAMINING_DOCUMENT b'750838'
ACTION MARK 10000 1522 CONSIDERED_RELEVANT b'750838'
ACTION SNIPPET 10000 1525 SNIPPET_RELEVANT b'587376'
ACTION DOC 10000 1545 EXAMINING_DOCUMENT b'587376'
ACTION MARK 10000 1548 CONSIDERED_RELEVANT b'587376'
ACTION SNIPPET 10000 1551 SNIPPET_RELEVANT b'702094'
ACTION DOC 10000 1571 EXAMINING_DOCUMENT b'702094'
ACTION SNIPPET 10000 1574 SNIPPET_RELEVANT b'587377'
ACTION DOC 10000 1594 EXAMINING_DOCUMENT b'587377'
ACTION MARK 10000 1597 CONSIDERED_RELEVANT b'587377'
ACTION SNIPPET 10000 1600 SNIPPET_RELEVANT b'1111665'
ACTION DOC 10000 1620 EXAMINING_DOCUMENT b'1111665'
ACTION SNIPPET 10000 1623 SNIPPET_RELEVANT b'1151767'
ACTION DOC 10000 1643 EXAMINING_DOCUMENT b'1151767'
ACTION MARK 10000 1646 CONSIDERED_RELEVANT b'1151767'
ACTION SNIPPET 10000 1649 SNIPPET_NOT_RELEVANT b'867528'
ACTION SNIPPET 10000 1652 SNIPPET_RELEVANT b'1244235'
ACTION DOC 10000 1672 EXAMINING_DOCUMENT b'1244235'
ACTION MARK 10000 1675 CONSIDERED_RELEVANT b'1244235'
ACTION SNIPPET 10000 1678 SNIPPET_NOT_RELEVANT b'65863'
ACTION SNIPPET 10000 1681 SNIPPET_RELEVANT b'212506'
ACTION DOC 10000 1701 EXAMINING_DOCUMENT b'212506'
ACTION SNIPPET 10000 1704 SNIPPET_RELEVANT b'594981'
ACTION DOC 10000 1724 EXAMINING_DOCUMENT b'594981'
ACTION MARK 10000 1727 CONSIDERED_RELEVANT b'594981'
ACTION SNIPPET 10000 1730 SNIPPET_RELEVANT b'279254'
ACTION DOC 10000 1750 EXAMINING_DOCUMENT b'279254'
ACTION MARK 10000 1753 CONSIDERED_RELEVANT b'279254'
ACTION SNIPPET 10000 1756 SNIPPET_RELEVANT b'1312068'
ACTION DOC 10000 1776 EXAMINING_DOCUMENT b'1312068'
ACTION SNIPPET 10000 1779 SNIPPET_RELEVANT b'997108'
ACTION DOC 10000 1799 EXAMINING_DOCUMENT b'997108'
ACTION SNIPPET 10000 1802 SNIPPET_NOT_RELEVANT b'781698'
ACTION SNIPPET 10000 1805 SNIPPET_RELEVANT b'1152213'
ACTION DOC 10000 1825 EXAMINING_DOCUMENT b'1152213'
ACTION MARK 10000 1828 CONSIDERED_RELEVANT b'1152213'
ACTION SNIPPET 10000 1831 SNIPPET_RELEVANT b'629875'
ACTION DOC 10000 1851 EXAMINING_DOCUMENT b'629875'
ACTION MARK 10000 1854 CONSIDERED_RELEVANT b'629875'
ACTION SNIPPET 10000 1857 SNIPPET_NOT_RELEVANT b'1460071'
ACTION SNIPPET 10000 1860 SNIPPET_RELEVANT b'1102538'
ACTION DOC 10000 1880 EXAMINING_DOCUMENT b'1102538'
ACTION SNIPPET 10000 1883 SNIPPET_NOT_RELEVANT b'461761'
ACTION SNIPPET 10000 1886 SNIPPET_RELEVANT b'461642'
ACTION DOC 10000 1906 EXAMINING_DOCUMENT b'461642'
ACTION QUERY 10000 1916 Sunken ship exploration vessels
ACTION SERP 10000 1921 EXAMINE_SERP
ACTION SNIPPET 10000 1924 SNIPPET_RELEVANT b'1321639'
ACTION DOC 10000 1944 EXAMINING_DOCUMENT b'1321639'
ACTION SNIPPET 10000 1947 SNIPPET_RELEVANT b'1833489'
ACTION DOC 10000 1967 EXAMINING_DOCUMENT b'1833489'
ACTION QUERY 10000 1977 Marine environmental monitoring vessels
ACTION SERP 10000 1982 EXAMINE_SERP
ACTION SNIPPET 10000 1985 SNIPPET_RELEVANT b'983056'
ACTION DOC 10000 2005 EXAMINING_DOCUMENT b'983056'
ACTION SNIPPET 10000 2008 SNIPPET_NOT_RELEVANT b'278358'
ACTION SNIPPET 10000 2011 SNIPPET_NOT_RELEVANT b'233411'
ACTION SNIPPET 10000 2014 SNIPPET_NOT_RELEVANT b'860146'
ACTION SNIPPET 10000 2017 SNIPPET_NOT_RELEVANT b'582672'
ACTION SNIPPET 10000 2020 SNIPPET_RELEVANT b'251120'
ACTION DOC 10000 2040 EXAMINING_DOCUMENT b'251120'
ACTION QUERY 10000 2050 Research and development vessels
ACTION SERP 10000 2055 EXAMINE_SERP
ACTION SNIPPET 10000 2058 SNIPPET_NOT_RELEVANT b'266702'
ACTION SNIPPET 10000 2061 SNIPPET_RELEVANT b'695950'
ACTION DOC 10000 2081 EXAMINING_DOCUMENT b'695950'
ACTION SNIPPET 10000 2084 SNIPPET_RELEVANT b'261761'
ACTION DOC 10000 2104 EXAMINING_DOCUMENT b'261761'
ACTION QUERY 10000 2114 Oceanic resource exploration vessels
ACTION SERP 10000 2119 EXAMINE_SERP
ACTION SNIPPET 10000 2122 SEEN_PREVIOUSLY b'750838'
ACTION SNIPPET 10000 2125 SEEN_PREVIOUSLY b'1792658'
ACTION SNIPPET 10000 2128 SEEN_PREVIOUSLY b'671873'
ACTION SNIPPET 10000 2131 SEEN_PREVIOUSLY b'1849886'
ACTION SNIPPET 10000 2134 SNIPPET_NOT_RELEVANT b'406275'
ACTION SNIPPET 10000 2137 SNIPPET_NOT_RELEVANT b'166263'
ACTION SNIPPET 10000 2140 SNIPPET_NOT_RELEVANT b'769446'
ACTION SNIPPET 10000 2143 SEEN_PREVIOUSLY b'59228'
ACTION SNIPPET 10000 2146 SNIPPET_NOT_RELEVANT b'20825'
ACTION SNIPPET 10000 2149 SNIPPET_RELEVANT b'1507974'
ACTION DOC 10000 2169 EXAMINING_DOCUMENT b'1507974'
ACTION MARK 10000 2172 CONSIDERED_RELEVANT b'1507974'
ACTION SNIPPET 10000 2175 SNIPPET_NOT_RELEVANT b'1081145'
ACTION SNIPPET 10000 2178 SNIPPET_RELEVANT b'66881'
ACTION DOC 10000 2198 EXAMINING_DOCUMENT b'66881'
ACTION MARK 10000 2201 CONSIDERED_RELEVANT b'66881'
ACTION SNIPPET 10000 2204 SEEN_PREVIOUSLY b'1127471'
ACTION SNIPPET 10000 2207 SNIPPET_NOT_RELEVANT b'320804'
ACTION SNIPPET 10000 2210 SNIPPET_RELEVANT b'843381'
ACTION DOC 10000 2230 EXAMINING_DOCUMENT b'843381'
ACTION SNIPPET 10000 2233 SNIPPET_NOT_RELEVANT b'1182982'
ACTION SNIPPET 10000 2236 SEEN_PREVIOUSLY b'660630'
ACTION SNIPPET 10000 2239 SEEN_PREVIOUSLY b'1833489'
ACTION SNIPPET 10000 2242 SNIPPET_RELEVANT b'1324421'
ACTION DOC 10000 2262 EXAMINING_DOCUMENT b'1324421'
ACTION MARK 10000 2265 CONSIDERED_RELEVANT b'1324421'
ACTION SNIPPET 10000 2268 SNIPPET_NOT_RELEVANT b'262066'
ACTION SNIPPET 10000 2271 SNIPPET_NOT_RELEVANT b'295952'
ACTION SNIPPET 10000 2274 SNIPPET_RELEVANT b'1164022'
ACTION DOC 10000 2294 EXAMINING_DOCUMENT b'1164022'
ACTION SNIPPET 10000 2297 SNIPPET_RELEVANT b'42455'
ACTION DOC 10000 2317 EXAMINING_DOCUMENT b'42455'
ACTION MARK 10000 2320 CONSIDERED_RELEVANT b'42455'
ACTION SNIPPET 10000 2323 SNIPPET_RELEVANT b'868618'
ACTION DOC 10000 2343 EXAMINING_DOCUMENT b'868618'
ACTION MARK 10000 2346 CONSIDERED_RELEVANT b'868618'
ACTION SNIPPET 10000 2349 SEEN_PREVIOUSLY b'1642140'
ACTION SNIPPET 10000 2352 SNIPPET_RELEVANT b'1507993'
ACTION DOC 10000 2372 EXAMINING_DOCUMENT b'1507993'
ACTION SNIPPET 10000 2375 SEEN_PREVIOUSLY b'1645565'
ACTION SNIPPET 10000 2378 SNIPPET_NOT_RELEVANT b'616315'
ACTION SNIPPET 10000 2381 SNIPPET_NOT_RELEVANT b'1394039'
ACTION SNIPPET 10000 2384 SEEN_PREVIOUSLY b'632244'
ACTION SNIPPET 10000 2387 SNIPPET_RELEVANT b'1812939'
ACTION DOC 10000 2407 EXAMINING_DOCUMENT b'1812939'
ACTION QUERY 10000 2417 Survey ships involved in oceanography
ACTION SERP 10000 2422 EXAMINE_SERP
ACTION SNIPPET 10000 2425 SEEN_PREVIOUSLY b'89039'
ACTION SNIPPET 10000 2428 SEEN_PREVIOUSLY b'171292'
ACTION SNIPPET 10000 2431 SEEN_PREVIOUSLY b'750838'
ACTION SNIPPET 10000 2434 SNIPPET_NOT_RELEVANT b'41694'
ACTION SNIPPET 10000 2437 SNIPPET_RELEVANT b'1237641'
ACTION DOC 10000 2457 EXAMINING_DOCUMENT b'1237641'
ACTION MARK 10000 2460 CONSIDERED_RELEVANT b'1237641'
ACTION SNIPPET 10000 2463 SNIPPET_RELEVANT b'790326'
ACTION DOC 10000 2483 EXAMINING_DOCUMENT b'790326'
ACTION MARK 10000 2486 CONSIDERED_RELEVANT b'790326'
ACTION SNIPPET 10000 2489 SNIPPET_RELEVANT b'497273'
ACTION DOC 10000 2509 EXAMINING_DOCUMENT b'497273'
ACTION SNIPPET 10000 2512 SEEN_PREVIOUSLY b'1642140'
ACTION SNIPPET 10000 2515 SEEN_PREVIOUSLY b'117471'
ACTION SNIPPET 10000 2518 SNIPPET_NOT_RELEVANT b'778855'
ACTION SNIPPET 10000 2521 SNIPPET_RELEVANT b'36315'
ACTION DOC 10000 2541 EXAMINING_DOCUMENT b'36315'
ACTION QUERY 10000 2551 Remotely operated vehicles on oceanography vessels
ACTION SERP 10000 2556 EXAMINE_SERP
ACTION SNIPPET 10000 2559 SEEN_PREVIOUSLY b'89039'
ACTION SNIPPET 10000 2562 SEEN_PREVIOUSLY b'750838'
ACTION SNIPPET 10000 2565 SEEN_PREVIOUSLY b'1321639'
ACTION SNIPPET 10000 2568 SNIPPET_RELEVANT b'1692674'
ACTION DOC 10000 2588 EXAMINING_DOCUMENT b'1692674'
ACTION MARK 10000 2591 CONSIDERED_RELEVANT b'1692674'
ACTION SNIPPET 10000 2594 SEEN_PREVIOUSLY b'1792658'
ACTION SNIPPET 10000 2597 SNIPPET_RELEVANT b'1507659'
ACTION DOC 10000 2617 EXAMINING_DOCUMENT b'1507659'
ACTION MARK 10000 2620 CONSIDERED_RELEVANT b'1507659'
ACTION SNIPPET 10000 2623 SNIPPET_RELEVANT b'782532'
ACTION DOC 10000 2643 EXAMINING_DOCUMENT b'782532'
ACTION SNIPPET 10000 2646 SNIPPET_RELEVANT b'262066'
ACTION DOC 10000 2666 EXAMINING_DOCUMENT b'262066'
ACTION SNIPPET 10000 2669 SNIPPET_RELEVANT b'1081584'
ACTION DOC 10000 2689 EXAMINING_DOCUMENT b'1081584'
ACTION MARK 10000 2692 CONSIDERED_RELEVANT b'1081584'
ACTION SNIPPET 10000 2695 SNIPPET_NOT_RELEVANT b'1549888'
ACTION SNIPPET 10000 2698 SNIPPET_RELEVANT b'1496241'
ACTION DOC 10000 2718 EXAMINING_DOCUMENT b'1496241'
ACTION MARK 10000 2721 CONSIDERED_RELEVANT b'1496241'
ACTION SNIPPET 10000 2724 SEEN_PREVIOUSLY b'1725332'
ACTION SNIPPET 10000 2727 SEEN_PREVIOUSLY b'1564015'
ACTION SNIPPET 10000 2730 SEEN_PREVIOUSLY b'671873'
ACTION SNIPPET 10000 2733 SNIPPET_RELEVANT b'14100'
ACTION DOC 10000 2753 EXAMINING_DOCUMENT b'14100'
ACTION SNIPPET 10000 2756 SEEN_PREVIOUSLY b'1312068'
ACTION SNIPPET 10000 2759 SNIPPET_NOT_RELEVANT b'19825'
ACTION SNIPPET 10000 2762 SNIPPET_RELEVANT b'1184946'
ACTION DOC 10000 2782 EXAMINING_DOCUMENT b'1184946'
ACTION QUERY 10000 2792 Marine life research vessels
ACTION SERP 10000 2797 EXAMINE_SERP
ACTION SNIPPET 10000 2800 SEEN_PREVIOUSLY b'750838'
ACTION SNIPPET 10000 2803 SNIPPET_RELEVANT b'20825'
ACTION DOC 10000 2823 EXAMINING_DOCUMENT b'20825'
ACTION MARK 10000 2826 CONSIDERED_RELEVANT b'20825'
ACTION SNIPPET 10000 2829 SNIPPET_NOT_RELEVANT b'639822'
ACTION SNIPPET 10000 2832 SNIPPET_NOT_RELEVANT b'233411'
ACTION SNIPPET 10000 2835 SNIPPET_RELEVANT b'7032'
ACTION DOC 10000 2855 EXAMINING_DOCUMENT b'7032'
ACTION MARK 10000 2858 CONSIDERED_RELEVANT b'7032'
ACTION SNIPPET 10000 2861 SEEN_PREVIOUSLY b'7032'
ACTION SNIPPET 10000 2864 SEEN_PREVIOUSLY b'219569'
ACTION SNIPPET 10000 2867 SEEN_PREVIOUSLY b'1792658'
ACTION SNIPPET 10000 2870 SNIPPET_NOT_RELEVANT b'92862'
ACTION SNIPPET 10000 2873 SNIPPET_NOT_RELEVANT b'1254704'
ACTION SNIPPET 10000 2876 SNIPPET_RELEVANT b'137417'
ACTION DOC 10000 2896 EXAMINING_DOCUMENT b'137417'
ACTION SNIPPET 10000 2899 SNIPPET_RELEVANT b'376702'
ACTION DOC 10000 2919 EXAMINING_DOCUMENT b'376702'
ACTION MARK 10000 2922 CONSIDERED_RELEVANT b'376702'
ACTION SNIPPET 10000 2925 SNIPPET_NOT_RELEVANT b'1279936'
ACTION SNIPPET 10000 2928 SNIPPET_NOT_RELEVANT b'749634'
ACTION SNIPPET 10000 2931 SNIPPET_RELEVANT b'870774'
ACTION DOC 10000 2951 EXAMINING_DOCUMENT b'870774'
ACTION SNIPPET 10000 2954 SNIPPET_RELEVANT b'121213'
ACTION DOC 10000 2974 EXAMINING_DOCUMENT b'121213'
ACTION QUERY 10000 2984 Oceanographic research vessels
ACTION SERP 10000 2989 EXAMINE_SERP
ACTION SNIPPET 10000 2992 SEEN_PREVIOUSLY b'660630'
ACTION SNIPPET 10000 2995 SEEN_PREVIOUSLY b'89039'
ACTION SNIPPET 10000 2998 SEEN_PREVIOUSLY b'24141'
ACTION SNIPPET 10000 3001 SEEN_PREVIOUSLY b'219569'
ACTION SNIPPET 10000 3004 SEEN_PREVIOUSLY b'171292'
ACTION SNIPPET 10000 3007 SEEN_PREVIOUSLY b'529662'
ACTION SNIPPET 10000 3010 SEEN_PREVIOUSLY b'1564015'
ACTION SNIPPET 10000 3013 SEEN_PREVIOUSLY b'822258'
ACTION SNIPPET 10000 3016 SEEN_PREVIOUSLY b'779635'
ACTION SNIPPET 10000 3019 SEEN_PREVIOUSLY b'137558'
ACTION SNIPPET 10000 3022 SEEN_PREVIOUSLY b'1426960'
