ACTION QUERY 10000 10 journalist risks
ACTION DOC 10000 727 EXAMINING_DOCUMENT b'112519'
ACTION QUERY 10000 737 Journalist harassment
ACTION SERP 10000 742 EXAMINE_SERP
ACTION SNIPPET 10000 745 SNIPPET_RELEVANT b'1279275'
ACTION DOC 10000 765 EXAMINING_DOCUMENT b'1279275'
ACTION MARK 10000 768 CONSIDERED_RELEVANT b'1279275'
ACTION SNIPPET 10000 771 SNIPPET_NOT_RELEVANT b'66459'
ACTION SNIPPET 10000 774 SNIPPET_NOT_RELEVANT b'1399753'
ACTION SNIPPET 10000 777 SEEN_PREVIOUSLY b'1605593'
ACTION SNIPPET 10000 780 SNIPPET_RELEVANT b'1439158'
ACTION DOC 10000 800 EXAMINING_DOCUMENT b'1439158'
ACTION MARK 10000 803 CONSIDERED_RELEVANT b'1439158'
ACTION SNIPPET 10000 806 SNIPPET_NOT_RELEVANT b'573754'
ACTION SNIPPET 10000 809 SNIPPET_NOT_RELEVANT b'1611157'
ACTION SNIPPET 10000 812 SNIPPET_NOT_RELEVANT b'702529'
ACTION SNIPPET 10000 815 SNIPPET_RELEVANT b'1438557'
ACTION DOC 10000 835 EXAMINING_DOCUMENT b'1438557'
ACTION SNIPPET 10000 838 SNIPPET_RELEVANT b'1347378'
ACTION DOC 10000 858 EXAMINING_DOCUMENT b'1347378'
ACTION QUERY 10000 868 Journalist abuse
ACTION SERP 10000 873 EXAMINE_SERP
ACTION SNIPPET 10000 876 SNIPPET_NOT_RELEVANT b'926760'
ACTION SNIPPET 10000 879 SNIPPET_RELEVANT b'346960'
ACTION DOC 10000 899 EXAMINING_DOCUMENT b'346960'
ACTION MARK 10000 902 CONSIDERED_RELEVANT b'346960'
ACTION SNIPPET 10000 905 SNIPPET_NOT_RELEVANT b'1028944'
ACTION SNIPPET 10000 908 SNIPPET_RELEVANT b'331468'
ACTION DOC 10000 928 EXAMINING_DOCUMENT b'331468'
ACTION SNIPPET 10000 931 SNIPPET_NOT_RELEVANT b'270565'
ACTION SNIPPET 10000 934 SNIPPET_NOT_RELEVANT b'26087'
ACTION SNIPPET 10000 937 SNIPPET_RELEVANT b'561427'
ACTION DOC 10000 957 EXAMINING_DOCUMENT b'561427'
ACTION MARK 10000 960 CONSIDERED_RELEVANT b'561427'
ACTION SNIPPET 10000 963 SNIPPET_RELEVANT b'93110'
ACTION DOC 10000 983 EXAMINING_DOCUMENT b'93110'
ACTION SNIPPET 10000 986 SNIPPET_RELEVANT b'1399231'
ACTION DOC 10000 1006 EXAMINING_DOCUMENT b'1399231'
ACTION SNIPPET 10000 1009 SNIPPET_NOT_RELEVANT b'957043'
ACTION SNIPPET 10000 1012 SNIPPET_RELEVANT b'1150692'
ACTION DOC 10000 1032 EXAMINING_DOCUMENT b'1150692'
ACTION MARK 10000 1035 CONSIDERED_RELEVANT b'1150692'
ACTION SNIPPET 10000 1038 SNIPPET_NOT_RELEVANT b'1036265'
ACTION SNIPPET 10000 1041 SNIPPET_NOT_RELEVANT b'1063674'
ACTION SNIPPET 10000 1044 SNIPPET_RELEVANT b'1604537'
ACTION DOC 10000 1064 EXAMINING_DOCUMENT b'1604537'
ACTION SNIPPET 10000 1067 SNIPPET_RELEVANT b'1295930'
ACTION DOC 10000 1087 EXAMINING_DOCUMENT b'1295930'
ACTION QUERY 10000 1097 Media harassment
ACTION SERP 10000 1102 EXAMINE_SERP
ACTION SNIPPET 10000 1105 SNIPPET_NOT_RELEVANT b'1005456'
ACTION SNIPPET 10000 1108 SNIPPET_RELEVANT b'1309629'
ACTION DOC 10000 1128 EXAMINING_DOCUMENT b'1309629'
ACTION SNIPPET 10000 1131 SNIPPET_NOT_RELEVANT b'1064180'
ACTION SNIPPET 10000 1134 SNIPPET_RELEVANT b'248742'
ACTION DOC 10000 1154 EXAMINING_DOCUMENT b'248742'
ACTION QUERY 10000 1164 Media abuse
ACTION SERP 10000 1169 EXAMINE_SERP
ACTION SNIPPET 10000 1172 SNIPPET_NOT_RELEVANT b'1113125'
ACTION SNIPPET 10000 1175 SNIPPET_NOT_RELEVANT b'1581099'
ACTION SNIPPET 10000 1178 SNIPPET_NOT_RELEVANT b'415689'
ACTION SNIPPET 10000 1181 SNIPPET_NOT_RELEVANT b'385668'
ACTION SNIPPET 10000 1184 SNIPPET_NOT_RELEVANT b'1221569'
ACTION SNIPPET 10000 1187 SNIPPET_NOT_RELEVANT b'805674'
ACTION SNIPPET 10000 1190 SNIPPET_RELEVANT b'805597'
ACTION DOC 10000 1210 EXAMINING_DOCUMENT b'805597'
ACTION SNIPPET 10000 1213 SNIPPET_NOT_RELEVANT b'507367'
ACTION SNIPPET 10000 1216 SNIPPET_RELEVANT b'1191739'
ACTION DOC 10000 1236 EXAMINING_DOCUMENT b'1191739'
ACTION QUERY 10000 1246 War correspondent risks
ACTION SERP 10000 1251 EXAMINE_SERP
ACTION SNIPPET 10000 1254 SEEN_PREVIOUSLY b'1369835'
ACTION SNIPPET 10000 1257 SEEN_PREVIOUSLY b'1344903'
ACTION SNIPPET 10000 1260 SNIPPET_RELEVANT b'1424321'
ACTION DOC 10000 1280 EXAMINING_DOCUMENT b'1424321'
ACTION MARK 10000 1283 CONSIDERED_RELEVANT b'1424321'
ACTION SNIPPET 10000 1286 SNIPPET_RELEVANT b'1370863'
ACTION DOC 10000 1306 EXAMINING_DOCUMENT b'1370863'
ACTION MARK 10000 1309 CONSIDERED_RELEVANT b'1370863'
ACTION SNIPPET 10000 1312 SNIPPET_RELEVANT b'1370068'
ACTION DOC 10000 1332 EXAMINING_DOCUMENT b'1370068'
ACTION SNIPPET 10000 1335 SNIPPET_RELEVANT b'1476971'
ACTION DOC 10000 1355 EXAMINING_DOCUMENT b'1476971'
ACTION SNIPPET 10000 1358 SNIPPET_NOT_RELEVANT b'1228334'
ACTION SNIPPET 10000 1361 SEEN_PREVIOUSLY b'9862'
ACTION QUERY 10000 1371 Journalist kidnapped
ACTION SERP 10000 1376 EXAMINE_SERP
ACTION SNIPPET 10000 1379 SNIPPET_RELEVANT b'1364005'
ACTION DOC 10000 1399 EXAMINING_DOCUMENT b'1364005'
ACTION MARK 10000 1402 CONSIDERED_RELEVANT b'1364005'
ACTION SNIPPET 10000 1405 SNIPPET_RELEVANT b'385564'
ACTION DOC 10000 1425 EXAMINING_DOCUMENT b'385564'
ACTION MARK 10000 1428 CONSIDERED_RELEVANT b'385564'
ACTION SNIPPET 10000 1431 SNIPPET_RELEVANT b'51193'
ACTION DOC 10000 1451 EXAMINING_DOCUMENT b'51193'
ACTION MARK 10000 1454 CONSIDERED_RELEVANT b'51193'
ACTION SNIPPET 10000 1457 SNIPPET_NOT_RELEVANT b'118258'
ACTION SNIPPET 10000 1460 SNIPPET_NOT_RELEVANT b'1334687'
ACTION SNIPPET 10000 1463 SNIPPET_RELEVANT b'1145399'
ACTION DOC 10000 1483 EXAMINING_DOCUMENT b'1145399'
ACTION SNIPPET 10000 1486 SNIPPET_NOT_RELEVANT b'51761'
ACTION SNIPPET 10000 1489 SNIPPET_RELEVANT b'50338'
ACTION DOC 10000 1509 EXAMINING_DOCUMENT b'50338'
ACTION QUERY 10000 1519 Journalist killed
ACTION SERP 10000 1524 EXAMINE_SERP
ACTION SNIPPET 10000 1527 SNIPPET_RELEVANT b'741939'
ACTION DOC 10000 1547 EXAMINING_DOCUMENT b'741939'
ACTION MARK 10000 1550 CONSIDERED_RELEVANT b'741939'
ACTION SNIPPET 10000 1553 SNIPPET_RELEVANT b'1186050'
ACTION DOC 10000 1573 EXAMINING_DOCUMENT b'1186050'
ACTION MARK 10000 1576 CONSIDERED_RELEVANT b'1186050'
ACTION SNIPPET 10000 1579 SNIPPET_RELEVANT b'728599'
ACTION DOC 10000 1599 EXAMINING_DOCUMENT b'728599'
ACTION MARK 10000 1602 CONSIDERED_RELEVANT b'728599'
ACTION SNIPPET 10000 1605 SNIPPET_RELEVANT b'1631045'
ACTION DOC 10000 1625 EXAMINING_DOCUMENT b'1631045'
ACTION MARK 10000 1628 CONSIDERED_RELEVANT b'1631045'
ACTION SNIPPET 10000 1631 SEEN_PREVIOUSLY b'1477141'
ACTION SNIPPET 10000 1634 SEEN_PREVIOUSLY b'1279275'
ACTION SNIPPET 10000 1637 SNIPPET_RELEVANT b'1379100'
ACTION DOC 10000 1657 EXAMINING_DOCUMENT b'1379100'
ACTION MARK 10000 1660 CONSIDERED_RELEVANT b'1379100'
ACTION SNIPPET 10000 1663 SNIPPET_RELEVANT b'1308651'
ACTION DOC 10000 1683 EXAMINING_DOCUMENT b'1308651'
ACTION MARK 10000 1686 CONSIDERED_RELEVANT b'1308651'
ACTION SNIPPET 10000 1689 SEEN_PREVIOUSLY b'1547678'
ACTION SNIPPET 10000 1692 SEEN_PREVIOUSLY b'344024'
ACTION SNIPPET 10000 1695 SNIPPET_RELEVANT b'1739588'
ACTION DOC 10000 1715 EXAMINING_DOCUMENT b'1739588'
ACTION MARK 10000 1718 CONSIDERED_RELEVANT b'1739588'
ACTION SNIPPET 10000 1721 SNIPPET_NOT_RELEVANT b'1006072'
ACTION SNIPPET 10000 1724 SNIPPET_RELEVANT b'1537238'
ACTION DOC 10000 1744 EXAMINING_DOCUMENT b'1537238'
ACTION MARK 10000 1747 CONSIDERED_RELEVANT b'1537238'
ACTION SNIPPET 10000 1750 SNIPPET_RELEVANT b'1488047'
ACTION DOC 10000 1770 EXAMINING_DOCUMENT b'1488047'
ACTION MARK 10000 1773 CONSIDERED_RELEVANT b'1488047'
ACTION SNIPPET 10000 1776 SNIPPET_RELEVANT b'684535'
ACTION DOC 10000 1796 EXAMINING_DOCUMENT b'684535'
ACTION MARK 10000 1799 CONSIDERED_RELEVANT b'684535'
ACTION SNIPPET 10000 1802 SNIPPET_RELEVANT b'1516028'
ACTION DOC 10000 1822 EXAMINING_DOCUMENT b'1516028'
ACTION MARK 10000 1825 CONSIDERED_RELEVANT b'1516028'
ACTION SNIPPET 10000 1828 SNIPPET_RELEVANT b'1392654'
ACTION DOC 10000 1848 EXAMINING_DOCUMENT b'1392654'
ACTION SNIPPET 10000 1851 SNIPPET_RELEVANT b'335862'
ACTION DOC 10000 1871 EXAMINING_DOCUMENT b'335862'
ACTION MARK 10000 1874 CONSIDERED_RELEVANT b'335862'
ACTION SNIPPET 10000 1877 SNIPPET_RELEVANT b'1479424'
ACTION DOC 10000 1897 EXAMINING_DOCUMENT b'1479424'
ACTION MARK 10000 1900 CONSIDERED_RELEVANT b'1479424'
ACTION SNIPPET 10000 1903 SNIPPET_RELEVANT b'262426'
ACTION DOC 10000 1923 EXAMINING_DOCUMENT b'262426'
ACTION MARK 10000 1926 CONSIDERED_RELEVANT b'262426'
ACTION SNIPPET 10000 1929 SEEN_PREVIOUSLY b'1831146'
ACTION SNIPPET 10000 1932 SNIPPET_NOT_RELEVANT b'312176'
ACTION SNIPPET 10000 1935 SNIPPET_RELEVANT b'799257'
ACTION DOC 10000 1955 EXAMINING_DOCUMENT b'799257'
ACTION MARK 10000 1958 CONSIDERED_RELEVANT b'799257'
ACTION SNIPPET 10000 1961 SNIPPET_RELEVANT b'1478199'
ACTION DOC 10000 1981 EXAMINING_DOCUMENT b'1478199'
ACTION MARK 10000 1984 CONSIDERED_RELEVANT b'1478199'
ACTION SNIPPET 10000 1987 SNIPPET_RELEVANT b'1629092'
ACTION DOC 10000 2007 EXAMINING_DOCUMENT b'1629092'
ACTION MARK 10000 2010 CONSIDERED_RELEVANT b'1629092'
ACTION SNIPPET 10000 2013 SNIPPET_RELEVANT b'1793446'
ACTION DOC 10000 2033 EXAMINING_DOCUMENT b'1793446'
ACTION MARK 10000 2036 CONSIDERED_RELEVANT b'1793446'
ACTION SNIPPET 10000 2039 SNIPPET_RELEVANT b'23945'
ACTION DOC 10000 2059 EXAMINING_DOCUMENT b'23945'
ACTION MARK 10000 2062 CONSIDERED_RELEVANT b'23945'
ACTION SNIPPET 10000 2065 SNIPPET_NOT_RELEVANT b'1403875'
ACTION SNIPPET 10000 2068 SNIPPET_RELEVANT b'1570427'
ACTION DOC 10000 2088 EXAMINING_DOCUMENT b'1570427'
ACTION MARK 10000 2091 CONSIDERED_RELEVANT b'1570427'
ACTION SNIPPET 10000 2094 SNIPPET_NOT_RELEVANT b'1806087'
ACTION SNIPPET 10000 2097 SNIPPET_NOT_RELEVANT b'1513183'
ACTION SNIPPET 10000 2100 SNIPPET_RELEVANT b'670860'
ACTION DOC 10000 2120 EXAMINING_DOCUMENT b'670860'
ACTION MARK 10000 2123 CONSIDERED_RELEVANT b'670860'
ACTION SNIPPET 10000 2126 SEEN_PREVIOUSLY b'765922'
ACTION SNIPPET 10000 2129 SNIPPET_RELEVANT b'1615042'
ACTION DOC 10000 2149 EXAMINING_DOCUMENT b'1615042'
ACTION MARK 10000 2152 CONSIDERED_RELEVANT b'1615042'
ACTION SNIPPET 10000 2155 SNIPPET_RELEVANT b'376072'
ACTION DOC 10000 2175 EXAMINING_DOCUMENT b'376072'
ACTION SNIPPET 10000 2178 SNIPPET_RELEVANT b'420516'
ACTION DOC 10000 2198 EXAMINING_DOCUMENT b'420516'
ACTION MARK 10000 2201 CONSIDERED_RELEVANT b'420516'
ACTION SNIPPET 10000 2204 SNIPPET_RELEVANT b'573754'
ACTION DOC 10000 2224 EXAMINING_DOCUMENT b'573754'
ACTION MARK 10000 2227 CONSIDERED_RELEVANT b'573754'
ACTION SNIPPET 10000 2230 SNIPPET_NOT_RELEVANT b'719544'
ACTION SNIPPET 10000 2233 SNIPPET_RELEVANT b'1796821'
ACTION DOC 10000 2253 EXAMINING_DOCUMENT b'1796821'
ACTION MARK 10000 2256 CONSIDERED_RELEVANT b'1796821'
ACTION SNIPPET 10000 2259 SNIPPET_RELEVANT b'1821168'
ACTION DOC 10000 2279 EXAMINING_DOCUMENT b'1821168'
ACTION MARK 10000 2282 CONSIDERED_RELEVANT b'1821168'
ACTION SNIPPET 10000 2285 SNIPPET_RELEVANT b'1852701'
ACTION DOC 10000 2305 EXAMINING_DOCUMENT b'1852701'
ACTION MARK 10000 2308 CONSIDERED_RELEVANT b'1852701'
ACTION SNIPPET 10000 2311 SNIPPET_RELEVANT b'1139719'
ACTION DOC 10000 2331 EXAMINING_DOCUMENT b'1139719'
ACTION MARK 10000 2334 CONSIDERED_RELEVANT b'1139719'
ACTION SNIPPET 10000 2337 SEEN_PREVIOUSLY b'1344903'
ACTION SNIPPET 10000 2340 SNIPPET_RELEVANT b'836700'
ACTION DOC 10000 2360 EXAMINING_DOCUMENT b'836700'
ACTION MARK 10000 2363 CONSIDERED_RELEVANT b'836700'
ACTION SNIPPET 10000 2366 SNIPPET_RELEVANT b'1529387'
ACTION DOC 10000 2386 EXAMINING_DOCUMENT b'1529387'
ACTION MARK 10000 2389 CONSIDERED_RELEVANT b'1529387'
ACTION SNIPPET 10000 2392 SNIPPET_RELEVANT b'1346643'
ACTION DOC 10000 2412 EXAMINING_DOCUMENT b'1346643'
ACTION MARK 10000 2415 CONSIDERED_RELEVANT b'1346643'
ACTION SNIPPET 10000 2418 SNIPPET_NOT_RELEVANT b'1588544'
ACTION SNIPPET 10000 2421 SNIPPET_NOT_RELEVANT b'302083'
ACTION SNIPPET 10000 2424 SNIPPET_RELEVANT b'1389260'
ACTION DOC 10000 2444 EXAMINING_DOCUMENT b'1389260'
ACTION MARK 10000 2447 CONSIDERED_RELEVANT b'1389260'
ACTION SNIPPET 10000 2450 SNIPPET_NOT_RELEVANT b'87331'
INFO SERP_END_REACHED 
ACTION QUERY 10000 2460 Media killed
ACTION SERP 10000 2465 EXAMINE_SERP
ACTION SNIPPET 10000 2468 SNIPPET_RELEVANT b'1478235'
ACTION DOC 10000 2488 EXAMINING_DOCUMENT b'1478235'
ACTION SNIPPET 10000 2491 SNIPPET_NOT_RELEVANT b'71562'
ACTION SNIPPET 10000 2494 SNIPPET_RELEVANT b'377701'
ACTION DOC 10000 2514 EXAMINING_DOCUMENT b'377701'
ACTION QUERY 10000 2524 Journalist assault
ACTION SERP 10000 2529 EXAMINE_SERP
ACTION SNIPPET 10000 2532 SNIPPET_RELEVANT b'359191'
ACTION DOC 10000 2552 EXAMINING_DOCUMENT b'359191'
ACTION MARK 10000 2555 CONSIDERED_RELEVANT b'359191'
ACTION SNIPPET 10000 2558 SNIPPET_RELEVANT b'1071781'
ACTION DOC 10000 2578 EXAMINING_DOCUMENT b'1071781'
ACTION SNIPPET 10000 2581 SNIPPET_RELEVANT b'186202'
ACTION DOC 10000 2601 EXAMINING_DOCUMENT b'186202'
ACTION MARK 10000 2604 CONSIDERED_RELEVANT b'186202'
ACTION SNIPPET 10000 2607 SNIPPET_NOT_RELEVANT b'653249'
ACTION SNIPPET 10000 2610 SNIPPET_RELEVANT b'1823387'
ACTION DOC 10000 2630 EXAMINING_DOCUMENT b'1823387'
ACTION SNIPPET 10000 2633 SEEN_PREVIOUSLY b'1478199'
ACTION SNIPPET 10000 2636 SEEN_PREVIOUSLY b'1279275'
ACTION SNIPPET 10000 2639 SNIPPET_RELEVANT b'1525067'
ACTION DOC 10000 2659 EXAMINING_DOCUMENT b'1525067'
ACTION QUERY 10000 2669 Media assault
ACTION SERP 10000 2674 EXAMINE_SERP
ACTION SNIPPET 10000 2677 SNIPPET_RELEVANT b'482077'
ACTION DOC 10000 2697 EXAMINING_DOCUMENT b'482077'
ACTION SNIPPET 10000 2700 SNIPPET_NOT_RELEVANT b'710386'
ACTION SNIPPET 10000 2703 SNIPPET_RELEVANT b'1476326'
ACTION DOC 10000 2723 EXAMINING_DOCUMENT b'1476326'
ACTION QUERY 10000 2733 Press freedom violations
ACTION SERP 10000 2738 EXAMINE_SERP
ACTION SNIPPET 10000 2741 SNIPPET_RELEVANT b'1365608'
ACTION DOC 10000 2761 EXAMINING_DOCUMENT b'1365608'
ACTION SNIPPET 10000 2764 SNIPPET_NOT_RELEVANT b'53345'
ACTION SNIPPET 10000 2767 SNIPPET_RELEVANT b'428767'
ACTION DOC 10000 2787 EXAMINING_DOCUMENT b'428767'
ACTION QUERY 10000 2797 Journalist security
ACTION SERP 10000 2802 EXAMINE_SERP
ACTION SNIPPET 10000 2805 SNIPPET_RELEVANT b'349358'
ACTION DOC 10000 2825 EXAMINING_DOCUMENT b'349358'
ACTION MARK 10000 2828 CONSIDERED_RELEVANT b'349358'
ACTION SNIPPET 10000 2831 SNIPPET_NOT_RELEVANT b'1754147'
ACTION SNIPPET 10000 2834 SNIPPET_NOT_RELEVANT b'530680'
ACTION SNIPPET 10000 2837 SNIPPET_NOT_RELEVANT b'243675'
ACTION SNIPPET 10000 2840 SNIPPET_NOT_RELEVANT b'1335433'
ACTION SNIPPET 10000 2843 SNIPPET_NOT_RELEVANT b'308041'
ACTION SNIPPET 10000 2846 SNIPPET_RELEVANT b'3403'
ACTION DOC 10000 2866 EXAMINING_DOCUMENT b'3403'
ACTION MARK 10000 2869 CONSIDERED_RELEVANT b'3403'
ACTION SNIPPET 10000 2872 SEEN_PREVIOUSLY b'3403'
ACTION SNIPPET 10000 2875 SEEN_PREVIOUSLY b'799257'
ACTION SNIPPET 10000 2878 SNIPPET_RELEVANT b'258752'
ACTION DOC 10000 2898 EXAMINING_DOCUMENT b'258752'
ACTION MARK 10000 2901 CONSIDERED_RELEVANT b'258752'
ACTION SNIPPET 10000 2904 SNIPPET_NOT_RELEVANT b'1490835'
ACTION SNIPPET 10000 2907 SNIPPET_NOT_RELEVANT b'38520'
ACTION SNIPPET 10000 2910 SNIPPET_RELEVANT b'1827782'
ACTION DOC 10000 2930 EXAMINING_DOCUMENT b'1827782'
ACTION SNIPPET 10000 2933 SEEN_PREVIOUSLY b'1346643'
ACTION SNIPPET 10000 2936 SNIPPET_RELEVANT b'82096'
ACTION DOC 10000 2956 EXAMINING_DOCUMENT b'82096'
ACTION QUERY 10000 2966 Media security
ACTION SERP 10000 2971 EXAMINE_SERP
ACTION SNIPPET 10000 2974 SNIPPET_RELEVANT b'1454651'
ACTION DOC 10000 2994 EXAMINING_DOCUMENT b'1454651'
ACTION SNIPPET 10000 2997 SNIPPET_RELEVANT b'1198796'
ACTION DOC 10000 3017 EXAMINING_DOCUMENT b'1198796'
ACTION QUERY 10000 3027 Journalistic ethics violations
ACTION SERP 10000 3032 EXAMINE_SERP
ACTION SNIPPET 10000 3035 SNIPPET_NOT_RELEVANT b'1034511'
ACTION SNIPPET 10000 3038 SNIPPET_RELEVANT b'510389'
ACTION DOC 10000 3058 EXAMINING_DOCUMENT b'510389'
ACTION SNIPPET 10000 3061 SNIPPET_RELEVANT b'1140050'
ACTION DOC 10000 3081 EXAMINING_DOCUMENT b'1140050'
ACTION QUERY 10000 3091 Journalist censorship
ACTION SERP 10000 3096 EXAMINE_SERP
ACTION SNIPPET 10000 3099 SNIPPET_RELEVANT b'195164'
ACTION DOC 10000 3119 EXAMINING_DOCUMENT b'195164'
ACTION SNIPPET 10000 3122 SNIPPET_NOT_RELEVANT b'129042'
ACTION SNIPPET 10000 3125 SNIPPET_NOT_RELEVANT b'573949'
ACTION SNIPPET 10000 3128 SNIPPET_RELEVANT b'1399753'
ACTION DOC 10000 3148 EXAMINING_DOCUMENT b'1399753'
ACTION QUERY 10000 3158 Media censorship
ACTION SERP 10000 3163 EXAMINE_SERP
ACTION SNIPPET 10000 3166 SNIPPET_NOT_RELEVANT b'1297772'
ACTION SNIPPET 10000 3169 SNIPPET_RELEVANT b'513864'
ACTION DOC 10000 3189 EXAMINING_DOCUMENT b'513864'
ACTION SNIPPET 10000 3192 SNIPPET_NOT_RELEVANT b'425889'
ACTION SNIPPET 10000 3195 SNIPPET_RELEVANT b'149024'
ACTION DOC 10000 3215 EXAMINING_DOCUMENT b'149024'
ACTION QUERY 10000 3225 Journalist surveillance
ACTION SERP 10000 3230 EXAMINE_SERP
ACTION SNIPPET 10000 3233 SNIPPET_NOT_RELEVANT b'1763652'
ACTION SNIPPET 10000 3236 SNIPPET_NOT_RELEVANT b'329987'
