ACTION QUERY 10000 10 railway accidents
ACTION MARK 10000 775 CONSIDERED_RELEVANT b'1403609'
ACTION SNIPPET 10000 778 SNIPPET_RELEVANT b'1048102'
ACTION DOC 10000 798 EXAMINING_DOCUMENT b'1048102'
ACTION MARK 10000 801 CONSIDERED_RELEVANT b'1048102'
ACTION SNIPPET 10000 804 SNIPPET_NOT_RELEVANT b'48678'
ACTION SNIPPET 10000 807 SNIPPET_RELEVANT b'1668151'
ACTION DOC 10000 827 EXAMINING_DOCUMENT b'1668151'
ACTION MARK 10000 830 CONSIDERED_RELEVANT b'1668151'
ACTION SNIPPET 10000 833 SNIPPET_NOT_RELEVANT b'1369590'
ACTION SNIPPET 10000 836 SNIPPET_RELEVANT b'1360557'
ACTION DOC 10000 856 EXAMINING_DOCUMENT b'1360557'
ACTION MARK 10000 859 CONSIDERED_RELEVANT b'1360557'
ACTION SNIPPET 10000 862 SNIPPET_NOT_RELEVANT b'1373726'
ACTION SNIPPET 10000 865 SNIPPET_NOT_RELEVANT b'717098'
ACTION SNIPPET 10000 868 SNIPPET_NOT_RELEVANT b'191795'
ACTION SNIPPET 10000 871 SNIPPET_RELEVANT b'199517'
ACTION DOC 10000 891 EXAMINING_DOCUMENT b'199517'
ACTION SNIPPET 10000 894 SNIPPET_RELEVANT b'161660'
ACTION DOC 10000 914 EXAMINING_DOCUMENT b'161660'
ACTION SNIPPET 10000 917 SNIPPET_NOT_RELEVANT b'199826'
ACTION SNIPPET 10000 920 SNIPPET_RELEVANT b'650393'
ACTION DOC 10000 940 EXAMINING_DOCUMENT b'650393'
ACTION SNIPPET 10000 943 SNIPPET_NOT_RELEVANT b'965952'
ACTION SNIPPET 10000 946 SNIPPET_RELEVANT b'1552973'
ACTION DOC 10000 966 EXAMINING_DOCUMENT b'1552973'
INFO SERP_END_REACHED 
ACTION QUERY 10000 976 Train derailment
ACTION SERP 10000 981 EXAMINE_SERP
ACTION SNIPPET 10000 984 SNIPPET_NOT_RELEVANT b'661831'
ACTION SNIPPET 10000 987 SEEN_PREVIOUSLY b'112888'
ACTION SNIPPET 10000 990 SNIPPET_NOT_RELEVANT b'831760'
ACTION SNIPPET 10000 993 SNIPPET_RELEVANT b'1765670'
ACTION DOC 10000 1013 EXAMINING_DOCUMENT b'1765670'
ACTION MARK 10000 1016 CONSIDERED_RELEVANT b'1765670'
ACTION SNIPPET 10000 1019 SNIPPET_RELEVANT b'1239717'
ACTION DOC 10000 1039 EXAMINING_DOCUMENT b'1239717'
ACTION MARK 10000 1042 CONSIDERED_RELEVANT b'1239717'
ACTION SNIPPET 10000 1045 SNIPPET_RELEVANT b'168624'
ACTION DOC 10000 1065 EXAMINING_DOCUMENT b'168624'
ACTION SNIPPET 10000 1068 SNIPPET_NOT_RELEVANT b'9260'
ACTION SNIPPET 10000 1071 SNIPPET_RELEVANT b'1379865'
ACTION DOC 10000 1091 EXAMINING_DOCUMENT b'1379865'
ACTION MARK 10000 1094 CONSIDERED_RELEVANT b'1379865'
ACTION SNIPPET 10000 1097 SNIPPET_NOT_RELEVANT b'872325'
ACTION SNIPPET 10000 1100 SNIPPET_RELEVANT b'704234'
ACTION DOC 10000 1120 EXAMINING_DOCUMENT b'704234'
ACTION MARK 10000 1123 CONSIDERED_RELEVANT b'704234'
ACTION SNIPPET 10000 1126 SNIPPET_RELEVANT b'469735'
ACTION DOC 10000 1146 EXAMINING_DOCUMENT b'469735'
ACTION MARK 10000 1149 CONSIDERED_RELEVANT b'469735'
ACTION SNIPPET 10000 1152 SNIPPET_RELEVANT b'871359'
ACTION DOC 10000 1172 EXAMINING_DOCUMENT b'871359'
ACTION SNIPPET 10000 1175 SNIPPET_RELEVANT b'1209786'
ACTION DOC 10000 1195 EXAMINING_DOCUMENT b'1209786'
ACTION MARK 10000 1198 CONSIDERED_RELEVANT b'1209786'
ACTION SNIPPET 10000 1201 SNIPPET_RELEVANT b'1531691'
ACTION DOC 10000 1221 EXAMINING_DOCUMENT b'1531691'
ACTION MARK 10000 1224 CONSIDERED_RELEVANT b'1531691'
ACTION SNIPPET 10000 1227 SNIPPET_NOT_RELEVANT b'114987'
ACTION SNIPPET 10000 1230 SNIPPET_RELEVANT b'1191619'
ACTION DOC 10000 1250 EXAMINING_DOCUMENT b'1191619'
ACTION MARK 10000 1253 CONSIDERED_RELEVANT b'1191619'
ACTION SNIPPET 10000 1256 SNIPPET_RELEVANT b'704898'
ACTION DOC 10000 1276 EXAMINING_DOCUMENT b'704898'
ACTION MARK 10000 1279 CONSIDERED_RELEVANT b'704898'
ACTION SNIPPET 10000 1282 SNIPPET_NOT_RELEVANT b'29646'
ACTION SNIPPET 10000 1285 SNIPPET_RELEVANT b'878534'
ACTION DOC 10000 1305 EXAMINING_DOCUMENT b'878534'
ACTION MARK 10000 1308 CONSIDERED_RELEVANT b'878534'
ACTION SNIPPET 10000 1311 SNIPPET_NOT_RELEVANT b'268648'
ACTION SNIPPET 10000 1314 SNIPPET_NOT_RELEVANT b'105357'
ACTION SNIPPET 10000 1317 SNIPPET_RELEVANT b'1556033'
ACTION DOC 10000 1337 EXAMINING_DOCUMENT b'1556033'
ACTION MARK 10000 1340 CONSIDERED_RELEVANT b'1556033'
ACTION SNIPPET 10000 1343 SNIPPET_RELEVANT b'933639'
ACTION DOC 10000 1363 EXAMINING_DOCUMENT b'933639'
ACTION MARK 10000 1366 CONSIDERED_RELEVANT b'933639'
ACTION SNIPPET 10000 1369 SNIPPET_NOT_RELEVANT b'932581'
ACTION SNIPPET 10000 1372 SNIPPET_RELEVANT b'1504695'
ACTION DOC 10000 1392 EXAMINING_DOCUMENT b'1504695'
ACTION MARK 10000 1395 CONSIDERED_RELEVANT b'1504695'
ACTION SNIPPET 10000 1398 SNIPPET_RELEVANT b'1526069'
ACTION DOC 10000 1418 EXAMINING_DOCUMENT b'1526069'
ACTION MARK 10000 1421 CONSIDERED_RELEVANT b'1526069'
ACTION SNIPPET 10000 1424 SNIPPET_RELEVANT b'1610371'
ACTION DOC 10000 1444 EXAMINING_DOCUMENT b'1610371'
ACTION SNIPPET 10000 1447 SNIPPET_RELEVANT b'1575455'
ACTION DOC 10000 1467 EXAMINING_DOCUMENT b'1575455'
ACTION SNIPPET 10000 1470 SNIPPET_RELEVANT b'270926'
ACTION DOC 10000 1490 EXAMINING_DOCUMENT b'270926'
ACTION SNIPPET 10000 1493 SNIPPET_RELEVANT b'834855'
ACTION DOC 10000 1513 EXAMINING_DOCUMENT b'834855'
ACTION MARK 10000 1516 CONSIDERED_RELEVANT b'834855'
ACTION SNIPPET 10000 1519 SNIPPET_RELEVANT b'181527'
ACTION DOC 10000 1539 EXAMINING_DOCUMENT b'181527'
ACTION SNIPPET 10000 1542 SNIPPET_NOT_RELEVANT b'168476'
ACTION SNIPPET 10000 1545 SNIPPET_RELEVANT b'1398527'
ACTION DOC 10000 1565 EXAMINING_DOCUMENT b'1398527'
ACTION SNIPPET 10000 1568 SNIPPET_RELEVANT b'1623076'
ACTION DOC 10000 1588 EXAMINING_DOCUMENT b'1623076'
ACTION MARK 10000 1591 CONSIDERED_RELEVANT b'1623076'
ACTION SNIPPET 10000 1594 SNIPPET_NOT_RELEVANT b'1284779'
ACTION SNIPPET 10000 1597 SNIPPET_RELEVANT b'1223273'
ACTION DOC 10000 1617 EXAMINING_DOCUMENT b'1223273'
ACTION SNIPPET 10000 1620 SNIPPET_NOT_RELEVANT b'347067'
ACTION SNIPPET 10000 1623 SNIPPET_RELEVANT b'346655'
ACTION DOC 10000 1643 EXAMINING_DOCUMENT b'346655'
ACTION MARK 10000 1646 CONSIDERED_RELEVANT b'346655'
ACTION SNIPPET 10000 1649 SNIPPET_RELEVANT b'958108'
ACTION DOC 10000 1669 EXAMINING_DOCUMENT b'958108'
ACTION MARK 10000 1672 CONSIDERED_RELEVANT b'958108'
ACTION SNIPPET 10000 1675 SNIPPET_NOT_RELEVANT b'878496'
ACTION SNIPPET 10000 1678 SNIPPET_RELEVANT b'238124'
ACTION DOC 10000 1698 EXAMINING_DOCUMENT b'238124'
ACTION MARK 10000 1701 CONSIDERED_RELEVANT b'238124'
ACTION SNIPPET 10000 1704 SNIPPET_RELEVANT b'471397'
ACTION DOC 10000 1724 EXAMINING_DOCUMENT b'471397'
ACTION SNIPPET 10000 1727 SNIPPET_RELEVANT b'296978'
ACTION DOC 10000 1747 EXAMINING_DOCUMENT b'296978'
ACTION MARK 10000 1750 CONSIDERED_RELEVANT b'296978'
ACTION SNIPPET 10000 1753 SNIPPET_RELEVANT b'147522'
ACTION DOC 10000 1773 EXAMINING_DOCUMENT b'147522'
ACTION MARK 10000 1776 CONSIDERED_RELEVANT b'147522'
ACTION SNIPPET 10000 1779 SNIPPET_NOT_RELEVANT b'1412422'
ACTION SNIPPET 10000 1782 SNIPPET_NOT_RELEVANT b'1191796'
ACTION SNIPPET 10000 1785 SNIPPET_RELEVANT b'386490'
ACTION DOC 10000 1805 EXAMINING_DOCUMENT b'386490'
ACTION MARK 10000 1808 CONSIDERED_RELEVANT b'386490'
ACTION SNIPPET 10000 1811 SNIPPET_NOT_RELEVANT b'176046'
ACTION SNIPPET 10000 1814 SNIPPET_RELEVANT b'173848'
ACTION DOC 10000 1834 EXAMINING_DOCUMENT b'173848'
ACTION SNIPPET 10000 1837 SNIPPET_RELEVANT b'63507'
ACTION DOC 10000 1857 EXAMINING_DOCUMENT b'63507'
ACTION MARK 10000 1860 CONSIDERED_RELEVANT b'63507'
INFO SERP_END_REACHED 
ACTION QUERY 10000 1870 Railway collision
ACTION SERP 10000 1875 EXAMINE_SERP
ACTION SNIPPET 10000 1878 SEEN_PREVIOUSLY b'1127996'
ACTION SNIPPET 10000 1881 SEEN_PREVIOUSLY b'1275509'
ACTION SNIPPET 10000 1884 SNIPPET_RELEVANT b'112631'
ACTION DOC 10000 1904 EXAMINING_DOCUMENT b'112631'
ACTION MARK 10000 1907 CONSIDERED_RELEVANT b'112631'
ACTION SNIPPET 10000 1910 SEEN_PREVIOUSLY b'784019'
ACTION SNIPPET 10000 1913 SNIPPET_RELEVANT b'1128219'
ACTION DOC 10000 1933 EXAMINING_DOCUMENT b'1128219'
ACTION MARK 10000 1936 CONSIDERED_RELEVANT b'1128219'
ACTION SNIPPET 10000 1939 SEEN_PREVIOUSLY b'958897'
ACTION SNIPPET 10000 1942 SEEN_PREVIOUSLY b'214578'
ACTION SNIPPET 10000 1945 SEEN_PREVIOUSLY b'46187'
ACTION SNIPPET 10000 1948 SNIPPET_RELEVANT b'204240'
ACTION DOC 10000 1968 EXAMINING_DOCUMENT b'204240'
ACTION MARK 10000 1971 CONSIDERED_RELEVANT b'204240'
ACTION SNIPPET 10000 1974 SNIPPET_RELEVANT b'314984'
ACTION DOC 10000 1994 EXAMINING_DOCUMENT b'314984'
ACTION MARK 10000 1997 CONSIDERED_RELEVANT b'314984'
ACTION SNIPPET 10000 2000 SEEN_PREVIOUSLY b'784177'
ACTION SNIPPET 10000 2003 SNIPPET_NOT_RELEVANT b'14399'
ACTION SNIPPET 10000 2006 SEEN_PREVIOUSLY b'445653'
ACTION SNIPPET 10000 2009 SNIPPET_NOT_RELEVANT b'148120'
ACTION SNIPPET 10000 2012 SNIPPET_RELEVANT b'2534'
ACTION DOC 10000 2032 EXAMINING_DOCUMENT b'2534'
ACTION MARK 10000 2035 CONSIDERED_RELEVANT b'2534'
ACTION SNIPPET 10000 2038 SEEN_PREVIOUSLY b'2534'
ACTION SNIPPET 10000 2041 SEEN_PREVIOUSLY b'317296'
ACTION SNIPPET 10000 2044 SNIPPET_NOT_RELEVANT b'5971'
ACTION SNIPPET 10000 2047 SNIPPET_RELEVANT b'5971'
ACTION DOC 10000 2067 EXAMINING_DOCUMENT b'5971'
ACTION SNIPPET 10000 2070 SEEN_PREVIOUSLY b'2175'
ACTION SNIPPET 10000 2073 SEEN_PREVIOUSLY b'2175'
ACTION SNIPPET 10000 2076 SEEN_PREVIOUSLY b'1648105'
ACTION SNIPPET 10000 2079 SEEN_PREVIOUSLY b'42499'
ACTION SNIPPET 10000 2082 SNIPPET_RELEVANT b'48678'
ACTION DOC 10000 2102 EXAMINING_DOCUMENT b'48678'
ACTION SNIPPET 10000 2105 SNIPPET_NOT_RELEVANT b'146094'
ACTION SNIPPET 10000 2108 SEEN_PREVIOUSLY b'1403609'
ACTION SNIPPET 10000 2111 SNIPPET_NOT_RELEVANT b'1369590'
ACTION SNIPPET 10000 2114 SNIPPET_NOT_RELEVANT b'312917'
ACTION SNIPPET 10000 2117 SNIPPET_NOT_RELEVANT b'829610'
ACTION SNIPPET 10000 2120 SNIPPET_NOT_RELEVANT b'1271383'
ACTION SNIPPET 10000 2123 SNIPPET_NOT_RELEVANT b'1260737'
ACTION SNIPPET 10000 2126 SNIPPET_RELEVANT b'1260887'
ACTION DOC 10000 2146 EXAMINING_DOCUMENT b'1260887'
ACTION QUERY 10000 2156 Level crossing accident
ACTION SERP 10000 2161 EXAMINE_SERP
ACTION SNIPPET 10000 2164 SNIPPET_RELEVANT b'214995'
ACTION DOC 10000 2184 EXAMINING_DOCUMENT b'214995'
ACTION MARK 10000 2187 CONSIDERED_RELEVANT b'214995'
ACTION SNIPPET 10000 2190 SNIPPET_RELEVANT b'1706075'
ACTION DOC 10000 2210 EXAMINING_DOCUMENT b'1706075'
ACTION SNIPPET 10000 2213 SNIPPET_NOT_RELEVANT b'1093298'
ACTION SNIPPET 10000 2216 SNIPPET_RELEVANT b'537417'
ACTION DOC 10000 2236 EXAMINING_DOCUMENT b'537417'
ACTION SNIPPET 10000 2239 SNIPPET_NOT_RELEVANT b'1721674'
ACTION SNIPPET 10000 2242 SNIPPET_NOT_RELEVANT b'1608482'
ACTION SNIPPET 10000 2245 SNIPPET_RELEVANT b'810453'
ACTION DOC 10000 2265 EXAMINING_DOCUMENT b'810453'
ACTION SNIPPET 10000 2268 SNIPPET_NOT_RELEVANT b'71640'
ACTION SNIPPET 10000 2271 SNIPPET_RELEVANT b'1598678'
ACTION DOC 10000 2291 EXAMINING_DOCUMENT b'1598678'
ACTION SNIPPET 10000 2294 SNIPPET_RELEVANT b'1656808'
ACTION DOC 10000 2314 EXAMINING_DOCUMENT b'1656808'
ACTION QUERY 10000 2324 Train crash
ACTION SERP 10000 2329 EXAMINE_SERP
ACTION SNIPPET 10000 2332 SNIPPET_NOT_RELEVANT b'413970'
ACTION SNIPPET 10000 2335 SNIPPET_NOT_RELEVANT b'992920'
ACTION SNIPPET 10000 2338 SEEN_PREVIOUSLY b'1239717'
ACTION SNIPPET 10000 2341 SNIPPET_RELEVANT b'168614'
ACTION DOC 10000 2361 EXAMINING_DOCUMENT b'168614'
ACTION MARK 10000 2364 CONSIDERED_RELEVANT b'168614'
ACTION SNIPPET 10000 2367 SNIPPET_RELEVANT b'93796'
ACTION DOC 10000 2387 EXAMINING_DOCUMENT b'93796'
ACTION MARK 10000 2390 CONSIDERED_RELEVANT b'93796'
ACTION SNIPPET 10000 2393 SNIPPET_RELEVANT b'134017'
ACTION DOC 10000 2413 EXAMINING_DOCUMENT b'134017'
ACTION MARK 10000 2416 CONSIDERED_RELEVANT b'134017'
ACTION SNIPPET 10000 2419 SNIPPET_RELEVANT b'524891'
ACTION DOC 10000 2439 EXAMINING_DOCUMENT b'524891'
ACTION MARK 10000 2442 CONSIDERED_RELEVANT b'524891'
ACTION SNIPPET 10000 2445 SNIPPET_RELEVANT b'1640169'
ACTION DOC 10000 2465 EXAMINING_DOCUMENT b'1640169'
ACTION MARK 10000 2468 CONSIDERED_RELEVANT b'1640169'
ACTION SNIPPET 10000 2471 SNIPPET_RELEVANT b'151133'
ACTION DOC 10000 2491 EXAMINING_DOCUMENT b'151133'
ACTION MARK 10000 2494 CONSIDERED_RELEVANT b'151133'
ACTION SNIPPET 10000 2497 SNIPPET_RELEVANT b'935893'
ACTION DOC 10000 2517 EXAMINING_DOCUMENT b'935893'
ACTION MARK 10000 2520 CONSIDERED_RELEVANT b'935893'
ACTION SNIPPET 10000 2523 SNIPPET_RELEVANT b'88420'
ACTION DOC 10000 2543 EXAMINING_DOCUMENT b'88420'
ACTION MARK 10000 2546 CONSIDERED_RELEVANT b'88420'
ACTION SNIPPET 10000 2549 SNIPPET_RELEVANT b'92441'
ACTION DOC 10000 2569 EXAMINING_DOCUMENT b'92441'
ACTION MARK 10000 2572 CONSIDERED_RELEVANT b'92441'
ACTION SNIPPET 10000 2575 SNIPPET_RELEVANT b'488247'
ACTION DOC 10000 2595 EXAMINING_DOCUMENT b'488247'
ACTION MARK 10000 2598 CONSIDERED_RELEVANT b'488247'
ACTION SNIPPET 10000 2601 SEEN_PREVIOUSLY b'1687116'
ACTION SNIPPET 10000 2604 SNIPPET_RELEVANT b'10971'
ACTION DOC 10000 2624 EXAMINING_DOCUMENT b'10971'
ACTION MARK 10000 2627 CONSIDERED_RELEVANT b'10971'
ACTION SNIPPET 10000 2630 SNIPPET_RELEVANT b'14580'
ACTION DOC 10000 2650 EXAMINING_DOCUMENT b'14580'
ACTION MARK 10000 2653 CONSIDERED_RELEVANT b'14580'
ACTION SNIPPET 10000 2656 SNIPPET_RELEVANT b'130405'
ACTION DOC 10000 2676 EXAMINING_DOCUMENT b'130405'
ACTION MARK 10000 2679 CONSIDERED_RELEVANT b'130405'
ACTION SNIPPET 10000 2682 SNIPPET_RELEVANT b'157537'
ACTION DOC 10000 2702 EXAMINING_DOCUMENT b'157537'
ACTION MARK 10000 2705 CONSIDERED_RELEVANT b'157537'
ACTION SNIPPET 10000 2708 SNIPPET_RELEVANT b'1076580'
ACTION DOC 10000 2728 EXAMINING_DOCUMENT b'1076580'
ACTION SNIPPET 10000 2731 SNIPPET_NOT_RELEVANT b'408283'
ACTION SNIPPET 10000 2734 SNIPPET_RELEVANT b'1143853'
ACTION DOC 10000 2754 EXAMINING_DOCUMENT b'1143853'
ACTION MARK 10000 2757 CONSIDERED_RELEVANT b'1143853'
ACTION SNIPPET 10000 2760 SNIPPET_RELEVANT b'830667'
ACTION DOC 10000 2780 EXAMINING_DOCUMENT b'830667'
ACTION MARK 10000 2783 CONSIDERED_RELEVANT b'830667'
ACTION SNIPPET 10000 2786 SNIPPET_RELEVANT b'830663'
ACTION DOC 10000 2806 EXAMINING_DOCUMENT b'830663'
ACTION MARK 10000 2809 CONSIDERED_RELEVANT b'830663'
ACTION SNIPPET 10000 2812 SNIPPET_RELEVANT b'169092'
ACTION DOC 10000 2832 EXAMINING_DOCUMENT b'169092'
ACTION MARK 10000 2835 CONSIDERED_RELEVANT b'169092'
ACTION SNIPPET 10000 2838 SEEN_PREVIOUSLY b'1403609'
ACTION SNIPPET 10000 2841 SNIPPET_RELEVANT b'470393'
ACTION DOC 10000 2861 EXAMINING_DOCUMENT b'470393'
ACTION MARK 10000 2864 CONSIDERED_RELEVANT b'470393'
ACTION SNIPPET 10000 2867 SNIPPET_NOT_RELEVANT b'1022176'
ACTION SNIPPET 10000 2870 SNIPPET_NOT_RELEVANT b'333971'
ACTION SNIPPET 10000 2873 SNIPPET_RELEVANT b'974838'
ACTION DOC 10000 2893 EXAMINING_DOCUMENT b'974838'
ACTION MARK 10000 2896 CONSIDERED_RELEVANT b'974838'
ACTION SNIPPET 10000 2899 SNIPPET_RELEVANT b'784455'
ACTION DOC 10000 2919 EXAMINING_DOCUMENT b'784455'
ACTION MARK 10000 2922 CONSIDERED_RELEVANT b'784455'
ACTION SNIPPET 10000 2925 SNIPPET_RELEVANT b'796472'
ACTION DOC 10000 2945 EXAMINING_DOCUMENT b'796472'
ACTION MARK 10000 2948 CONSIDERED_RELEVANT b'796472'
ACTION SNIPPET 10000 2951 SNIPPET_NOT_RELEVANT b'830449'
ACTION SNIPPET 10000 2954 SNIPPET_RELEVANT b'82883'
ACTION DOC 10000 2974 EXAMINING_DOCUMENT b'82883'
ACTION MARK 10000 2977 CONSIDERED_RELEVANT b'82883'
ACTION SNIPPET 10000 2980 SNIPPET_RELEVANT b'151382'
ACTION DOC 10000 3000 EXAMINING_DOCUMENT b'151382'
ACTION MARK 10000 3003 CONSIDERED_RELEVANT b'151382'
ACTION SNIPPET 10000 3006 SNIPPET_RELEVANT b'768075'
ACTION DOC 10000 3026 EXAMINING_DOCUMENT b'768075'
ACTION MARK 10000 3029 CONSIDERED_RELEVANT b'768075'
ACTION SNIPPET 10000 3032 SNIPPET_RELEVANT b'268519'
ACTION DOC 10000 3052 EXAMINING_DOCUMENT b'268519'
ACTION SNIPPET 10000 3055 SNIPPET_RELEVANT b'639462'
ACTION DOC 10000 3075 EXAMINING_DOCUMENT b'639462'
ACTION MARK 10000 3078 CONSIDERED_RELEVANT b'639462'
ACTION SNIPPET 10000 3081 SNIPPET_RELEVANT b'146782'
ACTION DOC 10000 3101 EXAMINING_DOCUMENT b'146782'
ACTION SNIPPET 10000 3104 SEEN_PREVIOUSLY b'98010'
ACTION SNIPPET 10000 3107 SNIPPET_RELEVANT b'767293'
ACTION DOC 10000 3127 EXAMINING_DOCUMENT b'767293'
ACTION MARK 10000 3130 CONSIDERED_RELEVANT b'767293'
ACTION SNIPPET 10000 3133 SNIPPET_RELEVANT b'192045'
ACTION DOC 10000 3153 EXAMINING_DOCUMENT b'192045'
ACTION SNIPPET 10000 3156 SNIPPET_NOT_RELEVANT b'958974'
ACTION SNIPPET 10000 3159 SNIPPET_NOT_RELEVANT b'51425'
ACTION SNIPPET 10000 3162 SNIPPET_RELEVANT b'246824'
ACTION DOC 10000 3182 EXAMINING_DOCUMENT b'246824'
ACTION SNIPPET 10000 3185 SNIPPET_NOT_RELEVANT b'144000'
