ACTION QUERY 10000 10 railway accidents
ACTION MARK 10000 718 CONSIDERED_RELEVANT b'1668151'
ACTION SNIPPET 10000 721 SNIPPET_NOT_RELEVANT b'717098'
ACTION SNIPPET 10000 724 SNIPPET_RELEVANT b'445653'
ACTION DOC 10000 744 EXAMINING_DOCUMENT b'445653'
ACTION MARK 10000 747 CONSIDERED_RELEVANT b'445653'
ACTION SNIPPET 10000 750 SNIPPET_NOT_RELEVANT b'199517'
ACTION SNIPPET 10000 753 SNIPPET_NOT_RELEVANT b'199826'
ACTION SNIPPET 10000 756 SNIPPET_NOT_RELEVANT b'1552973'
ACTION SNIPPET 10000 759 SNIPPET_RELEVANT b'2175'
ACTION DOC 10000 779 EXAMINING_DOCUMENT b'2175'
ACTION SNIPPET 10000 782 SEEN_PREVIOUSLY b'2175'
ACTION SNIPPET 10000 785 SNIPPET_RELEVANT b'1369590'
ACTION DOC 10000 805 EXAMINING_DOCUMENT b'1369590'
ACTION QUERY 10000 815 Train derailment
ACTION SERP 10000 820 EXAMINE_SERP
ACTION SNIPPET 10000 823 SNIPPET_NOT_RELEVANT b'958108'
ACTION SNIPPET 10000 826 SNIPPET_RELEVANT b'1531691'
ACTION DOC 10000 846 EXAMINING_DOCUMENT b'1531691'
ACTION MARK 10000 849 CONSIDERED_RELEVANT b'1531691'
ACTION SNIPPET 10000 852 SNIPPET_RELEVANT b'386490'
ACTION DOC 10000 872 EXAMINING_DOCUMENT b'386490'
ACTION MARK 10000 875 CONSIDERED_RELEVANT b'386490'
ACTION SNIPPET 10000 878 SNIPPET_RELEVANT b'1379865'
ACTION DOC 10000 898 EXAMINING_DOCUMENT b'1379865'
ACTION MARK 10000 901 CONSIDERED_RELEVANT b'1379865'
ACTION SNIPPET 10000 904 SNIPPET_NOT_RELEVANT b'176046'
ACTION SNIPPET 10000 907 SNIPPET_NOT_RELEVANT b'1209786'
ACTION SNIPPET 10000 910 SNIPPET_NOT_RELEVANT b'871359'
ACTION SNIPPET 10000 913 SNIPPET_RELEVANT b'63507'
ACTION DOC 10000 933 EXAMINING_DOCUMENT b'63507'
ACTION MARK 10000 936 CONSIDERED_RELEVANT b'63507'
ACTION SNIPPET 10000 939 SNIPPET_RELEVANT b'347067'
ACTION DOC 10000 959 EXAMINING_DOCUMENT b'347067'
ACTION MARK 10000 962 CONSIDERED_RELEVANT b'347067'
ACTION SNIPPET 10000 965 SNIPPET_RELEVANT b'1623076'
ACTION DOC 10000 985 EXAMINING_DOCUMENT b'1623076'
ACTION MARK 10000 988 CONSIDERED_RELEVANT b'1623076'
ACTION SNIPPET 10000 991 SNIPPET_NOT_RELEVANT b'1412422'
ACTION SNIPPET 10000 994 SNIPPET_NOT_RELEVANT b'181527'
ACTION SNIPPET 10000 997 SNIPPET_RELEVANT b'1239717'
ACTION DOC 10000 1017 EXAMINING_DOCUMENT b'1239717'
ACTION MARK 10000 1020 CONSIDERED_RELEVANT b'1239717'
ACTION SNIPPET 10000 1023 SNIPPET_RELEVANT b'238124'
ACTION DOC 10000 1043 EXAMINING_DOCUMENT b'238124'
ACTION MARK 10000 1046 CONSIDERED_RELEVANT b'238124'
ACTION SNIPPET 10000 1049 SNIPPET_RELEVANT b'1223273'
ACTION DOC 10000 1069 EXAMINING_DOCUMENT b'1223273'
ACTION SNIPPET 10000 1072 SNIPPET_NOT_RELEVANT b'114987'
ACTION SNIPPET 10000 1075 SNIPPET_RELEVANT b'1191796'
ACTION DOC 10000 1095 EXAMINING_DOCUMENT b'1191796'
ACTION SNIPPET 10000 1098 SNIPPET_NOT_RELEVANT b'270926'
ACTION QUERY 10000 1108 Railway collision
ACTION SERP 10000 1113 EXAMINE_SERP
ACTION SNIPPET 10000 1116 SNIPPET_RELEVANT b'204240'
ACTION DOC 10000 1136 EXAMINING_DOCUMENT b'204240'
ACTION MARK 10000 1139 CONSIDERED_RELEVANT b'204240'
ACTION SNIPPET 10000 1142 SNIPPET_RELEVANT b'1128219'
ACTION DOC 10000 1162 EXAMINING_DOCUMENT b'1128219'
ACTION MARK 10000 1165 CONSIDERED_RELEVANT b'1128219'
ACTION SNIPPET 10000 1168 SNIPPET_NOT_RELEVANT b'317296'
ACTION SNIPPET 10000 1171 SEEN_PREVIOUSLY b'214578'
ACTION SNIPPET 10000 1174 SEEN_PREVIOUSLY b'1403609'
ACTION SNIPPET 10000 1177 SEEN_PREVIOUSLY b'46187'
ACTION SNIPPET 10000 1180 SEEN_PREVIOUSLY b'1275509'
ACTION SNIPPET 10000 1183 SNIPPET_NOT_RELEVANT b'1260886'
ACTION SNIPPET 10000 1186 SNIPPET_NOT_RELEVANT b'1260887'
ACTION SNIPPET 10000 1189 SNIPPET_NOT_RELEVANT b'112631'
ACTION SNIPPET 10000 1192 SNIPPET_NOT_RELEVANT b'1260737'
ACTION SNIPPET 10000 1195 SNIPPET_RELEVANT b'314984'
ACTION DOC 10000 1215 EXAMINING_DOCUMENT b'314984'
ACTION MARK 10000 1218 CONSIDERED_RELEVANT b'314984'
ACTION SNIPPET 10000 1221 SEEN_PREVIOUSLY b'2175'
ACTION SNIPPET 10000 1224 SEEN_PREVIOUSLY b'2175'
ACTION SNIPPET 10000 1227 SEEN_PREVIOUSLY b'784019'
ACTION SNIPPET 10000 1230 SNIPPET_NOT_RELEVANT b'48678'
ACTION SNIPPET 10000 1233 SEEN_PREVIOUSLY b'445653'
ACTION SNIPPET 10000 1236 SEEN_PREVIOUSLY b'42499'
ACTION SNIPPET 10000 1239 SNIPPET_RELEVANT b'1271383'
ACTION DOC 10000 1259 EXAMINING_DOCUMENT b'1271383'
ACTION SNIPPET 10000 1262 SNIPPET_RELEVANT b'146094'
ACTION DOC 10000 1282 EXAMINING_DOCUMENT b'146094'
ACTION QUERY 10000 1292 Level crossing accident
ACTION SERP 10000 1297 EXAMINE_SERP
ACTION SNIPPET 10000 1300 SNIPPET_RELEVANT b'810453'
ACTION DOC 10000 1320 EXAMINING_DOCUMENT b'810453'
ACTION SNIPPET 10000 1323 SNIPPET_RELEVANT b'1093298'
ACTION DOC 10000 1343 EXAMINING_DOCUMENT b'1093298'
ACTION QUERY 10000 1353 Train crash
ACTION SERP 10000 1358 EXAMINE_SERP
ACTION SNIPPET 10000 1361 SNIPPET_RELEVANT b'93796'
ACTION DOC 10000 1381 EXAMINING_DOCUMENT b'93796'
ACTION MARK 10000 1384 CONSIDERED_RELEVANT b'93796'
ACTION SNIPPET 10000 1387 SNIPPET_RELEVANT b'169092'
ACTION DOC 10000 1407 EXAMINING_DOCUMENT b'169092'
ACTION MARK 10000 1410 CONSIDERED_RELEVANT b'169092'
ACTION SNIPPET 10000 1413 SNIPPET_RELEVANT b'151382'
ACTION DOC 10000 1433 EXAMINING_DOCUMENT b'151382'
ACTION MARK 10000 1436 CONSIDERED_RELEVANT b'151382'
ACTION SNIPPET 10000 1439 SEEN_PREVIOUSLY b'1687116'
ACTION SNIPPET 10000 1442 SNIPPET_NOT_RELEVANT b'246824'
ACTION SNIPPET 10000 1445 SNIPPET_RELEVANT b'134017'
ACTION DOC 10000 1465 EXAMINING_DOCUMENT b'134017'
ACTION MARK 10000 1468 CONSIDERED_RELEVANT b'134017'
ACTION SNIPPET 10000 1471 SNIPPET_RELEVANT b'992920'
ACTION DOC 10000 1491 EXAMINING_DOCUMENT b'992920'
ACTION MARK 10000 1494 CONSIDERED_RELEVANT b'992920'
ACTION SNIPPET 10000 1497 SNIPPET_NOT_RELEVANT b'935893'
ACTION SNIPPET 10000 1500 SNIPPET_RELEVANT b'974838'
ACTION DOC 10000 1520 EXAMINING_DOCUMENT b'974838'
ACTION MARK 10000 1523 CONSIDERED_RELEVANT b'974838'
ACTION SNIPPET 10000 1526 SNIPPET_NOT_RELEVANT b'1640169'
ACTION SNIPPET 10000 1529 SNIPPET_RELEVANT b'413970'
ACTION DOC 10000 1549 EXAMINING_DOCUMENT b'413970'
ACTION MARK 10000 1552 CONSIDERED_RELEVANT b'413970'
ACTION SNIPPET 10000 1555 SNIPPET_RELEVANT b'14580'
ACTION DOC 10000 1575 EXAMINING_DOCUMENT b'14580'
ACTION MARK 10000 1578 CONSIDERED_RELEVANT b'14580'
ACTION SNIPPET 10000 1581 SNIPPET_RELEVANT b'768075'
ACTION DOC 10000 1601 EXAMINING_DOCUMENT b'768075'
ACTION MARK 10000 1604 CONSIDERED_RELEVANT b'768075'
ACTION SNIPPET 10000 1607 SNIPPET_RELEVANT b'796472'
ACTION DOC 10000 1627 EXAMINING_DOCUMENT b'796472'
ACTION MARK 10000 1630 CONSIDERED_RELEVANT b'796472'
ACTION SNIPPET 10000 1633 SNIPPET_RELEVANT b'168614'
ACTION DOC 10000 1653 EXAMINING_DOCUMENT b'168614'
ACTION MARK 10000 1656 CONSIDERED_RELEVANT b'168614'
ACTION SNIPPET 10000 1659 SNIPPET_NOT_RELEVANT b'268519'
ACTION SNIPPET 10000 1662 SNIPPET_RELEVANT b'470393'
ACTION DOC 10000 1682 EXAMINING_DOCUMENT b'470393'
ACTION MARK 10000 1685 CONSIDERED_RELEVANT b'470393'
ACTION SNIPPET 10000 1688 SNIPPET_NOT_RELEVANT b'146782'
ACTION SNIPPET 10000 1691 SNIPPET_NOT_RELEVANT b'51425'
ACTION SNIPPET 10000 1694 SNIPPET_RELEVANT b'784455'
ACTION DOC 10000 1714 EXAMINING_DOCUMENT b'784455'
ACTION MARK 10000 1717 CONSIDERED_RELEVANT b'784455'
ACTION SNIPPET 10000 1720 SNIPPET_RELEVANT b'10971'
ACTION DOC 10000 1740 EXAMINING_DOCUMENT b'10971'
ACTION MARK 10000 1743 CONSIDERED_RELEVANT b'10971'
ACTION SNIPPET 10000 1746 SNIPPET_RELEVANT b'1076580'
ACTION DOC 10000 1766 EXAMINING_DOCUMENT b'1076580'
ACTION SNIPPET 10000 1769 SNIPPET_RELEVANT b'192045'
ACTION DOC 10000 1789 EXAMINING_DOCUMENT b'192045'
ACTION SNIPPET 10000 1792 SNIPPET_RELEVANT b'117959'
ACTION DOC 10000 1812 EXAMINING_DOCUMENT b'117959'
ACTION QUERY 10000 1822 Signal failure
ACTION SERP 10000 1827 EXAMINE_SERP
ACTION SNIPPET 10000 1830 SNIPPET_RELEVANT b'364810'
ACTION DOC 10000 1850 EXAMINING_DOCUMENT b'364810'
ACTION SNIPPET 10000 1853 SNIPPET_NOT_RELEVANT b'1409562'
ACTION SNIPPET 10000 1856 SNIPPET_NOT_RELEVANT b'582746'
ACTION SNIPPET 10000 1859 SNIPPET_NOT_RELEVANT b'1716827'
ACTION SNIPPET 10000 1862 SNIPPET_RELEVANT b'135954'
ACTION DOC 10000 1882 EXAMINING_DOCUMENT b'135954'
ACTION MARK 10000 1885 CONSIDERED_RELEVANT b'135954'
ACTION SNIPPET 10000 1888 SNIPPET_RELEVANT b'1676912'
ACTION DOC 10000 1908 EXAMINING_DOCUMENT b'1676912'
ACTION SNIPPET 10000 1911 SNIPPET_NOT_RELEVANT b'181034'
ACTION SNIPPET 10000 1914 SNIPPET_RELEVANT b'690092'
ACTION DOC 10000 1934 EXAMINING_DOCUMENT b'690092'
ACTION SNIPPET 10000 1937 SNIPPET_RELEVANT b'576425'
ACTION DOC 10000 1957 EXAMINING_DOCUMENT b'576425'
ACTION QUERY 10000 1967 Train fire
ACTION SERP 10000 1972 EXAMINE_SERP
ACTION SNIPPET 10000 1975 SNIPPET_NOT_RELEVANT b'1198838'
ACTION SNIPPET 10000 1978 SNIPPET_NOT_RELEVANT b'428257'
ACTION SNIPPET 10000 1981 SNIPPET_NOT_RELEVANT b'1375914'
ACTION SNIPPET 10000 1984 SNIPPET_NOT_RELEVANT b'1230199'
ACTION SNIPPET 10000 1987 SNIPPET_NOT_RELEVANT b'289969'
ACTION SNIPPET 10000 1990 SNIPPET_NOT_RELEVANT b'344231'
ACTION SNIPPET 10000 1993 SNIPPET_RELEVANT b'562519'
ACTION DOC 10000 2013 EXAMINING_DOCUMENT b'562519'
ACTION SNIPPET 10000 2016 SNIPPET_NOT_RELEVANT b'428823'
ACTION SNIPPET 10000 2019 SNIPPET_RELEVANT b'173266'
ACTION DOC 10000 2039 EXAMINING_DOCUMENT b'173266'
ACTION QUERY 10000 2049 Platform accident
ACTION SERP 10000 2054 EXAMINE_SERP
ACTION SNIPPET 10000 2057 SNIPPET_NOT_RELEVANT b'1250488'
ACTION SNIPPET 10000 2060 SNIPPET_RELEVANT b'1457881'
ACTION DOC 10000 2080 EXAMINING_DOCUMENT b'1457881'
ACTION SNIPPET 10000 2083 SNIPPET_RELEVANT b'775650'
ACTION DOC 10000 2103 EXAMINING_DOCUMENT b'775650'
ACTION MARK 10000 2106 CONSIDERED_RELEVANT b'775650'
ACTION SNIPPET 10000 2109 SNIPPET_NOT_RELEVANT b'171816'
ACTION SNIPPET 10000 2112 SNIPPET_RELEVANT b'149246'
ACTION DOC 10000 2132 EXAMINING_DOCUMENT b'149246'
ACTION SNIPPET 10000 2135 SNIPPET_RELEVANT b'1391259'
ACTION DOC 10000 2155 EXAMINING_DOCUMENT b'1391259'
ACTION MARK 10000 2158 CONSIDERED_RELEVANT b'1391259'
ACTION SNIPPET 10000 2161 SEEN_PREVIOUSLY b'168614'
ACTION SNIPPET 10000 2164 SNIPPET_RELEVANT b'299069'
ACTION DOC 10000 2184 EXAMINING_DOCUMENT b'299069'
ACTION SNIPPET 10000 2187 SNIPPET_RELEVANT b'1279257'
ACTION DOC 10000 2207 EXAMINING_DOCUMENT b'1279257'
ACTION SNIPPET 10000 2210 SNIPPET_NOT_RELEVANT b'1446493'
ACTION QUERY 10000 2220 Brake failure
ACTION SERP 10000 2225 EXAMINE_SERP
ACTION SNIPPET 10000 2228 SNIPPET_NOT_RELEVANT b'767870'
ACTION SNIPPET 10000 2231 SEEN_PREVIOUSLY b'169092'
ACTION SNIPPET 10000 2234 SNIPPET_RELEVANT b'22851'
ACTION DOC 10000 2254 EXAMINING_DOCUMENT b'22851'
ACTION SNIPPET 10000 2257 SNIPPET_NOT_RELEVANT b'1671805'
ACTION SNIPPET 10000 2260 SNIPPET_RELEVANT b'291714'
ACTION DOC 10000 2280 EXAMINING_DOCUMENT b'291714'
ACTION QUERY 10000 2290 Head-on collision
ACTION SERP 10000 2295 EXAMINE_SERP
ACTION SNIPPET 10000 2298 SNIPPET_NOT_RELEVANT b'1451222'
ACTION SNIPPET 10000 2301 SNIPPET_RELEVANT b'1519387'
ACTION DOC 10000 2321 EXAMINING_DOCUMENT b'1519387'
ACTION SNIPPET 10000 2324 SNIPPET_NOT_RELEVANT b'1649242'
ACTION SNIPPET 10000 2327 SNIPPET_RELEVANT b'195138'
ACTION DOC 10000 2347 EXAMINING_DOCUMENT b'195138'
ACTION QUERY 10000 2357 Track damage
ACTION SERP 10000 2362 EXAMINE_SERP
ACTION SNIPPET 10000 2365 SNIPPET_RELEVANT b'1631823'
ACTION DOC 10000 2385 EXAMINING_DOCUMENT b'1631823'
ACTION SNIPPET 10000 2388 SNIPPET_NOT_RELEVANT b'1266205'
ACTION SNIPPET 10000 2391 SNIPPET_RELEVANT b'67953'
ACTION DOC 10000 2411 EXAMINING_DOCUMENT b'67953'
ACTION QUERY 10000 2421 Runaway train
ACTION SERP 10000 2426 EXAMINE_SERP
ACTION SNIPPET 10000 2429 SNIPPET_RELEVANT b'830321'
ACTION DOC 10000 2449 EXAMINING_DOCUMENT b'830321'
ACTION SNIPPET 10000 2452 SNIPPET_RELEVANT b'63981'
ACTION DOC 10000 2472 EXAMINING_DOCUMENT b'63981'
ACTION MARK 10000 2475 CONSIDERED_RELEVANT b'63981'
ACTION SNIPPET 10000 2478 SNIPPET_NOT_RELEVANT b'117968'
ACTION SNIPPET 10000 2481 SNIPPET_RELEVANT b'199552'
ACTION DOC 10000 2501 EXAMINING_DOCUMENT b'199552'
ACTION MARK 10000 2504 CONSIDERED_RELEVANT b'199552'
ACTION SNIPPET 10000 2507 SNIPPET_RELEVANT b'253292'
ACTION DOC 10000 2527 EXAMINING_DOCUMENT b'253292'
ACTION SNIPPET 10000 2530 SNIPPET_NOT_RELEVANT b'1802102'
ACTION SNIPPET 10000 2533 SNIPPET_RELEVANT b'112754'
ACTION DOC 10000 2553 EXAMINING_DOCUMENT b'112754'
ACTION SNIPPET 10000 2556 SNIPPET_NOT_RELEVANT b'207732'
ACTION QUERY 10000 2566 Electrical failure
ACTION SERP 10000 2571 EXAMINE_SERP
ACTION SNIPPET 10000 2574 SNIPPET_NOT_RELEVANT b'1767725'
ACTION SNIPPET 10000 2577 SNIPPET_NOT_RELEVANT b'63578'
ACTION SNIPPET 10000 2580 SNIPPET_NOT_RELEVANT b'1114886'
ACTION SNIPPET 10000 2583 SNIPPET_NOT_RELEVANT b'236143'
ACTION SNIPPET 10000 2586 SNIPPET_NOT_RELEVANT b'1581308'
ACTION SNIPPET 10000 2589 SNIPPET_RELEVANT b'1779589'
ACTION DOC 10000 2609 EXAMINING_DOCUMENT b'1779589'
ACTION SNIPPET 10000 2612 SNIPPET_RELEVANT b'1410288'
ACTION DOC 10000 2632 EXAMINING_DOCUMENT b'1410288'
ACTION QUERY 10000 2642 Speeding train
ACTION SERP 10000 2647 EXAMINE_SERP
ACTION SNIPPET 10000 2650 SNIPPET_NOT_RELEVANT b'1837999'
ACTION SNIPPET 10000 2653 SNIPPET_NOT_RELEVANT b'1728448'
ACTION SNIPPET 10000 2656 SNIPPET_RELEVANT b'412603'
ACTION DOC 10000 2676 EXAMINING_DOCUMENT b'412603'
ACTION SNIPPET 10000 2679 SNIPPET_RELEVANT b'211691'
ACTION DOC 10000 2699 EXAMINING_DOCUMENT b'211691'
ACTION QUERY 10000 2709 Bridge collapse
ACTION SERP 10000 2714 EXAMINE_SERP
ACTION SNIPPET 10000 2717 SNIPPET_RELEVANT b'444016'
ACTION DOC 10000 2737 EXAMINING_DOCUMENT b'444016'
ACTION SNIPPET 10000 2740 SNIPPET_RELEVANT b'29861'
ACTION DOC 10000 2760 EXAMINING_DOCUMENT b'29861'
ACTION QUERY 10000 2770 Overhead wire problem
ACTION SERP 10000 2775 EXAMINE_SERP
ACTION SNIPPET 10000 2778 SNIPPET_NOT_RELEVANT b'741542'
ACTION SNIPPET 10000 2781 SNIPPET_RELEVANT b'1294858'
ACTION DOC 10000 2801 EXAMINING_DOCUMENT b'1294858'
ACTION SNIPPET 10000 2804 SNIPPET_RELEVANT b'967234'
ACTION DOC 10000 2824 EXAMINING_DOCUMENT b'967234'
ACTION QUERY 10000 2834 Passengers struck by train
ACTION SERP 10000 2839 EXAMINE_SERP
ACTION SNIPPET 10000 2842 SNIPPET_RELEVANT b'142591'
ACTION DOC 10000 2862 EXAMINING_DOCUMENT b'142591'
ACTION MARK 10000 2865 CONSIDERED_RELEVANT b'142591'
ACTION SNIPPET 10000 2868 SNIPPET_RELEVANT b'102530'
ACTION DOC 10000 2888 EXAMINING_DOCUMENT b'102530'
ACTION MARK 10000 2891 CONSIDERED_RELEVANT b'102530'
ACTION SNIPPET 10000 2894 SNIPPET_RELEVANT b'92441'
ACTION DOC 10000 2914 EXAMINING_DOCUMENT b'92441'
ACTION MARK 10000 2917 CONSIDERED_RELEVANT b'92441'
ACTION SNIPPET 10000 2920 SNIPPET_RELEVANT b'249497'
ACTION DOC 10000 2940 EXAMINING_DOCUMENT b'249497'
ACTION SNIPPET 10000 2943 SNIPPET_RELEVANT b'71969'
ACTION DOC 10000 2963 EXAMINING_DOCUMENT b'71969'
ACTION MARK 10000 2966 CONSIDERED_RELEVANT b'71969'
ACTION SNIPPET 10000 2969 SNIPPET_RELEVANT b'962934'
ACTION DOC 10000 2989 EXAMINING_DOCUMENT b'962934'
ACTION SNIPPET 10000 2992 SNIPPET_RELEVANT b'327193'
ACTION DOC 10000 3012 EXAMINING_DOCUMENT b'327193'
ACTION MARK 10000 3015 CONSIDERED_RELEVANT b'327193'
ACTION SNIPPET 10000 3018 SNIPPET_RELEVANT b'96700'
ACTION DOC 10000 3038 EXAMINING_DOCUMENT b'96700'
ACTION MARK 10000 3041 CONSIDERED_RELEVANT b'96700'
ACTION SNIPPET 10000 3044 SNIPPET_NOT_RELEVANT b'71640'
ACTION SNIPPET 10000 3047 SNIPPET_NOT_RELEVANT b'553457'
ACTION SNIPPET 10000 3050 SNIPPET_RELEVANT b'19453'
ACTION DOC 10000 3070 EXAMINING_DOCUMENT b'19453'
ACTION MARK 10000 3073 CONSIDERED_RELEVANT b'19453'
ACTION SNIPPET 10000 3076 SNIPPET_RELEVANT b'917319'
ACTION DOC 10000 3096 EXAMINING_DOCUMENT b'917319'
ACTION SNIPPET 10000 3099 SNIPPET_RELEVANT b'1014867'
ACTION DOC 10000 3119 EXAMINING_DOCUMENT b'1014867'
ACTION SNIPPET 10000 3122 SNIPPET_NOT_RELEVANT b'454412'
ACTION SNIPPET 10000 3125 SNIPPET_NOT_RELEVANT b'1806888'
ACTION QUERY 10000 3135 Cargo train derailment
ACTION SERP 10000 3140 EXAMINE_SERP
ACTION SNIPPET 10000 3143 SNIPPET_RELEVANT b'488247'
ACTION DOC 10000 3163 EXAMINING_DOCUMENT b'488247'
ACTION MARK 10000 3166 CONSIDERED_RELEVANT b'488247'
ACTION SNIPPET 10000 3169 SNIPPET_NOT_RELEVANT b'250197'
ACTION SNIPPET 10000 3172 SNIPPET_RELEVANT b'374676'
ACTION DOC 10000 3192 EXAMINING_DOCUMENT b'374676'
ACTION MARK 10000 3195 CONSIDERED_RELEVANT b'374676'
ACTION SNIPPET 10000 3198 SNIPPET_NOT_RELEVANT b'29698'
ACTION SNIPPET 10000 3201 SEEN_PREVIOUSLY b'1379865'
ACTION SNIPPET 10000 3204 SNIPPET_NOT_RELEVANT b'286961'
