ACTION QUERY 10000 10 hydrogen energy
ACTION MARK 10000 659 CONSIDERED_RELEVANT b'1479059'
ACTION SNIPPET 10000 662 SNIPPET_NOT_RELEVANT b'1375664'
ACTION SNIPPET 10000 665 SNIPPET_RELEVANT b'1848545'
ACTION DOC 10000 685 EXAMINING_DOCUMENT b'1848545'
ACTION SNIPPET 10000 688 SNIPPET_NOT_RELEVANT b'478414'
ACTION SNIPPET 10000 691 SNIPPET_NOT_RELEVANT b'1146931'
ACTION SNIPPET 10000 694 SNIPPET_NOT_RELEVANT b'379451'
ACTION SNIPPET 10000 697 SNIPPET_RELEVANT b'1465355'
ACTION DOC 10000 717 EXAMINING_DOCUMENT b'1465355'
ACTION MARK 10000 720 CONSIDERED_RELEVANT b'1465355'
ACTION SNIPPET 10000 723 SNIPPET_RELEVANT b'1658392'
ACTION DOC 10000 743 EXAMINING_DOCUMENT b'1658392'
ACTION SNIPPET 10000 746 SNIPPET_NOT_RELEVANT b'1532616'
ACTION SNIPPET 10000 749 SNIPPET_RELEVANT b'959073'
ACTION DOC 10000 769 EXAMINING_DOCUMENT b'959073'
ACTION MARK 10000 772 CONSIDERED_RELEVANT b'959073'
ACTION SNIPPET 10000 775 SNIPPET_NOT_RELEVANT b'579370'
ACTION SNIPPET 10000 778 SNIPPET_RELEVANT b'1469877'
ACTION DOC 10000 798 EXAMINING_DOCUMENT b'1469877'
ACTION MARK 10000 801 CONSIDERED_RELEVANT b'1469877'
ACTION SNIPPET 10000 804 SNIPPET_NOT_RELEVANT b'1737245'
ACTION SNIPPET 10000 807 SNIPPET_RELEVANT b'1626472'
ACTION DOC 10000 827 EXAMINING_DOCUMENT b'1626472'
ACTION MARK 10000 830 CONSIDERED_RELEVANT b'1626472'
ACTION SNIPPET 10000 833 SNIPPET_NOT_RELEVANT b'1431029'
ACTION SNIPPET 10000 836 SNIPPET_RELEVANT b'1432263'
ACTION DOC 10000 856 EXAMINING_DOCUMENT b'1432263'
ACTION SNIPPET 10000 859 SNIPPET_RELEVANT b'148627'
ACTION DOC 10000 879 EXAMINING_DOCUMENT b'148627'
ACTION MARK 10000 882 CONSIDERED_RELEVANT b'148627'
ACTION SNIPPET 10000 885 SNIPPET_NOT_RELEVANT b'1756597'
ACTION SNIPPET 10000 888 SNIPPET_RELEVANT b'932746'
ACTION DOC 10000 908 EXAMINING_DOCUMENT b'932746'
ACTION SNIPPET 10000 911 SNIPPET_NOT_RELEVANT b'239742'
ACTION SNIPPET 10000 914 SNIPPET_RELEVANT b'1629210'
ACTION DOC 10000 934 EXAMINING_DOCUMENT b'1629210'
ACTION MARK 10000 937 CONSIDERED_RELEVANT b'1629210'
ACTION SNIPPET 10000 940 SNIPPET_NOT_RELEVANT b'236851'
ACTION SNIPPET 10000 943 SNIPPET_NOT_RELEVANT b'1462427'
ACTION SNIPPET 10000 946 SNIPPET_RELEVANT b'1837925'
ACTION DOC 10000 966 EXAMINING_DOCUMENT b'1837925'
ACTION MARK 10000 969 CONSIDERED_RELEVANT b'1837925'
ACTION SNIPPET 10000 972 SNIPPET_RELEVANT b'129759'
ACTION DOC 10000 992 EXAMINING_DOCUMENT b'129759'
ACTION SNIPPET 10000 995 SNIPPET_RELEVANT b'234393'
ACTION DOC 10000 1015 EXAMINING_DOCUMENT b'234393'
ACTION MARK 10000 1018 CONSIDERED_RELEVANT b'234393'
ACTION SNIPPET 10000 1021 SNIPPET_NOT_RELEVANT b'1497518'
ACTION SNIPPET 10000 1024 SNIPPET_RELEVANT b'1820854'
ACTION DOC 10000 1044 EXAMINING_DOCUMENT b'1820854'
ACTION MARK 10000 1047 CONSIDERED_RELEVANT b'1820854'
ACTION SNIPPET 10000 1050 SNIPPET_RELEVANT b'1836365'
ACTION DOC 10000 1070 EXAMINING_DOCUMENT b'1836365'
ACTION MARK 10000 1073 CONSIDERED_RELEVANT b'1836365'
ACTION SNIPPET 10000 1076 SNIPPET_RELEVANT b'1031965'
ACTION DOC 10000 1096 EXAMINING_DOCUMENT b'1031965'
ACTION MARK 10000 1099 CONSIDERED_RELEVANT b'1031965'
ACTION SNIPPET 10000 1102 SNIPPET_RELEVANT b'559415'
ACTION DOC 10000 1122 EXAMINING_DOCUMENT b'559415'
ACTION MARK 10000 1125 CONSIDERED_RELEVANT b'559415'
ACTION SNIPPET 10000 1128 SNIPPET_RELEVANT b'158543'
ACTION DOC 10000 1148 EXAMINING_DOCUMENT b'158543'
ACTION SNIPPET 10000 1151 SNIPPET_RELEVANT b'1253855'
ACTION DOC 10000 1171 EXAMINING_DOCUMENT b'1253855'
ACTION MARK 10000 1174 CONSIDERED_RELEVANT b'1253855'
ACTION SNIPPET 10000 1177 SNIPPET_RELEVANT b'1301511'
ACTION DOC 10000 1197 EXAMINING_DOCUMENT b'1301511'
ACTION MARK 10000 1200 CONSIDERED_RELEVANT b'1301511'
ACTION SNIPPET 10000 1203 SNIPPET_NOT_RELEVANT b'1353760'
ACTION SNIPPET 10000 1206 SNIPPET_RELEVANT b'655278'
ACTION DOC 10000 1226 EXAMINING_DOCUMENT b'655278'
ACTION MARK 10000 1229 CONSIDERED_RELEVANT b'655278'
ACTION SNIPPET 10000 1232 SNIPPET_RELEVANT b'204560'
ACTION DOC 10000 1252 EXAMINING_DOCUMENT b'204560'
ACTION MARK 10000 1255 CONSIDERED_RELEVANT b'204560'
ACTION SNIPPET 10000 1258 SNIPPET_NOT_RELEVANT b'1452328'
ACTION SNIPPET 10000 1261 SNIPPET_NOT_RELEVANT b'129405'
ACTION SNIPPET 10000 1264 SNIPPET_NOT_RELEVANT b'243642'
ACTION SNIPPET 10000 1267 SNIPPET_NOT_RELEVANT b'1466613'
ACTION SNIPPET 10000 1270 SNIPPET_NOT_RELEVANT b'1400733'
ACTION SNIPPET 10000 1273 SNIPPET_RELEVANT b'1766951'
ACTION DOC 10000 1293 EXAMINING_DOCUMENT b'1766951'
ACTION SNIPPET 10000 1296 SNIPPET_NOT_RELEVANT b'337606'
ACTION SNIPPET 10000 1299 SNIPPET_RELEVANT b'1360848'
ACTION DOC 10000 1319 EXAMINING_DOCUMENT b'1360848'
ACTION SNIPPET 10000 1322 SNIPPET_RELEVANT b'1464481'
ACTION DOC 10000 1342 EXAMINING_DOCUMENT b'1464481'
ACTION SNIPPET 10000 1345 SNIPPET_RELEVANT b'397158'
ACTION DOC 10000 1365 EXAMINING_DOCUMENT b'397158'
ACTION QUERY 10000 1375 Hydrogen fuel cell cars
ACTION SERP 10000 1380 EXAMINE_SERP
ACTION SNIPPET 10000 1383 SNIPPET_RELEVANT b'1677932'
ACTION DOC 10000 1403 EXAMINING_DOCUMENT b'1677932'
ACTION MARK 10000 1406 CONSIDERED_RELEVANT b'1677932'
ACTION SNIPPET 10000 1409 SNIPPET_RELEVANT b'1792355'
ACTION DOC 10000 1429 EXAMINING_DOCUMENT b'1792355'
ACTION MARK 10000 1432 CONSIDERED_RELEVANT b'1792355'
ACTION SNIPPET 10000 1435 SNIPPET_RELEVANT b'1096956'
ACTION DOC 10000 1455 EXAMINING_DOCUMENT b'1096956'
ACTION MARK 10000 1458 CONSIDERED_RELEVANT b'1096956'
ACTION SNIPPET 10000 1461 SNIPPET_RELEVANT b'1792356'
ACTION DOC 10000 1481 EXAMINING_DOCUMENT b'1792356'
ACTION MARK 10000 1484 CONSIDERED_RELEVANT b'1792356'
ACTION SNIPPET 10000 1487 SNIPPET_RELEVANT b'1714360'
ACTION DOC 10000 1507 EXAMINING_DOCUMENT b'1714360'
ACTION MARK 10000 1510 CONSIDERED_RELEVANT b'1714360'
ACTION SNIPPET 10000 1513 SNIPPET_RELEVANT b'1405332'
ACTION DOC 10000 1533 EXAMINING_DOCUMENT b'1405332'
ACTION MARK 10000 1536 CONSIDERED_RELEVANT b'1405332'
ACTION SNIPPET 10000 1539 SEEN_PREVIOUSLY b'1469877'
ACTION SNIPPET 10000 1542 SEEN_PREVIOUSLY b'1629209'
ACTION SNIPPET 10000 1545 SEEN_PREVIOUSLY b'1301511'
ACTION SNIPPET 10000 1548 SNIPPET_RELEVANT b'1634314'
ACTION DOC 10000 1568 EXAMINING_DOCUMENT b'1634314'
ACTION MARK 10000 1571 CONSIDERED_RELEVANT b'1634314'
ACTION SNIPPET 10000 1574 SNIPPET_NOT_RELEVANT b'1359484'
ACTION SNIPPET 10000 1577 SNIPPET_RELEVANT b'912116'
ACTION DOC 10000 1597 EXAMINING_DOCUMENT b'912116'
ACTION MARK 10000 1600 CONSIDERED_RELEVANT b'912116'
ACTION SNIPPET 10000 1603 SNIPPET_NOT_RELEVANT b'1479443'
ACTION SNIPPET 10000 1606 SEEN_PREVIOUSLY b'1677826'
ACTION SNIPPET 10000 1609 SNIPPET_RELEVANT b'1460609'
ACTION DOC 10000 1629 EXAMINING_DOCUMENT b'1460609'
ACTION MARK 10000 1632 CONSIDERED_RELEVANT b'1460609'
ACTION SNIPPET 10000 1635 SNIPPET_RELEVANT b'1640674'
ACTION DOC 10000 1655 EXAMINING_DOCUMENT b'1640674'
ACTION MARK 10000 1658 CONSIDERED_RELEVANT b'1640674'
ACTION SNIPPET 10000 1661 SNIPPET_RELEVANT b'1375664'
ACTION DOC 10000 1681 EXAMINING_DOCUMENT b'1375664'
ACTION MARK 10000 1684 CONSIDERED_RELEVANT b'1375664'
ACTION SNIPPET 10000 1687 SNIPPET_RELEVANT b'1415814'
ACTION DOC 10000 1707 EXAMINING_DOCUMENT b'1415814'
ACTION MARK 10000 1710 CONSIDERED_RELEVANT b'1415814'
ACTION SNIPPET 10000 1713 SEEN_PREVIOUSLY b'1556630'
ACTION SNIPPET 10000 1716 SNIPPET_RELEVANT b'1704683'
ACTION DOC 10000 1736 EXAMINING_DOCUMENT b'1704683'
ACTION MARK 10000 1739 CONSIDERED_RELEVANT b'1704683'
ACTION SNIPPET 10000 1742 SEEN_PREVIOUSLY b'1629210'
ACTION SNIPPET 10000 1745 SNIPPET_RELEVANT b'1466613'
ACTION DOC 10000 1765 EXAMINING_DOCUMENT b'1466613'
ACTION MARK 10000 1768 CONSIDERED_RELEVANT b'1466613'
ACTION SNIPPET 10000 1771 SNIPPET_RELEVANT b'924641'
ACTION DOC 10000 1791 EXAMINING_DOCUMENT b'924641'
ACTION MARK 10000 1794 CONSIDERED_RELEVANT b'924641'
ACTION SNIPPET 10000 1797 SNIPPET_RELEVANT b'1756597'
ACTION DOC 10000 1817 EXAMINING_DOCUMENT b'1756597'
ACTION MARK 10000 1820 CONSIDERED_RELEVANT b'1756597'
ACTION SNIPPET 10000 1823 SNIPPET_NOT_RELEVANT b'1315589'
ACTION SNIPPET 10000 1826 SEEN_PREVIOUSLY b'966840'
ACTION SNIPPET 10000 1829 SNIPPET_RELEVANT b'523921'
ACTION DOC 10000 1849 EXAMINING_DOCUMENT b'523921'
ACTION SNIPPET 10000 1852 SNIPPET_RELEVANT b'1462427'
ACTION DOC 10000 1872 EXAMINING_DOCUMENT b'1462427'
ACTION MARK 10000 1875 CONSIDERED_RELEVANT b'1462427'
ACTION SNIPPET 10000 1878 SEEN_PREVIOUSLY b'1534757'
ACTION SNIPPET 10000 1881 SNIPPET_RELEVANT b'1441407'
ACTION DOC 10000 1901 EXAMINING_DOCUMENT b'1441407'
ACTION MARK 10000 1904 CONSIDERED_RELEVANT b'1441407'
ACTION SNIPPET 10000 1907 SEEN_PREVIOUSLY b'1843735'
ACTION SNIPPET 10000 1910 SNIPPET_RELEVANT b'1146931'
ACTION DOC 10000 1930 EXAMINING_DOCUMENT b'1146931'
ACTION SNIPPET 10000 1933 SNIPPET_RELEVANT b'1448866'
ACTION DOC 10000 1953 EXAMINING_DOCUMENT b'1448866'
ACTION MARK 10000 1956 CONSIDERED_RELEVANT b'1448866'
ACTION SNIPPET 10000 1959 SNIPPET_RELEVANT b'1808392'
ACTION DOC 10000 1979 EXAMINING_DOCUMENT b'1808392'
ACTION MARK 10000 1982 CONSIDERED_RELEVANT b'1808392'
ACTION SNIPPET 10000 1985 SNIPPET_RELEVANT b'690310'
ACTION DOC 10000 2005 EXAMINING_DOCUMENT b'690310'
ACTION MARK 10000 2008 CONSIDERED_RELEVANT b'690310'
ACTION SNIPPET 10000 2011 SNIPPET_RELEVANT b'1359324'
ACTION DOC 10000 2031 EXAMINING_DOCUMENT b'1359324'
ACTION MARK 10000 2034 CONSIDERED_RELEVANT b'1359324'
ACTION SNIPPET 10000 2037 SNIPPET_NOT_RELEVANT b'968156'
ACTION SNIPPET 10000 2040 SEEN_PREVIOUSLY b'1253855'
ACTION SNIPPET 10000 2043 SNIPPET_RELEVANT b'1392477'
ACTION DOC 10000 2063 EXAMINING_DOCUMENT b'1392477'
ACTION MARK 10000 2066 CONSIDERED_RELEVANT b'1392477'
ACTION SNIPPET 10000 2069 SNIPPET_RELEVANT b'1108600'
ACTION DOC 10000 2089 EXAMINING_DOCUMENT b'1108600'
ACTION MARK 10000 2092 CONSIDERED_RELEVANT b'1108600'
ACTION SNIPPET 10000 2095 SNIPPET_RELEVANT b'1740791'
ACTION DOC 10000 2115 EXAMINING_DOCUMENT b'1740791'
ACTION MARK 10000 2118 CONSIDERED_RELEVANT b'1740791'
ACTION SNIPPET 10000 2121 SNIPPET_RELEVANT b'1467322'
ACTION DOC 10000 2141 EXAMINING_DOCUMENT b'1467322'
ACTION SNIPPET 10000 2144 SEEN_PREVIOUSLY b'1820854'
ACTION SNIPPET 10000 2147 SNIPPET_RELEVANT b'1616653'
ACTION DOC 10000 2167 EXAMINING_DOCUMENT b'1616653'
ACTION SNIPPET 10000 2170 SEEN_PREVIOUSLY b'1830395'
ACTION SNIPPET 10000 2173 SEEN_PREVIOUSLY b'1524982'
ACTION SNIPPET 10000 2176 SNIPPET_NOT_RELEVANT b'875114'
ACTION SNIPPET 10000 2179 SNIPPET_RELEVANT b'379451'
ACTION DOC 10000 2199 EXAMINING_DOCUMENT b'379451'
ACTION MARK 10000 2202 CONSIDERED_RELEVANT b'379451'
ACTION SNIPPET 10000 2205 SNIPPET_NOT_RELEVANT b'1606600'
ACTION SNIPPET 10000 2208 SNIPPET_NOT_RELEVANT b'1452329'
ACTION SNIPPET 10000 2211 SNIPPET_NOT_RELEVANT b'1359092'
ACTION SNIPPET 10000 2214 SEEN_PREVIOUSLY b'1626472'
ACTION SNIPPET 10000 2217 SEEN_PREVIOUSLY b'1360848'
ACTION SNIPPET 10000 2220 SNIPPET_NOT_RELEVANT b'1840664'
ACTION SNIPPET 10000 2223 SNIPPET_RELEVANT b'1729036'
ACTION DOC 10000 2243 EXAMINING_DOCUMENT b'1729036'
ACTION MARK 10000 2246 CONSIDERED_RELEVANT b'1729036'
ACTION SNIPPET 10000 2249 SNIPPET_RELEVANT b'1141622'
ACTION DOC 10000 2269 EXAMINING_DOCUMENT b'1141622'
ACTION MARK 10000 2272 CONSIDERED_RELEVANT b'1141622'
ACTION SNIPPET 10000 2275 SEEN_PREVIOUSLY b'1465355'
ACTION SNIPPET 10000 2278 SNIPPET_RELEVANT b'1358029'
ACTION DOC 10000 2298 EXAMINING_DOCUMENT b'1358029'
ACTION MARK 10000 2301 CONSIDERED_RELEVANT b'1358029'
ACTION SNIPPET 10000 2304 SEEN_PREVIOUSLY b'286579'
ACTION SNIPPET 10000 2307 SNIPPET_NOT_RELEVANT b'478414'
ACTION SNIPPET 10000 2310 SEEN_PREVIOUSLY b'1843716'
ACTION SNIPPET 10000 2313 SNIPPET_RELEVANT b'1009308'
ACTION DOC 10000 2333 EXAMINING_DOCUMENT b'1009308'
ACTION MARK 10000 2336 CONSIDERED_RELEVANT b'1009308'
ACTION SNIPPET 10000 2339 SEEN_PREVIOUSLY b'1461542'
ACTION SNIPPET 10000 2342 SNIPPET_RELEVANT b'1427328'
ACTION DOC 10000 2362 EXAMINING_DOCUMENT b'1427328'
ACTION MARK 10000 2365 CONSIDERED_RELEVANT b'1427328'
ACTION SNIPPET 10000 2368 SNIPPET_RELEVANT b'980852'
ACTION DOC 10000 2388 EXAMINING_DOCUMENT b'980852'
ACTION MARK 10000 2391 CONSIDERED_RELEVANT b'980852'
ACTION SNIPPET 10000 2394 SEEN_PREVIOUSLY b'1470357'
ACTION SNIPPET 10000 2397 SNIPPET_RELEVANT b'1353760'
ACTION DOC 10000 2417 EXAMINING_DOCUMENT b'1353760'
ACTION SNIPPET 10000 2420 SEEN_PREVIOUSLY b'1836365'
ACTION SNIPPET 10000 2423 SNIPPET_NOT_RELEVANT b'1292025'
ACTION SNIPPET 10000 2426 SNIPPET_RELEVANT b'894080'
ACTION DOC 10000 2446 EXAMINING_DOCUMENT b'894080'
ACTION SNIPPET 10000 2449 SEEN_PREVIOUSLY b'296707'
ACTION SNIPPET 10000 2452 SNIPPET_RELEVANT b'1400733'
ACTION DOC 10000 2472 EXAMINING_DOCUMENT b'1400733'
ACTION SNIPPET 10000 2475 SNIPPET_NOT_RELEVANT b'1452328'
ACTION SNIPPET 10000 2478 SNIPPET_NOT_RELEVANT b'1419849'
ACTION SNIPPET 10000 2481 SEEN_PREVIOUSLY b'1630634'
ACTION SNIPPET 10000 2484 SNIPPET_RELEVANT b'593852'
ACTION DOC 10000 2504 EXAMINING_DOCUMENT b'593852'
ACTION MARK 10000 2507 CONSIDERED_RELEVANT b'593852'
ACTION SNIPPET 10000 2510 SNIPPET_RELEVANT b'1843733'
ACTION DOC 10000 2530 EXAMINING_DOCUMENT b'1843733'
ACTION MARK 10000 2533 CONSIDERED_RELEVANT b'1843733'
ACTION SNIPPET 10000 2536 SNIPPET_RELEVANT b'1591538'
ACTION DOC 10000 2556 EXAMINING_DOCUMENT b'1591538'
ACTION SNIPPET 10000 2559 SNIPPET_RELEVANT b'1649578'
ACTION DOC 10000 2579 EXAMINING_DOCUMENT b'1649578'
ACTION MARK 10000 2582 CONSIDERED_RELEVANT b'1649578'
ACTION SNIPPET 10000 2585 SNIPPET_RELEVANT b'1841759'
ACTION DOC 10000 2605 EXAMINING_DOCUMENT b'1841759'
ACTION MARK 10000 2608 CONSIDERED_RELEVANT b'1841759'
ACTION SNIPPET 10000 2611 SNIPPET_RELEVANT b'1408516'
ACTION DOC 10000 2631 EXAMINING_DOCUMENT b'1408516'
ACTION MARK 10000 2634 CONSIDERED_RELEVANT b'1408516'
ACTION SNIPPET 10000 2637 SNIPPET_RELEVANT b'1025261'
ACTION DOC 10000 2657 EXAMINING_DOCUMENT b'1025261'
ACTION SNIPPET 10000 2660 SNIPPET_RELEVANT b'1737245'
ACTION DOC 10000 2680 EXAMINING_DOCUMENT b'1737245'
ACTION MARK 10000 2683 CONSIDERED_RELEVANT b'1737245'
ACTION SNIPPET 10000 2686 SNIPPET_RELEVANT b'1470553'
ACTION DOC 10000 2706 EXAMINING_DOCUMENT b'1470553'
ACTION MARK 10000 2709 CONSIDERED_RELEVANT b'1470553'
ACTION SNIPPET 10000 2712 SEEN_PREVIOUSLY b'755544'
ACTION SNIPPET 10000 2715 SNIPPET_RELEVANT b'965422'
ACTION DOC 10000 2735 EXAMINING_DOCUMENT b'965422'
ACTION MARK 10000 2738 CONSIDERED_RELEVANT b'965422'
ACTION SNIPPET 10000 2741 SNIPPET_RELEVANT b'1497519'
ACTION DOC 10000 2761 EXAMINING_DOCUMENT b'1497519'
ACTION SNIPPET 10000 2764 SNIPPET_RELEVANT b'1511475'
ACTION DOC 10000 2784 EXAMINING_DOCUMENT b'1511475'
ACTION SNIPPET 10000 2787 SEEN_PREVIOUSLY b'1432263'
ACTION SNIPPET 10000 2790 SNIPPET_NOT_RELEVANT b'1472751'
ACTION SNIPPET 10000 2793 SNIPPET_RELEVANT b'269418'
ACTION DOC 10000 2813 EXAMINING_DOCUMENT b'269418'
ACTION MARK 10000 2816 CONSIDERED_RELEVANT b'269418'
ACTION SNIPPET 10000 2819 SNIPPET_RELEVANT b'963488'
ACTION DOC 10000 2839 EXAMINING_DOCUMENT b'963488'
ACTION MARK 10000 2842 CONSIDERED_RELEVANT b'963488'
ACTION SNIPPET 10000 2845 SEEN_PREVIOUSLY b'1507525'
ACTION SNIPPET 10000 2848 SNIPPET_NOT_RELEVANT b'1467327'
ACTION SNIPPET 10000 2851 SNIPPET_RELEVANT b'1452330'
ACTION DOC 10000 2871 EXAMINING_DOCUMENT b'1452330'
ACTION SNIPPET 10000 2874 SNIPPET_NOT_RELEVANT b'1591157'
ACTION SNIPPET 10000 2877 SNIPPET_NOT_RELEVANT b'1170826'
ACTION SNIPPET 10000 2880 SNIPPET_NOT_RELEVANT b'1497518'
ACTION SNIPPET 10000 2883 SNIPPET_NOT_RELEVANT b'517265'
ACTION SNIPPET 10000 2886 SNIPPET_NOT_RELEVANT b'1002111'
INFO SERP_END_REACHED 
ACTION QUERY 10000 2896 Hydrogen economy
ACTION SERP 10000 2901 EXAMINE_SERP
ACTION SNIPPET 10000 2904 SEEN_PREVIOUSLY b'755544'
ACTION SNIPPET 10000 2907 SEEN_PREVIOUSLY b'1630634'
ACTION SNIPPET 10000 2910 SNIPPET_NOT_RELEVANT b'1467324'
ACTION SNIPPET 10000 2913 SEEN_PREVIOUSLY b'1461542'
ACTION SNIPPET 10000 2916 SEEN_PREVIOUSLY b'1507525'
ACTION SNIPPET 10000 2919 SEEN_PREVIOUSLY b'1534757'
ACTION SNIPPET 10000 2922 SEEN_PREVIOUSLY b'1658392'
ACTION SNIPPET 10000 2925 SEEN_PREVIOUSLY b'1497519'
ACTION SNIPPET 10000 2928 SEEN_PREVIOUSLY b'1556630'
ACTION SNIPPET 10000 2931 SNIPPET_RELEVANT b'1431029'
ACTION DOC 10000 2951 EXAMINING_DOCUMENT b'1431029'
ACTION SNIPPET 10000 2954 SNIPPET_RELEVANT b'1559535'
ACTION DOC 10000 2974 EXAMINING_DOCUMENT b'1559535'
ACTION MARK 10000 2977 CONSIDERED_RELEVANT b'1559535'
ACTION SNIPPET 10000 2980 SEEN_PREVIOUSLY b'1843730'
ACTION SNIPPET 10000 2983 SEEN_PREVIOUSLY b'756936'
ACTION SNIPPET 10000 2986 SEEN_PREVIOUSLY b'296707'
ACTION SNIPPET 10000 2989 SNIPPET_NOT_RELEVANT b'1460574'
ACTION SNIPPET 10000 2992 SEEN_PREVIOUSLY b'1843735'
ACTION SNIPPET 10000 2995 SEEN_PREVIOUSLY b'1626472'
ACTION SNIPPET 10000 2998 SEEN_PREVIOUSLY b'1465355'
ACTION SNIPPET 10000 3001 SEEN_PREVIOUSLY b'286579'
ACTION SNIPPET 10000 3004 SEEN_PREVIOUSLY b'1843716'
ACTION SNIPPET 10000 3007 SEEN_PREVIOUSLY b'158543'
ACTION SNIPPET 10000 3010 SNIPPET_NOT_RELEVANT b'1532616'
ACTION SNIPPET 10000 3013 SEEN_PREVIOUSLY b'148627'
