ACTION QUERY 10000 10 human stampede
ACTION QUERY 10000 1174 How do human stampedes happen?
ACTION SERP 10000 1179 EXAMINE_SERP
ACTION SNIPPET 10000 1182 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 1185 SNIPPET_NOT_RELEVANT b'1393201'
ACTION SNIPPET 10000 1188 SNIPPET_RELEVANT b'497129'
ACTION DOC 10000 1208 EXAMINING_DOCUMENT b'497129'
ACTION MARK 10000 1211 CONSIDERED_RELEVANT b'497129'
ACTION SNIPPET 10000 1214 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 1217 SEEN_PREVIOUSLY b'1315825'
ACTION SNIPPET 10000 1220 SEEN_PREVIOUSLY b'1450252'
ACTION SNIPPET 10000 1223 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 1226 SNIPPET_RELEVANT b'278899'
ACTION DOC 10000 1246 EXAMINING_DOCUMENT b'278899'
ACTION SNIPPET 10000 1249 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 1252 SEEN_PREVIOUSLY b'492316'
ACTION SNIPPET 10000 1255 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 1258 SNIPPET_NOT_RELEVANT b'485041'
ACTION SNIPPET 10000 1261 SEEN_PREVIOUSLY b'363729'
ACTION SNIPPET 10000 1264 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 1267 SNIPPET_RELEVANT b'175438'
ACTION DOC 10000 1287 EXAMINING_DOCUMENT b'175438'
ACTION SNIPPET 10000 1290 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 1293 SNIPPET_NOT_RELEVANT b'1156635'
ACTION SNIPPET 10000 1296 SNIPPET_RELEVANT b'500222'
ACTION DOC 10000 1316 EXAMINING_DOCUMENT b'500222'
ACTION SNIPPET 10000 1319 SNIPPET_RELEVANT b'1466129'
ACTION DOC 10000 1339 EXAMINING_DOCUMENT b'1466129'
ACTION MARK 10000 1342 CONSIDERED_RELEVANT b'1466129'
ACTION SNIPPET 10000 1345 SNIPPET_NOT_RELEVANT b'1699122'
ACTION QUERY 10000 1355 Examples of human stampedes
ACTION SERP 10000 1360 EXAMINE_SERP
ACTION SNIPPET 10000 1363 SNIPPET_NOT_RELEVANT b'1061863'
ACTION SNIPPET 10000 1366 SNIPPET_NOT_RELEVANT b'36337'
ACTION SNIPPET 10000 1369 SNIPPET_NOT_RELEVANT b'1148102'
ACTION SNIPPET 10000 1372 SEEN_PREVIOUSLY b'1315825'
ACTION SNIPPET 10000 1375 SEEN_PREVIOUSLY b'1450252'
ACTION SNIPPET 10000 1378 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 1381 SNIPPET_NOT_RELEVANT b'1009032'
ACTION SNIPPET 10000 1384 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 1387 SEEN_PREVIOUSLY b'492316'
ACTION SNIPPET 10000 1390 SNIPPET_RELEVANT b'958331'
ACTION DOC 10000 1410 EXAMINING_DOCUMENT b'958331'
ACTION SNIPPET 10000 1413 SNIPPET_NOT_RELEVANT b'1019081'
ACTION SNIPPET 10000 1416 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 1419 SNIPPET_RELEVANT b'1238100'
ACTION DOC 10000 1439 EXAMINING_DOCUMENT b'1238100'
ACTION SNIPPET 10000 1442 SEEN_PREVIOUSLY b'363729'
ACTION SNIPPET 10000 1445 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 1448 SEEN_PREVIOUSLY b'423877'
ACTION SNIPPET 10000 1451 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 1454 SNIPPET_RELEVANT b'1546904'
ACTION DOC 10000 1474 EXAMINING_DOCUMENT b'1546904'
ACTION SNIPPET 10000 1477 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 1480 SEEN_PREVIOUSLY b'127053'
ACTION QUERY 10000 1490 How to avoid a human stampede?
ACTION SERP 10000 1495 EXAMINE_SERP
ACTION SNIPPET 10000 1498 SNIPPET_RELEVANT b'36337'
ACTION DOC 10000 1518 EXAMINING_DOCUMENT b'36337'
ACTION SNIPPET 10000 1521 SNIPPET_RELEVANT b'252935'
ACTION DOC 10000 1541 EXAMINING_DOCUMENT b'252935'
ACTION SNIPPET 10000 1544 SNIPPET_RELEVANT b'487722'
ACTION DOC 10000 1564 EXAMINING_DOCUMENT b'487722'
ACTION SNIPPET 10000 1567 SNIPPET_RELEVANT b'1783796'
ACTION DOC 10000 1587 EXAMINING_DOCUMENT b'1783796'
ACTION MARK 10000 1590 CONSIDERED_RELEVANT b'1783796'
ACTION SNIPPET 10000 1593 SEEN_PREVIOUSLY b'1315825'
ACTION SNIPPET 10000 1596 SEEN_PREVIOUSLY b'1450252'
ACTION SNIPPET 10000 1599 SNIPPET_RELEVANT b'367335'
ACTION DOC 10000 1619 EXAMINING_DOCUMENT b'367335'
ACTION MARK 10000 1622 CONSIDERED_RELEVANT b'367335'
ACTION SNIPPET 10000 1625 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 1628 SEEN_PREVIOUSLY b'492316'
ACTION SNIPPET 10000 1631 SNIPPET_NOT_RELEVANT b'97600'
ACTION SNIPPET 10000 1634 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 1637 SEEN_PREVIOUSLY b'363729'
ACTION SNIPPET 10000 1640 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 1643 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 1646 SNIPPET_RELEVANT b'925585'
ACTION DOC 10000 1666 EXAMINING_DOCUMENT b'925585'
ACTION SNIPPET 10000 1669 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 1672 SEEN_PREVIOUSLY b'423877'
ACTION SNIPPET 10000 1675 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 1678 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 1681 SEEN_PREVIOUSLY b'127053'
ACTION QUERY 10000 1691 Characteristics of human stampedes
ACTION SERP 10000 1696 EXAMINE_SERP
ACTION SNIPPET 10000 1699 SEEN_PREVIOUSLY b'1315825'
ACTION SNIPPET 10000 1702 SEEN_PREVIOUSLY b'1450252'
ACTION SNIPPET 10000 1705 SNIPPET_NOT_RELEVANT b'1670111'
ACTION SNIPPET 10000 1708 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 1711 SEEN_PREVIOUSLY b'492316'
ACTION SNIPPET 10000 1714 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 1717 SEEN_PREVIOUSLY b'363729'
ACTION SNIPPET 10000 1720 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 1723 SNIPPET_NOT_RELEVANT b'456244'
ACTION SNIPPET 10000 1726 SNIPPET_RELEVANT b'1249611'
ACTION DOC 10000 1746 EXAMINING_DOCUMENT b'1249611'
ACTION SNIPPET 10000 1749 SEEN_PREVIOUSLY b'423877'
ACTION SNIPPET 10000 1752 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 1755 SNIPPET_NOT_RELEVANT b'386658'
ACTION SNIPPET 10000 1758 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 1761 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 1764 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 1767 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 1770 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 1773 SNIPPET_RELEVANT b'1061863'
ACTION DOC 10000 1793 EXAMINING_DOCUMENT b'1061863'
ACTION SNIPPET 10000 1796 SEEN_PREVIOUSLY b'808151'
ACTION QUERY 10000 1806 Causes of stampede-like behavior in humans
ACTION SERP 10000 1811 EXAMINE_SERP
ACTION SNIPPET 10000 1814 SNIPPET_RELEVANT b'1050124'
ACTION DOC 10000 1834 EXAMINING_DOCUMENT b'1050124'
ACTION SNIPPET 10000 1837 SNIPPET_NOT_RELEVANT b'246232'
ACTION SNIPPET 10000 1840 SNIPPET_RELEVANT b'818482'
ACTION DOC 10000 1860 EXAMINING_DOCUMENT b'818482'
ACTION SNIPPET 10000 1863 SNIPPET_RELEVANT b'47065'
ACTION DOC 10000 1883 EXAMINING_DOCUMENT b'47065'
ACTION SNIPPET 10000 1886 SNIPPET_NOT_RELEVANT b'703677'
ACTION SNIPPET 10000 1889 SNIPPET_NOT_RELEVANT b'1824134'
ACTION SNIPPET 10000 1892 SNIPPET_NOT_RELEVANT b'810891'
ACTION SNIPPET 10000 1895 SNIPPET_NOT_RELEVANT b'1277618'
ACTION SNIPPET 10000 1898 SNIPPET_RELEVANT b'686033'
ACTION DOC 10000 1918 EXAMINING_DOCUMENT b'686033'
ACTION SNIPPET 10000 1921 SNIPPET_NOT_RELEVANT b'1403348'
ACTION SNIPPET 10000 1924 SNIPPET_RELEVANT b'560231'
ACTION DOC 10000 1944 EXAMINING_DOCUMENT b'560231'
ACTION SNIPPET 10000 1947 SNIPPET_RELEVANT b'1554844'
ACTION DOC 10000 1967 EXAMINING_DOCUMENT b'1554844'
ACTION SNIPPET 10000 1970 SNIPPET_RELEVANT b'850494'
ACTION DOC 10000 1990 EXAMINING_DOCUMENT b'850494'
ACTION SNIPPET 10000 1993 SNIPPET_RELEVANT b'1855655'
ACTION DOC 10000 2013 EXAMINING_DOCUMENT b'1855655'
ACTION SNIPPET 10000 2016 SNIPPET_NOT_RELEVANT b'812175'
ACTION SNIPPET 10000 2019 SNIPPET_NOT_RELEVANT b'1416021'
ACTION SNIPPET 10000 2022 SNIPPET_NOT_RELEVANT b'1644782'
ACTION SNIPPET 10000 2025 SNIPPET_NOT_RELEVANT b'956231'
ACTION SNIPPET 10000 2028 SNIPPET_RELEVANT b'1636618'
ACTION DOC 10000 2048 EXAMINING_DOCUMENT b'1636618'
ACTION SNIPPET 10000 2051 SNIPPET_NOT_RELEVANT b'643941'
ACTION QUERY 10000 2061 Fainting in crowds and human stampedes
ACTION SERP 10000 2066 EXAMINE_SERP
ACTION SNIPPET 10000 2069 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 2072 SNIPPET_RELEVANT b'502323'
ACTION DOC 10000 2092 EXAMINING_DOCUMENT b'502323'
ACTION MARK 10000 2095 CONSIDERED_RELEVANT b'502323'
ACTION SNIPPET 10000 2098 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 2101 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 2104 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 2107 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 2110 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 2113 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 2116 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 2119 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 2122 SNIPPET_RELEVANT b'1004585'
ACTION DOC 10000 2142 EXAMINING_DOCUMENT b'1004585'
ACTION MARK 10000 2145 CONSIDERED_RELEVANT b'1004585'
ACTION SNIPPET 10000 2148 SNIPPET_NOT_RELEVANT b'1182694'
ACTION SNIPPET 10000 2151 SNIPPET_RELEVANT b'1698889'
ACTION DOC 10000 2171 EXAMINING_DOCUMENT b'1698889'
ACTION MARK 10000 2174 CONSIDERED_RELEVANT b'1698889'
ACTION SNIPPET 10000 2177 SEEN_PREVIOUSLY b'121675'
ACTION SNIPPET 10000 2180 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 2183 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 2186 SEEN_PREVIOUSLY b'1293154'
ACTION SNIPPET 10000 2189 SNIPPET_NOT_RELEVANT b'681253'
ACTION SNIPPET 10000 2192 SNIPPET_NOT_RELEVANT b'1273696'
ACTION SNIPPET 10000 2195 SNIPPET_RELEVANT b'497389'
ACTION DOC 10000 2215 EXAMINING_DOCUMENT b'497389'
ACTION MARK 10000 2218 CONSIDERED_RELEVANT b'497389'
ACTION QUERY 10000 2228 Psychology of human stampedes
ACTION SERP 10000 2233 EXAMINE_SERP
ACTION SNIPPET 10000 2236 SNIPPET_NOT_RELEVANT b'1037461'
ACTION SNIPPET 10000 2239 SEEN_PREVIOUSLY b'1315825'
ACTION SNIPPET 10000 2242 SEEN_PREVIOUSLY b'1450252'
ACTION SNIPPET 10000 2245 SNIPPET_RELEVANT b'1825569'
ACTION DOC 10000 2265 EXAMINING_DOCUMENT b'1825569'
ACTION SNIPPET 10000 2268 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 2271 SEEN_PREVIOUSLY b'492316'
ACTION SNIPPET 10000 2274 SNIPPET_NOT_RELEVANT b'85528'
ACTION SNIPPET 10000 2277 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 2280 SNIPPET_RELEVANT b'781552'
ACTION DOC 10000 2300 EXAMINING_DOCUMENT b'781552'
ACTION SNIPPET 10000 2303 SNIPPET_NOT_RELEVANT b'1822239'
ACTION SNIPPET 10000 2306 SEEN_PREVIOUSLY b'363729'
ACTION SNIPPET 10000 2309 SNIPPET_RELEVANT b'1698234'
ACTION DOC 10000 2329 EXAMINING_DOCUMENT b'1698234'
ACTION SNIPPET 10000 2332 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 2335 SNIPPET_NOT_RELEVANT b'1168825'
ACTION SNIPPET 10000 2338 SEEN_PREVIOUSLY b'423877'
ACTION SNIPPET 10000 2341 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 2344 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 2347 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 2350 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 2353 SEEN_PREVIOUSLY b'127391'
ACTION QUERY 10000 2363 Warning signs of human stampedes
ACTION SERP 10000 2368 EXAMINE_SERP
ACTION SNIPPET 10000 2371 SEEN_PREVIOUSLY b'459087'
ACTION SNIPPET 10000 2374 SNIPPET_NOT_RELEVANT b'516501'
ACTION SNIPPET 10000 2377 SNIPPET_RELEVANT b'1393201'
ACTION DOC 10000 2397 EXAMINING_DOCUMENT b'1393201'
ACTION SNIPPET 10000 2400 SEEN_PREVIOUSLY b'1546904'
ACTION SNIPPET 10000 2403 SNIPPET_NOT_RELEVANT b'352090'
ACTION SNIPPET 10000 2406 SEEN_PREVIOUSLY b'1315825'
ACTION SNIPPET 10000 2409 SEEN_PREVIOUSLY b'1450252'
ACTION SNIPPET 10000 2412 SEEN_PREVIOUSLY b'487722'
ACTION SNIPPET 10000 2415 SNIPPET_RELEVANT b'854442'
ACTION DOC 10000 2435 EXAMINING_DOCUMENT b'854442'
ACTION SNIPPET 10000 2438 SNIPPET_RELEVANT b'1633465'
ACTION DOC 10000 2458 EXAMINING_DOCUMENT b'1633465'
ACTION SNIPPET 10000 2461 SNIPPET_NOT_RELEVANT b'1429277'
ACTION SNIPPET 10000 2464 SNIPPET_NOT_RELEVANT b'1511264'
ACTION SNIPPET 10000 2467 SEEN_PREVIOUSLY b'1238100'
ACTION SNIPPET 10000 2470 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 2473 SEEN_PREVIOUSLY b'492316'
ACTION SNIPPET 10000 2476 SNIPPET_RELEVANT b'501017'
ACTION DOC 10000 2496 EXAMINING_DOCUMENT b'501017'
ACTION MARK 10000 2499 CONSIDERED_RELEVANT b'501017'
ACTION SNIPPET 10000 2502 SNIPPET_NOT_RELEVANT b'1191812'
ACTION SNIPPET 10000 2505 SNIPPET_RELEVANT b'1009032'
ACTION DOC 10000 2525 EXAMINING_DOCUMENT b'1009032'
ACTION SNIPPET 10000 2528 SEEN_PREVIOUSLY b'1783796'
