ACTION QUERY 10000 10 railway accidents
ACTION MARK 10000 775 CONSIDERED_RELEVANT b'1403609'
ACTION SNIPPET 10000 778 SNIPPET_RELEVANT b'1048102'
ACTION DOC 10000 798 EXAMINING_DOCUMENT b'1048102'
ACTION MARK 10000 801 CONSIDERED_RELEVANT b'1048102'
ACTION SNIPPET 10000 804 SNIPPET_NOT_RELEVANT b'48678'
ACTION SNIPPET 10000 807 SNIPPET_RELEVANT b'1668151'
ACTION DOC 10000 827 EXAMINING_DOCUMENT b'1668151'
ACTION MARK 10000 830 CONSIDERED_RELEVANT b'1668151'
ACTION SNIPPET 10000 833 SNIPPET_NOT_RELEVANT b'1369590'
ACTION SNIPPET 10000 836 SNIPPET_RELEVANT b'1360557'
ACTION DOC 10000 856 EXAMINING_DOCUMENT b'1360557'
ACTION MARK 10000 859 CONSIDERED_RELEVANT b'1360557'
ACTION SNIPPET 10000 862 SNIPPET_NOT_RELEVANT b'1373726'
ACTION SNIPPET 10000 865 SNIPPET_NOT_RELEVANT b'717098'
ACTION SNIPPET 10000 868 SNIPPET_NOT_RELEVANT b'191795'
ACTION SNIPPET 10000 871 SNIPPET_RELEVANT b'199517'
ACTION DOC 10000 891 EXAMINING_DOCUMENT b'199517'
ACTION SNIPPET 10000 894 SNIPPET_RELEVANT b'161660'
ACTION DOC 10000 914 EXAMINING_DOCUMENT b'161660'
ACTION QUERY 10000 924 Train derailment
ACTION SERP 10000 929 EXAMINE_SERP
ACTION SNIPPET 10000 932 SNIPPET_NOT_RELEVANT b'661831'
ACTION SNIPPET 10000 935 SEEN_PREVIOUSLY b'112888'
ACTION SNIPPET 10000 938 SNIPPET_RELEVANT b'831760'
ACTION DOC 10000 958 EXAMINING_DOCUMENT b'831760'
ACTION MARK 10000 961 CONSIDERED_RELEVANT b'831760'
ACTION SNIPPET 10000 964 SNIPPET_RELEVANT b'1765670'
ACTION DOC 10000 984 EXAMINING_DOCUMENT b'1765670'
ACTION MARK 10000 987 CONSIDERED_RELEVANT b'1765670'
ACTION SNIPPET 10000 990 SNIPPET_RELEVANT b'1239717'
ACTION DOC 10000 1010 EXAMINING_DOCUMENT b'1239717'
ACTION MARK 10000 1013 CONSIDERED_RELEVANT b'1239717'
ACTION SNIPPET 10000 1016 SNIPPET_NOT_RELEVANT b'168624'
ACTION SNIPPET 10000 1019 SNIPPET_NOT_RELEVANT b'9260'
ACTION SNIPPET 10000 1022 SNIPPET_RELEVANT b'1379865'
ACTION DOC 10000 1042 EXAMINING_DOCUMENT b'1379865'
ACTION MARK 10000 1045 CONSIDERED_RELEVANT b'1379865'
ACTION SNIPPET 10000 1048 SNIPPET_RELEVANT b'872325'
ACTION DOC 10000 1068 EXAMINING_DOCUMENT b'872325'
ACTION SNIPPET 10000 1071 SNIPPET_RELEVANT b'704234'
ACTION DOC 10000 1091 EXAMINING_DOCUMENT b'704234'
ACTION MARK 10000 1094 CONSIDERED_RELEVANT b'704234'
ACTION SNIPPET 10000 1097 SNIPPET_RELEVANT b'469735'
ACTION DOC 10000 1117 EXAMINING_DOCUMENT b'469735'
ACTION MARK 10000 1120 CONSIDERED_RELEVANT b'469735'
ACTION SNIPPET 10000 1123 SNIPPET_NOT_RELEVANT b'871359'
ACTION SNIPPET 10000 1126 SNIPPET_RELEVANT b'1209786'
ACTION DOC 10000 1146 EXAMINING_DOCUMENT b'1209786'
ACTION MARK 10000 1149 CONSIDERED_RELEVANT b'1209786'
ACTION SNIPPET 10000 1152 SNIPPET_RELEVANT b'1531691'
ACTION DOC 10000 1172 EXAMINING_DOCUMENT b'1531691'
ACTION MARK 10000 1175 CONSIDERED_RELEVANT b'1531691'
ACTION SNIPPET 10000 1178 SNIPPET_RELEVANT b'114987'
ACTION DOC 10000 1198 EXAMINING_DOCUMENT b'114987'
ACTION SNIPPET 10000 1201 SNIPPET_RELEVANT b'1191619'
ACTION DOC 10000 1221 EXAMINING_DOCUMENT b'1191619'
ACTION MARK 10000 1224 CONSIDERED_RELEVANT b'1191619'
ACTION SNIPPET 10000 1227 SNIPPET_RELEVANT b'704898'
ACTION DOC 10000 1247 EXAMINING_DOCUMENT b'704898'
ACTION MARK 10000 1250 CONSIDERED_RELEVANT b'704898'
ACTION SNIPPET 10000 1253 SNIPPET_RELEVANT b'29646'
ACTION DOC 10000 1273 EXAMINING_DOCUMENT b'29646'
ACTION MARK 10000 1276 CONSIDERED_RELEVANT b'29646'
ACTION SNIPPET 10000 1279 SNIPPET_NOT_RELEVANT b'878534'
ACTION SNIPPET 10000 1282 SNIPPET_RELEVANT b'268648'
ACTION DOC 10000 1302 EXAMINING_DOCUMENT b'268648'
ACTION SNIPPET 10000 1305 SNIPPET_NOT_RELEVANT b'105357'
ACTION SNIPPET 10000 1308 SNIPPET_NOT_RELEVANT b'1556033'
ACTION SNIPPET 10000 1311 SNIPPET_RELEVANT b'933639'
ACTION DOC 10000 1331 EXAMINING_DOCUMENT b'933639'
ACTION MARK 10000 1334 CONSIDERED_RELEVANT b'933639'
ACTION SNIPPET 10000 1337 SNIPPET_NOT_RELEVANT b'932581'
ACTION SNIPPET 10000 1340 SNIPPET_NOT_RELEVANT b'1504695'
ACTION SNIPPET 10000 1343 SNIPPET_RELEVANT b'1526069'
ACTION DOC 10000 1363 EXAMINING_DOCUMENT b'1526069'
ACTION MARK 10000 1366 CONSIDERED_RELEVANT b'1526069'
ACTION SNIPPET 10000 1369 SNIPPET_RELEVANT b'1610371'
ACTION DOC 10000 1389 EXAMINING_DOCUMENT b'1610371'
ACTION SNIPPET 10000 1392 SNIPPET_NOT_RELEVANT b'1575455'
ACTION SNIPPET 10000 1395 SNIPPET_RELEVANT b'270926'
ACTION DOC 10000 1415 EXAMINING_DOCUMENT b'270926'
ACTION SNIPPET 10000 1418 SNIPPET_RELEVANT b'834855'
ACTION DOC 10000 1438 EXAMINING_DOCUMENT b'834855'
ACTION MARK 10000 1441 CONSIDERED_RELEVANT b'834855'
ACTION SNIPPET 10000 1444 SNIPPET_RELEVANT b'181527'
ACTION DOC 10000 1464 EXAMINING_DOCUMENT b'181527'
ACTION SNIPPET 10000 1467 SNIPPET_RELEVANT b'168476'
ACTION DOC 10000 1487 EXAMINING_DOCUMENT b'168476'
ACTION SNIPPET 10000 1490 SNIPPET_RELEVANT b'1398527'
ACTION DOC 10000 1510 EXAMINING_DOCUMENT b'1398527'
ACTION QUERY 10000 1520 Railway collision
ACTION SERP 10000 1525 EXAMINE_SERP
ACTION SNIPPET 10000 1528 SEEN_PREVIOUSLY b'1127996'
ACTION SNIPPET 10000 1531 SEEN_PREVIOUSLY b'1275509'
ACTION SNIPPET 10000 1534 SNIPPET_RELEVANT b'112631'
ACTION DOC 10000 1554 EXAMINING_DOCUMENT b'112631'
ACTION MARK 10000 1557 CONSIDERED_RELEVANT b'112631'
ACTION SNIPPET 10000 1560 SEEN_PREVIOUSLY b'784019'
ACTION SNIPPET 10000 1563 SNIPPET_RELEVANT b'1128219'
ACTION DOC 10000 1583 EXAMINING_DOCUMENT b'1128219'
ACTION MARK 10000 1586 CONSIDERED_RELEVANT b'1128219'
ACTION SNIPPET 10000 1589 SEEN_PREVIOUSLY b'958897'
ACTION SNIPPET 10000 1592 SEEN_PREVIOUSLY b'214578'
ACTION SNIPPET 10000 1595 SEEN_PREVIOUSLY b'46187'
ACTION SNIPPET 10000 1598 SNIPPET_RELEVANT b'204240'
ACTION DOC 10000 1618 EXAMINING_DOCUMENT b'204240'
ACTION MARK 10000 1621 CONSIDERED_RELEVANT b'204240'
ACTION SNIPPET 10000 1624 SNIPPET_RELEVANT b'314984'
ACTION DOC 10000 1644 EXAMINING_DOCUMENT b'314984'
ACTION MARK 10000 1647 CONSIDERED_RELEVANT b'314984'
ACTION SNIPPET 10000 1650 SEEN_PREVIOUSLY b'784177'
ACTION SNIPPET 10000 1653 SNIPPET_RELEVANT b'14399'
ACTION DOC 10000 1673 EXAMINING_DOCUMENT b'14399'
ACTION MARK 10000 1676 CONSIDERED_RELEVANT b'14399'
ACTION SNIPPET 10000 1679 SEEN_PREVIOUSLY b'445653'
ACTION SNIPPET 10000 1682 SNIPPET_NOT_RELEVANT b'148120'
ACTION SNIPPET 10000 1685 SNIPPET_RELEVANT b'2534'
ACTION DOC 10000 1705 EXAMINING_DOCUMENT b'2534'
ACTION MARK 10000 1708 CONSIDERED_RELEVANT b'2534'
ACTION SNIPPET 10000 1711 SEEN_PREVIOUSLY b'2534'
ACTION SNIPPET 10000 1714 SEEN_PREVIOUSLY b'317296'
ACTION SNIPPET 10000 1717 SNIPPET_NOT_RELEVANT b'5971'
ACTION SNIPPET 10000 1720 SNIPPET_RELEVANT b'5971'
ACTION DOC 10000 1740 EXAMINING_DOCUMENT b'5971'
ACTION SNIPPET 10000 1743 SEEN_PREVIOUSLY b'2175'
ACTION SNIPPET 10000 1746 SEEN_PREVIOUSLY b'2175'
ACTION SNIPPET 10000 1749 SEEN_PREVIOUSLY b'1648105'
ACTION SNIPPET 10000 1752 SEEN_PREVIOUSLY b'42499'
ACTION SNIPPET 10000 1755 SNIPPET_RELEVANT b'48678'
ACTION DOC 10000 1775 EXAMINING_DOCUMENT b'48678'
ACTION QUERY 10000 1785 Level crossing accident
ACTION SERP 10000 1790 EXAMINE_SERP
ACTION SNIPPET 10000 1793 SNIPPET_RELEVANT b'214995'
ACTION DOC 10000 1813 EXAMINING_DOCUMENT b'214995'
ACTION MARK 10000 1816 CONSIDERED_RELEVANT b'214995'
ACTION SNIPPET 10000 1819 SNIPPET_RELEVANT b'1706075'
ACTION DOC 10000 1839 EXAMINING_DOCUMENT b'1706075'
ACTION SNIPPET 10000 1842 SNIPPET_RELEVANT b'1093298'
ACTION DOC 10000 1862 EXAMINING_DOCUMENT b'1093298'
ACTION SNIPPET 10000 1865 SNIPPET_NOT_RELEVANT b'537417'
ACTION SNIPPET 10000 1868 SNIPPET_NOT_RELEVANT b'1721674'
ACTION QUERY 10000 1878 Train crash
ACTION SERP 10000 1883 EXAMINE_SERP
ACTION SNIPPET 10000 1886 SNIPPET_RELEVANT b'413970'
ACTION DOC 10000 1906 EXAMINING_DOCUMENT b'413970'
ACTION MARK 10000 1909 CONSIDERED_RELEVANT b'413970'
ACTION SNIPPET 10000 1912 SNIPPET_NOT_RELEVANT b'992920'
ACTION SNIPPET 10000 1915 SEEN_PREVIOUSLY b'1239717'
ACTION SNIPPET 10000 1918 SNIPPET_RELEVANT b'168614'
ACTION DOC 10000 1938 EXAMINING_DOCUMENT b'168614'
ACTION MARK 10000 1941 CONSIDERED_RELEVANT b'168614'
ACTION SNIPPET 10000 1944 SNIPPET_RELEVANT b'93796'
ACTION DOC 10000 1964 EXAMINING_DOCUMENT b'93796'
ACTION MARK 10000 1967 CONSIDERED_RELEVANT b'93796'
ACTION SNIPPET 10000 1970 SNIPPET_RELEVANT b'134017'
ACTION DOC 10000 1990 EXAMINING_DOCUMENT b'134017'
ACTION MARK 10000 1993 CONSIDERED_RELEVANT b'134017'
ACTION SNIPPET 10000 1996 SNIPPET_RELEVANT b'524891'
ACTION DOC 10000 2016 EXAMINING_DOCUMENT b'524891'
ACTION MARK 10000 2019 CONSIDERED_RELEVANT b'524891'
ACTION SNIPPET 10000 2022 SNIPPET_RELEVANT b'1640169'
ACTION DOC 10000 2042 EXAMINING_DOCUMENT b'1640169'
ACTION MARK 10000 2045 CONSIDERED_RELEVANT b'1640169'
ACTION SNIPPET 10000 2048 SNIPPET_RELEVANT b'151133'
ACTION DOC 10000 2068 EXAMINING_DOCUMENT b'151133'
ACTION MARK 10000 2071 CONSIDERED_RELEVANT b'151133'
ACTION SNIPPET 10000 2074 SNIPPET_RELEVANT b'935893'
ACTION DOC 10000 2094 EXAMINING_DOCUMENT b'935893'
ACTION MARK 10000 2097 CONSIDERED_RELEVANT b'935893'
ACTION SNIPPET 10000 2100 SNIPPET_RELEVANT b'88420'
ACTION DOC 10000 2120 EXAMINING_DOCUMENT b'88420'
ACTION MARK 10000 2123 CONSIDERED_RELEVANT b'88420'
ACTION SNIPPET 10000 2126 SNIPPET_NOT_RELEVANT b'92441'
ACTION SNIPPET 10000 2129 SNIPPET_RELEVANT b'488247'
ACTION DOC 10000 2149 EXAMINING_DOCUMENT b'488247'
ACTION MARK 10000 2152 CONSIDERED_RELEVANT b'488247'
ACTION SNIPPET 10000 2155 SEEN_PREVIOUSLY b'1687116'
ACTION SNIPPET 10000 2158 SNIPPET_RELEVANT b'10971'
ACTION DOC 10000 2178 EXAMINING_DOCUMENT b'10971'
ACTION MARK 10000 2181 CONSIDERED_RELEVANT b'10971'
ACTION SNIPPET 10000 2184 SNIPPET_RELEVANT b'14580'
ACTION DOC 10000 2204 EXAMINING_DOCUMENT b'14580'
ACTION MARK 10000 2207 CONSIDERED_RELEVANT b'14580'
ACTION SNIPPET 10000 2210 SNIPPET_RELEVANT b'130405'
ACTION DOC 10000 2230 EXAMINING_DOCUMENT b'130405'
ACTION MARK 10000 2233 CONSIDERED_RELEVANT b'130405'
ACTION SNIPPET 10000 2236 SNIPPET_RELEVANT b'157537'
ACTION DOC 10000 2256 EXAMINING_DOCUMENT b'157537'
ACTION MARK 10000 2259 CONSIDERED_RELEVANT b'157537'
ACTION SNIPPET 10000 2262 SNIPPET_NOT_RELEVANT b'1076580'
ACTION SNIPPET 10000 2265 SNIPPET_RELEVANT b'408283'
ACTION DOC 10000 2285 EXAMINING_DOCUMENT b'408283'
ACTION MARK 10000 2288 CONSIDERED_RELEVANT b'408283'
ACTION SNIPPET 10000 2291 SNIPPET_NOT_RELEVANT b'1143853'
ACTION SNIPPET 10000 2294 SNIPPET_NOT_RELEVANT b'830667'
ACTION SNIPPET 10000 2297 SNIPPET_RELEVANT b'830663'
ACTION DOC 10000 2317 EXAMINING_DOCUMENT b'830663'
ACTION MARK 10000 2320 CONSIDERED_RELEVANT b'830663'
ACTION SNIPPET 10000 2323 SNIPPET_RELEVANT b'169092'
ACTION DOC 10000 2343 EXAMINING_DOCUMENT b'169092'
ACTION MARK 10000 2346 CONSIDERED_RELEVANT b'169092'
ACTION SNIPPET 10000 2349 SEEN_PREVIOUSLY b'1403609'
ACTION SNIPPET 10000 2352 SNIPPET_RELEVANT b'470393'
ACTION DOC 10000 2372 EXAMINING_DOCUMENT b'470393'
ACTION MARK 10000 2375 CONSIDERED_RELEVANT b'470393'
ACTION SNIPPET 10000 2378 SNIPPET_RELEVANT b'1022176'
ACTION DOC 10000 2398 EXAMINING_DOCUMENT b'1022176'
ACTION MARK 10000 2401 CONSIDERED_RELEVANT b'1022176'
ACTION SNIPPET 10000 2404 SNIPPET_RELEVANT b'333971'
ACTION DOC 10000 2424 EXAMINING_DOCUMENT b'333971'
ACTION MARK 10000 2427 CONSIDERED_RELEVANT b'333971'
ACTION SNIPPET 10000 2430 SNIPPET_NOT_RELEVANT b'974838'
ACTION SNIPPET 10000 2433 SNIPPET_RELEVANT b'784455'
ACTION DOC 10000 2453 EXAMINING_DOCUMENT b'784455'
ACTION MARK 10000 2456 CONSIDERED_RELEVANT b'784455'
ACTION SNIPPET 10000 2459 SNIPPET_RELEVANT b'796472'
ACTION DOC 10000 2479 EXAMINING_DOCUMENT b'796472'
ACTION MARK 10000 2482 CONSIDERED_RELEVANT b'796472'
ACTION SNIPPET 10000 2485 SNIPPET_RELEVANT b'830449'
ACTION DOC 10000 2505 EXAMINING_DOCUMENT b'830449'
ACTION MARK 10000 2508 CONSIDERED_RELEVANT b'830449'
ACTION SNIPPET 10000 2511 SNIPPET_RELEVANT b'82883'
ACTION DOC 10000 2531 EXAMINING_DOCUMENT b'82883'
ACTION MARK 10000 2534 CONSIDERED_RELEVANT b'82883'
ACTION SNIPPET 10000 2537 SNIPPET_RELEVANT b'151382'
ACTION DOC 10000 2557 EXAMINING_DOCUMENT b'151382'
ACTION MARK 10000 2560 CONSIDERED_RELEVANT b'151382'
ACTION SNIPPET 10000 2563 SNIPPET_RELEVANT b'768075'
ACTION DOC 10000 2583 EXAMINING_DOCUMENT b'768075'
ACTION MARK 10000 2586 CONSIDERED_RELEVANT b'768075'
ACTION SNIPPET 10000 2589 SNIPPET_RELEVANT b'268519'
ACTION DOC 10000 2609 EXAMINING_DOCUMENT b'268519'
ACTION SNIPPET 10000 2612 SNIPPET_NOT_RELEVANT b'639462'
ACTION SNIPPET 10000 2615 SNIPPET_NOT_RELEVANT b'146782'
ACTION SNIPPET 10000 2618 SEEN_PREVIOUSLY b'98010'
ACTION SNIPPET 10000 2621 SNIPPET_RELEVANT b'767293'
ACTION DOC 10000 2641 EXAMINING_DOCUMENT b'767293'
ACTION MARK 10000 2644 CONSIDERED_RELEVANT b'767293'
ACTION SNIPPET 10000 2647 SNIPPET_NOT_RELEVANT b'192045'
ACTION SNIPPET 10000 2650 SNIPPET_RELEVANT b'958974'
ACTION DOC 10000 2670 EXAMINING_DOCUMENT b'958974'
ACTION SNIPPET 10000 2673 SNIPPET_NOT_RELEVANT b'51425'
ACTION SNIPPET 10000 2676 SNIPPET_RELEVANT b'246824'
ACTION DOC 10000 2696 EXAMINING_DOCUMENT b'246824'
ACTION QUERY 10000 2706 Signal failure
ACTION SERP 10000 2711 EXAMINE_SERP
ACTION SNIPPET 10000 2714 SNIPPET_NOT_RELEVANT b'690092'
ACTION SNIPPET 10000 2717 SNIPPET_RELEVANT b'1676912'
ACTION DOC 10000 2737 EXAMINING_DOCUMENT b'1676912'
ACTION SNIPPET 10000 2740 SNIPPET_RELEVANT b'364810'
ACTION DOC 10000 2760 EXAMINING_DOCUMENT b'364810'
ACTION QUERY 10000 2770 Train fire
ACTION SERP 10000 2775 EXAMINE_SERP
ACTION SNIPPET 10000 2778 SNIPPET_NOT_RELEVANT b'344231'
ACTION SNIPPET 10000 2781 SNIPPET_RELEVANT b'777137'
ACTION DOC 10000 2801 EXAMINING_DOCUMENT b'777137'
ACTION SNIPPET 10000 2804 SNIPPET_RELEVANT b'1505979'
ACTION DOC 10000 2824 EXAMINING_DOCUMENT b'1505979'
ACTION QUERY 10000 2834 Platform accident
ACTION SERP 10000 2839 EXAMINE_SERP
ACTION SNIPPET 10000 2842 SNIPPET_RELEVANT b'1753822'
ACTION DOC 10000 2862 EXAMINING_DOCUMENT b'1753822'
ACTION SNIPPET 10000 2865 SNIPPET_NOT_RELEVANT b'996895'
ACTION SNIPPET 10000 2868 SNIPPET_RELEVANT b'1130884'
ACTION DOC 10000 2888 EXAMINING_DOCUMENT b'1130884'
ACTION QUERY 10000 2898 Brake failure
ACTION SERP 10000 2903 EXAMINE_SERP
ACTION SNIPPET 10000 2906 SNIPPET_RELEVANT b'767870'
ACTION DOC 10000 2926 EXAMINING_DOCUMENT b'767870'
ACTION SNIPPET 10000 2929 SEEN_PREVIOUSLY b'157537'
ACTION SNIPPET 10000 2932 SEEN_PREVIOUSLY b'408283'
ACTION SNIPPET 10000 2935 SNIPPET_NOT_RELEVANT b'546128'
ACTION SNIPPET 10000 2938 SNIPPET_RELEVANT b'1568640'
ACTION DOC 10000 2958 EXAMINING_DOCUMENT b'1568640'
ACTION QUERY 10000 2968 Head-on collision
ACTION SERP 10000 2973 EXAMINE_SERP
ACTION SNIPPET 10000 2976 SNIPPET_NOT_RELEVANT b'248524'
ACTION SNIPPET 10000 2979 SNIPPET_NOT_RELEVANT b'6232'
ACTION SNIPPET 10000 2982 SNIPPET_NOT_RELEVANT b'6232'
ACTION SNIPPET 10000 2985 SNIPPET_NOT_RELEVANT b'184854'
ACTION SNIPPET 10000 2988 SNIPPET_NOT_RELEVANT b'165392'
ACTION SNIPPET 10000 2991 SNIPPET_NOT_RELEVANT b'107491'
ACTION SNIPPET 10000 2994 SNIPPET_RELEVANT b'1721674'
ACTION DOC 10000 3014 EXAMINING_DOCUMENT b'1721674'
ACTION SNIPPET 10000 3017 SNIPPET_RELEVANT b'85349'
ACTION DOC 10000 3037 EXAMINING_DOCUMENT b'85349'
ACTION QUERY 10000 3047 Track damage
ACTION SERP 10000 3052 EXAMINE_SERP
ACTION SNIPPET 10000 3055 SNIPPET_NOT_RELEVANT b'1631823'
ACTION SNIPPET 10000 3058 SNIPPET_NOT_RELEVANT b'698165'
ACTION SNIPPET 10000 3061 SNIPPET_RELEVANT b'635158'
ACTION DOC 10000 3081 EXAMINING_DOCUMENT b'635158'
ACTION SNIPPET 10000 3084 SEEN_PREVIOUSLY b'1780662'
ACTION SNIPPET 10000 3087 SNIPPET_RELEVANT b'1548839'
ACTION DOC 10000 3107 EXAMINING_DOCUMENT b'1548839'
ACTION QUERY 10000 3117 Runaway train
ACTION SERP 10000 3122 EXAMINE_SERP
ACTION SNIPPET 10000 3125 SNIPPET_RELEVANT b'199552'
ACTION DOC 10000 3145 EXAMINING_DOCUMENT b'199552'
ACTION MARK 10000 3148 CONSIDERED_RELEVANT b'199552'
ACTION SNIPPET 10000 3151 SNIPPET_RELEVANT b'1560019'
ACTION DOC 10000 3171 EXAMINING_DOCUMENT b'1560019'
ACTION MARK 10000 3174 CONSIDERED_RELEVANT b'1560019'
ACTION SNIPPET 10000 3177 SNIPPET_RELEVANT b'1565527'
ACTION DOC 10000 3197 EXAMINING_DOCUMENT b'1565527'
ACTION MARK 10000 3200 CONSIDERED_RELEVANT b'1565527'
ACTION SNIPPET 10000 3203 SNIPPET_RELEVANT b'63981'
ACTION DOC 10000 3223 EXAMINING_DOCUMENT b'63981'
ACTION MARK 10000 3226 CONSIDERED_RELEVANT b'63981'
ACTION SNIPPET 10000 3229 SNIPPET_RELEVANT b'830321'
ACTION DOC 10000 3249 EXAMINING_DOCUMENT b'830321'
