ACTION QUERY 10000 10 hydrogen energy
ACTION SNIPPET 10000 446 SNIPPET_NOT_RELEVANT b'1431029'
ACTION SNIPPET 10000 449 SNIPPET_RELEVANT b'1452328'
ACTION DOC 10000 469 EXAMINING_DOCUMENT b'1452328'
ACTION SNIPPET 10000 472 SNIPPET_RELEVANT b'1469877'
ACTION DOC 10000 492 EXAMINING_DOCUMENT b'1469877'
ACTION MARK 10000 495 CONSIDERED_RELEVANT b'1469877'
ACTION SNIPPET 10000 498 SNIPPET_RELEVANT b'1375664'
ACTION DOC 10000 518 EXAMINING_DOCUMENT b'1375664'
ACTION MARK 10000 521 CONSIDERED_RELEVANT b'1375664'
ACTION SNIPPET 10000 524 SNIPPET_RELEVANT b'1704683'
ACTION DOC 10000 544 EXAMINING_DOCUMENT b'1704683'
ACTION MARK 10000 547 CONSIDERED_RELEVANT b'1704683'
ACTION SNIPPET 10000 550 SNIPPET_RELEVANT b'1677826'
ACTION DOC 10000 570 EXAMINING_DOCUMENT b'1677826'
ACTION MARK 10000 573 CONSIDERED_RELEVANT b'1677826'
ACTION SNIPPET 10000 576 SNIPPET_NOT_RELEVANT b'1466613'
ACTION SNIPPET 10000 579 SNIPPET_RELEVANT b'148096'
ACTION DOC 10000 599 EXAMINING_DOCUMENT b'148096'
ACTION MARK 10000 602 CONSIDERED_RELEVANT b'148096'
ACTION SNIPPET 10000 605 SNIPPET_NOT_RELEVANT b'158543'
ACTION SNIPPET 10000 608 SNIPPET_RELEVANT b'579370'
ACTION DOC 10000 628 EXAMINING_DOCUMENT b'579370'
ACTION MARK 10000 631 CONSIDERED_RELEVANT b'579370'
ACTION SNIPPET 10000 634 SNIPPET_NOT_RELEVANT b'1629209'
ACTION SNIPPET 10000 637 SNIPPET_RELEVANT b'1843735'
ACTION DOC 10000 657 EXAMINING_DOCUMENT b'1843735'
ACTION MARK 10000 660 CONSIDERED_RELEVANT b'1843735'
ACTION SNIPPET 10000 663 SNIPPET_RELEVANT b'1756597'
ACTION DOC 10000 683 EXAMINING_DOCUMENT b'1756597'
ACTION MARK 10000 686 CONSIDERED_RELEVANT b'1756597'
ACTION SNIPPET 10000 689 SNIPPET_RELEVANT b'234393'
ACTION DOC 10000 709 EXAMINING_DOCUMENT b'234393'
ACTION MARK 10000 712 CONSIDERED_RELEVANT b'234393'
ACTION SNIPPET 10000 715 SNIPPET_RELEVANT b'1626472'
ACTION DOC 10000 735 EXAMINING_DOCUMENT b'1626472'
ACTION MARK 10000 738 CONSIDERED_RELEVANT b'1626472'
ACTION SNIPPET 10000 741 SNIPPET_NOT_RELEVANT b'1671197'
ACTION SNIPPET 10000 744 SNIPPET_RELEVANT b'559415'
ACTION DOC 10000 764 EXAMINING_DOCUMENT b'559415'
ACTION MARK 10000 767 CONSIDERED_RELEVANT b'559415'
ACTION SNIPPET 10000 770 SNIPPET_NOT_RELEVANT b'1737245'
ACTION SNIPPET 10000 773 SNIPPET_RELEVANT b'1149745'
ACTION DOC 10000 793 EXAMINING_DOCUMENT b'1149745'
ACTION MARK 10000 796 CONSIDERED_RELEVANT b'1149745'
ACTION SNIPPET 10000 799 SNIPPET_RELEVANT b'1836365'
ACTION DOC 10000 819 EXAMINING_DOCUMENT b'1836365'
ACTION MARK 10000 822 CONSIDERED_RELEVANT b'1836365'
ACTION SNIPPET 10000 825 SNIPPET_RELEVANT b'1629210'
ACTION DOC 10000 845 EXAMINING_DOCUMENT b'1629210'
ACTION MARK 10000 848 CONSIDERED_RELEVANT b'1629210'
ACTION SNIPPET 10000 851 SNIPPET_RELEVANT b'1353760'
ACTION DOC 10000 871 EXAMINING_DOCUMENT b'1353760'
ACTION SNIPPET 10000 874 SNIPPET_NOT_RELEVANT b'1468120'
ACTION SNIPPET 10000 877 SNIPPET_RELEVANT b'1532615'
ACTION DOC 10000 897 EXAMINING_DOCUMENT b'1532615'
ACTION MARK 10000 900 CONSIDERED_RELEVANT b'1532615'
ACTION SNIPPET 10000 903 SNIPPET_NOT_RELEVANT b'1851681'
ACTION SNIPPET 10000 906 SNIPPET_RELEVANT b'425563'
ACTION DOC 10000 926 EXAMINING_DOCUMENT b'425563'
ACTION SNIPPET 10000 929 SNIPPET_NOT_RELEVANT b'1146931'
INFO SERP_END_REACHED 
ACTION QUERY 10000 939 Hydrogen fuel cell cars
ACTION SERP 10000 944 EXAMINE_SERP
ACTION SNIPPET 10000 947 SEEN_PREVIOUSLY b'1677826'
ACTION SNIPPET 10000 950 SEEN_PREVIOUSLY b'1375664'
ACTION SNIPPET 10000 953 SEEN_PREVIOUSLY b'1556630'
ACTION SNIPPET 10000 956 SEEN_PREVIOUSLY b'1534757'
ACTION SNIPPET 10000 959 SNIPPET_NOT_RELEVANT b'1253855'
ACTION SNIPPET 10000 962 SEEN_PREVIOUSLY b'1462427'
ACTION SNIPPET 10000 965 SNIPPET_RELEVANT b'912116'
ACTION DOC 10000 985 EXAMINING_DOCUMENT b'912116'
ACTION MARK 10000 988 CONSIDERED_RELEVANT b'912116'
ACTION SNIPPET 10000 991 SNIPPET_RELEVANT b'1096956'
ACTION DOC 10000 1011 EXAMINING_DOCUMENT b'1096956'
ACTION MARK 10000 1014 CONSIDERED_RELEVANT b'1096956'
ACTION SNIPPET 10000 1017 SNIPPET_RELEVANT b'1460609'
ACTION DOC 10000 1037 EXAMINING_DOCUMENT b'1460609'
ACTION MARK 10000 1040 CONSIDERED_RELEVANT b'1460609'
ACTION SNIPPET 10000 1043 SEEN_PREVIOUSLY b'1461542'
ACTION SNIPPET 10000 1046 SNIPPET_RELEVANT b'1634314'
ACTION DOC 10000 1066 EXAMINING_DOCUMENT b'1634314'
ACTION MARK 10000 1069 CONSIDERED_RELEVANT b'1634314'
ACTION SNIPPET 10000 1072 SNIPPET_RELEVANT b'1792356'
ACTION DOC 10000 1092 EXAMINING_DOCUMENT b'1792356'
ACTION MARK 10000 1095 CONSIDERED_RELEVANT b'1792356'
ACTION SNIPPET 10000 1098 SNIPPET_RELEVANT b'1301511'
ACTION DOC 10000 1118 EXAMINING_DOCUMENT b'1301511'
ACTION MARK 10000 1121 CONSIDERED_RELEVANT b'1301511'
ACTION SNIPPET 10000 1124 SNIPPET_RELEVANT b'1359484'
ACTION DOC 10000 1144 EXAMINING_DOCUMENT b'1359484'
ACTION MARK 10000 1147 CONSIDERED_RELEVANT b'1359484'
ACTION SNIPPET 10000 1150 SNIPPET_RELEVANT b'1479443'
ACTION DOC 10000 1170 EXAMINING_DOCUMENT b'1479443'
ACTION MARK 10000 1173 CONSIDERED_RELEVANT b'1479443'
ACTION SNIPPET 10000 1176 SNIPPET_RELEVANT b'1524982'
ACTION DOC 10000 1196 EXAMINING_DOCUMENT b'1524982'
ACTION MARK 10000 1199 CONSIDERED_RELEVANT b'1524982'
ACTION SNIPPET 10000 1202 SNIPPET_RELEVANT b'1714360'
ACTION DOC 10000 1222 EXAMINING_DOCUMENT b'1714360'
ACTION MARK 10000 1225 CONSIDERED_RELEVANT b'1714360'
ACTION SNIPPET 10000 1228 SNIPPET_RELEVANT b'1677932'
ACTION DOC 10000 1248 EXAMINING_DOCUMENT b'1677932'
ACTION MARK 10000 1251 CONSIDERED_RELEVANT b'1677932'
ACTION SNIPPET 10000 1254 SNIPPET_NOT_RELEVANT b'1108600'
ACTION SNIPPET 10000 1257 SEEN_PREVIOUSLY b'1704683'
ACTION SNIPPET 10000 1260 SNIPPET_RELEVANT b'963488'
ACTION DOC 10000 1280 EXAMINING_DOCUMENT b'963488'
ACTION MARK 10000 1283 CONSIDERED_RELEVANT b'963488'
ACTION SNIPPET 10000 1286 SEEN_PREVIOUSLY b'1843735'
ACTION SNIPPET 10000 1289 SNIPPET_RELEVANT b'286579'
ACTION DOC 10000 1309 EXAMINING_DOCUMENT b'286579'
ACTION MARK 10000 1312 CONSIDERED_RELEVANT b'286579'
ACTION SNIPPET 10000 1315 SEEN_PREVIOUSLY b'1756597'
ACTION SNIPPET 10000 1318 SNIPPET_NOT_RELEVANT b'1392477'
ACTION SNIPPET 10000 1321 SNIPPET_RELEVANT b'1466613'
ACTION DOC 10000 1341 EXAMINING_DOCUMENT b'1466613'
ACTION MARK 10000 1344 CONSIDERED_RELEVANT b'1466613'
ACTION SNIPPET 10000 1347 SEEN_PREVIOUSLY b'379451'
ACTION SNIPPET 10000 1350 SNIPPET_RELEVANT b'1820854'
ACTION DOC 10000 1370 EXAMINING_DOCUMENT b'1820854'
ACTION MARK 10000 1373 CONSIDERED_RELEVANT b'1820854'
ACTION SNIPPET 10000 1376 SNIPPET_NOT_RELEVANT b'1740791'
ACTION SNIPPET 10000 1379 SNIPPET_RELEVANT b'1441407'
ACTION DOC 10000 1399 EXAMINING_DOCUMENT b'1441407'
ACTION MARK 10000 1402 CONSIDERED_RELEVANT b'1441407'
ACTION SNIPPET 10000 1405 SNIPPET_RELEVANT b'593852'
ACTION DOC 10000 1425 EXAMINING_DOCUMENT b'593852'
ACTION MARK 10000 1428 CONSIDERED_RELEVANT b'593852'
ACTION SNIPPET 10000 1431 SNIPPET_NOT_RELEVANT b'966840'
ACTION SNIPPET 10000 1434 SNIPPET_RELEVANT b'1843733'
ACTION DOC 10000 1454 EXAMINING_DOCUMENT b'1843733'
ACTION MARK 10000 1457 CONSIDERED_RELEVANT b'1843733'
ACTION SNIPPET 10000 1460 SNIPPET_RELEVANT b'1629209'
ACTION DOC 10000 1480 EXAMINING_DOCUMENT b'1629209'
ACTION MARK 10000 1483 CONSIDERED_RELEVANT b'1629209'
ACTION SNIPPET 10000 1486 SNIPPET_RELEVANT b'1640674'
ACTION DOC 10000 1506 EXAMINING_DOCUMENT b'1640674'
ACTION MARK 10000 1509 CONSIDERED_RELEVANT b'1640674'
ACTION SNIPPET 10000 1512 SEEN_PREVIOUSLY b'1452328'
ACTION SNIPPET 10000 1515 SNIPPET_RELEVANT b'1358029'
ACTION DOC 10000 1535 EXAMINING_DOCUMENT b'1358029'
ACTION MARK 10000 1538 CONSIDERED_RELEVANT b'1358029'
ACTION SNIPPET 10000 1541 SEEN_PREVIOUSLY b'1843716'
ACTION SNIPPET 10000 1544 SEEN_PREVIOUSLY b'296707'
ACTION SNIPPET 10000 1547 SNIPPET_RELEVANT b'690310'
ACTION DOC 10000 1567 EXAMINING_DOCUMENT b'690310'
ACTION MARK 10000 1570 CONSIDERED_RELEVANT b'690310'
ACTION SNIPPET 10000 1573 SEEN_PREVIOUSLY b'1626472'
ACTION SNIPPET 10000 1576 SNIPPET_RELEVANT b'1009308'
ACTION DOC 10000 1596 EXAMINING_DOCUMENT b'1009308'
ACTION MARK 10000 1599 CONSIDERED_RELEVANT b'1009308'
ACTION SNIPPET 10000 1602 SEEN_PREVIOUSLY b'1629210'
ACTION SNIPPET 10000 1605 SNIPPET_RELEVANT b'1792355'
ACTION DOC 10000 1625 EXAMINING_DOCUMENT b'1792355'
ACTION MARK 10000 1628 CONSIDERED_RELEVANT b'1792355'
ACTION SNIPPET 10000 1631 SNIPPET_NOT_RELEVANT b'1360848'
ACTION SNIPPET 10000 1634 SNIPPET_RELEVANT b'1405332'
ACTION DOC 10000 1654 EXAMINING_DOCUMENT b'1405332'
ACTION MARK 10000 1657 CONSIDERED_RELEVANT b'1405332'
ACTION SNIPPET 10000 1660 SNIPPET_NOT_RELEVANT b'1025261'
ACTION SNIPPET 10000 1663 SNIPPET_NOT_RELEVANT b'1448866'
ACTION SNIPPET 10000 1666 SNIPPET_RELEVANT b'1146931'
ACTION DOC 10000 1686 EXAMINING_DOCUMENT b'1146931'
ACTION SNIPPET 10000 1689 SNIPPET_NOT_RELEVANT b'1359324'
INFO SERP_END_REACHED 
ACTION QUERY 10000 1699 Hydrogen economy
ACTION SERP 10000 1704 EXAMINE_SERP
ACTION SNIPPET 10000 1707 SNIPPET_RELEVANT b'1467324'
ACTION DOC 10000 1727 EXAMINING_DOCUMENT b'1467324'
ACTION SNIPPET 10000 1730 SEEN_PREVIOUSLY b'1461542'
ACTION SNIPPET 10000 1733 SEEN_PREVIOUSLY b'1626472'
ACTION SNIPPET 10000 1736 SEEN_PREVIOUSLY b'1507525'
ACTION SNIPPET 10000 1739 SEEN_PREVIOUSLY b'756936'
ACTION SNIPPET 10000 1742 SEEN_PREVIOUSLY b'1629210'
ACTION SNIPPET 10000 1745 SEEN_PREVIOUSLY b'1460609'
ACTION SNIPPET 10000 1748 SEEN_PREVIOUSLY b'1497519'
ACTION SNIPPET 10000 1751 SEEN_PREVIOUSLY b'1630634'
ACTION SNIPPET 10000 1754 SEEN_PREVIOUSLY b'1534757'
ACTION SNIPPET 10000 1757 SEEN_PREVIOUSLY b'1452328'
ACTION SNIPPET 10000 1760 SNIPPET_RELEVANT b'1465355'
ACTION DOC 10000 1780 EXAMINING_DOCUMENT b'1465355'
ACTION MARK 10000 1783 CONSIDERED_RELEVANT b'1465355'
ACTION SNIPPET 10000 1786 SNIPPET_NOT_RELEVANT b'1431029'
ACTION SNIPPET 10000 1789 SNIPPET_RELEVANT b'1497518'
ACTION DOC 10000 1809 EXAMINING_DOCUMENT b'1497518'
ACTION SNIPPET 10000 1812 SNIPPET_RELEVANT b'1559535'
ACTION DOC 10000 1832 EXAMINING_DOCUMENT b'1559535'
ACTION MARK 10000 1835 CONSIDERED_RELEVANT b'1559535'
ACTION SNIPPET 10000 1838 SEEN_PREVIOUSLY b'1556630'
ACTION SNIPPET 10000 1841 SNIPPET_NOT_RELEVANT b'1658392'
ACTION SNIPPET 10000 1844 SNIPPET_NOT_RELEVANT b'1532616'
ACTION SNIPPET 10000 1847 SEEN_PREVIOUSLY b'755544'
ACTION SNIPPET 10000 1850 SEEN_PREVIOUSLY b'1149745'
ACTION SNIPPET 10000 1853 SEEN_PREVIOUSLY b'1756597'
ACTION SNIPPET 10000 1856 SEEN_PREVIOUSLY b'1466613'
ACTION SNIPPET 10000 1859 SEEN_PREVIOUSLY b'1843730'
ACTION SNIPPET 10000 1862 SNIPPET_RELEVANT b'1448866'
ACTION DOC 10000 1882 EXAMINING_DOCUMENT b'1448866'
ACTION MARK 10000 1885 CONSIDERED_RELEVANT b'1448866'
ACTION SNIPPET 10000 1888 SEEN_PREVIOUSLY b'379451'
ACTION SNIPPET 10000 1891 SEEN_PREVIOUSLY b'912116'
ACTION SNIPPET 10000 1894 SEEN_PREVIOUSLY b'1469877'
ACTION SNIPPET 10000 1897 SNIPPET_NOT_RELEVANT b'1737245'
ACTION SNIPPET 10000 1900 SNIPPET_RELEVANT b'1359324'
ACTION DOC 10000 1920 EXAMINING_DOCUMENT b'1359324'
ACTION MARK 10000 1923 CONSIDERED_RELEVANT b'1359324'
ACTION SNIPPET 10000 1926 SNIPPET_NOT_RELEVANT b'158543'
ACTION SNIPPET 10000 1929 SEEN_PREVIOUSLY b'1843733'
ACTION SNIPPET 10000 1932 SEEN_PREVIOUSLY b'1358029'
ACTION SNIPPET 10000 1935 SEEN_PREVIOUSLY b'1704683'
ACTION SNIPPET 10000 1938 SNIPPET_RELEVANT b'1548448'
ACTION DOC 10000 1958 EXAMINING_DOCUMENT b'1548448'
ACTION MARK 10000 1961 CONSIDERED_RELEVANT b'1548448'
ACTION SNIPPET 10000 1964 SEEN_PREVIOUSLY b'1677932'
ACTION SNIPPET 10000 1967 SEEN_PREVIOUSLY b'1640674'
ACTION SNIPPET 10000 1970 SNIPPET_RELEVANT b'1848545'
ACTION DOC 10000 1990 EXAMINING_DOCUMENT b'1848545'
ACTION SNIPPET 10000 1993 SNIPPET_RELEVANT b'1360848'
ACTION DOC 10000 2013 EXAMINING_DOCUMENT b'1360848'
ACTION SNIPPET 10000 2016 SNIPPET_RELEVANT b'1837925'
ACTION DOC 10000 2036 EXAMINING_DOCUMENT b'1837925'
ACTION MARK 10000 2039 CONSIDERED_RELEVANT b'1837925'
ACTION SNIPPET 10000 2042 SNIPPET_NOT_RELEVANT b'1460574'
ACTION SNIPPET 10000 2045 SNIPPET_NOT_RELEVANT b'1808637'
ACTION SNIPPET 10000 2048 SNIPPET_NOT_RELEVANT b'1573350'
ACTION SNIPPET 10000 2051 SEEN_PREVIOUSLY b'1359484'
ACTION SNIPPET 10000 2054 SNIPPET_RELEVANT b'1315589'
ACTION DOC 10000 2074 EXAMINING_DOCUMENT b'1315589'
ACTION MARK 10000 2077 CONSIDERED_RELEVANT b'1315589'
ACTION SNIPPET 10000 2080 SEEN_PREVIOUSLY b'1714360'
ACTION SNIPPET 10000 2083 SEEN_PREVIOUSLY b'1843716'
ACTION SNIPPET 10000 2086 SEEN_PREVIOUSLY b'148096'
ACTION SNIPPET 10000 2089 SEEN_PREVIOUSLY b'1677826'
ACTION SNIPPET 10000 2092 SEEN_PREVIOUSLY b'1009308'
ACTION SNIPPET 10000 2095 SEEN_PREVIOUSLY b'1629209'
INFO SERP_END_REACHED 
ACTION QUERY 10000 2105 Hydrogen production
ACTION SERP 10000 2110 EXAMINE_SERP
ACTION SNIPPET 10000 2113 SNIPPET_RELEVANT b'1742839'
ACTION DOC 10000 2133 EXAMINING_DOCUMENT b'1742839'
ACTION SNIPPET 10000 2136 SEEN_PREVIOUSLY b'1630634'
ACTION SNIPPET 10000 2139 SEEN_PREVIOUSLY b'1556630'
ACTION SNIPPET 10000 2142 SEEN_PREVIOUSLY b'1461542'
ACTION SNIPPET 10000 2145 SEEN_PREVIOUSLY b'1534757'
ACTION SNIPPET 10000 2148 SEEN_PREVIOUSLY b'1843730'
ACTION SNIPPET 10000 2151 SNIPPET_NOT_RELEVANT b'796258'
ACTION SNIPPET 10000 2154 SNIPPET_RELEVANT b'796353'
ACTION DOC 10000 2174 EXAMINING_DOCUMENT b'796353'
ACTION SNIPPET 10000 2177 SEEN_PREVIOUSLY b'1375664'
ACTION SNIPPET 10000 2180 SNIPPET_RELEVANT b'497409'
ACTION DOC 10000 2200 EXAMINING_DOCUMENT b'497409'
ACTION SNIPPET 10000 2203 SEEN_PREVIOUSLY b'755544'
ACTION SNIPPET 10000 2206 SEEN_PREVIOUSLY b'148627'
ACTION SNIPPET 10000 2209 SEEN_PREVIOUSLY b'1462427'
ACTION SNIPPET 10000 2212 SEEN_PREVIOUSLY b'1677826'
ACTION SNIPPET 10000 2215 SEEN_PREVIOUSLY b'1301511'
ACTION QUERY 10000 2225 Hydrogen storage
ACTION SERP 10000 2230 EXAMINE_SERP
ACTION SNIPPET 10000 2233 SEEN_PREVIOUSLY b'755544'
ACTION SNIPPET 10000 2236 SEEN_PREVIOUSLY b'1629210'
ACTION SNIPPET 10000 2239 SEEN_PREVIOUSLY b'296707'
ACTION SNIPPET 10000 2242 SEEN_PREVIOUSLY b'1843733'
ACTION SNIPPET 10000 2245 SNIPPET_NOT_RELEVANT b'653542'
ACTION SNIPPET 10000 2248 SNIPPET_NOT_RELEVANT b'337606'
ACTION SNIPPET 10000 2251 SNIPPET_NOT_RELEVANT b'598104'
ACTION SNIPPET 10000 2254 SEEN_PREVIOUSLY b'379451'
ACTION SNIPPET 10000 2257 SEEN_PREVIOUSLY b'1301511'
ACTION SNIPPET 10000 2260 SNIPPET_NOT_RELEVANT b'652125'
ACTION SNIPPET 10000 2263 SEEN_PREVIOUSLY b'1677826'
ACTION SNIPPET 10000 2266 SNIPPET_NOT_RELEVANT b'1851681'
ACTION SNIPPET 10000 2269 SEEN_PREVIOUSLY b'1548448'
ACTION SNIPPET 10000 2272 SNIPPET_NOT_RELEVANT b'849177'
ACTION SNIPPET 10000 2275 SNIPPET_RELEVANT b'478414'
ACTION DOC 10000 2295 EXAMINING_DOCUMENT b'478414'
ACTION SNIPPET 10000 2298 SNIPPET_NOT_RELEVANT b'964890'
ACTION SNIPPET 10000 2301 SEEN_PREVIOUSLY b'1524982'
ACTION SNIPPET 10000 2304 SEEN_PREVIOUSLY b'1096956'
ACTION SNIPPET 10000 2307 SEEN_PREVIOUSLY b'1461542'
ACTION SNIPPET 10000 2310 SNIPPET_RELEVANT b'1766951'
ACTION DOC 10000 2330 EXAMINING_DOCUMENT b'1766951'
ACTION SNIPPET 10000 2333 SEEN_PREVIOUSLY b'1843730'
ACTION SNIPPET 10000 2336 SNIPPET_NOT_RELEVANT b'166516'
ACTION QUERY 10000 2346 Hydrogen fueling stations
ACTION SERP 10000 2351 EXAMINE_SERP
ACTION SNIPPET 10000 2354 SEEN_PREVIOUSLY b'1677826'
ACTION SNIPPET 10000 2357 SEEN_PREVIOUSLY b'1843735'
ACTION SNIPPET 10000 2360 SNIPPET_RELEVANT b'1740791'
ACTION DOC 10000 2380 EXAMINING_DOCUMENT b'1740791'
ACTION MARK 10000 2383 CONSIDERED_RELEVANT b'1740791'
ACTION SNIPPET 10000 2386 SEEN_PREVIOUSLY b'1626472'
ACTION SNIPPET 10000 2389 SEEN_PREVIOUSLY b'1301511'
ACTION SNIPPET 10000 2392 SEEN_PREVIOUSLY b'1836365'
ACTION SNIPPET 10000 2395 SEEN_PREVIOUSLY b'1629209'
ACTION SNIPPET 10000 2398 SEEN_PREVIOUSLY b'1375664'
ACTION SNIPPET 10000 2401 SEEN_PREVIOUSLY b'1469877'
ACTION SNIPPET 10000 2404 SEEN_PREVIOUSLY b'1714360'
ACTION SNIPPET 10000 2407 SEEN_PREVIOUSLY b'1792355'
ACTION SNIPPET 10000 2410 SEEN_PREVIOUSLY b'1634314'
ACTION SNIPPET 10000 2413 SEEN_PREVIOUSLY b'1462427'
ACTION SNIPPET 10000 2416 SEEN_PREVIOUSLY b'1843730'
ACTION SNIPPET 10000 2419 SEEN_PREVIOUSLY b'1009308'
ACTION SNIPPET 10000 2422 SEEN_PREVIOUSLY b'1461542'
ACTION SNIPPET 10000 2425 SEEN_PREVIOUSLY b'1524982'
ACTION SNIPPET 10000 2428 SNIPPET_RELEVANT b'1108600'
ACTION DOC 10000 2448 EXAMINING_DOCUMENT b'1108600'
ACTION MARK 10000 2451 CONSIDERED_RELEVANT b'1108600'
ACTION SNIPPET 10000 2454 SEEN_PREVIOUSLY b'1677932'
ACTION SNIPPET 10000 2457 SEEN_PREVIOUSLY b'379451'
ACTION SNIPPET 10000 2460 SEEN_PREVIOUSLY b'1405332'
ACTION SNIPPET 10000 2463 SEEN_PREVIOUSLY b'1470357'
ACTION SNIPPET 10000 2466 SEEN_PREVIOUSLY b'1843716'
ACTION SNIPPET 10000 2469 SEEN_PREVIOUSLY b'1534757'
ACTION SNIPPET 10000 2472 SEEN_PREVIOUSLY b'1460609'
ACTION SNIPPET 10000 2475 SNIPPET_RELEVANT b'1253855'
ACTION DOC 10000 2495 EXAMINING_DOCUMENT b'1253855'
ACTION MARK 10000 2498 CONSIDERED_RELEVANT b'1253855'
ACTION SNIPPET 10000 2501 SNIPPET_RELEVANT b'1235486'
ACTION DOC 10000 2521 EXAMINING_DOCUMENT b'1235486'
ACTION MARK 10000 2524 CONSIDERED_RELEVANT b'1235486'
ACTION SNIPPET 10000 2527 SNIPPET_NOT_RELEVANT b'515074'
ACTION SNIPPET 10000 2530 SEEN_PREVIOUSLY b'755544'
ACTION SNIPPET 10000 2533 SNIPPET_RELEVANT b'1573350'
ACTION DOC 10000 2553 EXAMINING_DOCUMENT b'1573350'
ACTION SNIPPET 10000 2556 SEEN_PREVIOUSLY b'1096956'
ACTION SNIPPET 10000 2559 SEEN_PREVIOUSLY b'296707'
ACTION SNIPPET 10000 2562 SNIPPET_RELEVANT b'1840664'
ACTION DOC 10000 2582 EXAMINING_DOCUMENT b'1840664'
ACTION SNIPPET 10000 2585 SEEN_PREVIOUSLY b'1441407'
ACTION SNIPPET 10000 2588 SEEN_PREVIOUSLY b'1820854'
ACTION SNIPPET 10000 2591 SEEN_PREVIOUSLY b'1146931'
ACTION SNIPPET 10000 2594 SEEN_PREVIOUSLY b'1704683'
ACTION SNIPPET 10000 2597 SEEN_PREVIOUSLY b'1843733'
ACTION SNIPPET 10000 2600 SEEN_PREVIOUSLY b'1640674'
ACTION SNIPPET 10000 2603 SNIPPET_NOT_RELEVANT b'966840'
ACTION SNIPPET 10000 2606 SEEN_PREVIOUSLY b'1359484'
