ACTION QUERY 10000 10 home schooling
ACTION SNIPPET 10000 377 SNIPPET_RELEVANT b'1203538'
ACTION DOC 10000 397 EXAMINING_DOCUMENT b'1203538'
ACTION MARK 10000 400 CONSIDERED_RELEVANT b'1203538'
ACTION SNIPPET 10000 403 SNIPPET_RELEVANT b'1630458'
ACTION DOC 10000 423 EXAMINING_DOCUMENT b'1630458'
ACTION MARK 10000 426 CONSIDERED_RELEVANT b'1630458'
ACTION SNIPPET 10000 429 SNIPPET_RELEVANT b'1534317'
ACTION DOC 10000 449 EXAMINING_DOCUMENT b'1534317'
ACTION MARK 10000 452 CONSIDERED_RELEVANT b'1534317'
ACTION SNIPPET 10000 455 SNIPPET_RELEVANT b'579846'
ACTION DOC 10000 475 EXAMINING_DOCUMENT b'579846'
ACTION MARK 10000 478 CONSIDERED_RELEVANT b'579846'
ACTION SNIPPET 10000 481 SNIPPET_NOT_RELEVANT b'1004118'
ACTION QUERY 10000 491 Homeschooling supplies
ACTION SERP 10000 496 EXAMINE_SERP
ACTION SNIPPET 10000 499 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 502 SNIPPET_NOT_RELEVANT b'770793'
ACTION SNIPPET 10000 505 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 508 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 511 SEEN_PREVIOUSLY b'1057737'
ACTION SNIPPET 10000 514 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 517 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 520 SEEN_PREVIOUSLY b'1766937'
ACTION SNIPPET 10000 523 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 526 SNIPPET_RELEVANT b'1266276'
ACTION DOC 10000 546 EXAMINING_DOCUMENT b'1266276'
ACTION MARK 10000 549 CONSIDERED_RELEVANT b'1266276'
ACTION QUERY 10000 559 Homeschool curriculum
ACTION SERP 10000 564 EXAMINE_SERP
ACTION SNIPPET 10000 567 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 570 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 573 SEEN_PREVIOUSLY b'1057737'
ACTION SNIPPET 10000 576 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 579 SNIPPET_RELEVANT b'1283837'
ACTION DOC 10000 599 EXAMINING_DOCUMENT b'1283837'
ACTION MARK 10000 602 CONSIDERED_RELEVANT b'1283837'
ACTION SNIPPET 10000 605 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 608 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 611 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 614 SNIPPET_NOT_RELEVANT b'367862'
ACTION SNIPPET 10000 617 SNIPPET_NOT_RELEVANT b'576301'
ACTION QUERY 10000 627 Homeschool lesson plans
ACTION SERP 10000 632 EXAMINE_SERP
ACTION SNIPPET 10000 635 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 638 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 641 SNIPPET_NOT_RELEVANT b'1132287'
ACTION SNIPPET 10000 644 SEEN_PREVIOUSLY b'1766937'
ACTION SNIPPET 10000 647 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 650 SNIPPET_RELEVANT b'408271'
ACTION DOC 10000 670 EXAMINING_DOCUMENT b'408271'
ACTION SNIPPET 10000 673 SEEN_PREVIOUSLY b'1266276'
ACTION SNIPPET 10000 676 SNIPPET_NOT_RELEVANT b'1419888'
ACTION SNIPPET 10000 679 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 682 SEEN_PREVIOUSLY b'1057716'
ACTION QUERY 10000 692 Homeschooling resources
ACTION SERP 10000 697 EXAMINE_SERP
ACTION SNIPPET 10000 700 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 703 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 706 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 709 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 712 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 715 SNIPPET_RELEVANT b'1696258'
ACTION DOC 10000 735 EXAMINING_DOCUMENT b'1696258'
ACTION MARK 10000 738 CONSIDERED_RELEVANT b'1696258'
ACTION SNIPPET 10000 741 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 744 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 747 SEEN_PREVIOUSLY b'1266276'
ACTION SNIPPET 10000 750 SNIPPET_RELEVANT b'1004118'
ACTION DOC 10000 770 EXAMINING_DOCUMENT b'1004118'
ACTION MARK 10000 773 CONSIDERED_RELEVANT b'1004118'
ACTION QUERY 10000 783 Homeschooling online
ACTION SERP 10000 788 EXAMINE_SERP
ACTION SNIPPET 10000 791 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 794 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 797 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 800 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 803 SNIPPET_RELEVANT b'1764140'
ACTION DOC 10000 823 EXAMINING_DOCUMENT b'1764140'
ACTION MARK 10000 826 CONSIDERED_RELEVANT b'1764140'
ACTION SNIPPET 10000 829 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 832 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 835 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 838 SNIPPET_NOT_RELEVANT b'1618576'
ACTION SNIPPET 10000 841 SNIPPET_NOT_RELEVANT b'1348202'
ACTION QUERY 10000 851 Homeschooling laws
ACTION SERP 10000 856 EXAMINE_SERP
ACTION SNIPPET 10000 859 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 862 SEEN_PREVIOUSLY b'1696258'
ACTION SNIPPET 10000 865 SEEN_PREVIOUSLY b'1266276'
ACTION SNIPPET 10000 868 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 871 SEEN_PREVIOUSLY b'1766937'
ACTION SNIPPET 10000 874 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 877 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 880 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 883 SEEN_PREVIOUSLY b'1057737'
ACTION SNIPPET 10000 886 SEEN_PREVIOUSLY b'1203538'
ACTION QUERY 10000 896 Homeschooling programs
ACTION SERP 10000 901 EXAMINE_SERP
ACTION SNIPPET 10000 904 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 907 SEEN_PREVIOUSLY b'1696258'
ACTION SNIPPET 10000 910 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 913 SEEN_PREVIOUSLY b'1057737'
ACTION SNIPPET 10000 916 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 919 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 922 SEEN_PREVIOUSLY b'1766937'
ACTION SNIPPET 10000 925 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 928 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 931 SEEN_PREVIOUSLY b'1203538'
ACTION QUERY 10000 941 Homeschooling for beginners
ACTION SERP 10000 946 EXAMINE_SERP
ACTION SNIPPET 10000 949 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 952 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 955 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 958 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 961 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 964 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 967 SNIPPET_NOT_RELEVANT b'1533616'
ACTION SNIPPET 10000 970 SNIPPET_NOT_RELEVANT b'458527'
ACTION SNIPPET 10000 973 SNIPPET_NOT_RELEVANT b'1692806'
ACTION SNIPPET 10000 976 SNIPPET_NOT_RELEVANT b'325206'
ACTION QUERY 10000 986 Homeschooling for preschoolers
ACTION SERP 10000 991 EXAMINE_SERP
ACTION SNIPPET 10000 994 SNIPPET_NOT_RELEVANT b'284781'
ACTION SNIPPET 10000 997 SNIPPET_NOT_RELEVANT b'1766725'
ACTION SNIPPET 10000 1000 SNIPPET_NOT_RELEVANT b'1824450'
ACTION SNIPPET 10000 1003 SNIPPET_NOT_RELEVANT b'1149681'
ACTION SNIPPET 10000 1006 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 1009 SNIPPET_NOT_RELEVANT b'457895'
ACTION SNIPPET 10000 1012 SNIPPET_NOT_RELEVANT b'1212424'
ACTION SNIPPET 10000 1015 SNIPPET_NOT_RELEVANT b'766735'
ACTION SNIPPET 10000 1018 SNIPPET_NOT_RELEVANT b'845938'
ACTION SNIPPET 10000 1021 SNIPPET_RELEVANT b'1004161'
ACTION DOC 10000 1041 EXAMINING_DOCUMENT b'1004161'
ACTION QUERY 10000 1051 Homeschooling high school
ACTION SERP 10000 1056 EXAMINE_SERP
ACTION SNIPPET 10000 1059 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 1062 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 1065 SEEN_PREVIOUSLY b'1057737'
ACTION SNIPPET 10000 1068 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 1071 SEEN_PREVIOUSLY b'1696258'
ACTION SNIPPET 10000 1074 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 1077 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 1080 SEEN_PREVIOUSLY b'1766937'
ACTION SNIPPET 10000 1083 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 1086 SEEN_PREVIOUSLY b'309639'
ACTION QUERY 10000 1096 Homeschooling vs public school
ACTION SERP 10000 1101 EXAMINE_SERP
ACTION SNIPPET 10000 1104 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 1107 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 1110 SEEN_PREVIOUSLY b'1057737'
ACTION SNIPPET 10000 1113 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 1116 SNIPPET_NOT_RELEVANT b'796517'
ACTION SNIPPET 10000 1119 SNIPPET_NOT_RELEVANT b'1122667'
ACTION SNIPPET 10000 1122 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 1125 SEEN_PREVIOUSLY b'1696258'
ACTION SNIPPET 10000 1128 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 1131 SEEN_PREVIOUSLY b'1766937'
ACTION QUERY 10000 1141 Homeschooling in America
ACTION SERP 10000 1146 EXAMINE_SERP
ACTION SNIPPET 10000 1149 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 1152 SEEN_PREVIOUSLY b'1766937'
ACTION SNIPPET 10000 1155 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 1158 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 1161 SEEN_PREVIOUSLY b'1057737'
ACTION SNIPPET 10000 1164 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 1167 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 1170 SEEN_PREVIOUSLY b'1696258'
ACTION SNIPPET 10000 1173 SEEN_PREVIOUSLY b'1266276'
ACTION SNIPPET 10000 1176 SEEN_PREVIOUSLY b'1203538'
ACTION QUERY 10000 1186 Homeschooling for gifted kids
ACTION SERP 10000 1191 EXAMINE_SERP
ACTION SNIPPET 10000 1194 SNIPPET_NOT_RELEVANT b'1180128'
ACTION SNIPPET 10000 1197 SNIPPET_NOT_RELEVANT b'499629'
ACTION SNIPPET 10000 1200 SNIPPET_RELEVANT b'906033'
ACTION DOC 10000 1220 EXAMINING_DOCUMENT b'906033'
ACTION SNIPPET 10000 1223 SNIPPET_NOT_RELEVANT b'288337'
ACTION SNIPPET 10000 1226 SNIPPET_NOT_RELEVANT b'1733906'
ACTION SNIPPET 10000 1229 SNIPPET_NOT_RELEVANT b'1670795'
ACTION SNIPPET 10000 1232 SNIPPET_NOT_RELEVANT b'832382'
ACTION SNIPPET 10000 1235 SNIPPET_NOT_RELEVANT b'1179020'
ACTION SNIPPET 10000 1238 SNIPPET_NOT_RELEVANT b'1691169'
ACTION SNIPPET 10000 1241 SNIPPET_NOT_RELEVANT b'1563168'
ACTION QUERY 10000 1251 Homeschool socialization
ACTION SERP 10000 1256 EXAMINE_SERP
ACTION SNIPPET 10000 1259 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 1262 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 1265 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 1268 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 1271 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 1274 SEEN_PREVIOUSLY b'1696258'
ACTION SNIPPET 10000 1277 SEEN_PREVIOUSLY b'1057737'
ACTION SNIPPET 10000 1280 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 1283 SEEN_PREVIOUSLY b'1766937'
ACTION SNIPPET 10000 1286 SEEN_PREVIOUSLY b'1203538'
ACTION QUERY 10000 1296 Homeschooling materials
ACTION SERP 10000 1301 EXAMINE_SERP
ACTION SNIPPET 10000 1304 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 1307 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 1310 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 1313 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 1316 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 1319 SEEN_PREVIOUSLY b'1766937'
ACTION SNIPPET 10000 1322 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 1325 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 1328 SEEN_PREVIOUSLY b'1266276'
ACTION SNIPPET 10000 1331 SEEN_PREVIOUSLY b'1283837'
ACTION QUERY 10000 1341 Homeschooling blogs
ACTION SERP 10000 1346 EXAMINE_SERP
ACTION SNIPPET 10000 1349 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 1352 SNIPPET_NOT_RELEVANT b'1604965'
ACTION SNIPPET 10000 1355 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 1358 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 1361 SNIPPET_RELEVANT b'1307036'
ACTION DOC 10000 1381 EXAMINING_DOCUMENT b'1307036'
ACTION MARK 10000 1384 CONSIDERED_RELEVANT b'1307036'
ACTION SNIPPET 10000 1387 SNIPPET_NOT_RELEVANT b'1684955'
ACTION SNIPPET 10000 1390 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 1393 SNIPPET_RELEVANT b'1654539'
ACTION DOC 10000 1413 EXAMINING_DOCUMENT b'1654539'
ACTION SNIPPET 10000 1416 SNIPPET_NOT_RELEVANT b'1827150'
ACTION SNIPPET 10000 1419 SNIPPET_NOT_RELEVANT b'1575347'
ACTION QUERY 10000 1429 Homeschooling for free
ACTION SERP 10000 1434 EXAMINE_SERP
ACTION SNIPPET 10000 1437 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 1440 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 1443 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 1446 SEEN_PREVIOUSLY b'1696258'
ACTION SNIPPET 10000 1449 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 1452 SEEN_PREVIOUSLY b'1057737'
ACTION SNIPPET 10000 1455 SEEN_PREVIOUSLY b'1766937'
ACTION SNIPPET 10000 1458 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 1461 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 1464 SEEN_PREVIOUSLY b'1266276'
ACTION QUERY 10000 1474 Homeschool schedules
ACTION SERP 10000 1479 EXAMINE_SERP
ACTION SNIPPET 10000 1482 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 1485 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 1488 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 1491 SEEN_PREVIOUSLY b'1766937'
ACTION SNIPPET 10000 1494 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 1497 SEEN_PREVIOUSLY b'1266276'
ACTION SNIPPET 10000 1500 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 1503 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 1506 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 1509 SEEN_PREVIOUSLY b'1283837'
ACTION QUERY 10000 1519 Homeschooling in California
ACTION SERP 10000 1524 EXAMINE_SERP
ACTION SNIPPET 10000 1527 SEEN_PREVIOUSLY b'1766937'
ACTION SNIPPET 10000 1530 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 1533 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 1536 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 1539 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 1542 SEEN_PREVIOUSLY b'1696258'
ACTION SNIPPET 10000 1545 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 1548 SEEN_PREVIOUSLY b'1266276'
ACTION SNIPPET 10000 1551 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 1554 SEEN_PREVIOUSLY b'579846'
ACTION QUERY 10000 1564 Homeschooling in Texas
ACTION SERP 10000 1569 EXAMINE_SERP
ACTION SNIPPET 10000 1572 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 1575 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 1578 SEEN_PREVIOUSLY b'1266276'
ACTION SNIPPET 10000 1581 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 1584 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 1587 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 1590 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 1593 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 1596 SEEN_PREVIOUSLY b'1764140'
ACTION SNIPPET 10000 1599 SNIPPET_NOT_RELEVANT b'222755'
ACTION QUERY 10000 1609 Homeschooling statistics
ACTION SERP 10000 1614 EXAMINE_SERP
ACTION SNIPPET 10000 1617 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 1620 SEEN_PREVIOUSLY b'1266276'
ACTION SNIPPET 10000 1623 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 1626 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 1629 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 1632 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 1635 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 1638 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 1641 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 1644 SEEN_PREVIOUSLY b'1764140'
ACTION QUERY 10000 1654 Homeschooling and working from home
ACTION SERP 10000 1659 EXAMINE_SERP
ACTION SNIPPET 10000 1662 SEEN_PREVIOUSLY b'1766937'
ACTION SNIPPET 10000 1665 SNIPPET_RELEVANT b'1360944'
ACTION DOC 10000 1685 EXAMINING_DOCUMENT b'1360944'
ACTION SNIPPET 10000 1688 SNIPPET_NOT_RELEVANT b'885888'
ACTION SNIPPET 10000 1691 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 1694 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 1697 SNIPPET_NOT_RELEVANT b'314054'
ACTION SNIPPET 10000 1700 SNIPPET_NOT_RELEVANT b'1658420'
ACTION SNIPPET 10000 1703 SNIPPET_NOT_RELEVANT b'204898'
ACTION SNIPPET 10000 1706 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 1709 SEEN_PREVIOUSLY b'1696258'
ACTION QUERY 10000 1719 Homeschooling and learning disabilities
ACTION SERP 10000 1724 EXAMINE_SERP
ACTION SNIPPET 10000 1727 SNIPPET_NOT_RELEVANT b'95748'
ACTION SNIPPET 10000 1730 SNIPPET_NOT_RELEVANT b'336999'
ACTION SNIPPET 10000 1733 SNIPPET_NOT_RELEVANT b'510081'
ACTION SNIPPET 10000 1736 SNIPPET_NOT_RELEVANT b'389370'
ACTION SNIPPET 10000 1739 SNIPPET_RELEVANT b'901545'
ACTION DOC 10000 1759 EXAMINING_DOCUMENT b'901545'
ACTION SNIPPET 10000 1762 SNIPPET_RELEVANT b'971935'
ACTION DOC 10000 1782 EXAMINING_DOCUMENT b'971935'
ACTION SNIPPET 10000 1785 SNIPPET_NOT_RELEVANT b'338481'
ACTION SNIPPET 10000 1788 SNIPPET_NOT_RELEVANT b'674968'
ACTION SNIPPET 10000 1791 SNIPPET_NOT_RELEVANT b'399672'
ACTION SNIPPET 10000 1794 SNIPPET_NOT_RELEVANT b'1257199'
ACTION QUERY 10000 1804 Homeschooling virtual field trips
ACTION SERP 10000 1809 EXAMINE_SERP
ACTION SNIPPET 10000 1812 SNIPPET_RELEVANT b'1835467'
ACTION DOC 10000 1832 EXAMINING_DOCUMENT b'1835467'
ACTION SNIPPET 10000 1835 SNIPPET_NOT_RELEVANT b'1195924'
ACTION SNIPPET 10000 1838 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 1841 SNIPPET_RELEVANT b'1337202'
ACTION DOC 10000 1861 EXAMINING_DOCUMENT b'1337202'
ACTION SNIPPET 10000 1864 SNIPPET_NOT_RELEVANT b'1478456'
ACTION SNIPPET 10000 1867 SNIPPET_NOT_RELEVANT b'1340041'
ACTION SNIPPET 10000 1870 SNIPPET_NOT_RELEVANT b'1338902'
ACTION SNIPPET 10000 1873 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 1876 SNIPPET_NOT_RELEVANT b'1329407'
ACTION SNIPPET 10000 1879 SEEN_PREVIOUSLY b'1283837'
ACTION QUERY 10000 1889 Homeschooling co-ops
ACTION SERP 10000 1894 EXAMINE_SERP
ACTION SNIPPET 10000 1897 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 1900 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 1903 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 1906 SNIPPET_NOT_RELEVANT b'1687955'
ACTION SNIPPET 10000 1909 SNIPPET_RELEVANT b'6763'
ACTION DOC 10000 1929 EXAMINING_DOCUMENT b'6763'
ACTION SNIPPET 10000 1932 SEEN_PREVIOUSLY b'6763'
ACTION SNIPPET 10000 1935 SNIPPET_NOT_RELEVANT b'725235'
ACTION SNIPPET 10000 1938 SNIPPET_NOT_RELEVANT b'1292983'
ACTION SNIPPET 10000 1941 SNIPPET_NOT_RELEVANT b'1250679'
ACTION SNIPPET 10000 1944 SNIPPET_NOT_RELEVANT b'1845370'
ACTION QUERY 10000 1954 Homeschooling record keeping
ACTION SERP 10000 1959 EXAMINE_SERP
ACTION SNIPPET 10000 1962 SEEN_PREVIOUSLY b'1266276'
ACTION SNIPPET 10000 1965 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 1968 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 1971 SNIPPET_NOT_RELEVANT b'250968'
ACTION SNIPPET 10000 1974 SNIPPET_NOT_RELEVANT b'251414'
ACTION SNIPPET 10000 1977 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 1980 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 1983 SNIPPET_NOT_RELEVANT b'585144'
ACTION SNIPPET 10000 1986 SEEN_PREVIOUSLY b'1766937'
ACTION SNIPPET 10000 1989 SNIPPET_NOT_RELEVANT b'343549'
ACTION QUERY 10000 1999 Homeschooling in multiple languages
ACTION SERP 10000 2004 EXAMINE_SERP
ACTION SNIPPET 10000 2007 SNIPPET_NOT_RELEVANT b'1028370'
