ACTION QUERY 10000 10 journalist risks
ACTION SNIPPET 10000 1232 SNIPPET_NOT_RELEVANT b'1761802'
ACTION SNIPPET 10000 1235 SNIPPET_NOT_RELEVANT b'1556621'
ACTION SNIPPET 10000 1238 SNIPPET_RELEVANT b'1751685'
ACTION DOC 10000 1258 EXAMINING_DOCUMENT b'1751685'
ACTION SNIPPET 10000 1261 SNIPPET_NOT_RELEVANT b'1186050'
ACTION SNIPPET 10000 1264 SNIPPET_RELEVANT b'1096113'
ACTION DOC 10000 1284 EXAMINING_DOCUMENT b'1096113'
ACTION QUERY 10000 1294 Media harassment
ACTION SERP 10000 1299 EXAMINE_SERP
ACTION SNIPPET 10000 1302 SNIPPET_RELEVANT b'248742'
ACTION DOC 10000 1322 EXAMINING_DOCUMENT b'248742'
ACTION SNIPPET 10000 1325 SNIPPET_RELEVANT b'705543'
ACTION DOC 10000 1345 EXAMINING_DOCUMENT b'705543'
ACTION QUERY 10000 1355 Media abuse
ACTION SERP 10000 1360 EXAMINE_SERP
ACTION SNIPPET 10000 1363 SNIPPET_RELEVANT b'1561620'
ACTION DOC 10000 1383 EXAMINING_DOCUMENT b'1561620'
ACTION SNIPPET 10000 1386 SEEN_PREVIOUSLY b'1028944'
ACTION SNIPPET 10000 1389 SNIPPET_RELEVANT b'1113125'
ACTION DOC 10000 1409 EXAMINING_DOCUMENT b'1113125'
ACTION QUERY 10000 1419 War correspondent risks
ACTION SERP 10000 1424 EXAMINE_SERP
ACTION SNIPPET 10000 1427 SNIPPET_NOT_RELEVANT b'1370068'
ACTION SNIPPET 10000 1430 SEEN_PREVIOUSLY b'1547678'
ACTION SNIPPET 10000 1433 SEEN_PREVIOUSLY b'1369835'
ACTION SNIPPET 10000 1436 SNIPPET_RELEVANT b'1835065'
ACTION DOC 10000 1456 EXAMINING_DOCUMENT b'1835065'
ACTION SNIPPET 10000 1459 SNIPPET_NOT_RELEVANT b'1477970'
ACTION SNIPPET 10000 1462 SEEN_PREVIOUSLY b'735868'
ACTION SNIPPET 10000 1465 SNIPPET_RELEVANT b'419102'
ACTION DOC 10000 1485 EXAMINING_DOCUMENT b'419102'
ACTION QUERY 10000 1495 Journalist kidnapped
ACTION SERP 10000 1500 EXAMINE_SERP
ACTION SNIPPET 10000 1503 SNIPPET_NOT_RELEVANT b'50338'
ACTION SNIPPET 10000 1506 SNIPPET_NOT_RELEVANT b'118258'
ACTION SNIPPET 10000 1509 SNIPPET_RELEVANT b'3471'
ACTION DOC 10000 1529 EXAMINING_DOCUMENT b'3471'
ACTION SNIPPET 10000 1532 SEEN_PREVIOUSLY b'3471'
ACTION SNIPPET 10000 1535 SNIPPET_NOT_RELEVANT b'385564'
ACTION SNIPPET 10000 1538 SNIPPET_RELEVANT b'1732865'
ACTION DOC 10000 1558 EXAMINING_DOCUMENT b'1732865'
ACTION MARK 10000 1561 CONSIDERED_RELEVANT b'1732865'
ACTION SNIPPET 10000 1564 SNIPPET_RELEVANT b'447103'
ACTION DOC 10000 1584 EXAMINING_DOCUMENT b'447103'
ACTION SNIPPET 10000 1587 SNIPPET_RELEVANT b'54977'
ACTION DOC 10000 1607 EXAMINING_DOCUMENT b'54977'
ACTION MARK 10000 1610 CONSIDERED_RELEVANT b'54977'
ACTION SNIPPET 10000 1613 SNIPPET_RELEVANT b'863457'
ACTION DOC 10000 1633 EXAMINING_DOCUMENT b'863457'
ACTION SNIPPET 10000 1636 SNIPPET_RELEVANT b'51761'
ACTION DOC 10000 1656 EXAMINING_DOCUMENT b'51761'
ACTION MARK 10000 1659 CONSIDERED_RELEVANT b'51761'
ACTION SNIPPET 10000 1662 SNIPPET_RELEVANT b'301388'
ACTION DOC 10000 1682 EXAMINING_DOCUMENT b'301388'
ACTION MARK 10000 1685 CONSIDERED_RELEVANT b'301388'
ACTION SNIPPET 10000 1688 SNIPPET_RELEVANT b'50577'
ACTION DOC 10000 1708 EXAMINING_DOCUMENT b'50577'
ACTION MARK 10000 1711 CONSIDERED_RELEVANT b'50577'
ACTION SNIPPET 10000 1714 SNIPPET_RELEVANT b'67186'
ACTION DOC 10000 1734 EXAMINING_DOCUMENT b'67186'
ACTION MARK 10000 1737 CONSIDERED_RELEVANT b'67186'
ACTION SNIPPET 10000 1740 SNIPPET_NOT_RELEVANT b'51193'
ACTION SNIPPET 10000 1743 SNIPPET_RELEVANT b'1785338'
ACTION DOC 10000 1763 EXAMINING_DOCUMENT b'1785338'
ACTION SNIPPET 10000 1766 SNIPPET_NOT_RELEVANT b'784397'
ACTION SNIPPET 10000 1769 SNIPPET_RELEVANT b'836096'
ACTION DOC 10000 1789 EXAMINING_DOCUMENT b'836096'
ACTION QUERY 10000 1799 Journalist killed
ACTION SERP 10000 1804 EXAMINE_SERP
ACTION SNIPPET 10000 1807 SNIPPET_RELEVANT b'1346643'
ACTION DOC 10000 1827 EXAMINING_DOCUMENT b'1346643'
ACTION MARK 10000 1830 CONSIDERED_RELEVANT b'1346643'
ACTION SNIPPET 10000 1833 SNIPPET_RELEVANT b'1478199'
ACTION DOC 10000 1853 EXAMINING_DOCUMENT b'1478199'
ACTION MARK 10000 1856 CONSIDERED_RELEVANT b'1478199'
ACTION SNIPPET 10000 1859 SNIPPET_RELEVANT b'684535'
ACTION DOC 10000 1879 EXAMINING_DOCUMENT b'684535'
ACTION MARK 10000 1882 CONSIDERED_RELEVANT b'684535'
ACTION SNIPPET 10000 1885 SNIPPET_RELEVANT b'262426'
ACTION DOC 10000 1905 EXAMINING_DOCUMENT b'262426'
ACTION MARK 10000 1908 CONSIDERED_RELEVANT b'262426'
ACTION SNIPPET 10000 1911 SNIPPET_RELEVANT b'719544'
ACTION DOC 10000 1931 EXAMINING_DOCUMENT b'719544'
ACTION MARK 10000 1934 CONSIDERED_RELEVANT b'719544'
ACTION SNIPPET 10000 1937 SNIPPET_NOT_RELEVANT b'302083'
ACTION SNIPPET 10000 1940 SNIPPET_RELEVANT b'312176'
ACTION DOC 10000 1960 EXAMINING_DOCUMENT b'312176'
ACTION MARK 10000 1963 CONSIDERED_RELEVANT b'312176'
ACTION SNIPPET 10000 1966 SNIPPET_RELEVANT b'23945'
ACTION DOC 10000 1986 EXAMINING_DOCUMENT b'23945'
ACTION MARK 10000 1989 CONSIDERED_RELEVANT b'23945'
ACTION SNIPPET 10000 1992 SEEN_PREVIOUSLY b'765922'
ACTION SNIPPET 10000 1995 SNIPPET_RELEVANT b'741939'
ACTION DOC 10000 2015 EXAMINING_DOCUMENT b'741939'
ACTION MARK 10000 2018 CONSIDERED_RELEVANT b'741939'
ACTION SNIPPET 10000 2021 SNIPPET_RELEVANT b'1513183'
ACTION DOC 10000 2041 EXAMINING_DOCUMENT b'1513183'
ACTION MARK 10000 2044 CONSIDERED_RELEVANT b'1513183'
ACTION SNIPPET 10000 2047 SEEN_PREVIOUSLY b'1477141'
ACTION SNIPPET 10000 2050 SNIPPET_RELEVANT b'1852701'
ACTION DOC 10000 2070 EXAMINING_DOCUMENT b'1852701'
ACTION MARK 10000 2073 CONSIDERED_RELEVANT b'1852701'
ACTION SNIPPET 10000 2076 SNIPPET_NOT_RELEVANT b'1479424'
ACTION SNIPPET 10000 2079 SEEN_PREVIOUSLY b'1547678'
ACTION SNIPPET 10000 2082 SNIPPET_RELEVANT b'1631045'
ACTION DOC 10000 2102 EXAMINING_DOCUMENT b'1631045'
ACTION MARK 10000 2105 CONSIDERED_RELEVANT b'1631045'
ACTION SNIPPET 10000 2108 SNIPPET_NOT_RELEVANT b'420516'
ACTION SNIPPET 10000 2111 SNIPPET_NOT_RELEVANT b'1139719'
ACTION SNIPPET 10000 2114 SNIPPET_RELEVANT b'1516028'
ACTION DOC 10000 2134 EXAMINING_DOCUMENT b'1516028'
ACTION MARK 10000 2137 CONSIDERED_RELEVANT b'1516028'
ACTION SNIPPET 10000 2140 SNIPPET_RELEVANT b'670860'
ACTION DOC 10000 2160 EXAMINING_DOCUMENT b'670860'
ACTION MARK 10000 2163 CONSIDERED_RELEVANT b'670860'
ACTION SNIPPET 10000 2166 SEEN_PREVIOUSLY b'1831146'
ACTION SNIPPET 10000 2169 SNIPPET_RELEVANT b'1570427'
ACTION DOC 10000 2189 EXAMINING_DOCUMENT b'1570427'
ACTION MARK 10000 2192 CONSIDERED_RELEVANT b'1570427'
ACTION SNIPPET 10000 2195 SNIPPET_RELEVANT b'1308651'
ACTION DOC 10000 2215 EXAMINING_DOCUMENT b'1308651'
ACTION MARK 10000 2218 CONSIDERED_RELEVANT b'1308651'
ACTION SNIPPET 10000 2221 SNIPPET_RELEVANT b'1615042'
ACTION DOC 10000 2241 EXAMINING_DOCUMENT b'1615042'
ACTION MARK 10000 2244 CONSIDERED_RELEVANT b'1615042'
ACTION SNIPPET 10000 2247 SEEN_PREVIOUSLY b'1279275'
ACTION SNIPPET 10000 2250 SNIPPET_NOT_RELEVANT b'1186050'
ACTION SNIPPET 10000 2253 SNIPPET_RELEVANT b'1739588'
ACTION DOC 10000 2273 EXAMINING_DOCUMENT b'1739588'
ACTION MARK 10000 2276 CONSIDERED_RELEVANT b'1739588'
ACTION SNIPPET 10000 2279 SNIPPET_RELEVANT b'1403875'
ACTION DOC 10000 2299 EXAMINING_DOCUMENT b'1403875'
ACTION MARK 10000 2302 CONSIDERED_RELEVANT b'1403875'
ACTION SNIPPET 10000 2305 SNIPPET_RELEVANT b'1821168'
ACTION DOC 10000 2325 EXAMINING_DOCUMENT b'1821168'
ACTION MARK 10000 2328 CONSIDERED_RELEVANT b'1821168'
ACTION SNIPPET 10000 2331 SNIPPET_RELEVANT b'728599'
ACTION DOC 10000 2351 EXAMINING_DOCUMENT b'728599'
ACTION MARK 10000 2354 CONSIDERED_RELEVANT b'728599'
ACTION SNIPPET 10000 2357 SNIPPET_RELEVANT b'1529387'
ACTION DOC 10000 2377 EXAMINING_DOCUMENT b'1529387'
ACTION MARK 10000 2380 CONSIDERED_RELEVANT b'1529387'
ACTION SNIPPET 10000 2383 SNIPPET_RELEVANT b'1806087'
ACTION DOC 10000 2403 EXAMINING_DOCUMENT b'1806087'
ACTION MARK 10000 2406 CONSIDERED_RELEVANT b'1806087'
ACTION SNIPPET 10000 2409 SNIPPET_RELEVANT b'1629092'
ACTION DOC 10000 2429 EXAMINING_DOCUMENT b'1629092'
ACTION MARK 10000 2432 CONSIDERED_RELEVANT b'1629092'
ACTION SNIPPET 10000 2435 SNIPPET_NOT_RELEVANT b'1392654'
ACTION SNIPPET 10000 2438 SNIPPET_NOT_RELEVANT b'1389260'
ACTION SNIPPET 10000 2441 SNIPPET_RELEVANT b'1379100'
ACTION DOC 10000 2461 EXAMINING_DOCUMENT b'1379100'
ACTION MARK 10000 2464 CONSIDERED_RELEVANT b'1379100'
ACTION SNIPPET 10000 2467 SNIPPET_RELEVANT b'1588544'
ACTION DOC 10000 2487 EXAMINING_DOCUMENT b'1588544'
ACTION MARK 10000 2490 CONSIDERED_RELEVANT b'1588544'
ACTION SNIPPET 10000 2493 SNIPPET_RELEVANT b'799257'
ACTION DOC 10000 2513 EXAMINING_DOCUMENT b'799257'
ACTION MARK 10000 2516 CONSIDERED_RELEVANT b'799257'
ACTION SNIPPET 10000 2519 SEEN_PREVIOUSLY b'344024'
ACTION SNIPPET 10000 2522 SNIPPET_RELEVANT b'1006072'
ACTION DOC 10000 2542 EXAMINING_DOCUMENT b'1006072'
ACTION MARK 10000 2545 CONSIDERED_RELEVANT b'1006072'
ACTION SNIPPET 10000 2548 SNIPPET_RELEVANT b'87331'
ACTION DOC 10000 2568 EXAMINING_DOCUMENT b'87331'
ACTION SNIPPET 10000 2571 SNIPPET_RELEVANT b'1537238'
ACTION DOC 10000 2591 EXAMINING_DOCUMENT b'1537238'
ACTION MARK 10000 2594 CONSIDERED_RELEVANT b'1537238'
ACTION SNIPPET 10000 2597 SNIPPET_RELEVANT b'335862'
ACTION DOC 10000 2617 EXAMINING_DOCUMENT b'335862'
ACTION MARK 10000 2620 CONSIDERED_RELEVANT b'335862'
ACTION SNIPPET 10000 2623 SNIPPET_RELEVANT b'1488047'
ACTION DOC 10000 2643 EXAMINING_DOCUMENT b'1488047'
ACTION MARK 10000 2646 CONSIDERED_RELEVANT b'1488047'
ACTION SNIPPET 10000 2649 SNIPPET_RELEVANT b'1793446'
ACTION DOC 10000 2669 EXAMINING_DOCUMENT b'1793446'
ACTION MARK 10000 2672 CONSIDERED_RELEVANT b'1793446'
ACTION SNIPPET 10000 2675 SNIPPET_RELEVANT b'376072'
ACTION DOC 10000 2695 EXAMINING_DOCUMENT b'376072'
ACTION SNIPPET 10000 2698 SNIPPET_RELEVANT b'573754'
ACTION DOC 10000 2718 EXAMINING_DOCUMENT b'573754'
ACTION MARK 10000 2721 CONSIDERED_RELEVANT b'573754'
ACTION SNIPPET 10000 2724 SEEN_PREVIOUSLY b'1344903'
ACTION SNIPPET 10000 2727 SNIPPET_RELEVANT b'836700'
ACTION DOC 10000 2747 EXAMINING_DOCUMENT b'836700'
ACTION MARK 10000 2750 CONSIDERED_RELEVANT b'836700'
ACTION SNIPPET 10000 2753 SNIPPET_RELEVANT b'1796821'
ACTION DOC 10000 2773 EXAMINING_DOCUMENT b'1796821'
ACTION MARK 10000 2776 CONSIDERED_RELEVANT b'1796821'
INFO SERP_END_REACHED 
ACTION QUERY 10000 2786 Media killed
ACTION SERP 10000 2791 EXAMINE_SERP
ACTION SNIPPET 10000 2794 SEEN_PREVIOUSLY b'728599'
ACTION SNIPPET 10000 2797 SEEN_PREVIOUSLY b'1379100'
ACTION SNIPPET 10000 2800 SEEN_PREVIOUSLY b'799257'
ACTION SNIPPET 10000 2803 SEEN_PREVIOUSLY b'1516028'
ACTION SNIPPET 10000 2806 SNIPPET_RELEVANT b'1822858'
ACTION DOC 10000 2826 EXAMINING_DOCUMENT b'1822858'
ACTION MARK 10000 2829 CONSIDERED_RELEVANT b'1822858'
ACTION SNIPPET 10000 2832 SNIPPET_RELEVANT b'1786042'
ACTION DOC 10000 2852 EXAMINING_DOCUMENT b'1786042'
ACTION SNIPPET 10000 2855 SNIPPET_NOT_RELEVANT b'719325'
ACTION SNIPPET 10000 2858 SNIPPET_RELEVANT b'1372448'
ACTION DOC 10000 2878 EXAMINING_DOCUMENT b'1372448'
ACTION SNIPPET 10000 2881 SNIPPET_NOT_RELEVANT b'1119255'
ACTION QUERY 10000 2891 Journalist assault
ACTION SERP 10000 2896 EXAMINE_SERP
ACTION SNIPPET 10000 2899 SNIPPET_RELEVANT b'186202'
ACTION DOC 10000 2919 EXAMINING_DOCUMENT b'186202'
ACTION MARK 10000 2922 CONSIDERED_RELEVANT b'186202'
ACTION SNIPPET 10000 2925 SEEN_PREVIOUSLY b'359191'
ACTION SNIPPET 10000 2928 SNIPPET_RELEVANT b'959455'
ACTION DOC 10000 2948 EXAMINING_DOCUMENT b'959455'
ACTION MARK 10000 2951 CONSIDERED_RELEVANT b'959455'
ACTION SNIPPET 10000 2954 SNIPPET_RELEVANT b'768891'
ACTION DOC 10000 2974 EXAMINING_DOCUMENT b'768891'
ACTION MARK 10000 2977 CONSIDERED_RELEVANT b'768891'
ACTION SNIPPET 10000 2980 SNIPPET_NOT_RELEVANT b'1735225'
ACTION SNIPPET 10000 2983 SNIPPET_NOT_RELEVANT b'1071781'
ACTION SNIPPET 10000 2986 SNIPPET_RELEVANT b'252995'
ACTION DOC 10000 3006 EXAMINING_DOCUMENT b'252995'
ACTION MARK 10000 3009 CONSIDERED_RELEVANT b'252995'
ACTION SNIPPET 10000 3012 SNIPPET_RELEVANT b'1317118'
ACTION DOC 10000 3032 EXAMINING_DOCUMENT b'1317118'
ACTION SNIPPET 10000 3035 SNIPPET_RELEVANT b'1479692'
ACTION DOC 10000 3055 EXAMINING_DOCUMENT b'1479692'
ACTION MARK 10000 3058 CONSIDERED_RELEVANT b'1479692'
ACTION SNIPPET 10000 3061 SNIPPET_NOT_RELEVANT b'152306'
ACTION SNIPPET 10000 3064 SEEN_PREVIOUSLY b'1478199'
ACTION SNIPPET 10000 3067 SNIPPET_RELEVANT b'1677031'
ACTION DOC 10000 3087 EXAMINING_DOCUMENT b'1677031'
ACTION SNIPPET 10000 3090 SEEN_PREVIOUSLY b'1738061'
ACTION SNIPPET 10000 3093 SNIPPET_RELEVANT b'958056'
ACTION DOC 10000 3113 EXAMINING_DOCUMENT b'958056'
ACTION QUERY 10000 3123 Media assault
ACTION SERP 10000 3128 EXAMINE_SERP
ACTION SNIPPET 10000 3131 SNIPPET_RELEVANT b'482077'
ACTION DOC 10000 3151 EXAMINING_DOCUMENT b'482077'
ACTION SNIPPET 10000 3154 SNIPPET_RELEVANT b'145661'
ACTION DOC 10000 3174 EXAMINING_DOCUMENT b'145661'
ACTION QUERY 10000 3184 Press freedom violations
ACTION SERP 10000 3189 EXAMINE_SERP
ACTION SNIPPET 10000 3192 SNIPPET_NOT_RELEVANT b'1365608'
ACTION SNIPPET 10000 3195 SNIPPET_RELEVANT b'1382542'
ACTION DOC 10000 3215 EXAMINING_DOCUMENT b'1382542'
ACTION SNIPPET 10000 3218 SNIPPET_RELEVANT b'1023909'
ACTION DOC 10000 3238 EXAMINING_DOCUMENT b'1023909'
ACTION QUERY 10000 3248 Journalist security
ACTION SERP 10000 3253 EXAMINE_SERP
ACTION SNIPPET 10000 3256 SNIPPET_RELEVANT b'473515'
