ACTION QUERY 10000 10 Airport Security
ACTION DOC 10000 753 EXAMINING_DOCUMENT b'f153c5cdbb39d84787c316b284018187'
ACTION MARK 10000 756 CONSIDERED_RELEVANT b'f153c5cdbb39d84787c316b284018187'
ACTION SNIPPET 10000 759 SNIPPET_NOT_RELEVANT b'd9f66c24-9629-11e2-894a-b984cbdff2e6'
ACTION SNIPPET 10000 762 SNIPPET_NOT_RELEVANT b'2eca61a4-6f86-11e1-9118-82b72e1e284a'
ACTION SNIPPET 10000 765 SEEN_PREVIOUSLY b'a45bbc98-2ca5-11e6-9de3-6e6e7a14000c'
ACTION SNIPPET 10000 768 SEEN_PREVIOUSLY b'a4450c72-3e0d-11e6-a66f-aa6c1883b6b1'
ACTION SNIPPET 10000 771 SNIPPET_NOT_RELEVANT b'7a66cc7b35e2eb04a661b544a0851fd6'
ACTION SNIPPET 10000 774 SNIPPET_RELEVANT b'd4efd080-0dcb-11e7-9d5a-a83e627dc120'
ACTION DOC 10000 794 EXAMINING_DOCUMENT b'd4efd080-0dcb-11e7-9d5a-a83e627dc120'
ACTION MARK 10000 797 CONSIDERED_RELEVANT b'd4efd080-0dcb-11e7-9d5a-a83e627dc120'
ACTION SNIPPET 10000 800 SNIPPET_NOT_RELEVANT b'9aa40ab8-dc20-11e1-8e43-4a3c4375504a'
ACTION SNIPPET 10000 803 SNIPPET_NOT_RELEVANT b'8c56841a-09aa-11e7-93dc-00f9bdd74ed1'
ACTION SNIPPET 10000 806 SNIPPET_NOT_RELEVANT b'e6b1f52823a64bef434245fa058fbfec'
ACTION SNIPPET 10000 809 SEEN_PREVIOUSLY b'befaf098-fdb9-11e5-80e4-c381214de1a3'
ACTION SNIPPET 10000 812 SNIPPET_RELEVANT b'd9439bb1b235ce43080e0d03ad793319'
ACTION DOC 10000 832 EXAMINING_DOCUMENT b'd9439bb1b235ce43080e0d03ad793319'
ACTION MARK 10000 835 CONSIDERED_RELEVANT b'd9439bb1b235ce43080e0d03ad793319'
ACTION SNIPPET 10000 838 SNIPPET_RELEVANT b'04c1ce95481223321c8a6f02d662f6f1'
ACTION DOC 10000 858 EXAMINING_DOCUMENT b'04c1ce95481223321c8a6f02d662f6f1'
ACTION MARK 10000 861 CONSIDERED_RELEVANT b'04c1ce95481223321c8a6f02d662f6f1'
ACTION SNIPPET 10000 864 SNIPPET_RELEVANT b'698680e5d7ccc567f41769abd6464b5a'
ACTION DOC 10000 884 EXAMINING_DOCUMENT b'698680e5d7ccc567f41769abd6464b5a'
ACTION MARK 10000 887 CONSIDERED_RELEVANT b'698680e5d7ccc567f41769abd6464b5a'
ACTION SNIPPET 10000 890 SNIPPET_NOT_RELEVANT b'4120d4ea1b766740ef0fbb9dc20b9e10'
ACTION SNIPPET 10000 893 SEEN_PREVIOUSLY b'f73cad84-e76c-11e4-9a6a-c1ab95a0600b'
ACTION SNIPPET 10000 896 SNIPPET_NOT_RELEVANT b'e372966e-8518-11e2-9d71-f0feafdd1394'
ACTION SNIPPET 10000 899 SNIPPET_NOT_RELEVANT b'229bac7c-ab3e-11e2-b6fd-ba6f5f26d70e'
ACTION SNIPPET 10000 902 SEEN_PREVIOUSLY b'570ede22-0eb3-11e5-adec-e82f8395c032'
ACTION SNIPPET 10000 905 SNIPPET_NOT_RELEVANT b'9ef23198852e1710422e7dec11b84f91'
ACTION SNIPPET 10000 908 SNIPPET_NOT_RELEVANT b'fca999a0-4c93-11e3-be6b-d3d28122e6d4'
ACTION SNIPPET 10000 911 SEEN_PREVIOUSLY b'4d694e6e-1215-11e6-8967-7ac733c56f12'
ACTION SNIPPET 10000 914 SNIPPET_NOT_RELEVANT b'1f58dffc4c4e0541bc344cc5ab247318'
ACTION SNIPPET 10000 917 SNIPPET_NOT_RELEVANT b'a0006b44-1099-11e6-8967-7ac733c56f12'
ACTION SNIPPET 10000 920 SNIPPET_NOT_RELEVANT b'1acee4098cfbd2322deaa40d800dd69d'
ACTION SNIPPET 10000 923 SNIPPET_NOT_RELEVANT b'2bd1b1fc0ee17ec5f19f87aebd189a34'
ACTION SNIPPET 10000 926 SNIPPET_RELEVANT b'0ad0297b51760f715083385fde0e0ef2'
ACTION DOC 10000 946 EXAMINING_DOCUMENT b'0ad0297b51760f715083385fde0e0ef2'
ACTION MARK 10000 949 CONSIDERED_RELEVANT b'0ad0297b51760f715083385fde0e0ef2'
ACTION SNIPPET 10000 952 SNIPPET_RELEVANT b'f989150e-f2f5-11e2-ae43-b31dc363c3bf'
ACTION DOC 10000 972 EXAMINING_DOCUMENT b'f989150e-f2f5-11e2-ae43-b31dc363c3bf'
ACTION MARK 10000 975 CONSIDERED_RELEVANT b'f989150e-f2f5-11e2-ae43-b31dc363c3bf'
ACTION SNIPPET 10000 978 SNIPPET_NOT_RELEVANT b'e2f512caca38a327f59733036026ef27'
ACTION SNIPPET 10000 981 SNIPPET_NOT_RELEVANT b'ee7fed4c7e36a0e19438cf802b955bc4'
ACTION SNIPPET 10000 984 SNIPPET_NOT_RELEVANT b'22caf220-4d69-11e3-be6b-d3d28122e6d4'
ACTION SNIPPET 10000 987 SNIPPET_RELEVANT b'5ce03540-9556-11e2-ae32-9ef60436f5c1'
ACTION DOC 10000 1007 EXAMINING_DOCUMENT b'5ce03540-9556-11e2-ae32-9ef60436f5c1'
ACTION MARK 10000 1010 CONSIDERED_RELEVANT b'5ce03540-9556-11e2-ae32-9ef60436f5c1'
ACTION SNIPPET 10000 1013 SNIPPET_NOT_RELEVANT b'1d646e0c-efca-11e3-bf76-447a5df6411f'
ACTION SNIPPET 10000 1016 SNIPPET_NOT_RELEVANT b'5d4261e1324a96b63353b48928be0be6'
ACTION SNIPPET 10000 1019 SNIPPET_NOT_RELEVANT b'6f3528dbfa7af102fcb8f37347fb0b43'
ACTION SNIPPET 10000 1022 SNIPPET_NOT_RELEVANT b'd8ea35c72182c69b1766989fba34fce3'
ACTION SNIPPET 10000 1025 SNIPPET_NOT_RELEVANT b'8f931b8a-ff4e-11e2-8294-0ee5075b840d'
ACTION SNIPPET 10000 1028 SNIPPET_NOT_RELEVANT b'e5180c96-7f12-11e5-afce-2afd1d3eb896'
ACTION SNIPPET 10000 1031 SNIPPET_NOT_RELEVANT b'dfd2ae1a-e63d-11e6-b82f-687d6e6a3e7c'
ACTION SNIPPET 10000 1034 SNIPPET_NOT_RELEVANT b'6ebf5cf4-a11f-11e6-a44d-cc2898cfab06'
ACTION SNIPPET 10000 1037 SNIPPET_NOT_RELEVANT b'ad1f7636c516b6241c9bf32fa48e9f2b'
ACTION SNIPPET 10000 1040 SNIPPET_NOT_RELEVANT b'5c07b41423a80295693072c86366380b'
ACTION SNIPPET 10000 1043 SNIPPET_NOT_RELEVANT b'9597eecec25e7c6d4fcf665029a534ce'
INFO SERP_END_REACHED 
ACTION QUERY 10000 1053 What are the latest airport security measures?
ACTION SERP 10000 1058 EXAMINE_SERP
ACTION SNIPPET 10000 1061 SEEN_PREVIOUSLY b'd88cbcdeaf523c789744a977d9973a56'
ACTION SNIPPET 10000 1064 SEEN_PREVIOUSLY b'0814a51a-6260-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 1067 SEEN_PREVIOUSLY b'1c2a1c388c3b6aa0171217d615dfe163'
ACTION SNIPPET 10000 1070 SEEN_PREVIOUSLY b'a4450c72-3e0d-11e6-a66f-aa6c1883b6b1'
ACTION SNIPPET 10000 1073 SNIPPET_NOT_RELEVANT b'e6b1f52823a64bef434245fa058fbfec'
ACTION SNIPPET 10000 1076 SNIPPET_NOT_RELEVANT b'2eca61a4-6f86-11e1-9118-82b72e1e284a'
ACTION SNIPPET 10000 1079 SNIPPET_RELEVANT b'3a3d23be8e51f34403d256a44d87cdf4'
ACTION DOC 10000 1099 EXAMINING_DOCUMENT b'3a3d23be8e51f34403d256a44d87cdf4'
ACTION MARK 10000 1102 CONSIDERED_RELEVANT b'3a3d23be8e51f34403d256a44d87cdf4'
ACTION SNIPPET 10000 1105 SNIPPET_RELEVANT b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION DOC 10000 1125 EXAMINING_DOCUMENT b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION MARK 10000 1128 CONSIDERED_RELEVANT b'e8023cac-5c14-11e7-9fc6-c7ef4bc58d13'
ACTION SNIPPET 10000 1131 SEEN_PREVIOUSLY b'1ad9d0f2-054e-11e4-a0dd-f2b22a257353'
ACTION SNIPPET 10000 1134 SNIPPET_RELEVANT b'2861aed4b4d9e4cc8787f27467359594'
ACTION DOC 10000 1154 EXAMINING_DOCUMENT b'2861aed4b4d9e4cc8787f27467359594'
ACTION MARK 10000 1157 CONSIDERED_RELEVANT b'2861aed4b4d9e4cc8787f27467359594'
ACTION SNIPPET 10000 1160 SNIPPET_NOT_RELEVANT b'dd2cced8-4b75-11e6-8dac-0c6e4accc5b1'
ACTION SNIPPET 10000 1163 SNIPPET_RELEVANT b'185a14ae-5f4b-11e7-84a1-a26b75ad39fe'
ACTION DOC 10000 1183 EXAMINING_DOCUMENT b'185a14ae-5f4b-11e7-84a1-a26b75ad39fe'
ACTION MARK 10000 1186 CONSIDERED_RELEVANT b'185a14ae-5f4b-11e7-84a1-a26b75ad39fe'
ACTION SNIPPET 10000 1189 SNIPPET_NOT_RELEVANT b'a817091ff6e514c97fe2edb706547c2a'
ACTION SNIPPET 10000 1192 SNIPPET_RELEVANT b'ed408c80-1d3c-11e2-b647-bb1668e64058'
ACTION DOC 10000 1212 EXAMINING_DOCUMENT b'ed408c80-1d3c-11e2-b647-bb1668e64058'
ACTION MARK 10000 1215 CONSIDERED_RELEVANT b'ed408c80-1d3c-11e2-b647-bb1668e64058'
ACTION SNIPPET 10000 1218 SEEN_PREVIOUSLY b'd9439bb1b235ce43080e0d03ad793319'
ACTION SNIPPET 10000 1221 SNIPPET_NOT_RELEVANT b'bfca7a64-5b5b-11e3-a66d-156b463c78aa'
ACTION SNIPPET 10000 1224 SNIPPET_RELEVANT b'a96b484c-5890-11e4-8264-deed989ae9a2'
ACTION DOC 10000 1244 EXAMINING_DOCUMENT b'a96b484c-5890-11e4-8264-deed989ae9a2'
ACTION MARK 10000 1247 CONSIDERED_RELEVANT b'a96b484c-5890-11e4-8264-deed989ae9a2'
ACTION SNIPPET 10000 1250 SNIPPET_NOT_RELEVANT b'4120d4ea1b766740ef0fbb9dc20b9e10'
ACTION SNIPPET 10000 1253 SEEN_PREVIOUSLY b'd4efd080-0dcb-11e7-9d5a-a83e627dc120'
ACTION SNIPPET 10000 1256 SNIPPET_NOT_RELEVANT b'960a655e37a62111439e35f268d4952a'
ACTION SNIPPET 10000 1259 SNIPPET_NOT_RELEVANT b'7a66cc7b35e2eb04a661b544a0851fd6'
ACTION SNIPPET 10000 1262 SNIPPET_NOT_RELEVANT b'e2be316c2538762567d18a6bbb5b88a4'
ACTION SNIPPET 10000 1265 SEEN_PREVIOUSLY b'a3394dc4-807a-11e2-b99e-6baf4ebe42df'
ACTION SNIPPET 10000 1268 SNIPPET_RELEVANT b'83b0fd3a-2364-11e2-ac85-e669876c6a24'
ACTION DOC 10000 1288 EXAMINING_DOCUMENT b'83b0fd3a-2364-11e2-ac85-e669876c6a24'
ACTION MARK 10000 1291 CONSIDERED_RELEVANT b'83b0fd3a-2364-11e2-ac85-e669876c6a24'
ACTION SNIPPET 10000 1294 SNIPPET_RELEVANT b'2f4afbb2e54faefc9172a2d843a68dce'
ACTION DOC 10000 1314 EXAMINING_DOCUMENT b'2f4afbb2e54faefc9172a2d843a68dce'
ACTION MARK 10000 1317 CONSIDERED_RELEVANT b'2f4afbb2e54faefc9172a2d843a68dce'
ACTION SNIPPET 10000 1320 SNIPPET_NOT_RELEVANT b'd9f66c24-9629-11e2-894a-b984cbdff2e6'
ACTION SNIPPET 10000 1323 SNIPPET_NOT_RELEVANT b'e8b396d2774dff51cf163539e235176e'
ACTION SNIPPET 10000 1326 SEEN_PREVIOUSLY b'c73fa254-72ca-11e1-ab86-1f92b6642693'
ACTION SNIPPET 10000 1329 SNIPPET_RELEVANT b'a01814b6-0599-11e6-b283-e79d81c63c1b'
ACTION DOC 10000 1349 EXAMINING_DOCUMENT b'a01814b6-0599-11e6-b283-e79d81c63c1b'
ACTION MARK 10000 1352 CONSIDERED_RELEVANT b'a01814b6-0599-11e6-b283-e79d81c63c1b'
ACTION SNIPPET 10000 1355 SNIPPET_NOT_RELEVANT b'df02e9825714bcaae23f1fc41a21573a'
ACTION SNIPPET 10000 1358 SNIPPET_NOT_RELEVANT b'7ef8ce1720bf2f6b2065a97506ee89b4'
ACTION SNIPPET 10000 1361 SNIPPET_NOT_RELEVANT b'5ec8b535fabc009ea0b973356a9ee128'
ACTION SNIPPET 10000 1364 SNIPPET_NOT_RELEVANT b'45c688b8299315095a573f24d949958c'
ACTION SNIPPET 10000 1367 SNIPPET_NOT_RELEVANT b'3f8de8df5da3c3cefc3e8b1cd028f9d7'
ACTION SNIPPET 10000 1370 SNIPPET_NOT_RELEVANT b'b9861e5ef6fc4d21b3f06edaeb0e9acc'
ACTION SNIPPET 10000 1373 SNIPPET_NOT_RELEVANT b'f34ef7c6-670e-11e7-a1d7-9a32c91c6f40'
ACTION SNIPPET 10000 1376 SNIPPET_RELEVANT b'0fd2a9f4b453092cea3b67ff8a509b47'
ACTION DOC 10000 1396 EXAMINING_DOCUMENT b'0fd2a9f4b453092cea3b67ff8a509b47'
ACTION MARK 10000 1399 CONSIDERED_RELEVANT b'0fd2a9f4b453092cea3b67ff8a509b47'
ACTION SNIPPET 10000 1402 SNIPPET_NOT_RELEVANT b'9ef23198852e1710422e7dec11b84f91'
ACTION SNIPPET 10000 1405 SNIPPET_RELEVANT b'5d9d3259b1068d987537826300058fcb'
ACTION DOC 10000 1425 EXAMINING_DOCUMENT b'5d9d3259b1068d987537826300058fcb'
ACTION MARK 10000 1428 CONSIDERED_RELEVANT b'5d9d3259b1068d987537826300058fcb'
ACTION SNIPPET 10000 1431 SNIPPET_NOT_RELEVANT b'c84d8fda-f08b-11e3-9ebc-2ee6f81ed217'
ACTION SNIPPET 10000 1434 SNIPPET_NOT_RELEVANT b'55060b1b9b7ab3583dd919815c773d72'
ACTION SNIPPET 10000 1437 SEEN_PREVIOUSLY b'befaf098-fdb9-11e5-80e4-c381214de1a3'
ACTION SNIPPET 10000 1440 SNIPPET_RELEVANT b'e0b227a7795a4c966be96ef0d6c8974a'
ACTION DOC 10000 1460 EXAMINING_DOCUMENT b'e0b227a7795a4c966be96ef0d6c8974a'
ACTION MARK 10000 1463 CONSIDERED_RELEVANT b'e0b227a7795a4c966be96ef0d6c8974a'
ACTION SNIPPET 10000 1466 SNIPPET_NOT_RELEVANT b'806be4be-55eb-11e7-ba90-f5875b7d1876'
ACTION SNIPPET 10000 1469 SNIPPET_RELEVANT b'd1067567229717c746e7fee8597011a8'
ACTION DOC 10000 1489 EXAMINING_DOCUMENT b'd1067567229717c746e7fee8597011a8'
ACTION MARK 10000 1492 CONSIDERED_RELEVANT b'd1067567229717c746e7fee8597011a8'
ACTION SNIPPET 10000 1495 SNIPPET_NOT_RELEVANT b'8e864e0a-993e-11e1-9c00-4876538800d6'
ACTION SNIPPET 10000 1498 SNIPPET_NOT_RELEVANT b'8444d1915d8f5cbd2e0572480580ef24'
ACTION SNIPPET 10000 1501 SEEN_PREVIOUSLY b'f73cad84-e76c-11e4-9a6a-c1ab95a0600b'
ACTION SNIPPET 10000 1504 SNIPPET_NOT_RELEVANT b'39635806b7b3af74a06b39d3fff77467'
ACTION SNIPPET 10000 1507 SNIPPET_NOT_RELEVANT b'72041a6e-43f6-11e3-a751-f032898f2dbc'
INFO SERP_END_REACHED 
ACTION QUERY 10000 1517 How do airports ensure safety on international flights?
ACTION SERP 10000 1522 EXAMINE_SERP
